TMGNN,0,13.15615,9.72495
TMGNN,1,13.44781,9.09496
TMGNN,2,14.95875,9.73203
TMGNN,3,15.78068,10.24373
TMGNN,4,17.48497,11.45078
TMGNN,5,17.31835,10.99500
TMGNN,6,16.02549,11.17794
TMGNN,7,14.80041,10.52111
TMGNN,8,14.64784,9.44558
TMGNN,9,14.56780,9.33719
TMGNN,10,15.80148,10.02398
TMGNN,11,16.09759,10.38209
TMGNN,12,16.19286,10.36018
TMGNN,13,16.47840,10.82267
ATMGNN,0,13.52917,9.94201
ATMGNN,1,13.96234,10.17470
ATMGNN,2,15.08803,10.48417
ATMGNN,3,16.58186,11.45576
ATMGNN,4,17.73799,12.45604
ATMGNN,5,17.41497,12.51153
ATMGNN,6,15.96647,11.01275
ATMGNN,7,14.74527,10.73735
ATMGNN,8,15.11190,10.13552
ATMGNN,9,14.91675,9.80024
ATMGNN,10,15.66094,10.61622
ATMGNN,11,16.43170,10.67426
ATMGNN,12,16.59689,10.50118
ATMGNN,13,16.84088,10.73261
ATMGNN,0,13.79812,10.49616
ATMGNN,1,13.55117,9.79404
ATMGNN,2,15.14262,10.10714
ATMGNN,3,16.45155,11.39664
ATMGNN,4,17.24593,12.01118
ATMGNN,5,17.13434,12.37384
ATMGNN,6,16.29167,11.73918
ATMGNN,7,15.29469,11.10595
ATMGNN,8,15.04695,10.42669
ATMGNN,9,15.43076,10.72366
ATMGNN,10,16.48423,11.12794
ATMGNN,11,16.76659,11.03907
ATMGNN,12,17.07156,10.98616
ATMGNN,13,16.99623,11.16662
