MPNN,0,6.00578,1.32299,6.00578,76.69510,8.55179,0.63104
MPNN,1,6.35691,1.65076,6.35691,88.45841,9.12304,0.58849
MPNN,2,6.61460,2.06294,6.61460,100.39629,9.58435,0.54483
MPNN,3,6.77467,2.18037,6.77467,104.35425,9.73517,0.53096
MPNN,4,6.85087,2.13515,6.85087,107.01180,9.88392,0.52172
MPNN,5,7.15531,2.17828,7.15531,112.26057,10.18961,0.47405
MPNN,6,7.43675,2.30886,7.43675,120.44876,10.54236,0.41744
MPNN,7,8.02325,2.68552,8.02325,140.05348,11.31211,0.27483
MPNN,8,8.68417,2.85641,8.68417,164.55755,12.23796,0.08845
MPNN,9,9.14447,2.83116,9.14447,180.88396,12.87651,-0.02152
MPNN,10,9.43755,2.36612,9.43755,194.42393,13.49537,-0.16292
MPNN,11,9.47114,2.14645,9.47114,190.80084,13.50533,-0.17639
MPNN,12,9.53842,2.06643,9.53842,192.13013,13.61771,-0.23223
MPNN,13,9.98786,2.20717,9.98786,210.45475,14.24042,-0.42774
MPNN,14,10.43545,2.38160,10.43545,231.72283,14.90949,-0.72110
MPNN,15,10.93230,2.70941,10.93230,254.58816,15.57128,-0.98435
MPNN,16,11.42797,2.77909,11.42797,272.77577,16.13666,-1.17127
MPNN,17,11.94843,2.51428,11.94843,290.12191,16.80397,-1.40195
MPNN,18,12.15738,2.48539,12.15738,306.60300,17.29244,-1.48112
MPNN,19,12.37012,2.27586,12.37012,316.84819,17.57841,-1.75818
MPNN,20,12.83740,2.34134,12.83740,339.78313,18.17870,-2.00535
AVG,0,7.98104,1.19945,7.98104,128.40289,11.16904,-0.04758
AVG,1,8.03575,1.19374,8.03575,129.60287,11.22670,-0.09097
AVG,2,8.15465,1.21794,8.15465,133.46375,11.38966,-0.13636
AVG,3,8.30167,1.23253,8.30167,138.08996,11.58376,-0.18582
AVG,4,8.37404,1.26275,8.37404,140.26891,11.67051,-0.23559
AVG,5,8.45106,1.30301,8.45106,143.63438,11.79965,-0.29000
AVG,6,8.49671,1.31574,8.49671,142.28672,11.76871,-0.35099
AVG,7,8.54072,1.33610,8.54072,141.39402,11.74775,-0.40961
AVG,8,8.52389,1.29016,8.52389,138.11026,11.65009,-0.46165
AVG,9,8.62634,1.29259,8.62634,141.19564,11.77850,-0.52130
AVG,10,8.77697,1.23021,8.77697,145.99844,11.98926,-0.57881
AVG,11,8.84478,1.24571,8.84478,147.70185,12.05561,-0.64437
AVG,12,8.90232,1.27853,8.90232,148.82305,12.09737,-0.71693
AVG,13,8.97175,1.33215,8.97175,150.03322,12.13867,-0.80209
AVG,14,9.00609,1.37928,9.00609,152.15203,12.21866,-0.88180
AVG,15,9.02072,1.42301,9.02072,151.50376,12.18856,-0.95628
AVG,16,9.11804,1.37280,9.11804,154.50480,12.31867,-1.03183
AVG,17,9.16753,1.36995,9.16753,156.19287,12.38802,-1.07893
AVG,18,9.22932,1.36007,9.22932,158.77129,12.49565,-1.16629
AVG,19,9.25741,1.38154,9.25741,160.13295,12.54723,-1.26352
AVG,20,9.31657,1.39643,9.31657,161.52292,12.59588,-1.39284
AVG_WINDOW,0,5.70147,1.33928,5.70147,67.86106,8.03662,0.54667
AVG_WINDOW,1,6.01945,1.39933,6.01945,74.59487,8.42782,0.47781
AVG_WINDOW,2,6.32805,1.43275,6.32805,80.94628,8.78550,0.40036
AVG_WINDOW,3,6.66796,1.43441,6.66796,88.51845,9.19697,0.31375
AVG_WINDOW,4,7.04376,1.50404,7.04376,98.76238,9.72034,0.19812
AVG_WINDOW,5,7.51428,1.56817,7.51428,111.24546,10.32789,0.07165
AVG_WINDOW,6,7.94094,1.60647,7.94094,122.88820,10.87309,-0.07156
AVG_WINDOW,7,8.37205,1.64902,8.37205,135.43028,11.43041,-0.22227
AVG_WINDOW,8,8.77763,1.66410,8.77763,147.57797,11.95441,-0.39688
AVG_WINDOW,9,9.17400,1.65835,9.17400,160.09449,12.46852,-0.58233
AVG_WINDOW,10,9.48582,1.55030,9.48582,169.78330,12.87762,-0.73539
AVG_WINDOW,11,10.00992,1.63669,10.00992,188.07521,13.56123,-0.97057
AVG_WINDOW,12,10.55292,1.73604,10.55292,208.01283,14.26103,-1.23361
AVG_WINDOW,13,11.04430,1.81748,11.04430,227.52661,14.91091,-1.52292
AVG_WINDOW,14,11.54234,1.84247,11.54234,247.38096,15.55701,-1.82459
AVG_WINDOW,15,12.04731,1.81240,12.04731,267.79765,16.20594,-2.15372
AVG_WINDOW,16,12.41085,1.73505,12.41085,281.36720,16.63356,-2.44150
AVG_WINDOW,17,12.58029,1.33647,12.58029,287.94475,16.88019,-2.64344
AVG_WINDOW,18,13.06534,1.48964,13.06534,307.77297,17.44357,-3.06192
AVG_WINDOW,19,13.62395,1.61532,13.62395,331.42263,18.09370,-3.52411
AVG_WINDOW,20,14.16799,1.66854,14.16799,356.75397,18.76891,-4.06411
LAST_DAY,0,6.26098,1.32320,6.26098,85.78130,9.08309,0.48240
LAST_DAY,1,6.91764,1.54855,6.91764,104.49467,9.96825,0.30624
LAST_DAY,2,7.12353,1.54159,7.12353,114.12128,10.45237,0.19093
LAST_DAY,3,7.37829,1.53112,7.37829,120.37674,10.69795,0.10614
LAST_DAY,4,7.41887,1.57099,7.41887,119.28468,10.69961,0.07168
LAST_DAY,5,7.35908,1.70493,7.35908,119.60327,10.65652,0.10300
LAST_DAY,6,7.32903,1.28164,7.32903,112.62561,10.48832,0.19415
LAST_DAY,7,7.95677,1.60634,7.95677,135.82976,11.42628,-0.09818
LAST_DAY,8,8.66884,2.33319,8.66884,161.69829,12.29284,-0.54935
LAST_DAY,9,9.13081,2.32409,9.13081,180.61208,13.02100,-0.74676
LAST_DAY,10,9.26559,2.15874,9.26559,185.20088,13.22564,-0.96326
LAST_DAY,11,9.54757,2.17075,9.54757,191.94644,13.51382,-0.99573
LAST_DAY,12,9.72573,1.94677,9.72573,199.20007,13.85785,-1.03587
