MPNN,0,29.55463,11.40799,29.55463,4601.36132,57.99586,0.47889
MPNN,1,32.01869,12.87639,32.01869,5737.25358,63.35941,0.38318
MPNN,2,33.29980,13.46267,33.29980,6213.39145,65.88390,0.24038
MPNN,3,34.52481,13.34923,34.52481,6287.35137,68.22863,0.12589
MPNN,4,35.03474,12.34021,35.03474,6070.03309,68.58362,0.04595
MPNN,5,37.04859,12.94511,37.04859,7254.57224,74.45514,-0.20486
MPNN,6,41.06919,14.96244,41.06919,9566.57858,85.53522,-0.80464
MPNN,7,41.53883,13.62467,41.53883,9036.28717,84.97980,-1.05883
MPNN,8,43.75615,14.58489,43.75615,10721.95237,91.74508,-1.87841
MPNN,9,45.40025,14.51388,45.40025,11499.27825,95.87797,-2.47587
MPNN,10,47.60032,13.81971,47.60033,11844.40584,100.01969,-3.27897
MPNN,11,48.75794,13.68492,48.75794,12240.22195,102.63376,-3.88350
MPNN,12,49.54161,13.77440,49.54161,13172.51954,106.27596,-4.32833
MPNN,13,51.46759,13.49717,51.46759,13770.74967,109.81762,-4.88512
MPNN,14,53.83550,15.98764,53.83550,16566.20997,118.10653,-6.00865
MPNN,15,55.20880,15.32404,55.20880,17051.55241,121.50149,-6.45371
MPNN,16,57.20723,16.12193,57.20723,18340.96575,126.67482,-7.26946
MPNN,17,57.99008,14.02130,57.99008,18356.51724,129.20404,-7.89260
MPNN,18,59.30540,12.66928,59.30540,18861.25958,133.66214,-8.35373
MPNN,19,60.93854,12.00759,60.93854,20052.54611,138.91804,-9.02231
MPNN,20,63.84729,14.10179,63.84729,22920.42783,148.05044,-10.29875
