TMGNN,0,13.27398,10.53918
TMGNN,1,14.05825,9.89098
TMGNN,2,15.99147,10.61518
TMGNN,3,17.11481,11.62510
TMGNN,4,18.27854,12.55651
TMGNN,5,17.84037,12.63632
TMGNN,6,16.81979,12.35126
TMGNN,7,15.17036,11.72799
TMGNN,8,15.23040,11.12992
TMGNN,9,14.85579,10.73071
TMGNN,10,16.31043,11.51754
TMGNN,11,16.51739,11.84929
TMGNN,12,16.43044,11.20440
TMGNN,13,16.48143,11.31092
ATMGNN,0,13.08498,10.68955
ATMGNN,1,13.95308,10.05170
ATMGNN,2,16.17884,11.22594
ATMGNN,3,18.04496,12.78431
ATMGNN,4,18.34691,13.24965
ATMGNN,5,18.46714,13.99613
ATMGNN,6,16.78638,12.57705
ATMGNN,7,15.46896,12.23773
ATMGNN,8,15.51990,11.69393
ATMGNN,9,15.05831,11.16919
ATMGNN,10,16.02712,11.59500
ATMGNN,11,16.48197,12.05488
ATMGNN,12,16.64975,12.17971
ATMGNN,13,17.04544,12.21229
ATMGNN,0,13.80148,11.22968
ATMGNN,1,14.35273,10.43735
ATMGNN,2,16.01481,11.32610
ATMGNN,3,17.05809,11.85500
ATMGNN,4,17.83842,12.89178
ATMGNN,5,17.87633,13.07416
ATMGNN,6,16.79996,12.84283
ATMGNN,7,15.59155,12.34698
ATMGNN,8,15.91745,12.59184
ATMGNN,9,15.92569,12.00518
ATMGNN,10,17.18811,12.96721
ATMGNN,11,16.91326,12.60220
ATMGNN,12,17.53911,12.95793
ATMGNN,13,17.90474,13.83499
