TMGNN,0,11.79818,7.37051
TMGNN,1,12.07335,7.15478
TMGNN,2,13.27909,7.86933
TMGNN,3,13.31827,7.97600
TMGNN,4,14.49891,8.56253
TMGNN,5,14.04310,8.58884
TMGNN,6,13.80118,7.96420
TMGNN,7,12.84221,7.66862
TMGNN,8,12.94469,7.33805
TMGNN,9,12.93559,7.33795
TMGNN,10,13.73382,7.72301
TMGNN,11,13.91193,7.97923
TMGNN,12,13.95383,7.89681
TMGNN,13,14.13469,8.12172
ATMGNN,0,11.74379,7.23101
ATMGNN,1,11.91408,7.37974
ATMGNN,2,13.21438,8.17188
ATMGNN,3,13.76402,7.99102
ATMGNN,4,15.08826,9.50191
ATMGNN,5,14.31104,8.68683
ATMGNN,6,13.95311,8.70363
ATMGNN,7,13.05225,8.10932
ATMGNN,8,13.26353,7.97714
ATMGNN,9,13.30415,8.22146
ATMGNN,10,14.06176,8.68589
ATMGNN,11,14.20452,8.25222
ATMGNN,12,14.14960,8.51052
ATMGNN,13,14.45016,8.36190
ATMGNN,0,12.24479,7.93286
ATMGNN,1,11.96604,7.49871
ATMGNN,2,13.08179,7.84795
ATMGNN,3,13.68668,8.61924
ATMGNN,4,14.45723,8.77892
ATMGNN,5,14.42270,8.88492
ATMGNN,6,13.97351,8.94324
ATMGNN,7,13.14018,8.46095
ATMGNN,8,13.34714,8.08454
ATMGNN,9,13.40549,8.63541
ATMGNN,10,13.84413,8.29018
ATMGNN,11,14.43679,8.67645
ATMGNN,12,14.92168,9.07016
ATMGNN,13,14.97925,9.03303
