MGNN,0,72.71046,104.49269
MGNN,1,84.19017,138.33667
MGNN,2,91.40018,142.62189
MGNN,3,100.22991,174.23085
MGNN,4,96.23344,189.31089
MGNN,0,69.85975,98.36881
MGNN,1,82.46729,129.76859
MGNN,2,89.41879,138.80582
MGNN,3,97.71789,165.72020
MGNN,4,90.35611,156.69479
MGNN,5,97.87528,172.45344
MGNN,6,110.53838,178.21689
MGNN,7,124.07372,190.32657
MGNN,8,132.38170,195.03929
MGNN,9,140.24380,203.66351
MGNN,10,148.56316,211.89730
MGNN,11,153.31550,211.43571
MGNN,12,160.39180,224.22655
MGNN,13,170.25173,233.14611
ATMGNN,0,72.79766,124.49840
ATMGNN,1,72.51163,107.38879
ATMGNN,2,87.77694,158.92159
ATMGNN,3,98.03217,172.45735
ATMGNN,4,100.68374,168.37549
ATMGNN,5,104.69667,188.60099
ATMGNN,6,95.53251,186.51415
ATMGNN,7,87.45040,134.68525
ATMGNN,8,89.00095,159.44405
ATMGNN,9,85.17983,136.73416
ATMGNN,10,85.67343,124.13775
ATMGNN,11,88.59385,131.47380
ATMGNN,12,89.50512,132.99345
ATMGNN,13,89.12190,132.64170
