TMGNN,0,3.18629,1.26960
TMGNN,1,3.18525,1.28635
TMGNN,2,3.32147,1.33493
TMGNN,3,3.39360,1.44857
TMGNN,4,3.51772,1.42578
TMGNN,5,3.45207,1.41021
TMGNN,6,3.50711,1.44798
TMGNN,7,3.30228,1.19271
TMGNN,8,3.42405,1.37979
TMGNN,9,3.33829,1.27405
TMGNN,10,3.46693,1.37995
TMGNN,11,3.47306,1.37259
TMGNN,12,3.52649,1.45473
TMGNN,13,3.50732,1.48236
ATMGNN,0,3.17922,1.16608
ATMGNN,1,3.22654,1.28891
ATMGNN,2,3.37114,1.40072
ATMGNN,3,3.39927,1.35995
ATMGNN,4,3.54718,1.50428
ATMGNN,5,3.48979,1.39705
ATMGNN,6,3.42154,1.37694
ATMGNN,7,3.27189,1.19368
ATMGNN,8,3.40292,1.33376
ATMGNN,9,3.40017,1.31615
ATMGNN,10,3.41426,1.34223
ATMGNN,11,3.42359,1.34763
ATMGNN,12,3.46954,1.35706
ATMGNN,13,3.49733,1.44360
