TMGNN,0,10.62733,9.77193
TMGNN,1,10.94178,9.12048
TMGNN,2,11.32184,9.54243
TMGNN,3,11.38850,9.27805
TMGNN,4,12.94355,10.85664
TMGNN,5,12.75928,11.56153
TMGNN,6,12.35342,10.38216
TMGNN,7,11.60885,9.66296
TMGNN,8,11.94521,8.95073
TMGNN,9,11.55362,8.90208
TMGNN,10,12.35815,8.94297
TMGNN,11,12.54313,9.51252
TMGNN,12,12.88661,9.23687
TMGNN,13,13.31619,9.93150
ATMGNN,0,10.76856,9.55008
ATMGNN,1,10.94327,9.13837
ATMGNN,2,11.31027,9.27044
ATMGNN,3,12.16930,9.90182
ATMGNN,4,12.97723,11.06802
ATMGNN,5,12.99134,11.37111
ATMGNN,6,12.59876,11.25622
ATMGNN,7,11.96890,9.69644
ATMGNN,8,12.12788,9.26994
ATMGNN,9,11.79911,8.96862
ATMGNN,10,12.79719,10.02864
ATMGNN,11,13.28137,10.56456
ATMGNN,12,13.05696,9.74070
ATMGNN,13,13.42512,9.53219
