22.20423,22.69516,23.17410,21.95491,22.19289,22.18696,21.61520,21.42508,22.33802,22.51365,21.36914,21.48408,22.41179,21.50129,21.84178,21.77698,22.47231,22.48317,22.07505,20.80750,22.12834,22.55269,21.77650,20.52673,21.88363,21.49967,22.64214,21.96037,22.20506,22.58553,22.65305,21.74541,21.16591,21.59434,21.80007,21.80027,21.86689,22.73168,21.44062,21.49371,22.64826,21.69823,21.76489,22.24142,21.59165,22.33253,21.93794,21.74126,22.13144,21.65341,21.88731,21.59933,22.33318,22.58339,22.21232,22.46872,21.78550,22.40885,22.26067,21.59675,21.92758,41.94257,41.95521,41.82302,41.32176,41.49102,41.26357,42.17073,42.41080,41.68176,41.38530,41.93225,41.18235,41.39961,42.16162,41.62869,42.60340,42.46292,40.79213,43.31744,40.47616,41.86836,41.64259,40.80738,42.22530,41.70254,41.11719,41.99188,42.29114,40.84549,43.36284,41.10593,40.77687,41.20934,42.02203,41.10363,40.85580,41.51658,41.35526,41.61571,41.89548,41.52761,42.24521,41.95817,41.97248,41.72719,40.98878,41.49585,41.02124,42.19772,41.54749,41.25313,42.22718,43.00891,41.49905,40.94188,42.28880,41.09667,41.54138,41.46455,42.03231,41.87418,42.18821,41.82979,41.61352,62.00793,61.20530,61.34167,61.54334,61.93045,61.55891,61.07164,61.50949,61.69438,61.07941,61.79768,60.79563,61.99575,62.03722,62.60857,60.61401,61.46392,61.47227,60.89857,60.98188,61.34430,61.20097,60.96176,61.31798,60.62891,60.65595,61.55066,60.17521,60.76603,59.63453,59.75149,60.72514,60.39545,61.01949,60.78682,59.48740,59.35912,60.52113
22.58915,22.12375,21.81823,22.14900,22.32231,22.21889,21.48497,22.31638,21.61111,22.54438,21.94382,21.79242,21.24090,21.70198,22.74769,22.42833,21.30434,21.81966,22.49520,21.58408,20.54218,21.92562,22.13008,22.86397,21.65388,22.16149,22.80434,22.52605,21.89117,22.38804,22.97799,21.81012,22.61864,21.51707,21.85027,22.76517,21.42405,22.76739,21.62133,21.52477,22.34959,21.46615,21.69351,21.88507,21.51046,22.17575,23.34313,22.02324,21.18996,21.74049,22.14635,22.34009,20.91784,21.46809,21.40474,21.52052,21.55814,21.75601,21.76129,21.45117,21.19292,38.59747,39.80899,40.44941,38.97704,38.63808,39.46947,39.47876,38.82569,38.16085,38.40353,39.16006,38.24240,37.10642,37.86633,37.79852,38.27437,37.71485,38.51840,38.37943,37.32268,38.28427,38.57097,37.06936,38.85765,38.80980,38.64988,38.78345,37.34716,38.17857,38.01678,37.29300,39.14211,38.29326,37.58998,36.94498,37.45778,38.07198,37.40005,38.52585,37.82868,38.00709,37.17909,37.75964,36.84611,39.34617,39.35812,37.73702,38.46512,37.80602,39.34806,39.41875,38.58334,38.73864,38.81645,38.83946,39.13333,39.00189,39.32555,40.04370,39.34192,39.70583,39.97029,39.12344,38.85872,58.36409,57.69613,57.71077,57.67582,58.22101,57.57270,56.84686,56.33991,57.04679,57.22393,57.12040,57.25813,58.04947,57.01920,57.46996,57.31121,56.50919,57.06650,56.42874,56.80276,57.16187,56.76102,56.03892,57.40954,56.28082,55.89323,56.14511,57.48042,56.47824,55.13384,55.58085,56.29688,55.97784,55.28807,55.58911,55.45399,55.60344,56.43247
22.96986,22.89096,22.57988,23.48797,22.96204,23.41450,23.62944,22.93426,23.76013,23.14084,23.38483,23.07637,23.38613,24.00496,23.52616,23.23129,23.39623,22.83006,22.83961,23.57675,23.19963,23.64109,23.52225,22.68735,23.80078,23.31732,22.56594,22.74236,23.69069,22.61742,23.63604,23.39516,23.31552,22.60866,22.91083,22.55180,23.35793,22.79973,23.28707,22.69284,22.85464,22.91817,23.76617,23.48017,23.51306,24.40156,23.71731,22.60911,22.65679,23.60687,23.62612,23.02012,24.50342,23.99832,23.02454,22.83895,23.05304,22.95738,22.80063,23.22702,23.81868,43.20152,42.90675,42.10357,41.50498,41.39792,41.62452,43.08091,41.82925,41.93878,42.71974,42.18562,41.73206,42.17027,42.73787,42.14227,42.44621,41.27322,41.48159,42.90309,41.85323,42.76984,42.43092,41.45440,41.46122,41.66172,42.50331,42.76839,40.83545,42.41161,41.26130,41.59635,42.60615,43.12900,40.91396,41.41671,41.88109,42.54403,41.73485,41.56374,42.32434,42.09061,42.11763,40.52347,42.22079,41.69467,41.78214,41.44667,40.99894,42.26067,41.83609,42.22242,42.04735,42.02348,42.55464,42.65355,42.31863,43.10108,41.78170,41.32352,42.26098,41.87922,42.01382,42.10341,42.06648,61.53478,61.61333,60.82819,60.04948,61.39108,61.42949,61.21098,61.37286,59.82557,60.88599,60.67488,61.16327,60.47500,61.07621,59.95361,61.13218,60.19188,58.92626,59.33519,60.06274,59.01117,58.55670,60.03499,60.59856,59.17368,59.17587,59.34066,58.41304,58.46553,59.42786,59.18449,59.96408,59.67471,58.56664,58.48537,59.09633,58.06123,57.76561
22.67615,22.08133,21.96519,22.71091,22.10806,22.49364,23.29314,23.56957,21.31236,23.55920,21.96080,23.07516,21.91877,21.91221,22.58989,22.38924,22.74538,23.35922,22.68326,22.23742,22.82392,23.12492,23.60151,21.31692,22.50893,22.22596,23.21375,22.76365,21.86884,21.45890,23.61542,22.08611,22.13295,22.30398,22.02717,22.71727,22.33981,22.16387,23.27220,22.56154,22.56570,22.74745,21.85066,22.88171,23.22687,21.20854,21.70954,22.72091,23.07108,22.71973,21.86904,21.84195,22.65837,22.09502,22.40087,21.98347,23.29242,22.98037,21.27830,22.10592,21.75264,41.67053,42.50179,41.48471,40.83111,42.24609,41.66122,41.33693,41.26023,41.88868,42.82033,42.05586,41.73452,42.15263,41.20822,42.40230,41.40668,41.64677,42.33298,41.63151,42.01948,42.13203,42.52415,41.17501,41.94772,42.06470,42.34078,41.59327,41.59081,41.91362,41.85619,41.72480,42.20119,41.43046,42.88615,42.58873,42.26115,41.56228,40.57462,42.19723,41.59103,41.77152,42.26775,41.96733,41.94342,41.24247,41.87967,41.80244,41.24632,41.95254,42.82281,42.47910,42.99170,42.11633,43.35631,41.87574,42.24701,42.42211,42.75855,42.91624,43.13325,43.20760,41.90905,41.88909,41.87241,60.98091,60.95136,62.71191,60.96180,61.53782,61.60630,61.43906,62.19321,60.59189,61.23760,61.75051,61.30735,62.44475,61.05700,61.45875,61.21750,61.47454,61.10546,60.69961,60.19990,59.19859,60.65344,59.72482,60.89520,61.07315,59.55047,59.83139,60.55056,59.90996,59.08585,60.18029,58.52165,59.47086,59.35706,57.36133,59.55101,59.89894,58.01037
23.44625,21.93974,22.67132,22.93568,22.45971,23.23606,22.08154,22.97264,22.76428,21.83650,22.02791,23.66862,22.10144,22.75880,22.61881,22.42936,22.42430,21.29666,21.71527,23.51458,22.94236,22.44614,21.59434,23.11305,21.89567,21.60990,21.46305,21.07613,22.30482,21.73136,21.76871,22.15219,21.85128,23.67258,22.35335,22.53228,22.74564,22.96457,20.42343,22.16971,22.14144,22.11020,22.86886,21.53608,21.85611,21.08942,21.42523,22.86528,21.77136,21.09752,21.64576,21.33944,21.31207,21.76649,20.99971,22.04629,23.19097,22.57928,22.83739,22.46328,21.71575,41.36320,41.37948,41.95953,42.56425,41.74592,42.73100,41.26905,41.01775,41.56289,41.92424,41.66128,40.66042,42.47725,41.46465,41.12057,42.48426,41.54966,41.88507,41.64297,41.94867,41.03759,41.20633,40.53317,40.83551,42.36656,40.97936,41.78647,39.83124,41.71259,41.00135,41.47689,40.03451,40.58471,40.66736,40.90163,41.83506,40.99736,41.97956,41.16711,41.73338,41.59128,40.66603,41.46480,41.13099,40.99214,41.66700,40.54297,41.04874,41.47017,41.53680,40.72834,41.15859,41.34557,42.32835,41.26913,41.64437,41.01136,40.97969,42.39934,41.37531,42.18031,42.17522,41.67738,42.41444,60.53830,60.75320,61.04227,60.55012,61.17560,60.88840,60.37202,60.26610,61.02682,59.72417,60.46659,61.46226,60.93924,61.25937,61.27312,60.70182,60.98042,61.29125,60.70195,60.59713,61.25969,59.59885,61.74772,60.68885,59.90323,61.00365,60.50485,60.68217,60.47827,60.58649,60.42080,60.84290,61.16202,60.76804,60.24802,60.29306,59.17765,60.04365
22.09959,22.21160,21.46162,21.06786,21.89645,21.81450,23.21877,22.29876,21.68629,21.25287,22.54908,21.89253,21.60927,22.03026,21.55858,23.00202,20.73611,21.41648,22.29426,21.29319,21.05911,21.14884,22.65989,21.90711,22.35324,21.77288,21.86289,22.19933,21.29255,22.04675,21.69662,21.55982,22.16890,23.14509,22.29224,21.62545,21.73612,23.58562,22.38309,22.33375,21.81525,22.41556,22.12259,21.99544,21.31696,21.92807,22.54061,21.06672,22.44767,21.07849,20.96422,22.51685,21.16636,20.74673,21.78621,21.29901,21.04568,21.44882,21.22432,20.81569,22.03277,40.70296,41.08406,40.86809,38.93016,38.97672,39.43480,39.40251,39.01604,40.39888,39.71374,38.01345,37.84382,39.19374,38.48150,38.36802,38.93262,38.53765,38.76565,38.05750,38.53068,38.26174,39.13701,37.82932,37.93793,38.01352,36.49182,36.80707,37.99296,39.05450,37.97192,37.59841,38.58569,36.89185,36.33413,36.64091,37.47436,37.69440,37.44639,36.64822,37.10342,36.70603,37.87784,36.67020,37.41287,37.79240,38.00167,37.72297,37.11069,37.70891,37.74572,37.67667,37.80642,37.66923,38.89634,38.40676,38.71995,38.58826,39.83077,40.19541,40.42710,39.73566,39.28872,39.51497,39.46824,59.17189,58.07396,58.19987,57.60485,57.10629,57.78580,58.53285,57.57354,56.95786,56.07502,57.76793,57.47280,56.79483,56.20303,56.37937,56.10684,55.41216,55.42855,56.44669,54.87137,56.31811,54.36160,54.79940,54.74654,54.85457,55.24337,55.49442,55.42824,54.57623,53.95226,53.92163,54.27955,53.94806,54.25998,53.90989,54.10070,54.11993,54.52319
21.34434,22.14928,22.67541,21.16573,21.54688,21.20524,21.55031,22.16476,21.03381,21.01362,22.47767,20.22591,21.71856,21.71629,21.45459,21.62972,20.93683,21.17768,21.57298,21.42551,21.25602,21.04492,21.27177,21.60257,20.87081,21.86738,21.60370,21.54093,20.87816,22.24466,20.29025,21.44940,21.66024,22.13341,21.34305,21.15520,21.72070,22.06001,21.59615,21.57850,21.68614,21.58372,20.89352,21.19784,20.65806,20.78542,21.47320,21.11307,22.83563,21.17037,21.13312,21.97864,21.95732,21.53972,22.11436,22.24834,21.13017,21.19845,21.10863,21.73965,21.17071,39.68863,39.86363,39.55369,37.72890,38.74754,38.39214,37.45425,37.88396,38.34615,37.72603,36.55344,37.28318,37.07426,38.87703,37.35506,37.60638,37.65213,37.06926,37.09285,36.99212,37.13086,36.63339,37.27326,37.14256,36.85563,37.10715,37.19643,36.90837,37.05416,36.23124,35.95632,36.10533,37.45345,35.55502,36.15427,36.08312,36.81552,35.40659,36.00076,35.16127,36.47028,35.06800,35.86911,36.16878,36.98491,36.73610,36.52351,35.92263,36.63214,35.78054,36.56492,37.22522,37.05940,37.32158,36.23047,36.67573,35.81871,37.04324,38.25510,37.01154,37.89576,38.54227,37.80219,38.05741,55.66845,55.18157,54.42471,55.18891,55.56904,54.18296,55.57152,55.08828,54.16825,54.49700,55.90231,54.75171,54.55948,53.92099,54.05050,53.39610,53.91133,54.22463,53.77364,53.33775,54.36487,53.70169,53.66344,53.96020,53.43969,52.73925,52.94077,52.47234,51.97084,52.32047,51.77848,51.95033,52.24179,52.12476,50.87820,52.30734,51.00481,52.21495
15.50444,15.36630,15.70211,15.85333,17.38652,17.04520,17.48273,16.43979,16.77502,17.09247,17.87659,17.08881,18.04337,18.78179,17.04748,18.25637,17.34148,17.85624,18.07283,18.47098,18.23899,17.80930,17.93313,18.15582,17.22180,18.24933,17.66501,17.77505,18.81754,18.65447,17.44884,18.30634,19.13873,18.50484,17.98364,19.24061,18.88608,19.40970,18.11152,18.84559,19.98403,19.34922,19.03538,19.59412,19.10567,19.18072,18.56393,20.53539,19.68489,19.74364,20.15029,19.41434,20.02586,20.22935,20.11549,21.16063,20.00074,19.42851,19.17334,19.96196,18.88823,35.05597,34.75346,35.24844,35.02956,35.63657,35.10948,35.24062,35.48740,34.95136,35.69569,35.29150,34.80383,34.59877,35.82141,34.65969,35.75616,35.11454,35.37368,35.25404,34.99897,34.95685,34.27937,34.71043,35.22678,35.11599,35.50938,35.35246,34.92580,35.50413,33.56209,34.92430,35.43878,34.70791,34.81407,35.19095,35.55313,35.08035,34.50689,35.77754,35.89448,35.31998,34.77050,35.16815,34.21655,35.55832,34.80925,35.13859,34.88267,35.03914,35.70208,35.23230,35.03231,35.25589,35.85863,34.84924,33.90016,34.58868,34.84270,33.71690,34.78157,34.50305,34.97416,35.77850,34.70070,49.02531,47.39450,47.05180,48.77137,47.55401,47.37400,48.82384,48.00420,48.69162,49.03243,48.41254,49.88634,49.65384,50.06449,50.48363,49.96619,49.24897,49.63321,49.91683,50.01144,50.51456,50.45650,50.45398,50.01491,50.19562,50.87268,51.42760,50.32193,49.89315,50.38797,49.97875,50.61772,49.85816,50.23310,49.61708,50.38268,50.49558,50.47546
23.31410,21.88876,21.38839,21.68022,21.40532,21.13456,21.72872,21.09807,20.95122,23.21758,21.78121,21.71717,22.17962,22.69176,21.29686,21.74170,22.13334,22.16419,21.83150,21.75022,21.00651,21.21273,21.90069,21.41081,23.25343,22.83301,21.88423,21.13203,21.96075,22.60997,21.11496,22.90277,21.42911,21.54128,21.63161,21.51893,21.72466,21.10452,23.09145,21.98156,23.26204,21.21132,21.74897,22.24952,22.18363,22.03939,21.60379,22.64675,22.07640,21.79518,22.24105,21.76407,21.43147,22.82174,21.00987,22.14393,22.68783,21.99957,20.83127,22.68261,22.26376,40.59684,40.70204,40.74290,39.09342,38.73925,39.64080,38.87786,38.69713,39.02365,38.93584,39.08943,38.91763,38.09069,39.39642,39.92925,38.53647,39.13023,39.43258,38.57882,39.58323,39.14949,40.02184,38.07644,39.01245,39.19779,39.59020,39.18773,39.61239,39.24835,38.46525,39.14953,38.42942,38.88739,37.78568,37.87943,37.40743,39.21488,38.25775,37.73018,37.83866,37.71063,38.64869,37.64829,38.75728,38.66162,39.27320,38.82595,37.49066,38.43786,38.35672,38.89598,39.19026,39.10672,39.60284,39.29190,39.43021,38.63250,38.12965,38.82921,38.43461,38.84338,39.20762,38.99417,38.59001,57.23838,57.30454,57.57075,58.47451,58.92146,57.33415,57.47009,57.40213,58.12741,56.79628,57.36935,58.10640,57.13865,57.87386,56.38630,56.73983,56.94068,56.26979,56.30914,55.24396,55.93262,55.51245,55.64941,54.18989,55.57061,55.41226,56.11990,54.91324,55.18507,54.27030,54.29470,55.76036,53.93688,55.64086,54.68609,54.20846,55.10583,54.07212
22.29236,21.06464,21.40701,21.13293,21.60994,21.41494,22.04259,22.06006,22.04413,22.12312,21.91191,21.83809,22.29861,21.89249,21.40436,21.88458,21.11362,22.24453,22.43381,21.85251,22.32229,22.34347,22.62358,21.04972,22.36801,22.28800,22.21402,22.37363,22.55988,21.20383,21.60667,22.13088,21.22244,22.32300,22.30563,22.67093,21.21637,21.78971,21.95200,22.09483,21.93821,21.65402,20.93045,21.85811,21.38222,21.48145,22.05248,21.22592,21.73216,21.55489,22.07494,22.03727,20.27361,22.11531,21.41431,21.35523,20.88515,21.53520,20.90424,21.94777,20.85118,40.74929,40.22511,40.85419,40.04468,40.60952,39.78210,39.62961,40.54488,41.13422,40.53852,40.85770,41.10627,39.68236,39.57119,40.80563,40.98001,41.29166,40.72139,40.88772,40.39901,41.39820,40.34479,40.18925,39.97416,41.85951,39.93915,40.01351,40.42052,40.65964,39.75869,40.54765,39.52000,40.02573,40.52931,39.80769,41.84551,41.32030,40.05433,39.36354,39.12564,39.92197,40.76573,40.06977,40.75595,40.75841,41.09744,39.74343,39.81961,39.02735,40.68056,40.35976,40.25552,40.11385,39.08165,39.29552,40.02447,38.90524,40.15157,39.91611,40.19557,40.04744,41.33312,39.80575,40.54647,58.72305,58.76319,58.26218,57.48088,57.83000,57.28395,57.00265,58.27634,57.74751,57.06508,57.89531,56.12810,57.26271,57.13610,56.35794,56.08035,56.28871,56.22183,55.95618,55.64724,55.26987,55.35261,56.32647,56.36741,55.91587,55.77919,55.65910,55.96237,53.84300,54.45724,55.27195,54.92990,55.87534,55.29230,54.71590,54.07089,54.27185,55.02652
