1040.83301,1009.01971,1021.99451,1064.13635,1084.34045,1073.51636,1059.85327,1024.28479,999.17749,1017.13916,1002.12268,1012.26562,984.21887,984.31525,956.07324,938.18420,942.02222,915.05927,921.79889,923.76801,915.47888,923.51721,892.93774,888.50885,888.72833,867.00336,869.27679,853.98712,856.65845,842.84650,821.21210,831.07837,826.17694,824.47290,827.53485,796.21051,796.48810,784.19043,791.73907,777.75403,787.66022,807.89319,789.75604,786.85370,779.75806,774.36383,774.40405,766.53619,780.63184,776.82886,775.29022,779.75494,775.96771,785.99542,778.15833,772.93793,779.63501,766.22937,787.48682,784.00024,779.09448,778.44458,782.54803,790.44958,775.79565,785.80322,794.26764,783.58875,791.64880,789.54742,779.57843,775.22095,775.01245,791.97296,785.26929,784.24506,770.13776,774.00348,770.63916,767.81396,772.37158,768.07452,774.89636,772.79846,767.60071,768.19232,770.11279,748.79291,751.96368,747.54315,766.13373,752.18658,739.81506,747.35590,747.55109,741.46381,743.40503,730.81335,735.48450,733.82550,730.86365,728.22107,738.07715,724.55927,734.21588,731.29651,723.37042,726.66693,737.20264,729.21912,736.53442,733.58893,727.92365,734.92511,727.96838,739.84894,743.07593,723.57043,727.43890,734.23767,738.79205,741.93671,731.99597,743.84406,748.80353,739.59119,737.13989,745.62024,748.36731,751.42035,749.25885,737.69696,752.66211,746.97119,733.30682,743.55005,736.71405,741.49951,743.66357,728.15558,742.92023,729.80444,717.72180,738.27710,724.60461,729.84277,735.53027,733.79828,732.05804,715.68066,713.39551,726.80591,723.19446,712.81665,720.94562,702.10773,698.14581,710.53033,715.10962,707.46637,701.30133,692.45251,702.48303,705.19495,689.99261,679.95514,696.94617,688.45270
1044.22070,969.41400,997.37238,1004.97003,1039.79053,1017.56891,1047.12390,1026.33765,1001.89325,980.32428,998.51532,991.70996,1000.67493,985.06061,945.57758,956.34558,963.43933,956.43402,945.29443,934.92761,928.63824,926.51398,900.12378,887.13312,891.12958,873.76978,859.46649,855.33710,822.30878,824.61487,805.11969,797.83575,802.20673,794.23938,777.24603,771.52679,765.21362,755.82361,730.80591,739.52832,726.70123,721.08105,712.76007,699.59424,690.49005,686.19580,680.67737,670.02722,665.07050,657.89288,647.48523,642.75964,635.84515,622.67969,621.52142,615.99652,609.53442,600.97852,597.31219,593.34760,587.93469,582.73358,578.40778,570.78491,564.59338,560.35706,556.05505,552.48676,547.63214,542.97479,538.12354,532.57904,529.40417,524.45276,520.19794,517.73163,514.46259,507.76483,504.57098,499.63318,497.51282,497.21094,491.94815,487.50015,482.31323,479.94882,477.63394,474.50858,470.64005,467.07474,465.40765,460.72592,456.59482,453.42279,451.37317,449.48779,446.50150,442.02563,437.60916,435.09225,435.63022,431.80423,432.68915,427.70731,428.43872,423.67218,421.63770,418.43250,422.02271,419.58417,420.22067,416.09933,417.76517,415.13159,415.25943,415.19638,416.86646,418.86243,418.24738,415.03809,415.31387,415.67722,415.01801,416.25104,416.34042,415.34402,415.56607,413.36542,413.09564,413.91287,412.12173,413.07690,414.45395,411.15704,409.48956,407.84708,406.94559,406.48718,406.46530,404.85022,403.45007,401.07272,399.93674,400.25580,401.23337,398.26501,396.47504,395.17847,392.73560,391.18283,390.29150,388.99670,389.28918,385.74936,385.24973,384.59369,381.22961,379.75937,377.16794,376.66077,374.98773,374.41739,370.56354,368.03604,367.37729,366.38574,363.73294,362.63223
1236.72253,1164.56482,1205.39417,1269.91101,1237.53186,1226.25562,1237.61182,1254.35315,1228.15906,1241.12573,1220.60620,1215.51648,1244.29626,1226.90283,1229.72375,1209.43152,1232.71680,1197.77283,1223.10400,1185.38037,1160.64221,1131.16626,1163.64941,1186.32861,1174.67676,1137.64465,1174.72363,1147.06494,1170.76978,1105.83008,1159.23621,1169.19482,1140.96619,1160.55737,1151.50659,1159.62231,1153.43811,1144.35425,1147.20215,1123.23523,1107.16663,1124.89612,1108.65186,1092.96448,1099.31689,1105.21179,1137.17358,1098.94385,1097.38025,1091.24817,1090.05762,1094.21155,1084.84033,1050.33069,1084.65552,1098.76624,1083.82727,1073.62646,1049.42529,1097.54700,1077.96204,1066.28369,1062.26892,1084.68506,1073.90503,1048.68030,1038.52258,1057.38696,1052.71338,1076.73181,1069.84741,1062.48450,1023.42310,1060.11182,1034.86694,1035.30042,1034.43591,1087.32483,1040.52722,1046.15344,1068.80273,1031.43762,1067.00452,1042.21118,1033.83130,1015.61035,1054.35278,1013.85370,1022.50793,1019.57312,1007.33600,1009.72931,1023.03796,1009.78662,980.60199,1036.41833,1009.54407,989.90491,993.11816,981.47327,1006.10760,991.55377,1002.38586,971.89862,974.38080,1005.88708,1005.18231,993.69696,974.25354,1009.99445,1011.65045,991.32684,988.57654,968.62750,982.38116,961.39215,984.35101,1010.20422,1013.61230,1005.52747,1013.65057,984.74738,983.16077,1010.34021,1008.72784,974.83118,986.08160,979.90991,982.50690,979.67053,1006.18176,993.31873,966.22119,977.35059,956.11243,1000.82996,993.73065,977.88153,964.18628,995.76514,963.62244,1009.61469,952.73590,967.78778,976.05005,953.64099,976.84290,936.13354,956.67310,957.68036,970.73987,956.72559,960.66663,971.70636,951.96802,950.26331,970.89685,944.51343,941.47736,916.71063,946.00452,923.06812,945.34766,927.59167,941.05701,897.93469,926.59277,939.28784
1234.77454,1132.93323,1174.37500,1179.48938,1184.36841,1194.40015,1207.73694,1157.46082,1134.14575,1130.62463,1154.15796,1175.52649,1166.83655,1140.28381,1141.80493,1140.00830,1160.32520,1136.98242,1119.82568,1152.21741,1110.85071,1126.74487,1075.87354,1110.40454,1097.35083,1089.23059,1079.60278,1065.50220,1076.14514,1080.87976,1033.36267,1043.43652,1061.71216,1061.39990,1022.32983,1018.08728,1016.96960,1020.69818,1006.50952,1000.69708,1024.40125,1009.08972,989.29346,990.21710,1004.94293,988.29761,981.12457,985.48615,975.60431,977.62189,970.85706,957.77515,965.25397,962.35522,968.77295,964.02625,960.83185,924.76477,960.02936,928.58862,950.52612,950.76184,944.88068,925.62360,937.93689,931.28888,944.98004,925.07977,905.33112,916.50360,925.65802,924.84906,912.68372,917.49274,926.75055,899.46368,931.65253,906.60602,899.17950,919.92560,874.08337,911.19153,903.64490,900.23322,896.12555,908.69702,878.18793,894.05060,894.98413,898.61365,894.38251,877.62390,888.56342,891.21863,887.02582,880.32788,864.58722,884.40582,885.02002,854.46649,864.59790,884.39600,871.43756,887.29071,841.58173,889.46478,867.19580,867.67352,880.37213,854.72009,861.88599,875.49274,888.13428,865.61023,876.40253,887.93890,877.43555,873.61566,886.11328,863.10840,851.79279,846.86029,895.37274,857.01874,884.92853,894.23846,884.49585,867.66077,887.66431,849.49078,846.91968,852.92078,877.78351,882.58063,879.00629,847.31903,858.31360,880.27832,883.81940,868.13611,876.24280,855.84460,874.91803,855.15967,846.49243,858.96405,851.51471,847.65326,841.35779,852.38727,847.48450,837.81732,825.76892,852.67212,850.44794,837.79718,853.92383,835.85736,808.37054,817.42969,812.29773,826.27081,815.38251,812.00757,815.72461,806.19836,796.61548,794.78198
1161.41418,1108.62366,1143.52026,1127.83069,1164.93347,1132.65747,1136.02344,1097.95532,1108.51514,1098.05505,1113.58752,1082.71765,1096.19373,1120.23938,1079.70593,1091.19934,1036.40662,1029.96118,1051.85559,1049.78101,1054.78235,1016.59583,1017.29791,1003.07758,973.76611,988.44641,976.05518,966.49298,970.09229,947.80267,950.24323,931.34406,921.63660,915.97772,918.73120,902.21075,895.77570,888.51929,868.80060,889.94543,886.85016,841.25238,869.38702,868.43353,871.49695,859.85461,866.44464,866.45667,842.82495,834.75317,842.28687,828.00696,841.34637,846.41986,855.18542,838.89142,840.03070,819.42310,844.77875,820.38647,838.47131,826.13965,828.88342,810.56189,830.53754,813.75677,818.84344,823.12518,836.05377,819.06909,814.89899,804.83142,812.77863,804.55841,796.68109,803.28333,806.55499,789.98517,797.11456,784.90167,784.31311,795.21442,782.61359,788.38123,781.66711,779.39447,786.14380,775.23285,764.03754,762.16803,769.62976,764.72650,766.70227,752.15900,758.27405,751.85602,746.06995,739.93964,741.98224,744.04706,744.23175,743.51215,733.31256,738.81952,743.65753,722.03491,731.32715,729.34088,728.42224,725.83746,733.67584,728.22467,735.82605,729.43237,736.53571,726.32825,738.62201,738.47986,735.08356,741.13110,737.71191,747.27338,727.12177,739.12103,732.43628,742.19330,743.92346,737.11554,738.73438,738.18134,743.77380,731.32410,740.32861,742.13409,743.57562,734.31384,742.65881,749.29443,737.84534,741.41705,742.76630,736.63232,740.48303,723.13214,731.58527,715.01672,737.71741,733.99878,733.15698,729.72601,723.15625,731.37341,724.25079,714.74561,723.34369,717.35004,717.64661,713.13824,713.75293,716.67249,712.33899,706.10254,709.91785,700.91656,700.39673,699.27881,690.29279,698.48633
950.96722,859.61365,934.29626,938.43713,941.38403,962.92596,924.98053,909.75824,895.12506,915.42938,912.64429,910.49823,934.58191,903.77026,922.85229,873.62366,888.01758,879.36139,861.84961,863.29437,857.37555,859.40308,835.05310,828.07056,820.71313,790.60498,801.31250,784.18420,771.32306,751.11273,745.86169,729.41650,731.94250,712.16083,713.29456,700.09674,686.02301,676.85492,664.47766,664.02954,649.63129,650.42029,633.71747,628.03473,616.63690,614.91125,604.45087,597.73181,591.26147,585.63110,576.23907,570.55243,565.24487,558.53986,556.07806,547.34625,543.37305,535.97632,532.49420,529.04156,525.69464,522.91241,517.41016,511.48270,505.01901,501.21808,497.08127,494.62952,492.26129,487.21341,483.20697,477.56174,473.18652,471.40674,469.11191,468.23978,461.33936,458.39682,449.59644,449.05582,446.58313,443.23456,441.76517,438.28857,432.37210,428.90778,426.30005,422.36426,419.27081,416.56192,415.09418,411.62466,408.81018,406.24374,405.75616,400.89090,398.26227,395.40762,390.31308,388.41379,388.98032,384.38098,383.39459,384.26831,380.51501,380.12912,374.24637,375.58536,378.42102,377.06665,377.97366,374.08093,376.30069,373.92572,375.03070,375.82071,376.88373,377.21423,379.28006,377.37137,375.33389,377.55624,380.02939,379.19180,379.72385,379.89859,379.75500,378.87033,380.11414,380.23648,378.72900,378.90042,377.34387,375.11295,376.44321,373.70981,372.83994,372.50998,371.07797,370.23022,369.30893,367.16873,365.02124,363.81039,362.90494,361.26645,358.83896,357.27484,354.75214,351.71964,351.50195,348.73172,348.91922,347.76462,346.07959,342.80646,341.15805,339.17068,337.92264,336.48325,334.19974,333.09515,330.90884,329.02686,327.51981,326.47812,324.08725,322.80655
562.90985,467.33942,551.72119,536.70001,553.21741,537.96008,541.17297,529.52930,512.99646,509.97461,511.67502,512.59784,502.43970,500.42722,484.96176,471.42844,470.97824,471.01843,458.29977,455.92117,443.73117,436.09940,421.63812,417.52628,412.03052,403.17206,398.04916,390.25696,382.85992,374.94998,366.79620,361.26428,359.13565,355.09048,348.97351,343.58444,335.22452,330.18787,323.64096,323.33972,315.58340,315.22574,308.60043,308.29254,300.84317,301.23062,294.50131,293.15222,288.33746,286.74207,280.84540,279.97751,277.85818,275.51669,272.83105,269.82684,267.54141,263.54257,262.63507,260.83136,259.61389,258.23810,254.99405,253.32425,249.73334,248.28101,246.73225,246.09569,244.05589,242.09196,241.20836,237.89972,237.40649,234.97752,233.51897,232.37564,230.41460,228.77077,226.33009,225.42087,222.84087,223.14258,220.24615,219.88062,217.22867,215.96988,214.05745,213.47363,211.19487,210.30319,208.75266,207.38895,205.88593,204.37372,203.15134,201.88486,200.49693,199.65192,197.72865,196.86488,195.40355,195.13922,193.50844,193.46779,191.15099,191.61038,188.98918,189.32867,188.25319,188.17871,187.92114,187.68942,186.73543,186.03267,185.82719,185.89575,186.20999,186.37643,185.80035,185.71184,184.74132,185.12454,185.32469,185.66830,185.63519,186.14481,185.98877,185.04063,185.01212,185.91338,185.45854,185.54550,185.13541,184.97682,184.26808,184.30861,183.56206,183.80887,183.66801,183.32626,182.92059,182.03343,181.45251,181.03175,180.93520,179.81091,179.69975,179.00787,178.25423,177.41693,177.35619,176.34174,176.23080,175.13866,174.41940,173.57112,173.05699,172.35635,171.77391,170.90564,170.08170,169.40961,168.44191,167.79201,167.04694,166.46246,165.71928,164.91998
18.80467,17.20381,19.84031,17.29027,20.38157,19.67205,19.00459,19.82488,19.92345,22.70031,21.36388,22.47183,21.25620,24.18538,22.84104,22.90297,22.35768,24.00859,23.87304,25.66315,26.21918,24.64875,25.58834,25.82493,26.36734,26.18342,27.94518,27.72224,29.13848,28.55783,28.92603,29.09840,30.60176,31.12317,31.46319,31.86348,32.26657,33.48378,33.69030,35.25436,35.75028,36.70903,37.35079,37.57921,39.46601,40.97023,42.45688,42.12999,43.21183,43.58845,44.41203,44.09207,45.43196,46.16415,47.70401,48.19701,48.61744,49.19526,49.01671,49.87704,50.56286,51.24512,51.95476,52.26609,52.03140,52.28980,52.72409,53.01422,53.46709,54.25117,53.78814,54.21437,54.19434,55.26218,55.28005,56.18593,55.54152,56.61364,55.78578,56.52399,55.74268,56.81704,57.17982,57.79237,57.52579,58.05829,57.90737,58.35896,58.16866,59.21835,58.34534,59.16787,58.51307,59.44675,59.02882,59.98454,60.19016,61.18091,61.03970,61.26286,61.68437,62.51543,63.96480,64.72782,65.71960,65.68433,67.12688,66.63681,68.62790,69.41421,72.37718,71.56733,74.01395,74.36237,76.34290,76.84218,79.20358,79.71220,82.01578,82.79202,83.77497,85.56186,86.99561,89.07540,90.15012,91.91618,92.69288,94.55923,95.45990,98.06100,98.62579,99.77052,101.08299,101.48627,102.33344,103.54653,104.68300,105.74203,106.37029,107.30071,106.99548,108.78873,107.69381,109.46876,109.24970,110.46424,109.69311,110.20060,110.23775,110.59221,110.90280,110.88142,111.29173,111.17784,111.37270,110.95148,111.03840,111.13534,111.27570,111.27156,111.49262,111.22967,110.99249,110.86135,110.88274,110.56897,110.67747,110.26823
790.99445,684.58447,773.05853,786.88623,807.00031,802.58911,822.07690,798.41199,770.69202,792.29309,787.87750,800.15924,804.38843,800.29309,793.55402,778.57343,783.92902,788.36694,784.74634,786.83752,768.03229,770.80255,757.93024,747.58929,756.50085,743.03040,741.40448,725.86273,719.59100,705.43781,702.10999,683.56116,694.95612,684.94684,673.93445,665.46521,648.77338,642.18530,634.24738,630.94012,623.22241,621.09351,609.94092,603.78284,596.87988,593.64014,585.68176,582.33716,574.36328,570.48993,559.88983,558.43384,553.39880,547.04395,544.40649,538.12128,535.47705,525.76154,525.74915,521.60248,517.45496,512.98206,509.73489,504.83762,498.32593,494.32578,491.27591,489.60703,487.32211,483.04593,479.95859,472.75452,468.46014,470.59076,467.83264,462.80591,458.69846,455.66837,451.16837,448.74655,443.82516,447.68536,441.12021,442.91479,439.51810,434.10300,431.96985,429.71555,426.65094,424.26987,421.26669,419.94888,415.58160,413.79276,410.39359,408.82175,406.33749,402.52670,401.29391,398.97153,395.81683,394.05350,391.82477,389.57782,388.16000,384.35141,380.72958,380.19174,378.20578,380.49921,378.06619,378.23257,376.67621,372.50333,373.99713,373.72205,374.96725,374.11716,373.21332,374.21185,370.72028,372.56512,372.07349,373.36456,373.45807,372.90143,372.03003,372.04987,369.89374,372.56897,371.86591,370.98007,370.26520,370.62900,368.09711,368.44177,368.28625,366.68219,366.29959,364.46463,362.31946,361.67496,362.35532,359.28336,360.35132,358.09741,356.21619,353.99844,352.22632,350.84775,350.63620,348.02283,346.35895,344.70425,343.65244,342.88361,342.06207,339.69894,338.55933,336.30679,335.62506,332.93613,332.04086,332.05905,328.91629,327.36685,326.36691,324.72919
462.70929,413.66098,460.06894,523.71210,504.37915,564.08002,504.02396,560.18848,489.96667,535.91510,518.88757,547.54651,554.24274,556.65234,550.02136,528.94293,542.68390,544.50208,540.76532,543.21503,536.89783,533.34198,520.75775,523.41437,514.77972,513.16315,510.45801,499.54291,494.18576,482.78629,476.04532,472.82501,469.91074,468.44003,461.65948,459.51395,446.52463,439.36023,436.16699,436.06644,436.21915,429.16116,424.56570,419.35703,418.91418,415.54364,409.95535,410.06110,405.47794,403.73068,397.53275,400.97849,398.49219,395.06628,393.11932,388.90106,387.78275,383.46030,383.19269,380.31970,379.78525,377.35822,374.31784,373.07208,369.64645,367.75092,367.21417,367.55905,366.52997,364.56241,361.72791,359.11917,359.41336,359.34586,358.09595,358.48129,355.60452,356.99564,352.16687,350.98636,349.11169,350.90234,350.00748,349.52335,346.85049,344.62152,343.31305,342.47208,340.23471,339.69931,338.78339,337.03583,334.09048,333.43259,332.17557,331.44519,329.76813,328.72473,326.76529,325.68500,324.33411,325.17578,323.41806,324.52209,321.30630,321.28644,317.58643,318.34415,317.67770,317.24966,316.94696,316.63815,317.43857,314.62125,314.92819,314.29489,315.31726,314.07410,315.46069,313.13705,312.87592,312.15579,312.08932,311.88782,312.39243,311.50058,311.12228,309.54263,309.68839,308.87781,308.47244,308.33716,308.07150,306.88953,305.04843,305.10208,304.04437,303.34241,302.01147,301.33942,300.24362,298.49637,297.53110,296.67538,296.02136,294.97360,293.91168,291.92047,291.35477,289.18234,289.13852,287.66708,287.18079,284.67038,284.54779,282.44199,281.98160,280.75128,279.48355,278.25470,276.51236,275.10059,274.09332,272.71194,271.58273,269.82574,268.89728,267.66080
