22.10341,22.23771,22.90465,21.68266,22.52335,22.91048,22.10620,22.04865,21.37358,23.38188,22.09820,21.35364,21.23985,22.25824,21.09498,21.83242,21.21886,22.40416,22.46975,22.15831,22.28143,21.96965,21.30025,22.17628,22.05470,21.96118,22.82446,21.40334,22.38000,22.48911,22.36641,21.97517,22.26908,21.60600,22.69694,22.68174,21.69285,21.49930,22.59800,22.01834,21.51086,22.43026,21.25499,22.53823,20.93111,22.76850,21.64012,22.06425,22.57285,22.04876,22.59566,22.43900,22.48285,22.77370,21.94882,21.34253,22.29128,22.02295,21.64597,21.66507,22.78351,41.81061,41.41785,42.96262,42.13366,42.49387,42.21369,40.75743,41.81024,41.44228,41.79826,41.32879,42.58192,41.01726,41.96703,42.22042,42.23293,41.83634,42.28343,42.05379,41.41675,41.91916,42.51286,41.29478,41.24210,40.93094,41.24947,41.65268,42.47223,42.27250,41.53688,41.89701,43.58317,41.21251,42.67760,41.40120,41.97313,41.33665,40.94780,42.13825,42.13409,40.89979,42.75140,41.80415,41.96774,41.91158,41.64330,42.48249,41.65230,41.24516,41.76745,41.32699,41.55266,40.97793,41.91910,41.52407,41.38887,41.63787,42.18364,40.97408,42.29065,41.49797,42.41357,41.43933,41.90363,60.33535,61.60534,60.85987,61.36405,61.03424,60.74891,60.98282,60.43705,60.58154,60.60777,61.38006,61.54028,61.42503,60.13651,61.26981,60.46658,61.46984,60.19630,60.97980,60.14539,62.12169,61.11980,60.79289,60.69910,60.43429,60.30936,61.57878,60.68340,60.98021,60.83430,61.04372,60.72915,61.25051,60.27142,61.00632,60.64847,60.89227,60.70501,59.98266,59.65821,61.07383,60.21707,59.34097,60.47040
22.06997,23.10461,21.46969,21.76367,21.47671,21.39593,22.47972,23.09204,23.04577,21.71603,22.41365,23.11190,21.90973,21.62064,22.24763,21.87712,22.43756,22.08350,22.55558,22.20294,20.76455,21.56330,21.49613,22.87611,21.74670,22.07346,21.48268,21.02406,21.84933,22.43842,22.52959,22.53126,21.61725,22.01125,21.81457,21.13184,22.43881,23.10916,22.29246,22.00063,21.93991,23.14172,23.19208,21.11745,22.75527,22.36973,21.73656,22.83398,22.50402,21.91757,23.20775,21.84172,22.21931,21.60659,21.88331,21.88993,21.57200,22.17120,21.54344,22.53425,21.86831,38.60256,39.20516,38.14233,39.14569,38.44275,38.15648,38.06938,38.90610,38.07788,38.74799,38.91065,37.75170,39.29186,38.71833,37.41821,37.30603,38.27664,38.24022,38.34621,38.41227,36.76730,37.38179,36.94320,37.69729,37.59198,38.06111,37.89765,37.98988,36.68605,37.50769,37.02366,37.75148,39.03481,37.64360,37.47555,38.30420,36.81855,38.14359,37.20389,37.66950,37.69067,37.69555,37.90890,37.91249,39.02769,37.12548,37.37450,37.16946,37.68121,37.54260,37.35484,37.06123,37.60044,38.20341,37.50843,37.33392,38.32978,38.42515,37.81466,37.67630,37.80980,39.17976,37.86443,39.25986,56.13425,55.80688,56.20412,56.43280,57.36578,56.01606,57.12598,56.12169,56.38826,55.98861,56.74789,55.98049,57.49706,56.09787,56.89386,55.93293,56.68141,55.56981,55.23704,56.83798,56.62593,56.29955,55.45906,55.60341,55.14479,54.69114,56.67195,55.24114,54.95462,55.88644,55.54440,55.02657,56.05701,55.36127,55.06402,55.02205,55.29173,54.84329,54.60269,53.62598,53.80268,54.90716,54.50778,54.12612
22.84027,23.01966,22.60603,23.25029,22.38294,22.61535,22.91694,23.09470,22.23379,23.25015,23.29162,22.37846,23.72878,22.94798,22.92150,23.17773,23.85252,22.62578,22.33340,23.73415,23.96100,23.35438,23.74933,24.08946,23.31110,23.55700,21.98683,23.24284,23.57764,23.34611,23.11822,22.85651,23.00794,22.99854,23.32177,22.59447,22.74122,22.03322,22.07664,22.83645,23.90663,22.48464,23.48554,24.48367,23.05671,24.31985,23.23861,23.85400,23.21064,23.45668,22.81961,23.01672,23.21905,22.98115,23.01176,23.54164,23.40333,23.24893,22.30651,22.91801,22.62395,43.40456,43.21767,42.84498,42.71098,40.82473,42.58501,41.90970,42.19867,42.29702,42.35756,42.46004,42.42805,42.60216,41.42991,42.31662,41.84736,42.52975,42.32579,43.02370,41.87721,41.40889,42.33492,42.52251,42.78051,41.67059,41.77654,42.40803,42.21467,41.90730,41.51476,43.02800,41.60367,42.71037,42.75987,41.27576,41.75214,41.47572,40.97238,41.79690,40.41292,42.70624,41.72298,41.77858,41.76565,40.91528,40.88641,41.07010,41.32085,41.46315,42.28641,41.78695,41.66293,41.20953,41.62047,41.39659,42.22523,41.80152,41.45549,40.98978,41.20966,42.83205,41.90999,41.73823,41.20157,61.34325,61.12936,60.48068,61.11082,60.38211,60.19073,61.40007,61.08890,61.07613,60.36751,61.06702,61.01466,61.25266,60.70408,60.76942,59.85710,59.75132,61.37667,61.44114,61.40967,59.79329,60.24505,59.79808,60.57245,59.32068,60.32879,59.43198,59.42058,60.05008,59.54961,59.19522,59.81978,59.62509,60.14714,58.51146,57.85234,58.53234,58.58596,58.69882,58.24394,58.94995,58.54644,59.36927,59.18328
22.94658,23.48821,22.90710,23.19979,22.56779,22.83681,23.05804,22.54690,23.13353,22.09583,22.69450,23.28404,22.15772,22.94396,23.09086,22.50882,23.47941,22.90998,22.44589,22.77111,22.47374,22.20087,23.36404,23.04716,21.73512,22.85380,23.99330,21.74736,21.40667,22.51860,23.00177,22.42822,23.04378,22.67568,23.26717,21.60372,23.33010,22.81987,22.95224,22.45804,22.45301,22.77348,22.14859,22.57665,22.20381,21.71183,22.15043,23.02341,22.12787,23.22035,22.04727,22.69246,22.37344,22.37564,21.59040,23.02607,22.34575,21.42930,22.79811,22.00091,22.65028,41.50147,42.10712,41.98224,41.06150,42.09033,41.52266,41.46861,40.93063,40.66869,41.81472,41.36555,41.95306,41.88330,42.35324,41.24152,41.90443,41.32481,41.46891,42.05957,41.87562,41.69474,41.63942,41.57745,41.89669,42.09596,41.35138,42.09228,41.81086,41.55884,41.86905,41.30053,40.79310,41.53372,40.69005,42.32405,41.00769,41.87830,41.28586,41.87130,42.07480,41.39631,42.12965,40.82530,41.17475,42.37881,39.48491,41.54385,41.35903,41.18146,42.22711,42.28358,42.25642,41.23348,42.00413,42.43990,41.91150,42.26075,41.60598,42.00462,41.20850,40.99374,42.64279,41.22655,41.57945,60.70094,60.99838,61.36272,62.30059,60.98580,60.39991,62.42768,61.48161,61.09448,61.29126,61.92451,61.01181,61.95580,61.26298,61.23097,61.58611,60.36414,61.29435,61.05902,60.68056,60.34692,61.11807,61.46603,61.27502,60.84518,59.28705,59.08061,60.37274,60.37673,60.04723,60.61600,60.30887,59.23284,58.64283,60.61114,60.03578,59.58536,58.67176,59.14392,58.14833,57.51971,59.23752,58.65059,59.25864
22.83528,23.10429,23.19701,22.89615,21.84499,22.67270,22.69909,21.58955,22.59049,23.44540,22.78923,21.20742,22.97339,22.05407,21.56688,22.06831,21.40234,21.73890,23.06437,21.35698,22.01306,23.00197,21.91846,21.99617,22.63233,21.37973,21.89416,22.95214,22.41209,21.58405,22.20466,22.60988,22.50858,21.75798,22.14906,23.15804,22.27365,21.70110,22.41345,21.57203,22.27963,22.84016,22.83746,22.73873,21.95925,21.76122,23.47321,21.84665,22.14000,23.11312,22.32817,22.96785,21.49908,22.48504,21.28505,22.35000,22.24148,21.90305,20.84179,22.38576,22.01112,41.77311,42.03272,41.94667,41.90510,41.76248,42.38261,41.53117,41.20792,41.73624,41.45421,41.68245,42.53267,41.44934,42.36399,42.27386,42.40281,40.91872,41.95610,42.66513,41.56553,41.98209,41.43190,41.88614,40.89599,41.24810,41.31531,41.66246,40.81059,41.24957,40.49397,40.93745,40.36476,40.90144,41.65701,40.77896,40.57855,40.55350,41.11524,41.35630,40.94925,40.93124,40.57003,41.59697,40.32215,41.14421,40.55008,40.38828,40.56593,41.29382,41.53949,41.42846,40.24967,41.65877,41.02166,40.11796,40.47557,41.17194,41.90848,40.69976,41.90649,41.70488,41.13594,40.44205,41.08710,60.78425,61.42255,61.20968,61.30425,60.80141,60.58477,61.24809,61.18225,60.84394,60.39601,61.61575,60.37309,59.56802,60.04533,60.72611,61.19578,60.36923,60.88448,60.63079,60.35048,59.68921,60.43237,60.25518,60.13651,61.41195,60.38428,60.70696,60.33015,60.05004,59.81929,61.54219,61.22807,61.27343,60.50357,60.46494,60.46189,59.67119,60.75877,60.73282,60.23539,61.18792,59.93728,60.98235,59.57322
22.82109,21.55583,21.66026,22.81174,22.07057,21.42304,20.64590,21.56392,22.74558,20.77105,22.16024,22.62333,20.09800,21.89218,22.96333,21.90739,21.98338,21.76607,21.94701,21.98131,22.43764,21.36098,21.41124,22.67030,21.09293,22.69924,22.42491,21.72462,22.28936,21.71214,20.40484,21.49524,21.57388,21.27063,22.09145,22.98369,21.08696,21.89882,22.96943,21.54181,21.52616,21.92708,21.64075,22.29639,21.12013,21.16122,21.54214,22.19077,21.48194,21.79853,21.26134,23.46656,22.57101,20.57832,20.80354,22.79688,22.62440,22.68130,22.17053,20.75303,22.60873,40.68028,39.54237,39.93795,40.46955,38.62739,38.92360,38.46001,39.33408,39.10336,39.09682,37.98659,39.17555,38.66385,38.29156,37.72373,38.04183,38.79663,39.11533,37.92746,37.65182,37.35501,37.67809,37.96754,37.37154,38.75177,38.07807,38.66829,37.35496,38.43460,38.42828,38.33983,37.74319,37.99446,37.82930,38.90538,37.79037,39.12553,36.40239,37.56031,37.90800,37.56116,37.41221,37.66237,38.13193,37.54523,36.19489,37.51847,37.50245,37.27762,38.18309,37.64400,37.40779,38.42215,38.13570,38.38787,38.11380,39.06763,38.18016,39.03046,37.78071,37.80259,38.23421,38.63406,39.15194,57.41654,57.58790,56.55243,56.84227,57.05518,56.41864,56.95693,56.29825,56.82896,56.29620,58.01582,57.11246,56.03709,56.48898,56.99321,56.82024,55.87443,56.53714,55.94231,56.98609,55.64304,55.55894,56.51273,55.10581,56.12157,55.08939,55.47560,55.34808,56.03872,55.16481,54.54834,54.47955,54.94048,54.34378,55.16500,54.13916,54.11231,53.09375,54.27245,53.58779,53.20583,54.34049,53.74578,53.02853
21.73959,20.60852,21.35051,21.07638,21.91241,21.54650,22.22322,21.45291,22.34817,22.30444,21.61032,21.64682,21.84229,20.68377,22.75261,21.78698,21.63352,22.13912,20.83258,21.68622,21.80530,21.59516,21.29542,22.56419,20.45719,21.94550,21.73940,21.97761,21.43261,22.17688,19.71010,21.89046,22.18475,21.50731,20.74668,21.62350,21.72509,22.02167,22.35323,21.19454,21.27038,21.62706,21.37269,21.99738,21.65549,21.26675,21.86133,21.20121,21.73078,21.86117,21.66077,22.15158,21.45970,21.58495,21.85159,21.49855,22.45060,20.08034,22.45034,20.76791,21.15936,39.64577,38.56542,37.89927,39.06087,36.50488,38.56167,37.08105,37.71140,37.17682,38.71875,37.73555,36.96186,38.29378,37.60615,38.19896,37.01451,37.57525,37.49083,36.74725,36.29142,35.93602,36.69848,37.63971,36.73143,36.30094,37.19556,35.66367,37.02170,37.07564,36.56044,36.33033,36.85792,36.21422,37.10867,36.01723,36.08972,36.56330,36.26214,36.31863,35.60931,35.79524,37.38353,36.21893,35.93073,36.28485,36.03725,36.24614,36.92577,36.55573,36.19330,36.16970,36.30249,36.49310,36.50337,37.07095,37.35065,37.10239,36.87491,35.82229,37.31397,36.26723,36.73000,37.18584,36.64938,53.84971,55.50048,53.71251,53.54431,54.78259,54.17695,55.15247,54.25817,53.80227,53.92620,54.17861,52.67997,54.67139,54.75868,53.41346,54.47188,53.42887,53.33313,53.83125,52.94646,52.11938,53.14038,53.98606,52.32948,52.92556,52.37170,51.96133,53.09323,52.01406,52.93200,52.41167,52.32632,52.83799,51.86501,52.31356,52.18026,51.77051,50.81568,51.97043,51.47647,51.72856,51.58441,50.85694,51.53059
14.20453,15.32566,14.70824,15.32644,13.88973,16.06362,14.65436,16.14678,16.00286,16.04833,16.17388,15.50367,16.41115,16.06131,16.81900,15.97347,16.75921,16.74870,17.20933,16.74724,17.77000,17.67022,17.19028,17.50415,17.86741,17.11830,18.92998,17.32843,18.67158,17.61577,17.68081,17.68035,17.73947,18.83766,18.61928,17.52023,18.71966,17.79567,18.03408,18.55922,17.68215,18.59811,18.13228,19.38655,18.06876,19.01152,20.21731,19.19142,18.75361,19.28367,18.35520,19.35166,19.51130,19.50438,18.36862,20.00574,19.19582,19.38328,19.16616,20.01848,19.89982,34.10390,34.05702,34.37903,34.09901,33.94132,35.20274,34.23675,34.06915,34.45741,34.38412,34.76034,34.70969,33.86380,34.21831,33.95472,34.67081,34.23191,34.15059,34.46037,34.66143,34.07050,34.60733,34.94668,34.93178,34.60892,33.78379,35.88750,34.47000,35.02237,33.98078,35.12912,34.56841,35.10713,35.25412,34.64652,34.66480,33.32485,34.49649,34.96606,35.13506,34.80658,34.92762,34.75901,35.65089,34.80659,34.87729,34.62883,34.30518,33.65989,33.60560,33.50996,34.01416,34.12534,34.49161,33.73145,33.85446,33.60329,34.35430,33.03192,34.20980,32.73172,34.13409,33.93996,34.50622,46.41475,46.35508,47.09229,46.81261,47.71217,46.23626,47.17152,46.60508,47.46301,46.53199,47.08551,46.96715,46.82511,46.63492,47.81872,47.60480,47.20541,47.58441,47.83398,47.66124,48.00468,47.47952,48.55138,47.54490,49.41066,47.94714,48.50113,47.44485,48.52997,49.02093,49.66267,49.25343,48.73827,48.24406,49.60936,48.87313,49.57710,49.04630,48.46717,49.26741,49.33838,50.56452,48.67506,48.40738
21.45666,22.59456,21.62403,22.30830,21.72831,22.16385,21.91073,22.38884,21.58193,23.12917,21.00026,22.13927,22.43672,22.19609,21.20644,21.33390,21.67348,22.24745,21.43456,22.75352,22.66900,21.22410,22.45830,21.05924,21.29986,21.56726,22.12821,22.07448,22.11453,22.66924,22.10487,21.53434,21.74089,20.89798,21.67731,22.19207,22.52937,21.66650,22.10389,21.53720,21.68741,21.32645,21.95004,21.67681,22.15573,22.40489,22.89757,22.26151,22.08587,20.70379,21.69184,21.56212,22.31963,21.36026,21.77911,21.35570,21.74962,21.48750,21.31456,21.57370,21.01450,40.85368,39.84200,39.33846,39.02551,39.89516,39.61544,40.12955,38.79445,39.17046,39.67638,37.66281,39.27439,39.76987,38.81490,38.46004,39.63366,38.00549,38.26382,38.49038,38.32598,37.95860,39.31400,39.81026,39.31063,38.23970,38.07956,38.95504,39.15686,38.50793,37.71468,38.40322,39.12643,38.23391,38.62938,38.54365,40.20528,38.83827,38.26437,38.12365,38.31536,38.41257,38.49482,37.43694,38.27921,37.80621,38.20765,37.94865,37.51792,38.63472,38.35514,37.89508,37.66399,37.68359,37.96368,37.54637,38.87400,38.23836,38.80445,38.17305,39.16843,38.56904,37.83299,39.22878,39.03826,57.45336,57.42219,58.02018,57.50560,57.96553,57.45866,55.55095,57.03072,56.99673,56.19037,57.98506,56.75436,56.09898,56.41641,56.54445,56.21458,57.16601,55.75909,56.72844,56.70037,56.79495,56.85747,56.38961,56.43825,55.28058,55.79870,55.87384,55.92612,55.41320,55.65805,54.63502,54.71552,55.35300,55.42537,54.39052,55.02038,55.00072,54.52197,53.82372,54.57248,55.20390,54.41465,53.36072,54.11018
21.22240,21.65644,20.42054,22.12461,22.18122,21.27932,22.01109,22.85124,20.91625,22.57334,22.19231,21.61061,21.54151,21.91754,21.76419,22.06348,21.94086,21.77346,20.85873,21.96874,21.95658,21.75144,21.79423,22.63244,20.73746,21.25164,22.20042,21.81558,21.95597,21.92309,22.16084,21.65345,21.43030,22.16460,21.35330,22.78516,22.15467,20.84369,21.22238,21.03005,21.74431,20.95806,21.81336,21.32131,21.80849,21.66232,21.63773,21.00899,21.74354,21.26186,21.56477,21.64280,21.21177,21.70664,21.21877,22.17331,21.50230,21.47760,20.86552,22.20664,22.25786,39.66462,40.46206,40.45396,39.19821,40.19223,40.64818,39.80408,40.05753,39.65572,40.69690,40.11060,40.12977,39.86405,39.50486,41.23255,40.68103,39.60445,39.35926,38.89705,40.00798,38.77095,40.11656,41.12100,39.75134,40.43856,40.14005,40.93570,39.05976,40.03560,39.55547,40.37796,40.05283,39.81376,40.16427,39.46815,39.62605,40.33550,40.15025,40.25119,39.59813,39.10180,39.48431,40.74747,40.33762,40.01721,40.40188,40.21766,39.65916,38.87749,39.52300,40.17973,40.13774,39.60250,39.17342,39.59763,40.78829,39.77207,40.49650,40.21583,40.70232,40.73830,39.90874,40.53008,39.23448,57.44233,58.01186,56.91249,57.33886,58.24352,57.43193,57.47599,57.22584,57.92529,56.52022,57.80695,57.67216,57.12276,57.09175,57.41457,56.01060,57.62204,57.87066,56.94379,57.44693,55.27064,56.86710,57.31059,57.11406,55.49731,55.76495,56.82147,55.63657,56.63304,56.25317,55.29295,55.28739,55.78999,57.13012,55.82878,55.79932,56.55210,56.14199,55.42327,54.85701,55.55582,55.29350,55.49326,54.75742
