996.06769,902.56390,847.51465,945.25818,1062.85571,913.72858,831.88666,875.59491,819.22827,765.32544,762.04883,662.15375,770.84338,726.89832,641.08264,593.84247,533.16467,543.74951,540.89673,528.08820,491.96893,509.44119,444.64859,420.33875,446.85187,431.57797,383.53134,388.57892,343.74695,366.59235,375.29987,351.34869,354.52722,333.93213,364.77640,396.46613,361.00070,399.04556,406.10413,424.22244,445.80597,399.06918,423.38776,462.98746,449.64279,464.22296,481.09329,507.44669,550.62079,545.09131,555.12744,540.90692,547.57263,585.76123,558.24243,594.52417,594.11743,576.51697,608.26636,636.13477,616.16089,619.86749,609.71399,619.65625,637.60510,664.63959,651.55890,619.95642,662.76459,617.48907,615.15576,585.18176,598.55505,553.34930,547.68744,588.43890,533.47418,546.39075,518.94653,508.93726,499.21286,491.82132,500.70496,469.14630,453.34174,440.41763,420.69702,407.40497,437.52206,396.31006,400.61694,389.23160,368.64020,368.92676,383.29276,356.17584,355.15503,343.41650,343.39084,350.72629,345.58810,369.73187,396.59885,443.98254,399.95013,448.62622,443.47232,478.82010,509.46860,571.77881,578.29755,595.19171,651.73529,633.61737,608.37677,712.27655,728.20697,774.10614,780.43695,800.52686,843.01172,845.44427,776.55621,773.28845,731.02216,807.78583,769.48541,736.17310,600.71204,652.27533,618.73834,620.45227,629.23206,646.79663,585.00842,519.79565,536.31854,561.96606,555.04651,525.99341,485.83124,461.78290,412.20505,422.29193,408.93509,417.48456,355.93176,353.21375,362.90625,326.43579
956.04285,859.14642,864.52338,930.42908,980.29425,933.76471,880.94293,911.69348,877.05151,812.92932,842.70483,755.99939,860.74048,832.27374,736.66309,684.02533,624.03058,627.86353,615.79559,598.57050,554.99280,546.49896,461.37259,421.00372,436.00119,398.44049,354.98193,342.23523,293.61163,294.62485,292.38275,266.28519,245.68575,227.79660,239.93073,254.79086,227.41173,241.86174,228.19054,234.34790,226.45894,200.97763,193.62434,200.70502,183.62939,188.35919,181.70094,185.37045,186.25365,175.55994,172.80525,169.62575,163.75089,165.01991,163.22043,167.02286,162.32419,157.62241,167.00349,177.44627,170.16548,175.78473,173.95876,184.28557,191.52797,201.67877,196.05739,187.39862,196.38397,186.27524,185.00984,176.20044,175.91156,164.44589,161.99352,172.26529,159.60364,166.25574,158.07780,157.12157,154.43347,158.99867,164.82982,155.09871,163.83635,156.83900,158.12393,161.48975,169.67267,162.29741,164.24898,156.17886,146.42699,151.00111,146.25253,136.90306,139.91075,132.32965,127.51302,128.88857,127.58938,132.62004,139.39888,161.08015,143.48923,163.62357,163.56557,177.05568,191.62761,219.90794,222.90521,236.14328,259.73111,254.53346,242.56660,288.22202,299.16800,316.60025,329.57397,343.17599,363.84262,376.20438,350.30521,358.64047,340.41583,374.08020,362.82547,348.32626,285.77686,308.55005,293.44693,294.25620,296.68475,301.55225,272.02844,235.53894,244.72287,250.51726,246.44800,226.22450,208.60541,199.00970,179.31511,186.46431,180.90343,186.06921,162.15056,158.63416,161.30634,148.00150
2008.48059,1770.70569,1857.12219,2045.41309,2042.15662,2356.70117,2301.52222,2414.72559,2514.95874,2175.65039,2438.14453,2171.64014,2455.09692,2389.01050,2139.44629,2015.80457,1872.02600,1866.40259,1846.63562,1834.94055,1695.07971,1733.03406,1498.37976,1417.44543,1492.46912,1419.97327,1277.96167,1252.72937,1104.36609,1167.02197,1156.57837,1067.38477,1023.12878,955.63281,1007.67615,1075.36292,963.70093,1040.16748,1031.35571,1061.57080,1064.91516,947.21960,955.18860,1013.16083,953.30548,984.85931,963.85852,989.11346,1026.44141,973.56348,998.93878,964.03094,946.10095,982.25323,931.06274,975.91211,913.46771,906.38123,942.04785,928.76086,920.96045,911.14569,868.61554,887.16772,913.35999,932.01855,918.41248,875.20642,940.30414,884.27997,891.79382,871.94220,886.59857,863.55609,875.74670,935.21954,868.02240,902.15723,877.81390,867.82642,849.32465,866.01740,873.71210,821.77063,820.07166,793.70355,772.38580,750.83661,794.39825,713.48456,723.09497,686.27875,636.91193,648.11292,645.14801,606.27356,605.70331,599.17456,598.08307,620.00916,611.66534,667.39142,706.35400,787.60687,699.09558,763.51837,763.41376,811.73816,850.43323,936.61047,951.22485,974.15790,1057.61523,1009.16461,975.98798,1101.49023,1135.20117,1190.19604,1198.30750,1228.70300,1300.70422,1309.33484,1229.31213,1253.14453,1199.68018,1317.60986,1301.89270,1246.29443,1032.80640,1108.05945,1058.86243,1045.41345,1047.51318,1065.31250,944.61707,802.24561,814.02136,840.68414,812.94257,761.05219,690.20355,651.40326,576.52838,594.55908,569.25415,583.09155,487.55627,483.89075,467.54306,412.61292
1643.39746,1451.05408,1333.28625,1536.32104,1680.13757,1541.34497,1446.44165,1521.13757,1497.01013,1362.56604,1424.42029,1277.43018,1461.65918,1419.14514,1295.88806,1231.06238,1150.60461,1152.30896,1149.77185,1126.90417,1047.81018,1068.02185,923.95660,865.02301,900.21643,849.37347,765.25385,751.03534,656.44861,696.48236,685.95612,622.42181,599.04761,549.45740,565.54419,593.97430,532.47754,569.67584,538.96295,554.14185,548.29236,485.16354,480.42633,509.79147,477.58771,494.76828,480.82834,497.16641,520.55005,508.40546,522.53546,506.56442,509.46710,542.05212,517.08557,543.37177,525.96613,523.17419,545.32947,540.47913,541.27612,543.64606,529.63171,525.16772,556.75989,571.61768,565.87372,535.63690,580.94135,544.94342,551.94159,550.73389,561.50769,563.48846,578.90552,623.69519,593.05133,627.95325,621.08014,624.04572,620.42053,642.73206,661.20068,624.36176,663.34265,647.77942,649.19165,644.03235,717.53528,625.99640,629.97900,592.81647,538.57715,554.52124,533.91968,497.30331,500.14169,488.75839,485.91077,491.70233,497.61066,536.20441,556.05383,614.96283,547.65320,598.44800,592.07019,631.22522,655.26361,725.58734,741.68384,745.97156,806.17700,778.41132,757.50989,846.54016,858.30963,904.76617,906.01666,944.05383,984.98206,975.75250,909.88354,921.24182,877.05414,988.35858,967.21991,934.18109,791.53680,868.56866,823.79266,842.23224,850.93933,873.79883,780.27802,666.85706,679.16223,683.45380,659.04980,597.60883,542.26898,511.34286,448.93353,455.48401,433.07608,434.98209,348.65735,351.61066,327.15625,278.90240
1335.71631,1245.32056,1134.49890,1277.25415,1463.94873,1222.85059,1085.70093,1144.17725,1043.66101,994.42773,953.81458,819.35846,963.99274,905.88892,798.97693,732.71967,656.98730,661.98724,646.31268,636.00909,588.43018,589.80554,506.77457,473.05844,492.16046,464.98181,405.41608,409.74347,354.49741,371.02328,376.30701,349.04712,342.72961,323.75998,350.71887,387.75992,355.50760,381.82486,418.76584,420.43643,434.34833,393.02100,404.15424,428.85699,392.70197,400.97147,394.69458,416.87170,453.56104,444.98880,455.86285,444.05771,455.88470,497.80576,483.16394,514.72119,526.68475,510.58527,542.35254,577.48535,554.21570,557.56702,547.77557,568.99463,576.08783,596.61371,585.67419,549.85059,568.19781,528.06030,522.90222,492.70270,492.86829,459.64655,459.99313,493.93552,451.74768,465.25732,445.32324,439.34369,426.47910,421.62845,427.69861,400.58453,385.64014,374.78134,362.23663,354.68652,380.93454,345.04926,350.43918,340.94867,320.57986,324.70993,333.50946,312.30563,315.52066,305.31747,302.01532,307.96002,310.78427,326.58279,340.25394,385.83392,348.88144,385.08160,387.32965,417.88748,434.64026,485.10123,495.81241,511.72757,578.12848,546.57642,523.44574,628.22668,650.73499,689.45093,723.40442,733.08649,788.06152,801.57153,752.00873,765.11560,726.42285,815.13898,791.14618,762.69897,642.17944,698.08734,659.64703,676.17676,687.08728,696.47058,640.31488,550.81158,566.11609,583.57458,571.81348,521.88898,485.43106,465.11581,429.65817,439.59839,434.21561,460.24664,418.53754,403.69135,412.42239,384.20279
845.31464,726.52814,780.71234,823.00708,819.41901,858.52954,788.38300,828.02271,828.27924,739.88568,784.02142,695.41876,799.20929,779.80365,703.11053,669.27863,617.90515,611.72620,611.70691,579.75677,542.29645,525.63428,438.54828,387.77313,415.47266,370.86771,324.75067,311.84366,264.49323,264.32220,259.86194,229.53426,213.42859,194.08194,197.45888,211.09863,184.86435,194.61160,191.82437,197.19791,192.64598,174.25032,176.66795,183.06700,168.14325,173.73056,166.76759,173.69067,172.89497,164.07315,168.95003,162.33762,160.77000,166.75075,161.29407,171.54468,167.24297,164.26878,175.36858,180.48062,178.03983,178.49736,181.83507,191.35596,199.27075,208.11731,204.25813,193.77640,199.10286,188.86157,186.14697,166.32487,170.03926,149.06665,149.58971,158.61949,142.89410,148.12392,148.09978,146.32018,143.28619,148.91866,153.47194,146.15613,147.95335,145.07510,140.64206,142.97815,158.34224,135.46297,140.26970,132.23956,122.29408,126.58642,124.72668,111.29595,111.56681,106.37679,103.85917,108.21114,104.54666,117.66226,123.63399,140.57104,127.11887,142.86517,150.83913,168.81398,180.16689,205.60457,226.09915,233.85620,267.71317,263.30164,258.55777,297.61456,310.68665,327.77618,355.41742,370.00461,396.80515,405.62604,380.07898,387.75836,372.15567,402.03699,387.26837,362.69379,290.61758,309.55481,294.65878,283.70663,279.90698,287.84827,251.34622,201.31944,212.88770,207.84917,197.35892,171.22890,152.59711,146.85854,124.33786,132.35443,125.03632,128.51285,108.33016,107.90436,104.13830,91.42143
443.45276,388.39774,387.76962,429.41766,443.16760,423.21030,392.49274,414.60034,406.25058,369.61792,382.93304,344.49704,394.72980,380.90439,345.88043,324.98309,305.91962,295.28040,289.04138,283.73477,263.09784,259.40091,223.36349,201.25133,209.05260,187.60054,160.58415,158.84192,132.06001,131.59714,131.09758,115.76563,113.42690,102.90841,106.57226,115.46972,102.36850,108.61497,108.59997,112.27104,109.26765,96.63856,96.64417,101.99370,94.91523,106.27136,96.59948,95.13995,97.73754,93.44828,96.67036,91.61372,88.77460,92.48719,94.15147,94.50868,91.87976,90.65121,98.16409,100.81827,96.80055,96.63771,95.80095,99.92314,102.95979,106.53378,103.30054,98.81022,103.17097,99.19030,97.68073,90.20855,94.46664,88.84207,91.01361,93.49582,82.31535,83.65122,77.74288,76.95091,73.88601,74.18618,73.82059,67.48264,69.82186,68.00523,67.88493,66.93259,70.68513,68.00578,67.64516,65.67238,61.03695,61.52839,61.13290,58.04827,58.36777,54.61167,53.12802,54.62122,52.64588,56.29806,58.20532,63.24921,57.42898,61.91714,64.27335,70.63613,73.23562,81.64348,87.91508,89.78992,103.78915,99.87949,98.10483,117.45436,121.98784,132.24719,144.21983,147.94926,161.67230,166.89966,160.39726,167.90446,162.86110,180.30545,180.55411,175.04744,146.19061,159.09933,151.53716,154.42928,154.93979,155.69029,142.70987,122.02365,129.45399,128.82249,125.51752,113.11852,104.08396,99.96594,90.57607,92.95705,88.94602,92.04379,78.42570,79.00502,73.23917,63.17581
17.76667,13.75192,16.98275,18.70597,16.33553,20.12555,19.90691,21.09682,22.09138,20.21876,24.37273,22.87764,26.00813,25.13754,24.65634,25.65245,26.16176,24.48900,23.97393,25.67896,24.07856,25.06452,24.07354,24.78014,25.61739,26.85961,25.72168,26.78421,26.67953,27.93453,29.62926,29.27466,33.95416,31.60620,32.85164,37.04768,34.38255,36.41729,38.82348,40.79524,44.05089,40.11357,43.76320,48.73087,50.06992,48.75410,55.69757,60.97579,66.51060,69.42537,72.82689,70.05873,67.06721,71.07822,64.18552,69.78333,59.23365,58.99767,60.14742,56.38885,57.75230,56.98466,56.04517,55.00873,59.47583,60.21826,60.82318,57.36603,66.09512,59.87230,60.77450,59.00882,57.59174,55.78371,55.04204,60.97264,56.86138,58.89734,57.92227,57.73734,57.00862,59.16030,60.18743,58.61264,58.47993,59.60971,58.59935,57.49752,66.41360,59.64881,61.95595,63.95103,59.72689,60.20371,61.62870,57.13901,58.39522,58.16518,62.25874,65.01403,66.59867,71.66314,83.36158,100.25936,91.51655,102.94048,109.64201,120.13792,129.07509,149.25023,154.56087,160.84801,178.74339,166.96445,154.34142,181.00105,183.68562,190.69388,197.63205,207.38606,218.27206,218.80751,214.67839,225.85550,218.62135,245.56488,254.04019,250.66856,225.73740,240.61543,234.99225,244.81322,252.62415,262.43716,238.03474,210.38628,208.37865,212.43837,203.61502,182.86691,164.23022,154.19147,138.22458,138.32413,132.22768,139.94543,118.48711,117.92081,119.94769,101.29458
609.63788,542.25482,580.89966,621.58514,625.19910,673.08173,642.79596,672.08667,695.07611,613.68054,691.66980,636.19562,712.11432,705.52521,650.65820,633.01837,604.75146,604.45886,604.65320,603.21350,555.34106,559.43127,485.33295,451.38416,474.95709,441.30621,383.91119,374.97141,313.35812,319.10904,307.78070,277.27243,255.75081,236.64868,245.10342,257.29840,228.33575,242.73010,231.24341,234.83864,230.69128,203.39490,197.10573,210.06668,196.03241,200.68452,196.37471,203.03177,216.39417,208.12300,213.78548,206.65529,203.62006,217.77174,204.18036,210.20966,193.06442,192.99609,201.58125,197.11809,193.59941,191.48984,182.69005,189.76544,195.18900,200.81352,194.92696,185.82770,191.38808,182.98631,182.19641,175.65456,176.72710,172.50703,173.81177,187.20331,177.99806,184.55684,181.36935,184.11736,182.08516,185.67587,192.96858,180.81990,188.14174,187.16890,184.67694,186.97025,197.26979,186.94017,184.59138,176.56937,159.21211,163.16081,151.47505,132.65099,136.85007,120.10251,115.02865,113.06649,106.77615,107.45928,112.97139,126.34690,113.21088,123.21184,124.46106,134.44562,145.25333,163.06073,172.09119,177.76035,201.29457,201.88942,194.12015,233.43085,241.99509,259.87534,279.91974,289.52582,313.80737,321.84976,309.15640,326.25891,318.65536,350.88788,347.85760,333.20578,276.27878,298.94168,287.06796,284.84073,285.39224,297.47491,266.52042,237.03880,236.57527,236.39026,228.67792,205.72079,186.95473,174.53673,148.91730,152.49155,142.81783,142.04915,116.70088,116.95027,118.37312,110.47186
388.11133,340.46762,343.32401,386.38095,389.43512,429.89050,414.51123,446.10687,491.09070,412.21704,513.69519,461.62567,518.76007,522.75287,480.26941,472.26572,449.58929,448.50418,456.54684,447.95914,405.52658,406.69461,346.23392,319.99240,336.51447,302.60681,267.95010,261.68518,222.39948,225.43547,220.21751,197.51054,189.54266,172.24809,178.93800,190.57199,168.51956,177.86682,186.92526,187.73953,196.50908,176.84344,185.87810,197.13330,185.65860,191.59203,192.92255,198.13361,210.83070,199.48749,205.19063,197.48439,194.10046,203.67580,196.88322,199.42516,188.06314,187.41904,197.56133,193.76741,189.49887,188.23967,175.51236,185.04581,187.16022,191.27536,187.80397,178.70779,192.30145,186.16917,193.81445,200.90936,204.31200,211.23921,216.95242,234.36800,217.04999,226.14314,218.15060,215.43344,210.61244,209.32724,212.20824,202.74403,196.82318,191.04880,185.25409,182.66907,193.67996,176.23936,177.57602,171.25349,160.14807,163.50371,166.74641,158.82993,160.14131,155.19987,151.56862,151.95171,152.39949,157.79811,161.23340,172.87161,155.06209,168.92908,164.46187,173.33052,180.41750,195.39250,193.69464,192.47046,202.96172,197.81860,184.74486,210.15718,212.82079,222.23737,224.66830,235.10307,244.16658,254.47365,233.58910,249.18640,233.06625,256.13940,250.87837,243.94742,200.71425,216.75204,205.01801,203.65349,204.33992,202.83049,183.30583,151.39290,159.96350,162.90530,159.25500,147.10913,135.97185,128.07442,117.79581,120.06894,116.18366,119.28158,107.10100,102.60644,102.28161,89.52466
