901.60046,801.14514,684.44952,933.31982,894.45422,899.93542,887.86957,916.78845,814.96887,735.95837,718.56989,603.13684,597.51514,646.43719,630.45404,563.90948,500.32861,488.72107,452.29770,493.20718,470.88864,458.67288,409.81070,360.45898,356.87329,344.03641,380.28671,393.21078,399.12668,274.12479,380.01941,311.04248,384.68512,418.55774,517.06512,474.42664,548.58447,502.70352,481.31879,517.52124,553.48431,582.34680,535.19543,560.25299,556.36499,619.18646,659.82257,684.89069,687.97119,693.54590,728.35034,686.34027,713.52374,679.88690,751.58435,788.09100,761.99139,742.30029,829.16455,779.03424,811.13080,892.84961,872.10175,867.59644,861.21497,760.01941,772.74591,728.87927,806.93909,772.96692,770.62848,664.43097,615.55591,642.24323,648.64246,695.78790,645.58337,666.36597,628.29785,535.88141,523.37891,450.11917,528.02612,541.38525,512.58020,500.36835,463.91669,425.69751,410.56018,419.19821,424.13113,438.06644,374.52924,347.75351,362.31537,386.41199,378.80008,421.08276,437.59549,394.47739,410.92517,438.39029,447.10272,482.00842,542.88269,591.26990,614.66467,636.10712,640.98694,657.13568,624.62799,729.53101,748.10675,817.84668,833.68085,891.00690,874.02527,856.00116,914.97003,994.59235,948.55731,927.66669,877.44482,841.77856,820.78284,889.58862,823.23871,524.86694,464.73032,603.73688,597.47797,606.23224,611.30121,598.12689,508.48535,499.01682,496.21350,494.15405,485.11411,471.96902,463.96927,362.72467,405.82675,348.79773,360.98883,463.71326,387.72653,373.22256,313.25006,310.50513,294.97916,332.10425,389.77478,346.37866,373.51978,246.23938,281.52939,204.92833,258.83521,273.81494,250.14603,247.51791,198.27441,162.81128,160.53299
889.73114,801.03955,698.82416,893.21387,886.26721,905.73663,890.16315,941.61609,860.39252,782.65607,767.65833,700.18311,684.67029,749.15436,730.37390,666.66003,569.94043,561.88763,517.57971,545.04901,500.91208,492.15536,435.01270,366.35464,338.18277,328.27390,338.96121,342.02786,331.73679,158.45740,289.16776,237.08295,265.28094,296.98587,335.94730,308.26926,339.67572,292.67456,270.54639,281.43240,292.48907,279.95090,263.96771,249.37480,227.49425,238.77621,244.48506,242.26471,229.86411,226.04439,229.59099,209.80472,207.18840,193.03900,211.50188,217.54645,208.55386,202.27151,225.91006,217.00926,218.41426,250.67476,250.81160,258.10983,254.40627,224.93898,226.72150,220.40239,242.82533,230.47357,231.26842,199.06738,182.23341,188.73837,194.91130,208.65445,192.22450,198.30183,188.86769,163.73950,165.88159,159.41084,177.51726,193.68225,183.75110,182.16582,178.89615,166.37711,164.99481,167.08972,170.67378,175.03708,154.62659,139.11699,137.71535,152.37201,142.71255,160.74660,163.53535,146.78447,150.66389,154.33981,160.71854,172.00517,200.38600,217.72052,229.45607,235.65167,242.09276,258.95340,245.31464,285.42975,292.15775,328.54929,332.94800,360.09799,357.63910,348.83969,384.53568,435.12427,410.89832,412.82678,399.99548,388.86560,383.00912,418.64206,390.93668,250.01620,210.45683,287.76379,278.49686,291.66599,287.06689,273.06479,227.76779,225.65688,223.36139,222.35542,213.46918,206.33380,201.76938,158.74043,177.54660,153.60504,162.79668,219.42526,176.11545,168.88164,143.43175,141.29079,132.71895,146.68144,169.07317,149.74562,162.66801,114.63014,122.40751,91.70456,111.74688,117.50097,107.21874,105.99519,85.61170,65.77324,65.46357
1888.22144,1719.09827,1594.61353,2009.21753,2108.07080,2297.57666,2301.98584,2387.51318,2289.42310,2184.72070,2110.94238,2021.15186,1981.63000,2145.51929,2127.04883,1944.55371,1678.10925,1669.33679,1559.43066,1690.56689,1586.06897,1569.28027,1398.35437,1210.13000,1181.98303,1153.35938,1240.97559,1263.40430,1263.90710,725.89130,1146.84338,957.90875,1098.53186,1224.23425,1414.05298,1313.45959,1455.05872,1296.11267,1218.70715,1265.88586,1337.46643,1347.50403,1207.41101,1236.05151,1179.67651,1258.43054,1298.53125,1305.74805,1279.09912,1264.54138,1304.63538,1205.48267,1223.55591,1161.30859,1241.74866,1262.58691,1210.55127,1161.29065,1237.20239,1169.88989,1170.76453,1281.76587,1242.81946,1236.16785,1218.77905,1080.15320,1082.83643,1030.22864,1131.68079,1096.07788,1124.98999,995.64569,933.34204,987.70184,1017.26343,1106.44666,1051.23035,1103.02649,1050.76428,912.52667,905.92096,822.77417,936.80591,977.43909,930.20306,915.38049,856.98029,781.26056,747.08240,765.48083,757.15753,763.63483,649.24304,595.23010,608.23407,658.50830,641.32819,724.85626,768.18475,694.99750,722.71881,790.26178,796.49182,856.44800,927.27618,1009.91473,1051.63940,1081.35974,1065.27026,1075.44312,1025.21509,1206.90295,1217.20947,1311.48108,1316.70349,1409.06140,1349.03882,1297.23096,1398.48071,1529.04065,1457.50073,1427.42505,1394.92249,1374.45337,1338.51160,1472.40356,1379.92664,913.70978,803.74139,1028.84875,999.18622,1017.83215,1015.13910,957.63507,797.82556,770.84229,760.90448,743.54382,686.85577,684.92450,660.63483,504.29822,563.47015,492.83435,500.66266,551.78070,494.47339,443.87643,408.25195,391.13382,363.11157,387.71655,432.43420,399.75729,424.08292,269.91559,321.86432,244.11050,286.39227,311.34570,272.80640,282.34241,226.74908,183.55869,181.19859
1536.17407,1335.40588,1139.90100,1527.26282,1490.72412,1530.65576,1501.37598,1575.28430,1416.12207,1305.78271,1301.21521,1205.63440,1188.88269,1289.37439,1280.78259,1176.36194,1032.05078,1056.69080,960.94781,1039.12048,996.78845,969.25079,853.07422,755.06598,713.82874,690.66229,745.17426,757.75000,743.10999,422.64929,666.13654,559.41675,629.11145,696.18616,797.46411,732.57959,785.75165,693.50592,638.45007,655.67151,691.63275,687.02838,620.63330,620.13184,589.27881,624.43042,650.42969,661.09949,655.89917,653.57336,681.29919,639.62170,670.50916,629.95245,684.88342,715.11829,684.33228,673.51801,721.29474,685.65247,690.34698,765.97937,755.97443,740.03046,735.84656,660.24512,654.65143,636.65094,697.72919,679.81433,701.62628,631.66522,600.14832,636.48468,674.94348,732.48688,719.48999,760.83948,733.33630,651.52069,667.63116,635.98102,716.25342,762.15662,746.13177,747.72296,726.95087,662.93750,656.07581,675.87030,669.25665,644.23151,552.10205,494.43280,499.46396,541.74542,528.18005,587.70667,620.31323,563.55554,583.04327,634.03583,635.81976,681.45392,725.62500,790.12024,816.99341,837.39795,821.20325,838.53345,798.31415,935.30194,937.72076,1009.60553,1013.55042,1086.99255,1039.63599,985.23755,1069.73364,1152.94080,1106.42859,1064.59607,1026.82507,1004.89532,995.16034,1086.99451,1031.25610,756.58441,650.12982,809.79095,797.25470,840.54602,833.77594,780.09247,652.84839,637.94580,630.22797,609.53802,552.45972,542.36798,516.86530,371.05554,440.25418,371.82751,380.79382,373.53815,350.95187,307.98172,281.80499,273.29211,244.50450,252.00414,285.27188,265.03583,281.61377,200.72263,211.98676,164.09302,203.73366,213.21568,199.80885,190.80748,157.91823,134.10648,124.51106
1185.15320,1086.06018,893.68024,1271.54578,1200.17065,1195.89954,1168.05481,1214.33899,1052.73303,936.63519,920.14996,751.83545,746.49225,801.81256,779.18573,694.41095,607.59717,584.43024,542.98291,580.91510,540.16766,533.71674,473.19928,407.55588,388.78729,368.41275,396.20599,411.55493,404.64511,253.43098,373.36096,306.89139,370.37085,409.92688,499.73068,461.21793,548.46466,498.84802,483.98425,521.86035,540.99091,559.20007,521.35205,511.09756,491.03473,520.12360,561.60663,560.55219,555.64490,568.95978,592.45770,560.33032,601.18341,566.94836,639.20721,684.81421,668.05170,655.03967,745.43121,701.66602,721.94202,801.81537,776.48413,793.02618,773.55676,683.52167,680.74725,635.27277,696.23328,660.05688,643.13080,557.10858,509.92526,536.47491,545.71460,584.77399,547.01697,568.61285,539.61230,461.61026,448.39294,381.58572,456.09534,468.21411,440.02631,427.78857,399.91818,368.85190,359.22552,362.98199,366.35181,381.95343,328.38010,308.56534,313.94748,341.10342,332.85178,373.65115,386.21057,350.00446,363.49454,388.26462,394.56152,420.61905,472.80029,519.27637,544.04565,558.29950,558.61877,554.44037,537.29462,633.44421,640.10150,706.80780,724.95312,769.67938,771.31586,776.27881,837.54706,932.58051,893.12872,877.81726,851.94519,836.80542,822.54590,903.46552,851.38312,571.13904,493.96011,657.41150,650.47113,672.71912,661.53754,641.30750,537.27844,527.25708,521.89197,515.92493,494.12631,479.81317,472.03015,405.49335,420.25839,372.32147,395.76224,549.61322,448.14719,447.66776,371.50403,367.15781,344.96420,382.42752,439.41406,392.97830,425.90958,308.41321,323.43582,283.95541,305.32739,346.42459,296.86978,305.22711,251.10429,205.95828,195.53313
799.30927,722.71143,625.09021,773.78888,778.56268,815.29803,799.52386,853.34351,773.33807,717.61865,715.96008,665.09808,662.29077,704.46094,697.57941,652.80945,555.56860,549.17133,509.60419,535.47113,482.20801,448.75351,409.62753,339.49509,317.70709,304.59265,313.95444,305.49860,298.73553,133.77861,254.14122,208.60585,225.49284,251.90677,277.21494,254.90256,277.39575,241.22620,224.06209,237.26469,249.40198,247.29712,225.05203,227.15898,208.22392,220.87827,225.67694,222.28036,221.73553,213.01576,220.78416,206.59097,210.97832,190.93338,212.87634,221.07968,215.71989,209.91016,233.17120,223.35568,224.53258,259.06213,254.40086,267.26785,260.86560,234.99904,234.12613,224.53491,247.31018,237.05519,222.74268,186.85072,172.96819,178.09512,176.37326,193.87627,176.74277,183.66939,176.63936,152.55353,153.62442,138.63089,163.85689,171.52888,165.43858,166.57668,159.83453,144.75768,143.32213,146.66074,145.67433,147.75130,124.49615,112.67058,115.35555,123.97247,117.48695,128.05733,134.30016,119.88984,123.80044,137.48935,137.04846,147.60284,179.59598,199.01866,213.98323,221.25758,232.60393,244.99451,245.99539,289.20596,294.94116,335.98755,345.36035,378.16138,370.71829,368.20370,408.39749,466.80826,453.00629,443.93774,433.10211,426.38995,415.72321,453.11557,414.02213,237.17200,201.47112,283.19952,268.78458,277.98859,272.77707,252.53908,202.76323,199.04568,193.90579,184.31932,160.15019,159.96317,144.79256,107.09798,125.48162,106.45375,115.98982,147.06931,116.66211,107.19997,95.39974,88.83645,80.57809,83.60503,97.09464,85.35929,93.21542,72.01411,68.39307,50.53915,62.90965,69.44453,61.19236,60.41571,49.38726,39.62302,39.51079
402.41156,358.01065,302.61038,407.33606,394.12283,407.05756,401.68588,427.81107,383.11374,351.72498,354.06271,331.87473,324.21280,346.20731,342.17242,315.03961,267.51971,260.22687,245.38242,260.32108,238.03464,233.04375,205.26494,171.83757,158.38145,153.34178,156.28064,151.87480,147.45544,82.80119,125.33270,102.71746,119.41788,129.36078,149.36929,137.47597,153.54527,133.86977,126.31686,132.66739,138.70189,137.32169,124.37644,122.86375,115.94563,122.36418,124.15580,125.54420,125.35107,122.28071,128.20155,116.74851,114.92224,105.74509,119.76834,122.57091,118.78403,115.15193,132.03917,120.64187,119.34251,141.82245,136.92352,140.47922,136.82793,119.90491,120.93027,114.28308,125.79775,120.95760,119.81213,102.50515,96.91737,100.90453,98.94535,109.16959,102.84157,105.04195,96.74586,82.07280,76.23933,68.70543,80.38184,83.65713,77.11272,79.39346,76.59436,70.99788,71.31455,69.55459,70.68618,71.09436,63.70065,57.68139,57.74975,62.25905,60.34758,67.79124,68.37831,62.29126,65.06173,66.90704,66.81556,70.08183,77.13220,85.21735,87.93789,91.02304,94.32092,92.95283,95.10554,108.89468,111.23847,127.53518,133.10144,144.12756,144.79037,148.99593,162.61191,192.27435,182.01761,184.47713,184.02541,186.36812,184.10464,201.23811,192.63080,140.53287,112.32287,149.68527,146.41116,153.33688,150.98846,144.58441,122.08988,116.51489,116.26255,113.42051,108.55500,103.84158,102.71884,83.98147,90.12723,78.15389,81.07634,89.53812,80.58794,72.88420,67.01994,62.31561,55.55016,60.28407,68.86380,59.23281,64.86884,46.89194,50.74046,40.84586,43.90133,51.49010,43.02930,44.86820,35.85584,29.83384,27.69109
16.93771,16.57301,17.78490,18.70191,18.25011,19.83372,18.75754,20.22349,19.84687,20.69528,20.65797,23.73939,22.69344,24.18784,25.82706,24.25323,20.99433,22.49018,20.84454,24.94356,23.26473,23.25215,21.55952,19.44754,21.62009,21.15452,25.66002,26.17509,29.88670,45.32238,30.89622,25.99038,35.74717,38.44191,47.71071,45.13197,50.10997,48.08298,45.93248,48.72422,53.45863,58.55183,52.93780,59.28277,60.77213,69.93547,76.66379,82.96197,82.32146,88.01286,91.28313,88.80404,89.49179,83.91409,86.27334,87.30572,80.48827,76.29672,74.59528,74.07563,73.36428,77.44095,74.38313,77.13894,75.01122,69.78183,70.15527,69.74399,75.75265,75.52792,75.35031,67.05406,61.92908,66.85634,66.70800,71.07355,68.91836,71.28822,68.92976,61.16309,62.98271,57.29548,64.28951,66.88680,65.81308,68.39393,65.69669,61.69861,63.01976,63.24854,66.13463,69.10220,59.60176,56.70190,60.97880,64.25256,61.55022,68.29194,73.88419,68.59313,77.69402,84.93452,94.10366,101.67265,125.34772,140.04997,151.03381,158.02304,166.75209,165.87610,165.14391,189.12018,195.23099,205.26054,217.15054,224.53844,221.19867,212.96765,231.00317,257.15735,250.86687,245.16383,243.79713,243.50859,242.00151,268.72174,265.64618,243.52394,220.90012,228.74394,236.67677,238.36566,244.76442,238.00797,205.75705,200.51978,197.04993,187.38286,166.09587,164.17371,155.76709,110.12698,131.32474,113.11339,115.57039,142.05708,122.84607,110.05956,102.13192,93.51819,95.25336,102.88083,115.88470,108.85117,117.17831,88.70770,88.61323,79.38242,83.01133,85.05264,79.48746,78.69142,67.76067,58.42332,54.65644
579.59296,526.43262,467.94290,602.07190,607.17737,645.90790,646.89996,685.90845,646.42316,611.36780,599.49524,612.66785,598.24548,649.04803,652.31329,612.79913,527.79059,556.78088,508.29251,556.48688,520.79907,502.15854,451.63425,386.00726,369.92496,356.90515,371.14145,365.60632,353.14291,165.31772,299.60474,247.33669,273.40775,303.65051,340.45831,311.56912,337.05411,291.43710,271.40015,278.42578,289.48413,283.78531,262.65250,256.22229,240.95656,255.76503,268.20023,270.77240,264.71118,269.12210,278.90021,257.11951,263.03906,252.01373,269.78156,273.30167,259.73041,246.99367,264.06601,246.30750,241.77979,274.24518,264.55130,263.98715,261.66882,228.05821,226.81714,212.41838,233.70453,226.14966,228.78110,201.20732,185.69429,194.60309,202.37932,225.66916,216.67599,222.18791,215.29893,189.81798,197.14780,182.71861,207.36247,219.99962,207.35034,213.49847,211.66753,191.81778,196.52614,194.09644,197.09995,187.87534,165.22726,140.57845,142.85403,152.70296,136.63536,146.82535,141.10715,128.89029,127.95375,124.79918,128.83078,137.58688,154.22281,167.83694,172.75465,179.19272,186.19217,192.65601,187.76926,220.06897,223.27669,256.41177,264.09177,286.93365,288.30441,290.33932,323.57483,371.08551,359.03998,357.19678,355.24194,358.98700,356.89441,389.71936,368.42978,245.57497,208.37645,277.28976,273.32156,280.84457,277.19223,263.97568,221.74809,219.04080,218.85539,211.43967,187.84515,185.39014,174.44174,109.20464,147.31702,121.73722,125.65921,156.60503,125.40383,120.65010,104.16139,103.06681,99.59235,119.06467,135.60982,118.19218,127.62649,89.43794,99.47478,78.67204,87.45309,88.96716,82.02750,83.11630,67.56843,54.35001,52.59771
365.00699,323.41440,281.23178,374.73615,382.64127,418.74957,428.40967,451.43237,434.23792,423.55820,421.61853,454.25656,448.83252,486.29187,491.69528,461.71698,394.60129,417.22092,383.13718,413.03799,382.97363,360.50635,325.15839,277.56210,258.74945,245.80481,256.93011,253.33083,247.90227,120.35892,213.96652,176.92824,199.20544,218.71786,249.23241,227.58821,252.96155,227.11015,216.79192,231.46066,244.17522,255.98242,231.80312,236.30031,232.37646,250.55836,263.69302,265.44742,259.34100,261.02383,265.37769,246.51596,246.37372,237.97215,256.33621,260.30688,251.18900,238.45946,260.40219,238.51216,229.97020,261.51865,251.86473,254.17590,248.24490,219.75154,215.14865,208.35451,238.58508,231.81699,249.03410,229.93384,222.05630,235.19603,248.20166,271.42761,262.48248,276.36703,262.47769,226.36627,223.03378,191.91414,228.61110,236.30939,224.38708,218.38765,203.80167,188.30765,181.21574,185.35458,183.89427,191.95517,164.32239,155.68513,157.89777,169.50955,166.95140,189.29639,195.94640,176.32487,180.43681,188.07816,187.29993,195.88690,205.91241,222.38931,225.04356,231.29192,225.89102,220.69685,206.98050,240.40759,242.67671,254.55894,252.63350,271.67221,256.36319,240.79547,265.49142,290.43478,279.88379,275.15564,269.14832,262.47345,262.41010,288.25668,271.37894,158.48270,144.38101,201.19777,195.37408,197.56244,196.49092,187.11963,153.96994,146.90492,144.46246,142.87177,136.84552,134.47147,129.48343,101.65325,113.73894,99.22684,102.38753,125.74416,109.86567,102.04072,90.60648,86.18398,80.90335,86.99814,101.22031,89.26048,97.33371,69.87635,76.66395,62.38626,69.63087,78.81521,68.02582,68.74352,56.22490,47.66402,44.50410
