1147.84595,1090.86401,1114.61243,1080.23523,1135.23059,1050.19629,1092.98914,1077.92297,971.71466,951.17273,923.96143,904.19659,886.42542,824.30280,816.87354,789.27399,778.25299,770.16827,740.43121,715.25500,691.83276,672.99139,651.40167,648.83734,649.91168,637.32129,630.49377,614.89233,605.89929,596.90808,599.81763,601.51440,608.77380,605.62860,612.19946,605.46777,605.41815,608.26758,610.02136,619.99182,629.40784,637.27069,635.87152,645.42010,648.09314,668.13110,671.15088,668.83215,676.90143,675.58405,679.06915,683.69824,694.95898,696.03046,709.13977,706.28760,709.25952,700.83191,724.27124,711.69427,715.72198,721.28650,736.78271,727.17432,725.74030,732.62805,728.95740,740.18530,730.33112,721.28735,729.58905,708.71069,724.89404,730.12079,730.22333,713.53918,716.45068,708.86652,709.48059,710.91547,694.19049,692.49255,701.98004,687.17188,697.55206,693.90033,680.45410,684.40820,683.87128,674.73267,670.72266,670.98700,663.65332,661.76007,663.23700,658.16602,658.87787,649.68591,650.65778,647.50165,653.87128,649.24298,658.55273,656.43927,657.29364,656.72693,650.21545,663.24701,664.48260,670.82794,674.31836,674.49927,686.03125,690.13019,683.87268,696.99670,695.80725,699.32739,701.82642,705.45782,708.14764,710.78217,711.21765,724.48322,727.84119,712.07318,718.77368,713.81757,718.53510,717.61554,713.44989,711.36908,697.58618,710.17529,701.33044,697.47650,691.95801,694.97534,691.02429,696.38202,692.21826,690.01233,686.90454,684.78772,681.41016,683.03284,673.91235,676.66962,664.31189,663.51050,667.03491,664.99597,668.55884,661.03912,666.02301
1053.84802,1042.07458,1034.61694,1069.46558,1040.73145,1057.11890,1043.65295,1006.93024,994.21655,977.89252,992.69287,945.64813,913.97028,871.54071,868.20709,835.29840,855.04248,822.99371,814.60431,769.89081,760.25275,723.81061,701.11780,685.94525,687.97241,657.92004,629.41473,609.87854,592.73901,569.68628,563.26489,550.14874,544.27155,527.24921,521.28912,511.02304,502.51703,492.21072,482.34485,475.30139,466.36725,460.23517,455.46091,451.02567,447.39902,445.70914,440.33191,429.16989,417.35455,410.59760,404.61673,401.60876,401.61078,401.19229,394.02274,389.87958,385.97067,378.62936,379.35095,378.72366,378.06519,376.39447,374.71457,372.06577,369.02124,369.26273,368.00012,365.47836,363.88022,360.57663,359.04575,354.69421,354.65741,353.17761,349.56528,346.44058,343.46057,342.18478,337.70114,335.97357,334.99066,332.22125,332.12814,329.24808,328.82483,327.06079,325.93793,326.16867,323.88925,320.63626,318.27170,315.98877,314.09830,313.39639,313.31683,311.40579,307.72015,305.98303,303.39902,301.79959,301.00250,302.71884,302.34058,301.82468,303.53656,301.68323,300.98773,301.53070,304.47147,305.26007,308.87570,309.76508,313.15790,313.12766,316.85056,320.17551,323.93600,324.32254,326.71182,326.83884,327.31732,329.57047,332.67056,333.41568,334.57755,332.75894,333.87811,331.85291,333.12418,333.46542,332.40628,331.82840,329.44019,328.89700,326.25412,325.63806,325.97775,323.29730,322.94495,320.11249,319.02432,317.19904,316.19028,316.70682,315.60910,312.37378,310.81717,308.63425,308.35931,306.91074,306.57532,304.38916,303.62119,301.27600,300.71271
1256.39771,1178.33398,1233.03320,1275.32434,1277.42041,1241.19153,1233.86829,1224.76001,1233.03381,1223.94299,1173.69019,1204.92810,1202.67188,1188.61279,1197.20251,1176.79004,1207.39697,1208.06616,1173.55933,1134.35449,1139.69153,1152.07446,1107.75842,1113.96240,1099.95911,1088.73218,1099.71326,1065.73071,1069.26404,1040.26819,1046.12988,1038.18152,1058.43066,1023.31458,1068.55627,1024.01453,1052.03467,1049.03809,1011.04034,1061.59814,1036.93066,1015.63220,1026.97632,1016.97144,1034.18445,1005.64825,1017.66626,1009.96698,1000.82422,1011.07245,1024.33313,1032.34741,1013.53857,1000.61243,1026.40417,1007.04779,1015.68365,998.39404,990.43628,1016.82678,1035.06042,1002.67590,985.80219,1018.38287,991.28882,975.66699,968.81665,994.95935,994.98889,1001.76880,998.10944,979.80347,1000.77045,991.11597,964.06854,983.96899,993.48151,982.84601,953.59595,969.50696,981.45770,932.47113,948.28369,969.91449,977.01569,984.90247,972.67560,965.60864,943.16345,959.80481,932.05902,951.52948,935.95599,917.54077,946.79822,946.58569,937.91675,928.24646,959.11060,915.09955,923.32611,906.53510,933.51917,935.71692,909.30927,923.53485,905.12146,903.65930,956.50256,947.53772,926.66785,949.98370,975.20276,923.55743,943.98840,942.98560,930.07422,932.55652,957.54999,941.39056,984.44220,950.73883,985.19910,957.25745,952.02704,933.30328,939.90515,950.78448,948.40631,954.69934,967.36658,939.02100,961.79938,939.40668,938.83093,950.67114,957.19250,942.28979,948.95190,924.39093,910.24664,932.41632,926.02881,947.66730,924.90295,912.57074,902.27905,912.80676,893.82159,928.33533,910.40515,900.56927,873.84113,907.88879,878.39545
1244.14758,1172.72827,1215.49866,1221.82239,1237.09143,1203.61865,1224.90784,1191.94934,1183.58875,1140.95300,1118.33936,1138.41138,1093.23047,1093.48718,1039.35754,1103.67542,1069.11646,1060.48621,1040.78076,1009.92169,1019.31866,1015.34021,998.83386,1008.72864,1001.10883,982.13354,984.30579,941.28931,901.53088,953.30780,920.22687,906.99652,917.53827,904.02411,882.68146,881.04211,894.04236,869.13153,868.82556,867.20068,847.37787,860.43036,851.81189,857.10901,863.51111,847.30493,856.88147,873.62939,840.40204,827.89105,832.99579,852.42023,843.67773,860.10474,827.02942,823.54547,841.72278,840.09576,810.14813,821.92371,830.55847,816.54449,836.19385,816.09802,827.88910,822.82922,834.18585,829.02209,829.99414,820.79279,805.85846,833.51379,813.42163,825.23120,834.33490,811.23077,817.08209,819.11218,817.48981,832.73273,806.15674,838.81543,823.04987,804.98077,825.19348,810.34619,807.95575,793.72559,794.50800,796.44080,791.91583,773.07367,787.07983,801.68231,791.67584,788.93390,779.62103,782.25006,774.16351,760.22040,773.72375,783.44781,779.94366,785.19434,789.54199,793.76288,803.83374,794.11163,792.93542,804.13007,820.79120,795.59991,793.85608,812.18274,815.90161,811.53638,822.12988,808.37872,815.04114,821.04303,797.62067,843.79150,819.11908,810.79565,836.53662,835.05035,817.88556,825.15240,830.08411,819.68097,849.12872,807.39404,814.09802,814.79126,813.51929,812.80847,833.46643,812.12439,802.58838,819.37146,796.84778,781.09161,806.75586,788.45306,785.20123,787.92627,791.29602,784.35266,773.40314,765.16907,766.60785,766.87085,751.60742,756.78534,757.44293
1232.54089,1211.97314,1224.94165,1239.45764,1150.09216,1146.42261,1204.08960,1115.67065,1098.25073,1070.67212,1064.57532,1005.05627,968.06689,972.48761,930.78009,905.89948,897.77106,850.60217,848.48071,821.72656,776.80005,756.25287,742.54578,735.41223,732.54016,722.13293,698.72247,685.21143,664.13965,650.73633,646.30341,646.82819,650.48914,644.89514,651.68463,649.13635,646.32849,647.32178,647.03711,642.72131,644.26819,644.66986,646.71155,645.80756,651.43683,664.77307,668.41956,663.60577,657.43646,656.52008,653.56073,657.18616,665.17670,676.73932,683.51221,675.91333,682.97650,677.89124,684.17352,691.12573,700.63611,704.49799,703.57581,700.39478,694.99036,705.79047,708.84406,700.98602,694.17700,681.30396,691.06708,687.71686,685.76825,680.56921,686.01111,674.36871,675.99133,672.49780,668.79987,660.13763,664.73425,661.68762,653.82117,656.27209,650.41913,643.46021,639.89282,648.17651,639.88501,634.45428,631.53864,628.86206,621.04681,620.17590,620.14233,613.44995,618.79791,611.51147,604.51697,610.38251,605.73517,609.59705,607.88184,609.87640,613.72388,610.91156,610.42114,613.79596,619.37256,619.38354,629.50946,636.56860,639.74530,641.04340,646.39539,656.58441,654.31677,660.25116,670.08167,662.21838,665.31268,663.85419,676.80292,682.88013,682.68549,682.14520,684.84521,673.16241,684.16406,681.46906,672.83081,683.84753,683.30786,669.51202,668.80157,672.73474,666.71478,670.78918,665.50909,667.46667,668.91296,662.42603,655.32904,660.58392,655.45721,653.65283,649.41809,649.62482,648.94440,646.75128,643.63049,648.58411,648.56079,637.32990,635.76038
946.92645,877.79645,933.43958,915.50629,943.52356,918.77911,922.06732,915.16248,875.05646,908.77234,921.85236,889.80511,883.29156,867.80493,838.21216,817.16302,815.81152,816.09937,786.27075,747.50092,723.19409,699.36664,680.55377,670.48267,658.64954,626.53693,600.21692,567.71680,551.90082,526.36298,518.29999,504.96426,494.20074,475.90927,471.87402,460.15305,450.42932,445.54703,434.88574,427.95947,419.71277,416.86530,407.82401,406.80157,399.13208,404.56302,398.44537,393.93317,382.14932,378.25455,374.62817,372.81311,369.97635,372.48920,368.72485,361.06195,360.22577,356.19846,356.59021,359.09857,358.52496,356.59271,354.44122,355.58704,350.98416,349.94135,348.28412,347.17575,344.22687,340.10318,338.69843,334.64969,333.60751,331.79745,329.93335,325.88132,322.60025,321.54623,316.97705,315.26355,312.24478,311.30576,309.45483,308.58517,306.54694,304.32330,303.49673,302.76712,302.01242,297.65231,295.71652,292.68991,290.30933,288.88440,288.08865,286.50894,285.48422,281.58377,279.65759,278.65063,277.70688,278.42148,277.92615,278.85101,278.27896,279.84967,278.24741,281.46878,283.51297,285.84039,288.41666,291.64883,293.63327,295.37766,299.56949,303.28299,307.42697,308.62827,313.41315,314.65176,315.62350,317.36020,320.92230,320.67343,321.41800,320.95416,321.70880,320.63602,320.27011,319.61539,319.80618,316.78824,314.50485,312.36755,308.70578,307.67569,306.01089,302.77563,301.75882,297.87820,297.27740,294.75076,293.41019,292.29028,290.64819,287.22177,285.01202,282.63596,280.70163,279.12109,278.37195,276.90820,275.47177,273.21875,271.92715
575.93213,508.95334,563.16156,539.86115,557.61584,521.06104,540.37250,518.22980,501.50558,497.07138,502.19476,480.11667,447.39999,436.65680,417.91650,403.17905,397.03070,394.32919,373.29816,360.70959,342.28510,334.83344,315.20328,310.59320,302.89401,289.66638,276.50687,270.42270,260.18335,253.02042,246.93222,241.84052,235.43236,229.89491,226.95590,224.50742,218.42087,218.04790,213.62875,213.89980,207.91319,207.82500,203.05882,205.27536,200.89906,205.48073,200.05818,199.71733,193.07185,193.40198,188.27211,189.37468,189.02371,190.00684,186.68005,185.49840,184.63159,182.45877,182.43439,182.52933,182.20284,181.24724,180.38881,180.20760,178.50934,177.93922,177.83618,176.74155,174.90855,173.96904,173.98036,172.20830,172.51476,170.89958,169.74379,167.36411,165.61116,164.58040,162.69362,162.11925,160.77945,160.59335,158.35924,158.62610,156.29707,155.77542,154.15150,154.28645,152.09702,151.68266,150.07254,149.59189,148.41864,147.83781,147.02405,146.32466,144.93564,144.32007,142.83763,142.36374,141.48624,141.86118,140.97675,141.44852,140.03804,140.91916,139.05692,140.16180,140.06445,140.90570,141.19797,142.53619,142.37570,143.40747,143.79449,145.38718,146.73857,147.91931,148.69522,149.71082,149.54680,150.99658,152.03331,153.13902,153.51100,154.17522,154.39465,154.35220,154.60582,155.62537,155.47099,155.17618,154.23936,153.86165,153.10936,153.13164,152.94276,152.64777,151.49837,151.02974,150.43135,149.49570,149.00562,148.69978,147.79381,146.36861,145.64711,144.67924,144.08662,143.30336,143.13589,142.23874,141.62747,140.23315,139.68118
16.20366,15.20336,17.67136,15.43200,17.75516,17.22706,17.40520,18.45930,20.42235,23.62361,24.58245,26.67776,26.19757,28.60180,27.62437,28.59142,27.56183,28.87071,28.42183,30.36296,31.30835,30.93631,31.05428,31.35168,31.94490,31.77790,33.28444,33.82556,35.18130,34.71852,36.46682,36.85325,38.24855,39.32851,40.19197,40.13490,41.13593,42.77048,43.73323,45.71504,46.91267,48.07524,48.83315,49.69847,51.95560,54.53569,57.09384,57.85691,58.90753,59.39898,60.73299,60.59032,61.79977,61.85907,62.62953,62.76565,63.45465,63.83012,63.54510,63.48323,63.31791,62.92762,63.19564,63.53079,63.19877,63.30576,63.50830,63.87051,63.94408,64.16661,63.80969,63.83328,63.51278,64.81471,64.96350,65.62563,64.83387,65.43670,64.29681,65.19447,64.47465,65.17506,64.96998,65.67126,65.19809,66.12408,66.07362,66.91902,66.50200,67.32447,66.32542,66.70861,65.89358,66.91392,66.38616,67.51862,67.62215,68.70496,68.48503,69.35592,69.90262,71.14181,73.00515,74.87895,76.64999,77.68436,79.89184,80.70040,83.40198,85.00201,88.93427,89.20898,92.12677,93.23882,96.64104,97.76600,101.09280,101.70730,103.91389,104.39552,106.66123,108.49818,110.57444,113.15176,114.65997,115.85348,117.18717,119.35081,120.60146,123.58056,124.36108,125.48705,126.06570,126.37913,126.68833,127.47788,127.95400,128.16782,127.38972,127.38715,126.52813,127.05638,125.54342,126.15229,124.27974,124.43576,122.94794,122.84813,122.08137,122.48223,121.79137,121.60429,121.23276,120.79787,120.72163
789.85260,720.98914,781.97675,778.97180,807.11725,764.19263,792.96326,782.87689,761.46722,783.99512,818.54565,818.76288,807.91718,804.50964,795.00409,787.57190,767.80115,786.69073,773.83405,755.52881,735.77704,721.18378,698.26300,695.13641,686.55695,665.80957,646.62671,623.28931,606.09784,585.89215,577.35132,565.21460,556.57532,537.49695,530.40454,518.61096,506.95599,500.34641,488.98886,482.55374,473.00757,467.59940,460.21140,461.19647,455.59970,460.84439,450.94171,447.55527,437.25955,435.92926,425.41818,427.13657,425.16434,424.17447,418.35287,415.28152,413.11722,406.13464,406.71036,403.90369,403.54022,397.84857,395.59433,391.78055,385.38062,383.60614,384.86450,381.63147,378.36978,373.75266,372.33228,368.75177,366.92374,366.29279,368.15033,363.65042,361.77908,359.47708,356.50714,354.26025,353.65964,354.12924,351.35715,352.60059,350.37640,349.19415,348.39828,348.44946,345.08423,343.04648,337.61490,334.43192,331.84851,331.14810,328.78415,327.74286,323.67120,320.17081,315.79175,313.95209,312.24747,312.15540,309.73160,309.01501,306.98651,306.01498,303.54239,304.62842,305.02216,305.70117,307.27933,309.48544,309.83398,310.43793,312.44437,315.29324,316.51627,318.32812,320.16650,322.40390,321.66476,325.55539,326.63516,329.39096,327.57251,328.77771,329.58990,328.45865,328.52805,331.98569,331.12741,330.28854,326.89536,326.72098,323.85214,324.39297,322.69690,320.58035,318.24423,315.28787,314.07050,311.90631,310.76041,308.41614,306.12851,303.48886,302.50256,300.73093,298.17111,297.30988,296.10461,294.97171,292.87891,290.87134,289.41840
479.94995,437.99182,468.10919,489.12427,490.38803,510.12097,487.03659,549.75409,499.32074,561.24432,561.58276,587.51410,580.40308,599.23846,590.03693,586.80896,594.56750,602.42987,586.50952,567.89813,550.81519,535.79321,513.61932,510.66504,500.75861,483.60306,466.06451,446.82443,426.28320,411.82397,403.65826,396.46997,385.65649,380.66022,373.87863,371.00903,364.93829,362.29990,357.03964,355.45966,354.41623,350.37653,350.09717,349.42368,350.49173,352.96634,351.05487,351.54129,344.98169,343.38971,340.76605,339.47855,342.06595,341.93481,339.66830,335.42862,334.12650,330.05988,329.01169,328.32648,327.26703,324.49094,322.10016,321.38809,318.62912,319.29944,319.42892,318.64426,317.12671,317.61649,316.90112,316.07968,316.44913,319.00842,317.00775,317.45288,315.63339,316.96396,314.01767,314.05887,312.31763,312.61182,311.70810,311.15616,308.70053,307.53275,305.84003,305.10742,303.29224,299.68069,298.38657,297.03659,294.39197,294.17505,294.24060,293.57571,291.03494,288.72330,287.07391,286.47375,286.09616,287.32410,286.59982,286.20847,285.15585,285.76361,283.46683,283.86685,284.04178,285.75699,285.12927,285.57187,286.47662,285.68359,286.49448,286.69803,288.91385,287.07834,288.81314,287.49933,288.20203,287.16028,289.69788,289.04416,289.06332,287.79892,288.06174,286.03113,286.57300,285.83997,284.50143,283.22153,282.39789,280.00143,278.80246,277.78168,277.83469,275.56369,273.34482,271.80319,270.57172,268.86502,268.09222,266.86591,265.92828,263.52704,262.39246,260.21228,259.23068,257.40662,257.56110,255.19495,255.02702,253.04825,252.11737
