786.58246,1348.78967,1078.21387,952.03961,1164.48206,882.29694,869.51917,938.40674,937.18793,845.54236,750.55646,676.31659,775.57318,725.45966,658.18170,609.33142,550.57208,544.96002,553.48492,538.93835,518.78333,484.35416,490.27835,438.26215,435.15363,429.54343,440.56375,457.25427,385.20029,399.52121,377.43631,384.64816,366.88223,382.88327,373.28125,414.59106,377.01212,394.60178,440.78741,398.08002,380.54163,466.16541,416.92389,455.41440,436.96841,439.42386,470.73318,470.65811,466.27722,520.36163,569.39636,549.92743,541.85071,535.68243,569.33569,562.91626,573.50970,572.71606,615.93286,607.40100,596.60065,631.00275,659.46497,630.36536,639.77985,638.34955,644.08514,622.80200,672.33527,615.39771,599.57245,598.42206,594.27002,537.39532,519.47839,571.52014,533.43121,477.58746,535.70978,495.94208,487.38391,488.72681,473.57104,457.16565,435.58374,464.83994,413.43823,391.49652,399.39948,396.79211,389.19513,387.18661,384.59283,363.97833,346.97751,343.02377,362.40121,345.19601,341.26218,331.57916,324.03848,334.38565,380.28790,417.81812,415.67477,433.02246,431.94608,484.70862,511.50079,515.88464,597.63898,553.38263,597.75873,616.93848,681.84399,691.04376,774.28546,770.69482,768.05164,795.87012,823.25092,768.53015,773.48529,762.59222,777.82507,797.91998,808.14886,759.31128,662.52167,614.68262,676.29260,699.66986,661.15033,618.91882,605.39551,547.17023,586.07672,521.08795,565.95282,541.52234,496.87234,462.59238,431.68628,406.92865,411.56931
855.58307,1111.77917,994.85168,938.75238,1044.51404,884.69769,899.12128,951.68542,982.63989,879.10718,853.35541,771.21429,876.42310,820.34998,764.82623,693.16345,640.15186,633.47186,612.85474,594.68738,574.05975,517.44592,519.24854,425.45865,435.95621,411.98346,405.65912,397.16428,326.62457,321.36816,289.83929,283.81525,244.28044,273.35620,246.35019,263.22842,230.54080,238.30844,252.78128,227.19505,193.80025,234.84798,195.30229,198.26514,182.07831,172.90105,179.85207,166.84637,159.58931,171.02069,179.97911,164.70761,159.16724,154.21588,161.29504,156.43668,159.44101,156.74930,172.16408,171.06834,171.34773,180.67314,192.01364,183.56764,189.43427,189.51987,189.91122,189.63495,204.74097,191.33350,178.96553,179.37190,178.44070,160.39676,151.39270,172.26804,159.17274,144.33255,165.03235,154.49664,153.73979,156.97487,156.53958,147.76022,157.63127,173.44727,159.00447,149.85741,160.14726,159.31239,160.75031,157.07887,155.15375,147.81775,140.92209,129.95709,141.81415,136.54317,124.54900,122.27724,119.68266,119.34728,136.32045,146.98294,149.15652,157.24802,155.36713,178.65642,196.32080,197.86635,235.17868,214.50020,239.26807,247.92259,274.48654,278.13596,317.37555,320.54297,322.83377,341.33527,368.18274,334.98795,350.57086,346.17020,363.75287,373.19122,376.06113,360.73267,320.04422,294.05267,320.82117,329.79803,314.36755,284.73138,277.85501,242.91302,268.22296,236.70232,256.18311,239.52473,221.90939,203.78439,191.74446,177.11145,180.32800
1909.04602,2050.27759,2022.17322,2042.90552,2130.40283,2179.85059,2298.01123,2202.11743,2626.90503,2276.69458,2465.60498,2221.11206,2509.37427,2378.12573,2241.78149,2054.02173,1908.67773,1863.68066,1858.50415,1850.79553,1789.49792,1653.27661,1659.40698,1452.79236,1461.97925,1436.25928,1459.30090,1471.03772,1252.14490,1254.34912,1148.80774,1145.16248,1034.50427,1108.08496,1034.39941,1117.62817,998.41180,1029.91455,1118.10535,1002.82147,926.03809,1102.86047,959.85370,1013.79456,942.48114,897.25568,955.20758,883.52252,869.41663,955.44458,1015.87799,971.87219,930.84583,914.29260,953.41803,924.52899,923.93982,891.87842,935.89197,925.81372,879.28912,929.77966,935.93939,907.23431,903.50214,902.79938,905.24786,885.32812,938.92651,894.35724,870.71161,879.54877,885.62000,825.88208,816.64185,905.24939,863.44116,793.13513,893.70807,837.89325,840.83118,843.43610,833.64844,800.61829,794.46307,847.01367,762.81183,718.15448,715.05774,727.26459,702.19824,677.89752,665.51758,639.73090,598.42365,578.97009,602.26257,598.26062,596.18567,577.74707,569.37946,597.39581,674.54309,720.48370,728.22321,762.65332,753.74396,808.69690,848.68744,862.66046,982.00781,925.27557,966.93073,998.33167,1059.47510,1073.79822,1177.64258,1184.42981,1184.80750,1219.84827,1293.62366,1208.31445,1232.59558,1220.90527,1263.22290,1323.89722,1349.37268,1286.09253,1135.87720,1045.37415,1143.37073,1161.87646,1088.03882,997.82202,961.26550,843.47894,889.60443,795.48108,839.87061,801.44708,719.65289,655.67334,602.43829,574.29364,570.63989
1423.11353,2005.57983,1682.68127,1534.60938,1846.05640,1464.71753,1500.03186,1552.17664,1643.55054,1468.91626,1412.97766,1331.45776,1478.89197,1423.50793,1326.91284,1248.36206,1157.09619,1146.12354,1171.08411,1150.12024,1114.21655,1023.88971,1018.56165,883.56769,889.82153,857.06458,867.02637,863.75537,736.56158,740.33136,661.15472,671.95068,595.95978,628.14984,579.10663,616.83807,542.98578,555.96960,595.17468,534.52789,472.84674,568.21356,482.59302,504.03638,467.16016,446.95743,476.03207,449.54486,444.56073,486.18683,529.77795,512.08893,506.44666,500.93170,526.88959,522.04657,528.82617,514.54480,536.26135,532.72705,523.30194,545.95197,567.70728,549.72833,555.23016,554.91992,553.49603,541.93243,586.43396,559.99445,546.47235,558.58685,564.49768,535.17297,538.19684,605.70654,591.26892,547.96741,625.08221,599.23999,614.42969,619.82318,629.64325,599.90814,648.82111,701.07660,638.97302,609.08905,628.89435,642.24951,622.08807,590.92395,576.63770,543.65759,512.24176,478.43158,490.53156,484.87476,483.05490,469.49512,462.23038,468.96484,539.15680,564.40399,574.41962,588.43494,576.32269,630.35504,655.30078,665.86188,760.80902,706.58600,752.01379,767.35712,831.76978,834.81873,904.32874,887.01764,903.40009,920.21167,970.38422,897.77734,909.00909,902.16803,935.14056,984.47357,1014.53955,977.74420,866.98126,809.94495,908.33948,944.10663,896.77692,821.37701,794.46228,694.21930,741.20074,646.15631,685.13538,647.06152,574.29834,520.50067,469.72040,442.59958,435.02405
1008.53101,1921.08691,1506.91321,1286.84949,1642.08960,1163.94092,1150.03772,1265.38074,1214.34351,1101.50049,930.20386,837.06622,966.73883,906.72028,808.84821,748.83160,672.18042,660.89545,648.20380,635.03210,612.54462,557.99768,564.67914,484.52341,486.42966,465.01495,471.83899,472.03412,394.38895,404.65182,375.52335,380.09647,345.37616,374.47812,355.51468,405.22552,374.54239,397.06683,442.10223,395.05176,380.63763,453.91238,406.32114,411.33395,386.92767,368.62448,410.65860,386.56934,379.86264,421.72833,474.61755,455.40930,446.64932,449.84686,479.28497,481.48801,496.84537,503.92285,559.07080,551.24622,542.51556,574.55548,593.81818,568.90839,570.50098,572.82263,561.07568,547.08057,583.90570,522.77496,508.14114,495.30905,493.11917,449.94974,433.68906,480.46017,453.01260,404.06229,454.66055,426.01862,421.28241,421.31433,407.40085,387.64023,371.08850,399.82635,356.13708,335.75354,343.17706,346.71555,338.38992,337.37491,335.90216,322.65485,307.35080,296.33539,320.43811,310.32547,299.32504,291.62598,290.23694,293.85898,334.86743,356.43384,366.46359,381.53665,383.86816,420.68787,438.60855,452.20178,506.63055,478.29865,517.52930,535.81372,588.12494,608.03601,670.69049,693.08344,688.95496,732.91492,784.23389,746.97565,754.32874,749.68988,778.80219,811.48151,829.45581,795.03992,706.68933,665.18945,728.40100,762.90533,724.63739,662.12494,659.05798,570.05487,621.43237,543.01776,589.52917,551.88971,512.23737,475.25439,449.60947,414.81006,440.42767
841.19080,805.89099,826.39258,822.13654,842.57239,804.37213,813.10950,819.58032,888.88678,809.59497,775.68915,720.95233,825.15686,778.01251,739.06879,683.14227,633.95734,617.22156,614.55170,588.83514,550.84888,489.65814,488.96466,391.98325,408.33875,382.29697,371.63980,361.27472,297.10358,288.05341,256.34216,247.43860,210.73845,231.58189,202.43723,215.28185,188.66255,195.88766,210.43156,185.60857,169.76515,202.10464,175.30310,184.29588,167.60974,157.89984,169.71696,151.32138,145.76892,161.47282,169.79846,167.16060,160.07071,155.22926,168.26770,162.97052,164.97479,162.14809,176.62457,173.77803,175.04099,184.93864,197.85345,191.00745,194.40309,195.58858,198.15242,195.34488,200.97636,189.08919,174.83240,169.03241,168.01270,146.15382,142.63049,152.97420,143.80342,132.85847,150.14526,140.46274,144.10277,148.47534,144.90184,140.20711,145.78493,155.75143,142.18163,134.54640,138.81216,138.36543,133.87849,133.51532,129.13144,123.51043,113.16115,110.54638,113.38632,105.80437,105.27164,101.94782,98.05305,102.93452,114.61124,132.44826,135.14342,141.24823,148.18030,161.43413,184.20485,186.78447,234.21062,226.69550,240.95027,257.91821,277.11307,295.71088,326.82434,340.35907,344.16626,361.51450,397.28314,374.75989,383.32895,379.35727,391.38184,405.45193,401.97171,378.15591,328.76645,297.54382,321.60297,315.50476,295.33035,264.39249,249.97932,214.79073,232.72504,194.27139,207.22011,183.96638,169.69612,150.35970,139.48276,120.04153,121.01483
416.26111,482.52396,443.55881,436.31308,470.12732,406.17880,411.70154,425.75388,446.41241,402.21274,382.66058,365.19031,404.79407,385.44858,357.59195,329.56696,305.02402,296.53073,285.70139,289.67484,276.32629,248.91942,248.77599,206.62555,206.54358,193.48666,188.44008,177.99146,144.33688,143.15175,129.22739,127.22082,113.11393,119.34908,108.81025,120.30089,106.58409,110.47128,118.76588,106.01054,96.62529,113.93050,100.50716,101.57240,95.43742,89.58585,94.11385,88.94269,84.76735,93.91290,95.79390,94.46510,89.38655,87.95716,92.65011,88.00181,90.70899,91.42878,100.77931,97.99665,94.38494,98.98215,106.10393,100.46909,99.33001,100.09956,102.47411,99.82474,102.73446,98.41786,94.82371,92.86137,93.59145,84.62857,84.15189,90.09702,82.16150,75.27038,83.72744,74.29074,72.99007,70.97621,71.98020,67.32601,67.69254,74.85054,67.27299,65.69698,66.37379,67.72794,67.07994,65.60319,65.88102,61.59503,58.98527,56.68040,58.76815,56.40796,54.43908,53.66795,49.45652,51.37090,55.33154,62.16932,61.14161,62.13978,64.48138,69.40787,75.06370,74.01292,89.47759,89.20134,92.56697,100.84521,105.99473,112.29854,126.24654,133.19449,134.21121,148.73378,167.99582,156.54044,163.36647,163.04440,170.64441,183.38351,188.81140,183.46805,162.10905,149.18620,166.27222,173.47638,164.74704,152.41618,144.98131,126.89577,140.09802,122.41429,132.53081,123.78425,111.99512,104.89874,97.67925,90.65988,92.64378
22.29076,14.82809,18.14851,22.51005,15.52352,23.98753,23.65105,18.45003,23.53286,20.62290,28.52184,28.51518,28.60578,27.60120,28.03495,26.31432,25.70463,22.93898,26.86901,28.37641,26.32670,25.87744,26.44539,25.04518,25.22771,28.70909,29.58472,32.22693,28.20789,30.77184,31.14622,31.81699,38.34532,33.58477,36.76327,38.65324,36.87936,37.62388,42.74051,38.22876,39.60346,46.80913,44.09222,47.78836,47.63554,49.70357,53.78105,57.65974,59.56297,61.62446,75.08450,70.01949,67.97398,66.93960,67.74104,67.02423,64.39342,58.05144,59.52947,57.02936,54.80176,57.79443,59.55275,59.83000,59.90749,59.75455,60.68568,60.71152,63.44152,59.15098,59.42304,57.90694,58.78173,55.50693,52.58500,60.92338,57.78982,49.95849,60.15827,57.52299,56.86240,59.22133,58.18064,56.84034,58.65659,63.62933,57.02402,57.37447,59.09781,62.17393,61.36639,63.81426,60.97894,58.62215,56.01865,55.83880,57.33913,56.59031,58.72459,62.39356,60.67889,66.78987,72.88988,90.48065,90.76925,100.52072,105.55059,121.80231,132.71419,136.48026,157.92125,152.87843,158.76305,160.90392,177.70839,171.78279,189.16672,190.98959,191.28279,198.59343,220.14398,204.28235,211.45116,214.55531,230.16499,249.86481,259.01602,257.13803,234.04034,226.70045,257.20944,273.88651,260.12350,252.00951,239.68739,217.94022,226.69917,198.77464,206.91615,198.75493,176.05978,158.28236,139.09146,137.73888,138.17813
603.83490,635.10419,633.33838,627.75739,649.05994,628.62506,653.83057,655.19336,735.89612,653.61023,699.05835,671.64667,736.26746,706.52991,684.97040,639.56818,612.21448,595.18170,614.31879,609.56201,590.34424,535.83673,536.31689,458.54248,463.01382,444.21802,442.16791,425.35605,350.35837,343.16766,308.77371,297.39380,252.08553,276.56143,250.95636,264.33722,232.08626,236.05280,253.32260,226.86444,200.63683,233.90356,203.72797,206.64941,193.80685,183.75659,198.10213,185.98810,182.88095,202.96468,222.25586,210.24841,199.31094,198.53279,202.83778,197.18941,198.78696,192.18253,203.00298,198.75385,186.88803,198.63094,199.84500,190.64723,190.50461,190.48665,189.00833,186.95035,195.65091,187.51367,179.46471,180.65398,179.12723,165.58852,159.94211,182.14697,180.16679,159.17946,184.30435,181.41083,178.47707,184.31375,179.43932,175.38680,184.72919,207.21762,184.44057,174.81934,182.89378,187.30751,188.35527,178.91170,170.13530,159.32941,144.64798,136.05234,134.19664,121.05167,112.60233,110.38345,101.12470,101.53217,109.71614,117.16391,119.57746,125.48314,124.63728,136.70659,147.17213,149.50739,177.53287,166.75278,186.59203,196.75591,213.67734,228.25742,255.14914,261.99414,265.67667,288.01813,319.47495,305.91382,315.44122,315.85034,336.55988,351.82999,363.70340,346.92703,303.58371,281.02710,316.23718,322.16721,299.02975,279.99475,264.61121,236.87546,258.74118,224.76645,235.79924,224.58640,200.13837,177.43608,158.16986,144.36162,142.07402
388.80829,406.04056,390.89853,390.99042,418.65149,404.02066,421.35971,404.27151,498.42392,431.04556,505.80124,489.19009,551.01465,512.37042,513.44733,482.82059,461.55292,447.98093,468.04068,447.40134,429.62253,391.84027,386.37933,324.61450,332.87054,311.59299,307.33963,293.62759,241.95210,244.07315,219.51810,215.60229,185.23228,200.01686,181.22006,197.97972,175.20920,178.81001,202.42212,178.04572,171.55138,208.48618,181.33336,191.64032,181.16293,177.52785,189.51750,183.46133,180.10545,196.89113,211.13184,198.55884,190.39044,189.51065,191.88028,186.97327,187.84247,188.42256,199.72369,195.89133,180.91190,193.62462,192.30406,186.31500,182.46176,184.17232,183.47780,184.26733,199.99893,199.15575,197.04640,206.86681,208.00742,199.04680,201.09291,228.71255,217.17442,195.43991,226.02963,207.90224,206.24522,208.99774,204.40572,189.04942,189.53548,204.26596,185.52907,169.82161,175.57375,177.44576,171.84315,168.49506,170.00470,164.55754,156.33600,150.74033,162.60614,157.89018,153.74442,148.71152,144.35968,143.52454,162.98215,163.69241,165.97940,168.00919,166.24963,177.69966,178.94724,177.82224,201.38905,189.17973,190.62166,194.50717,205.56900,204.70688,226.01746,228.55391,226.88559,230.47214,249.68777,226.91953,238.21927,236.40944,242.11266,258.80545,261.91376,249.51686,224.38551,206.18044,223.74782,229.30194,215.13217,193.21030,190.51863,163.53590,172.59357,153.89992,164.11430,156.69023,142.89960,131.23845,120.41029,114.56898,117.51668
