1028.36511,929.10596,1027.92834,948.53888,934.36292,898.28284,868.45935,882.59155,795.17560,862.42535,764.94171,679.42676,780.07599,659.05072,587.87701,592.05804,537.07764,536.70764,536.76038,534.05695,512.92694,492.80899,454.40131,435.91513,433.63672,440.58191,408.43506,436.79727,361.96719,410.12857,379.94241,363.16156,329.55252,354.96774,364.06372,374.21057,403.67490,390.02240,409.08319,403.38519,409.92624,438.46088,423.41837,442.97031,452.30417,483.67596,484.58725,504.41318,553.26862,523.46106,553.43109,525.24622,531.92920,525.33331,562.73663,569.40027,529.55609,568.95746,553.44586,569.19458,612.15198,711.84833,724.61835,688.46295,715.11206,744.30737,705.59216,658.56714,669.87079,613.87640,654.26788,611.55988,607.45593,621.21875,605.43750,595.69891,543.34613,583.61023,561.93494,496.63229,544.86896,517.46661,475.29538,457.68842,484.36154,414.13730,441.35535,388.26047,415.40848,366.03589,401.34003,403.02234,395.97784,331.47629,329.90344,373.09091,339.38867,331.44016,344.47348,353.89893,338.09604,363.68808,377.39447,377.53830,463.18228,376.22125,444.38684,477.81772,456.87445,537.50018,563.83344,615.19708,606.49530,654.43884,701.28271,653.53058,767.03448,728.61469,703.05402,763.50958,696.00061,812.07416,707.84833,758.27991,711.81708,738.55750,716.44067,712.80841,665.27911,656.91309,641.90033,587.30676,641.78931,582.77649,569.93988,565.76086,532.02173,574.43286,524.64929,508.32306,497.60742,473.52982,443.67819,408.85300,368.64359,424.68134,406.24777
981.87592,893.89215,971.87109,927.35449,929.21680,914.04797,919.79688,941.34912,877.78351,905.69397,815.53693,768.76746,870.44330,775.45410,675.34930,683.89069,627.99158,613.70850,599.00549,598.54773,563.71051,541.94116,468.18576,451.67453,421.98129,407.17908,359.27130,378.57544,294.22098,318.80902,298.18948,268.79950,250.79784,233.51620,236.30084,234.35616,238.92523,228.18120,234.41685,223.93413,212.17775,214.47787,195.33044,190.51489,190.05666,189.87726,177.03723,182.18735,186.01158,173.98535,174.71089,162.92947,155.73306,152.32285,162.81570,160.81223,144.22110,156.61154,154.08316,157.45573,173.61272,202.49397,214.15944,199.38792,211.14435,224.26152,207.71370,200.19785,202.56140,184.54912,197.64090,182.55774,179.80795,186.17120,179.24263,180.26782,161.46619,177.21346,171.84747,151.76256,166.73804,164.42842,161.30217,157.38638,167.32642,146.36105,174.61674,152.76213,164.35751,148.06705,164.35280,160.95468,158.27364,129.42346,129.40819,144.71255,131.94281,127.07641,129.19020,130.12503,121.09549,127.79433,136.84096,135.09328,167.99071,134.06967,160.94128,178.86789,171.21155,207.25458,222.17331,245.07486,243.68918,261.33844,282.38474,258.15857,316.18747,300.67813,292.81787,325.15707,292.47925,364.09457,320.52057,348.07776,328.77505,348.56238,340.20477,340.43399,316.74298,314.83426,304.62958,272.15588,303.86407,267.82977,258.40244,259.18170,242.06830,252.83861,226.85020,224.69196,216.81555,206.95007,195.07826,179.30392,159.74515,190.81976,179.35001
2049.71509,1823.60742,1988.77771,2023.71753,2191.31519,2274.64795,2407.92163,2586.99731,2483.18335,2361.04321,2158.59351,2225.82471,2514.22119,2215.44409,2030.43469,2049.12695,1838.92041,1851.45544,1822.56702,1841.07935,1763.54126,1698.32458,1531.50732,1454.67017,1442.21655,1454.93103,1319.93066,1397.12598,1143.89368,1252.04224,1173.60754,1090.77905,1011.73981,991.71381,1003.41370,992.96674,1048.33569,1001.14575,1029.72180,1017.33105,992.82776,1031.52563,967.95569,964.96014,969.49908,1007.60034,939.47906,963.74243,1011.07941,955.82080,982.44843,928.65491,899.79956,899.54694,947.05420,921.99487,850.70868,891.70160,863.87927,855.21954,909.74213,1038.20166,1038.51550,1009.95233,1011.34155,1046.68005,989.34930,922.66522,952.15887,878.91846,936.34894,918.66461,907.99329,948.70685,958.61786,949.60663,876.86749,954.44769,948.27704,837.60846,934.05035,893.31396,844.09222,815.51532,865.57050,736.87921,837.96613,717.17102,754.84662,670.01740,730.77661,705.22827,687.02472,573.68903,558.44666,627.91046,575.26538,574.04913,588.84552,623.59802,600.38855,652.24628,680.96722,668.50635,793.63116,654.46765,764.52985,800.86469,771.67169,898.66510,909.20770,1014.70642,995.66467,1040.94421,1102.28613,1021.29755,1190.78027,1104.23132,1071.18591,1161.10303,1062.79639,1284.42627,1116.88086,1215.54395,1145.59424,1224.76538,1184.65308,1222.88257,1129.26733,1115.11646,1086.62097,962.77277,1070.22766,950.08521,895.46887,894.84283,818.97437,860.59583,759.22070,748.62994,719.65564,670.36145,619.37292,567.54413,516.39691,574.35144,542.09735
1693.26294,1487.58350,1601.35266,1538.04883,1540.15503,1516.01636,1500.58594,1581.70911,1459.51392,1501.35437,1347.76135,1310.26404,1494.74365,1323.55188,1240.64417,1261.77344,1122.74829,1139.53174,1148.60364,1140.25549,1094.03601,1044.02832,949.36200,899.86017,882.37592,870.49078,788.85956,826.74506,685.93628,741.18970,685.73340,630.19708,591.78754,568.72406,560.17847,540.64197,567.53772,530.04248,541.74023,530.17200,507.53049,524.85730,485.08627,484.70840,485.43262,500.80283,470.64539,489.69809,514.22083,487.59982,516.05817,490.71774,496.67468,485.60153,521.96851,523.59869,480.99835,509.62872,508.96698,504.38892,530.06232,616.35797,616.23895,612.69562,618.90247,637.07861,603.05225,574.06476,589.70508,546.25031,580.97034,581.73285,575.76282,616.07489,633.99402,638.93915,594.76093,662.81580,669.82220,599.79669,667.65717,657.63416,647.54816,639.33624,673.41223,601.88953,689.13397,624.58545,658.18042,586.20935,628.38318,616.92480,585.79095,487.31784,460.93124,524.62994,471.70068,463.05167,475.18253,500.25235,482.80869,523.31055,535.92432,532.91187,626.29999,509.68469,592.53351,626.22736,591.49664,692.75128,704.29797,776.77112,763.24701,807.37012,865.13513,797.55756,909.21155,849.74030,821.31824,885.47009,804.09027,948.84906,827.65338,885.30164,846.77454,901.73999,891.17926,906.52350,858.35602,898.26514,869.50079,786.58783,869.37848,778.34534,738.83453,748.67151,677.26276,701.89301,605.64130,607.70184,569.47656,527.68640,484.27628,442.60303,398.13300,430.78717,403.91577
1389.75635,1277.95166,1422.52258,1291.34692,1271.36182,1204.61792,1129.61304,1147.62000,1011.51593,1122.39343,988.19989,845.25049,973.13696,828.31183,712.42181,718.79980,658.91968,649.62866,634.12128,638.95459,606.61261,581.22510,518.84027,497.63196,476.21622,470.99438,426.53607,459.12589,369.46402,411.15134,381.12317,358.78470,327.35098,341.30054,348.38394,371.38669,396.78610,396.78717,411.77875,411.37854,412.19516,423.61594,407.27808,395.08929,399.05273,419.26581,393.35236,419.37988,444.12146,425.50027,459.08749,426.73480,444.48804,439.92978,482.78186,498.73163,465.34943,508.12708,491.71472,510.48630,559.71246,639.17560,662.57214,623.04657,640.14484,669.75208,617.22516,575.02380,574.38562,522.70947,558.75812,509.74954,505.32690,520.40491,508.63647,497.78690,454.80310,496.64365,483.89441,423.92023,469.85840,443.01569,406.22238,392.86517,413.01288,352.39566,385.08850,334.99847,356.29770,320.11752,351.05902,351.36047,346.23755,290.63354,290.77499,329.66940,300.88602,293.44455,302.11322,310.74091,298.37021,318.73627,330.55597,328.37643,399.62714,331.40146,390.10339,414.77472,401.54428,471.31223,475.66653,539.26202,524.40637,559.65668,604.90674,568.26288,687.30487,657.38910,632.38843,702.82831,643.47882,779.82147,686.46747,737.75232,700.96423,751.68518,732.97205,735.80853,699.66119,713.91144,695.99329,636.38422,698.64630,623.87921,608.08289,607.79895,565.22583,593.92737,529.71014,524.77917,503.90863,483.92111,455.82672,430.23346,390.46786,469.00891,456.83215
870.44537,756.88690,823.23413,809.56677,825.56812,824.59637,829.57129,861.84143,807.79297,820.20123,738.83380,724.44281,827.79736,729.14655,680.44342,691.90387,613.80701,616.46399,595.67932,578.08386,527.65118,513.72046,434.53143,429.08743,397.61990,375.80319,327.88354,343.44672,263.43051,286.53983,263.49020,233.47897,219.36934,197.06201,196.84875,196.33580,195.11655,186.41881,191.55287,187.78271,183.58755,187.68735,174.92039,172.35744,174.83258,177.53232,163.77438,164.11893,174.08881,162.26465,162.33260,157.13763,155.54469,154.45081,166.05743,165.05452,153.39203,163.62698,161.70490,163.65167,178.97160,206.73175,216.92612,207.62703,219.59111,226.10185,216.02049,199.97156,205.54498,183.45796,196.05942,177.22861,171.93082,172.75865,165.30371,157.76849,146.53549,158.68282,158.85645,137.82039,154.14305,153.35095,148.27393,144.30371,151.13548,137.44753,148.86478,135.30937,144.79845,126.84188,139.34486,137.85794,134.72633,110.80841,104.90343,116.14698,105.21726,104.33073,106.72489,108.59748,101.50073,110.70226,117.03051,117.13983,147.52232,125.08562,149.46182,161.73799,166.17059,202.57806,213.70462,245.22473,252.79085,262.41888,290.44925,270.23749,332.90082,320.13547,314.07910,345.13409,313.11288,395.37949,351.01938,375.13614,352.55478,378.79010,362.28934,359.76575,331.36276,307.82779,300.44989,258.06210,288.30991,249.48582,232.11427,232.94354,210.71313,210.50552,179.34438,179.29605,162.66745,152.21181,140.86769,124.80205,111.41907,130.36679,120.98982
450.22879,407.90515,443.52689,426.30496,429.39072,413.58463,407.65610,429.03491,394.46054,407.50546,370.11407,356.66983,402.94821,362.81796,324.19098,329.52817,295.79327,295.84680,283.49146,285.71866,269.36667,257.63486,225.39767,213.89041,199.56337,191.54457,163.05017,175.42603,132.39349,146.58957,131.79579,119.93373,109.69958,107.16459,107.00474,106.64914,108.49429,104.88704,105.40710,106.01580,102.75330,103.49390,95.99668,96.33270,97.86527,102.04075,89.34986,95.89980,98.25551,90.12804,91.86392,89.34121,85.27551,85.40054,92.62199,92.20174,81.74404,91.55788,86.95173,88.30523,95.77833,110.91374,115.21504,108.88973,114.15009,118.39342,111.23537,104.36352,105.34957,96.52959,101.50549,94.85271,95.75529,98.39568,97.30330,94.52742,84.59250,88.53751,86.10175,73.03916,82.45654,75.16891,72.44090,69.98252,72.66628,62.58658,74.35642,62.08059,67.66873,62.58609,67.61308,66.47605,66.47614,53.59863,53.59248,60.89880,54.56100,53.21217,53.55635,54.54337,52.76151,55.33913,56.13321,55.63576,65.07881,55.22035,64.23903,67.10184,67.48559,79.47540,78.33665,94.29395,95.21178,100.20297,108.88226,104.06598,132.07957,127.16219,125.17304,139.52710,130.13379,166.96722,148.80063,162.14754,152.56403,168.22910,165.49951,169.76982,159.77048,163.41609,156.58862,144.75722,161.16862,142.67856,136.13756,134.73328,126.63790,130.57169,115.21728,114.71967,109.20218,104.91009,97.50085,91.71429,82.23183,92.81927,88.18951
17.08671,14.13743,16.63188,18.67219,19.31461,19.44124,20.84796,22.09814,21.63867,20.81142,20.91085,24.01871,25.76303,24.92003,26.91538,27.50937,23.72485,25.41204,25.17275,26.36873,27.99190,25.34966,24.11043,24.96025,24.50423,28.51532,27.12375,30.93872,27.00563,34.53533,30.10136,32.57173,28.66615,33.76969,36.16534,33.72083,36.61361,35.81716,37.81609,38.56754,41.35354,46.37662,43.44999,48.68217,48.25728,54.14441,56.31155,60.37973,62.33693,63.48808,70.04314,66.56472,64.97877,65.25156,68.95031,63.07074,59.18193,59.53505,56.35271,52.96262,57.28323,62.19636,65.00323,64.08846,63.46936,64.56583,65.27567,59.66291,63.35733,59.66611,64.31664,63.45995,60.36702,61.53941,61.73730,62.94550,55.69016,61.89149,60.09616,55.31346,62.18465,61.97956,59.18507,57.95512,60.88281,54.84520,60.27567,54.47488,59.54260,55.10335,60.28909,62.48665,62.90825,55.67701,53.33261,63.11351,54.72550,54.12049,59.43382,60.75059,66.08569,68.48003,73.95503,80.24516,102.46085,86.52915,105.72340,118.53021,119.63731,139.17960,148.26268,161.14661,158.73274,169.18974,178.31590,167.25970,192.17969,185.63103,177.28401,189.09607,180.98610,216.59598,190.94431,220.92119,207.14972,226.07129,222.46652,243.51393,230.95863,251.88007,249.39040,233.69229,258.95731,239.11528,228.70695,229.55151,210.22475,220.66785,189.45218,189.35565,173.71606,159.39116,145.46172,135.62715,124.16360,133.82480,135.43040
631.83112,565.82245,626.57013,615.17535,637.01453,647.21033,676.19360,716.12311,686.83234,669.98499,616.40363,653.86328,733.40271,668.00702,643.63422,662.24933,584.21777,605.03204,603.01843,601.01086,581.29584,555.60681,488.85840,477.99344,453.45798,445.68304,391.65024,413.13232,317.88052,341.51202,314.37292,283.98511,262.64767,241.01050,237.61255,233.62817,238.33340,225.80504,229.20341,224.74506,215.40134,220.72722,200.98843,198.12259,197.93066,207.05527,190.46295,202.74840,210.30937,201.50758,213.46681,196.77386,194.23586,193.67885,203.84940,199.01654,180.95714,192.22549,178.62955,180.37411,190.63240,219.78769,222.23767,211.75409,215.67674,226.16380,205.91647,194.71452,200.32613,180.69928,193.25810,186.05968,181.01483,187.32677,188.98688,190.42981,177.37112,198.31760,195.72107,179.60031,197.39932,194.46422,185.14883,178.97424,195.40352,172.15340,199.87994,174.93680,186.01004,171.73465,184.86403,178.25357,168.95277,141.62804,129.84744,145.30295,126.05968,115.61563,119.34629,113.29644,103.23228,107.80545,110.08569,106.23632,128.74294,107.11984,125.33751,133.58894,131.88493,158.86592,162.08075,187.95964,190.78249,201.90279,222.35011,207.33470,260.86218,249.59239,246.22731,274.70709,252.41808,319.89243,286.86270,311.64679,295.86832,327.25409,316.26407,324.26672,306.83792,300.79410,295.58008,265.29465,295.79971,265.00647,251.83713,252.23125,231.46881,243.04063,213.32599,209.91327,195.88312,180.13931,162.68698,144.39920,130.18796,142.14041,132.82607
394.46753,350.23187,379.91196,382.85382,401.65814,412.53946,426.33121,480.82687,479.45532,445.71695,416.01956,479.36768,541.00922,494.88165,498.16830,498.31049,445.05481,457.00400,449.67831,446.98944,420.96646,403.60550,348.39343,348.22495,323.90778,310.91940,270.78882,289.06973,223.35004,243.02449,223.67522,203.01363,187.26047,178.86035,176.34460,174.46774,185.20657,176.37978,182.22607,182.33142,184.03326,191.22234,185.27435,185.66919,189.19608,197.25076,191.11504,200.62184,209.95598,197.83754,207.80724,189.13687,186.05380,182.71504,194.07018,192.18654,173.74846,185.46169,176.17874,175.14468,186.24168,209.03644,217.00385,204.70953,205.56589,213.90463,197.09731,193.89474,200.72282,190.52414,201.48515,209.91719,211.02325,226.82912,234.46255,236.58647,217.83615,238.60175,235.92796,207.93883,228.88844,218.07448,203.90527,197.77765,207.02200,179.71980,198.03624,173.00230,185.34540,162.41373,179.84795,177.49571,174.64192,145.12474,145.45285,165.96921,151.41792,147.88528,150.92302,156.50130,148.61664,159.72552,157.42555,153.55681,175.70132,144.86226,166.12341,172.08910,163.47874,188.32013,185.14409,202.24721,195.81450,201.49043,211.90816,192.19141,219.78421,207.52098,201.25002,221.32938,197.63560,245.67844,214.35153,235.32498,223.68723,240.94641,233.28720,237.57997,222.99837,218.73012,208.77806,187.57239,207.22784,183.15910,173.19276,170.25940,158.94330,166.58324,148.37415,145.74951,139.65849,133.13898,124.85650,116.01772,105.18208,122.52875,115.31725
