988.29584,1266.65198,855.25977,1020.89648,1082.54175,897.73621,1031.91113,840.80975,856.36035,891.75916,786.47437,688.45825,753.52954,705.43518,645.09900,530.20880,555.50854,537.16022,567.06818,536.51630,518.65424,525.87189,459.48450,426.49939,419.76147,450.42386,473.62817,434.93839,389.74298,375.45865,382.17416,384.41125,394.05328,370.32913,430.01627,383.02664,388.64661,444.67245,410.62119,414.08868,456.66531,424.29370,414.54819,490.21201,487.15900,494.45996,509.56659,492.59961,496.41412,519.03784,529.05725,540.60724,480.16241,527.60394,508.64615,564.35956,579.74420,604.37427,636.36041,582.95984,604.50848,585.79651,603.12305,582.55579,613.10126,665.45099,602.62091,616.41217,569.78137,618.14594,608.56403,593.21216,542.18842,556.96350,525.00232,491.44644,524.68036,522.17822,519.08655,531.39758,485.43256,483.39011,464.79468,441.62961,439.85797,422.26974,392.27194,387.24020,370.01077,378.25870,367.91696,375.11746,372.62222,349.32178,369.26114,343.28979,318.61166,318.93750,315.42966,324.94373,348.08875,346.63913,350.05484,340.24438,392.60669,424.58722,410.89905,447.48444,472.83316,542.00848,563.47888,536.69080,601.06421,635.22095,643.71198,691.78674,716.09845,726.12042,756.72217,757.40839,739.93115,790.62341,772.18829,789.26617,727.26703,827.13879,803.24823,688.63202,743.37164,666.67694,660.00568,639.51581,649.55029,671.98590,591.12854,551.69543,527.56757,539.97894,554.90961,536.36755,466.81290
976.72211,1067.73523,867.42322,971.19458,1003.26611,910.35962,991.94464,883.07660,904.29938,954.32410,844.75397,782.78955,839.68127,794.87390,737.93152,588.17780,664.29480,633.17181,646.41699,598.39215,571.53998,552.56476,468.45291,429.84290,399.65601,427.76398,414.80429,381.75647,323.70511,309.72263,310.13776,281.94800,287.33731,249.87134,282.68246,243.28497,242.78555,263.33524,243.83508,224.40503,249.55197,222.98250,203.11758,209.42282,191.21095,196.13464,186.98332,177.31693,172.50739,165.91699,167.82687,167.43845,144.07739,157.49776,148.23413,156.67888,161.29445,166.80103,168.77220,165.33867,169.07724,169.20670,175.80200,167.40623,176.04352,201.01482,185.02574,186.27650,170.92534,190.24408,182.73265,177.86125,160.41304,167.00751,155.06236,144.89050,160.33806,158.53964,157.27579,160.98756,151.99857,155.11047,156.64288,144.87566,155.08684,148.92499,146.98677,153.75296,143.65633,147.74283,149.33920,152.44923,154.49783,138.64607,145.03789,135.93875,120.53753,123.17332,118.15052,118.76828,128.33623,124.70784,124.75004,119.46583,142.30205,153.10214,149.59167,163.80006,179.47084,209.68570,219.98813,208.01196,239.34047,252.98242,257.15222,275.90436,288.36923,295.11322,310.60513,312.82919,323.66669,349.70920,350.70428,369.99820,335.57227,391.84293,381.20807,334.26263,356.75113,317.99451,313.72513,300.24097,304.80511,313.75427,272.86438,252.42845,242.77072,238.94225,245.22238,237.40875,202.72240
2061.05054,2017.48987,1839.07202,2023.63367,2116.02783,2263.60522,2268.21680,2363.10376,2430.57397,2641.20923,2380.78564,2294.86108,2405.06836,2309.29907,2157.41284,1785.81189,1922.51465,1840.29810,1935.28162,1824.57727,1781.46863,1759.97668,1529.09595,1427.34412,1391.58740,1496.73987,1530.14490,1393.74951,1235.49170,1194.70178,1192.61169,1150.28259,1172.68689,1053.72632,1196.99146,1045.03064,1036.89807,1152.81445,1065.80103,1024.86780,1126.19861,1024.42249,975.24023,1068.05518,998.94830,1009.58472,996.76508,929.81219,945.07642,918.41736,951.45349,950.21204,823.82007,899.24792,861.63318,921.54492,926.46729,956.61505,950.76624,874.28381,888.28552,848.00403,870.68878,820.92365,864.09711,924.50873,844.09479,866.74554,815.70801,887.75360,870.90027,876.14801,829.51324,864.52362,807.81976,767.71307,857.98248,863.21826,859.46320,896.40961,835.74506,833.29779,823.42456,780.64441,785.39935,757.40613,712.84344,710.31647,676.76324,676.77118,662.88446,667.13422,652.37189,596.02814,626.87140,586.57239,532.42041,548.75098,535.44897,568.05042,621.61401,621.01587,621.97736,616.80676,687.41187,737.71533,713.71582,757.96899,786.36023,894.77094,933.17065,892.96008,976.47229,1028.33191,1022.39130,1062.94629,1085.84961,1104.68457,1155.19324,1137.58936,1133.24023,1238.27173,1225.44983,1263.78210,1184.76343,1372.22290,1354.49390,1178.91895,1265.20532,1142.77466,1111.11121,1077.11023,1069.65454,1089.37781,934.13458,868.15314,788.54364,811.77899,821.95691,780.86096,670.11334
1640.61963,1915.24329,1343.36816,1595.45886,1703.96973,1509.28052,1688.17175,1470.36560,1510.29224,1615.14380,1422.99561,1338.78784,1424.44958,1379.09106,1308.47437,1149.19116,1173.96741,1129.60156,1191.74377,1141.93994,1108.68127,1095.48730,953.59210,886.92407,860.20306,894.93665,908.18842,838.93237,733.25665,717.82172,690.85211,672.11523,675.38330,606.79694,680.80164,585.13647,571.64038,617.74518,572.28680,535.10986,584.50726,527.47742,488.93442,535.32959,496.27740,507.75269,498.38553,473.78748,472.28021,477.60580,496.31030,502.73450,443.64856,488.14600,477.00668,515.60034,525.49915,546.86139,560.01892,510.81381,526.46594,499.02155,510.98297,501.79446,525.31018,571.69861,518.15948,532.40131,507.35052,553.85895,544.82147,554.09479,527.00543,556.84082,526.08936,508.44238,590.13763,598.28015,593.63165,635.81628,605.58295,613.05249,621.85114,601.93994,627.03479,612.42218,618.33600,616.32562,593.77765,593.21124,568.97278,594.31287,549.31073,503.02362,535.42932,487.53046,434.91727,452.40320,444.52216,466.60428,499.17160,496.89761,493.48221,483.22360,538.81470,578.31683,558.27087,589.22144,602.82129,689.23004,721.64594,679.77203,755.13379,795.77533,784.73816,824.02106,842.96075,859.27704,882.07733,869.98676,850.74890,915.66809,899.91577,927.32721,864.09332,1003.85278,1020.92010,862.72394,973.98499,882.14020,876.80066,860.63629,870.82489,884.21887,772.21936,717.50891,648.74469,663.05035,663.86420,624.08075,538.59222
1313.53308,1804.18835,1136.41504,1400.39636,1485.06238,1209.24878,1396.32544,1091.04578,1122.59351,1152.33777,996.87897,842.30359,930.00781,869.81940,795.36346,627.16467,683.03888,657.28070,678.72668,639.16583,612.08685,605.05280,519.68817,474.67987,454.93872,494.68903,494.44162,454.86874,394.39633,383.93802,387.50537,376.77197,385.74680,357.57300,419.49933,369.66324,371.62000,450.52109,413.81967,408.49371,448.97214,430.51379,423.66074,436.58865,416.39899,421.43997,426.31268,396.69421,400.75708,430.74988,434.32544,446.48428,402.37506,446.52698,426.18073,480.13077,504.70682,532.03363,558.27960,532.05670,542.71045,536.43073,553.87415,518.88397,546.46344,594.49811,539.65314,543.13129,482.00113,528.82391,511.58142,499.18127,450.20279,462.94482,437.83585,411.13660,445.56738,445.31769,446.19485,458.73895,417.03418,413.99838,400.39584,375.64450,373.00708,359.26633,333.80554,333.04718,319.72806,325.28723,320.73325,329.48801,325.29852,307.04764,321.29907,303.74829,274.08536,285.04214,281.56339,288.36017,310.19006,308.40213,303.36038,299.88831,345.71405,373.09686,361.65964,385.17734,407.14893,461.61484,485.59277,457.04224,530.77765,550.11694,556.22461,610.75861,632.85480,652.46899,686.23920,688.30658,691.42780,757.69592,747.92194,773.97137,719.79083,834.06299,835.62213,714.95392,796.93134,709.21954,709.53284,686.97211,705.58411,729.50482,635.75159,586.25140,553.36316,555.38837,571.61176,550.71124,475.02658
890.02374,790.96692,769.76178,817.25842,819.39215,834.82458,857.99298,819.74408,827.97198,892.61670,783.27539,733.46582,786.39166,763.14130,717.01019,604.13031,640.96387,610.13531,641.27045,586.21222,550.05286,530.71991,447.09946,397.59052,369.62750,391.64941,382.90555,348.42603,293.03082,277.58362,274.18134,246.56023,247.37698,212.25537,236.09370,197.80113,198.49294,217.13750,199.44142,188.72748,210.36971,188.84142,177.71115,190.01501,177.34053,181.51781,180.41385,162.86150,161.79305,152.11798,162.29295,162.97917,137.66362,156.42081,145.69881,163.84625,169.60052,172.51799,175.60811,170.33566,171.77229,171.93475,179.50516,175.58685,183.06386,204.90211,194.12233,189.26637,171.52443,183.01709,180.68217,169.40770,158.13826,150.08003,146.69072,133.69406,145.01456,139.58580,143.02963,152.31718,139.31992,144.09451,146.40637,138.34970,138.88136,139.59633,133.44559,130.76971,128.96301,128.76666,126.51128,132.46881,126.22317,113.49537,122.26206,111.20530,101.14780,98.57281,97.20145,102.72133,107.50777,110.08652,108.99702,107.04885,126.87411,139.09808,135.30737,148.81815,166.67000,199.00566,220.18498,211.30542,241.65144,260.21707,265.60385,285.82562,300.25333,316.85651,332.34885,337.26965,344.54639,380.32370,376.49673,393.84055,367.44699,426.45828,405.64554,351.55475,360.93143,323.71729,310.60117,290.80975,289.19211,289.36945,245.62595,226.26530,204.04930,204.59978,197.49503,184.95187,154.65723
460.08093,467.88681,394.49130,441.62076,447.73047,414.65646,451.89920,410.28101,410.74088,441.75723,384.65775,365.89740,380.79605,369.40134,351.37198,318.24112,310.87347,294.27921,300.96146,284.79596,274.08615,261.87689,222.95378,202.83038,191.61560,204.08298,194.00542,178.17224,144.02805,137.14905,134.62904,126.45524,125.00514,113.78812,129.18886,109.82085,109.66914,124.02433,111.64687,106.71009,117.03058,106.71810,98.92531,107.37841,98.75961,99.35403,91.33197,91.50005,91.84715,85.14022,91.19363,91.98264,81.87079,89.00096,81.50232,89.04846,94.11591,96.59230,96.73198,94.28164,96.99277,92.11346,96.92327,93.28551,95.27258,108.89983,98.02272,98.79320,88.96280,93.60426,93.91711,93.51017,89.73876,90.06760,84.33233,80.45812,81.29752,81.37627,83.17588,81.18340,72.56004,71.03443,69.34260,66.11313,66.12109,65.04374,63.48417,63.48260,62.43281,64.30518,62.99257,64.91282,62.06281,58.61739,60.38865,54.76720,51.50728,52.89297,50.32143,50.58328,53.71723,54.17657,53.63518,53.81378,56.16367,58.73838,59.64619,64.02056,68.34490,78.60900,86.11025,79.92442,94.66337,102.04072,102.78823,113.68717,117.12501,125.55881,132.08885,133.83057,142.50049,160.16806,161.43274,171.33554,160.06494,189.10811,191.26982,164.21313,183.37784,159.68025,164.26294,157.38521,159.25729,164.61676,143.54752,132.76591,128.43820,125.14672,126.05771,121.76048,105.30404
26.59148,14.17592,23.56911,21.26364,17.55818,24.06626,20.40046,26.03433,22.29586,25.08841,25.37807,29.28144,27.04467,26.88010,28.38812,33.09200,23.45269,22.79952,25.48856,26.69551,26.56792,26.92825,24.23120,23.92778,25.37833,28.07274,32.88343,30.16642,30.08615,27.76490,28.38384,34.52914,34.02150,36.84840,38.84887,36.65075,36.76888,43.81897,39.40763,42.06120,43.47427,42.01001,42.84938,51.60450,53.73187,52.31028,56.23387,58.78171,59.69878,68.43243,65.72806,69.07996,54.28986,64.89387,60.75983,65.27493,62.39940,62.18200,62.79529,55.17435,54.80484,52.24616,55.06832,53.29542,55.83511,58.16499,57.23153,56.89840,57.12647,60.84903,61.10365,59.79939,55.87915,56.58042,54.62482,48.93667,57.11706,57.82000,54.58457,61.55511,56.73556,57.60886,58.71301,56.58093,57.11354,56.79706,56.08031,57.63993,56.33084,59.16055,57.80599,59.69262,58.45611,60.16594,59.80122,58.02704,51.25598,54.27946,50.22562,60.14218,62.18470,62.38093,71.89562,74.92480,89.60513,93.30430,101.00491,112.94659,125.46469,140.25224,149.01265,150.68994,161.48456,168.51678,167.16043,183.51091,183.78279,182.78760,193.45465,191.09081,190.64420,206.57970,206.58179,221.14117,217.84903,244.89392,262.97565,230.79137,254.71854,245.04227,242.26309,251.65578,256.61157,263.89041,236.89093,223.34377,202.34601,207.96265,208.15121,190.96620,167.16408
651.43353,625.51093,578.82568,626.89227,639.18091,649.19531,672.01843,670.02747,680.06403,738.92700,666.63611,677.93457,707.03540,692.63892,670.25787,637.07825,610.02216,585.54803,634.39661,600.43158,584.71625,574.15021,495.19760,454.07431,434.23154,462.88034,459.82730,412.75815,350.67633,335.21011,325.71231,294.27414,297.67374,257.47116,290.20496,248.29555,243.39067,264.52225,242.92079,225.93446,243.81546,223.19936,208.82913,217.96960,206.30865,205.43707,201.86716,193.17702,195.65753,200.52632,202.07912,206.28058,179.57426,197.39273,185.90216,194.74590,198.63634,207.56364,202.79385,185.76303,187.87871,179.83347,186.48283,172.71289,181.59132,197.17003,181.94817,183.78108,167.05231,183.44604,175.29939,174.55583,163.52133,170.72871,160.90085,150.90285,179.72250,175.29573,173.44000,187.97751,177.48215,182.56174,183.45918,172.13956,181.02248,172.85806,176.26326,174.58049,170.27766,171.93733,170.46661,175.14748,164.78452,147.00137,150.26384,136.74504,119.64632,113.78195,103.55568,104.86818,109.08776,104.48462,102.26432,100.51125,110.78949,117.50773,114.79315,122.31095,135.22289,156.19672,168.71933,151.49672,186.70451,197.64981,204.18961,222.32872,233.97807,246.92747,261.25931,266.24963,274.52188,302.09900,307.48264,329.53293,315.76361,363.10880,366.01331,309.58014,340.85483,304.87527,305.66742,292.00482,295.79944,306.58154,265.49066,248.28978,229.31551,230.46925,231.53003,215.95369,187.43089
413.46130,395.68298,348.66132,390.02679,399.84070,419.17914,429.07394,449.90976,455.15820,508.84863,467.97604,505.07031,514.76001,523.83960,495.56036,464.10190,455.77664,434.79071,482.49911,451.71185,431.08322,419.24521,358.81778,323.06271,305.54868,322.15741,316.74350,290.28500,245.27177,237.30920,228.16621,214.70911,213.41685,186.77295,218.85301,182.93738,181.62846,204.07204,184.01561,182.96899,200.10678,191.33089,187.13211,206.39124,195.15965,202.12167,197.86797,191.43896,193.05173,193.18930,195.27861,195.53668,172.49341,185.24384,176.36189,183.31816,189.80128,201.43201,194.96773,184.27405,185.12263,172.40598,183.35130,166.18025,172.00826,186.31013,172.34946,177.22462,173.44815,195.45345,189.85493,203.25574,190.89229,210.24515,195.18564,186.92532,212.39011,218.96637,217.75858,226.33534,205.24236,207.24503,200.18172,187.33432,187.18950,182.59927,168.32365,169.62071,160.98872,163.58734,162.59558,166.65277,164.74295,154.94722,162.46858,150.64560,139.40919,145.00127,144.20944,144.58243,154.56178,154.77640,146.00618,143.82320,150.37628,159.07645,155.45059,162.45335,168.69321,188.88297,192.99606,179.25751,191.91750,199.51198,200.41283,200.56184,207.46257,206.51335,222.12614,215.69066,216.41287,234.87067,233.83099,251.43988,228.85397,266.75620,266.69318,229.00522,253.99884,219.68890,219.91206,208.72087,209.95850,213.51852,180.67770,167.17329,159.85527,156.93661,159.79782,154.23543,131.49744
