1027.40112,960.15204,1161.98315,966.03693,1007.57251,1016.78912,942.72498,910.57593,888.04163,743.75336,762.45892,735.95020,742.00653,704.33612,683.40021,591.32037,545.35077,550.99847,506.46585,550.74518,531.63507,476.68863,502.01532,431.39264,450.39511,410.93167,448.60556,415.46912,402.65155,379.41660,365.89166,376.00436,386.77017,421.08032,483.55124,457.08600,453.64838,486.00589,461.28159,478.68262,514.38928,520.42371,545.29828,565.54114,530.03027,585.28601,614.07971,621.08893,633.26678,666.40552,675.55524,621.37500,697.93683,699.48822,670.35071,706.41650,693.62030,707.45984,661.62335,692.20709,786.35699,717.51123,780.51782,809.68549,798.15112,753.82983,738.86621,753.05713,768.46301,745.12872,701.82074,696.04877,658.91467,623.88434,665.12903,658.45367,632.73004,629.15118,625.54132,614.95160,573.50250,576.35272,541.91595,519.75073,501.20001,480.35739,472.49039,466.52643,469.74963,458.62311,483.37595,437.01407,441.86002,384.28595,376.60254,391.56696,417.95377,406.29404,391.74420,381.02698,389.94742,423.54962,428.13446,442.00534,507.91736,520.82147,522.04425,602.31250,597.85938,640.48932,667.50647,661.43481,718.38226,785.58606,824.21869,823.84473,830.52704,861.87347,903.46851,993.21283,912.81036,890.64331,906.07544,918.39270,899.06781,877.98907,796.65204,742.41064,665.44495,650.88025,642.21918,718.60089,628.58154,647.19373,622.46100,532.65784,515.98663,536.80133,564.45367,551.12952,500.15250,493.66791,419.62766,384.35397,375.44287,435.87827,418.72406,387.15454,355.38220,319.29953,360.26114,347.58942,358.42233,341.72284,349.02655,349.20496,314.49493,332.31903,304.73016
966.79633,845.15192,1040.32288,947.12433,971.54059,985.37988,967.77698,945.67615,926.50208,806.02905,843.60150,812.26746,852.73224,812.55249,789.01031,671.26001,642.28015,634.95245,570.07697,621.53210,586.76886,506.31671,528.80981,425.73941,427.57932,376.81390,405.45108,359.93173,338.25241,299.75592,289.15363,286.89020,257.63980,290.36572,312.78207,295.48392,274.06647,289.41269,266.82828,263.95053,263.44553,257.25491,256.21567,246.55281,218.43889,227.82864,223.42952,219.36574,212.51093,207.00851,212.57675,190.71275,203.62209,193.08772,191.86191,191.84509,192.03583,193.15729,187.11775,192.44196,223.84070,210.34460,232.85503,240.70226,229.39670,226.85883,220.27295,225.48907,231.17653,225.62852,216.45612,205.70497,193.19679,186.99500,195.79611,195.40981,192.34378,186.88451,194.27563,188.80376,185.92526,190.24290,179.43726,183.25800,176.71280,179.59850,182.55325,182.73322,183.88223,184.70349,196.73965,172.41278,180.64659,150.55319,150.75641,152.60184,156.62070,155.15082,148.44995,144.84822,144.22110,151.27878,154.61220,158.95546,182.61580,187.09792,192.35295,221.18007,223.52739,247.20401,263.22711,260.31479,283.79572,314.31320,337.49548,335.21121,339.26221,358.38577,379.25223,438.56464,397.21872,395.90402,410.52097,415.06049,410.64697,417.34589,380.09842,350.33957,317.15222,307.15332,307.52542,341.33276,298.15775,304.38202,285.05881,239.40489,236.16643,237.49088,244.17598,246.08440,216.69229,218.84840,181.94902,168.31660,169.31389,196.32916,189.26869,172.36467,160.78058,146.55580,162.37126,156.62320,157.46744,150.49489,153.87462,150.20349,134.80244,141.47057,130.74127
1960.55273,1680.19788,2048.67822,2081.84326,2120.06885,2292.01392,2510.55054,2519.22144,2460.46338,2130.42432,2276.27100,2258.59448,2377.37769,2333.27002,2311.90405,2009.52490,1876.47803,1868.09460,1750.58606,1887.75427,1805.45251,1621.04028,1698.92676,1433.90039,1489.82471,1352.41113,1465.18884,1345.02271,1291.96375,1181.66907,1151.27148,1154.12170,1088.91541,1197.57666,1304.84802,1241.76807,1183.52246,1257.45581,1174.58386,1199.71472,1252.37671,1218.92664,1244.71960,1229.71838,1127.92651,1193.38098,1190.32190,1180.03308,1166.20715,1197.98633,1203.68481,1088.96228,1208.62830,1160.01160,1110.06018,1123.76184,1108.08105,1082.44360,1017.29926,1053.60828,1161.36707,1064.28052,1140.12024,1163.79102,1114.96948,1075.66455,1060.45667,1063.08350,1085.27600,1065.87207,1030.84985,1024.80920,992.53021,971.00714,1043.42700,1041.43079,1035.62415,1035.84375,1050.99341,1044.99255,978.42767,1004.33643,958.04205,940.47925,901.51453,887.54596,867.26105,858.32971,857.20514,832.03021,860.87305,763.87006,760.76031,645.97156,646.22076,662.14221,717.27716,704.29803,670.78510,658.54785,692.47778,756.30945,769.67145,788.51813,893.61273,905.04376,899.58160,1017.71912,999.70404,1076.26355,1105.07532,1100.03113,1179.78979,1268.61462,1304.37585,1284.07104,1273.47144,1295.13928,1370.99390,1534.41553,1400.98584,1383.62976,1437.54895,1472.38000,1444.49170,1451.23474,1339.45728,1237.06897,1130.86707,1101.73779,1078.17651,1199.00659,1051.27747,1051.93323,990.75330,801.91522,817.47546,812.92194,809.46948,802.71954,711.96106,718.78754,587.42206,538.66431,516.94043,588.68658,545.19177,521.64557,467.33499,408.97794,440.96558,410.50372,430.89557,397.97617,398.89142,386.31726,355.63644,369.31845,337.63092
1646.95752,1453.89490,1784.80933,1551.72986,1606.09155,1668.01794,1597.58191,1584.36121,1553.07129,1329.60608,1381.12134,1351.21411,1423.17126,1374.76880,1367.15881,1234.73950,1164.05566,1169.51282,1087.02686,1173.26074,1127.40393,996.89545,1037.35144,874.93988,891.98383,823.77112,881.90265,809.61670,754.59204,703.14874,667.74585,669.35760,629.96271,680.46948,726.31354,688.84033,639.99890,678.28680,626.76202,621.85541,634.95343,624.80597,634.01672,619.87335,561.07690,598.67169,598.05676,596.67432,594.51556,624.55188,628.91089,581.16772,645.96063,640.41595,624.60785,650.34174,630.68347,637.45996,594.75293,618.11041,671.13599,636.85950,691.49811,703.74036,678.97357,655.32062,646.99072,658.75391,671.98547,662.07349,646.96918,645.85297,638.52246,632.91559,685.82056,692.99432,712.16937,720.25708,750.59088,739.62634,722.02667,740.32043,719.80267,736.02771,711.65070,716.66101,738.93091,730.67493,750.22272,715.88531,744.27924,654.99255,656.74786,546.72498,540.23322,542.97552,584.49323,570.20752,550.31531,534.60089,551.60089,602.71912,611.83356,619.49292,696.47778,713.63422,700.20361,795.14587,771.86853,829.11243,846.25739,851.12128,905.76343,964.21436,1003.48242,997.63501,991.27130,981.57892,1050.89490,1147.57214,1052.04883,1032.64685,1061.78467,1090.96985,1074.00854,1081.35864,999.99359,941.52087,880.13928,883.23199,876.91791,967.83795,869.93304,871.01239,812.89197,666.99628,684.16003,669.38599,645.44342,637.06122,554.70270,580.33093,455.59903,409.93347,396.42908,443.40207,410.35953,381.57001,329.96008,272.16275,304.10153,267.57837,281.46603,265.00104,265.51865,265.40948,238.76915,251.05550,235.53954
1408.84412,1344.35620,1633.34473,1314.62085,1372.30151,1371.17322,1228.90100,1185.77832,1165.00049,957.12384,978.53284,933.64423,937.48438,874.73773,840.80072,719.32391,663.45447,663.57697,604.24066,653.46027,624.44202,550.09875,576.40216,473.68372,490.84320,437.64932,475.59506,430.03860,411.10208,377.98538,371.03207,372.96655,368.27682,407.88031,469.50525,447.56604,452.93503,483.39850,467.01428,495.11121,520.30200,508.20084,513.99786,516.77356,463.48608,494.71390,498.35620,508.93375,510.13159,550.96747,556.94586,507.95828,577.87421,601.16284,578.73743,610.24420,602.82867,622.74237,599.13367,624.30701,715.99207,655.92072,709.02502,729.68744,702.67560,675.63483,655.16309,652.71625,665.30194,637.61066,595.02155,587.90753,546.00940,521.89282,556.77661,551.55060,540.80176,535.46039,537.16101,532.04089,491.94437,495.19824,465.72812,444.15616,428.14093,415.64182,406.09085,406.11261,406.63812,400.69577,423.01358,380.61658,382.03152,335.15076,330.54446,346.49573,365.20618,360.75589,346.80029,338.65695,346.43652,371.94501,374.05676,389.26038,443.63831,455.27725,459.82135,530.24231,521.85413,557.45068,580.71393,570.63770,620.27094,682.16473,715.40900,727.34650,733.62628,772.53772,815.23364,936.92029,864.31171,847.05103,880.70581,904.21613,890.39850,894.20715,824.14056,768.21704,708.12830,699.47565,709.05383,778.63214,688.67126,706.94196,663.83716,561.22760,551.18762,554.62042,570.23157,560.29156,498.82745,508.28592,436.99612,407.59866,415.99716,482.57315,472.81085,435.44830,415.28925,377.02139,421.79218,407.05566,414.77280,385.64832,397.48715,390.21017,360.41245,379.97574,354.72849
815.18219,691.01898,828.16760,828.64423,829.89215,870.96106,874.13055,886.07306,862.12970,719.65991,755.66742,743.93951,785.20105,761.92053,764.70062,662.70483,632.19348,621.76703,553.62506,599.95813,580.33667,474.92981,498.71722,399.75211,401.24527,343.96512,370.88705,327.36060,304.43414,271.40982,254.94246,253.43782,217.23724,240.71303,254.90549,245.22308,225.15359,236.93945,221.19756,223.90181,232.76643,221.38506,224.60732,224.81007,199.48036,212.11925,206.25075,201.58376,198.58405,205.69154,202.93620,183.20912,205.01482,200.32709,191.64310,199.62247,198.56308,200.27409,192.40112,199.51151,230.50262,216.53027,239.53920,248.21985,238.66574,231.62509,228.13150,226.12259,234.67950,229.73534,204.78604,204.58495,182.02515,175.00415,184.15981,173.46548,173.93643,171.22791,179.38986,174.11121,166.70723,169.52037,164.96780,163.40150,160.29102,158.82549,161.22888,164.77240,165.02544,157.58990,166.04919,150.35513,149.61525,124.00171,122.15281,122.35368,130.19644,125.58661,119.92537,118.56949,120.45528,129.43996,129.18300,139.17163,169.85095,171.03981,178.71663,215.03271,210.40079,244.08185,249.06018,266.85724,290.99069,326.09161,345.99548,346.90948,354.82388,372.31119,405.12878,466.89047,432.75592,430.40918,443.57364,459.21167,448.75864,445.73773,405.15512,367.44305,320.76224,302.48032,295.77731,321.53949,285.48920,281.81747,262.06204,204.14240,214.67812,204.40685,190.51962,188.76695,158.88277,164.47069,130.07823,117.70854,120.27568,132.87241,134.64717,116.17792,105.44230,91.25721,101.53253,93.66410,90.84160,87.03659,87.05640,83.84623,74.63756,80.11037,74.50118
448.51099,384.57562,464.70953,438.94714,443.79187,449.04453,438.18982,439.28516,423.21201,364.80914,376.80746,372.45465,391.62360,373.35422,368.30975,322.91238,297.20822,298.07513,271.64404,297.13846,278.92694,241.36134,251.81152,202.30412,204.63576,173.57178,188.77916,162.81924,147.28366,134.79523,126.99398,125.48948,118.31451,128.97768,139.58583,134.15073,125.15646,133.22639,122.79365,128.02510,132.69731,122.56857,124.89011,124.93268,111.73185,119.22298,117.06777,113.38227,115.19668,114.40454,113.95521,103.37811,113.42319,112.39419,106.99740,108.25055,108.62467,111.91274,107.91668,108.71526,125.98365,115.60004,125.44189,131.19669,126.49850,119.21297,115.34322,120.55956,121.27571,118.19360,110.34013,111.27359,104.60460,99.20076,105.99377,101.81891,100.64446,99.44339,95.06583,92.76680,83.20457,85.63739,81.69568,80.11367,76.81638,77.15474,78.59695,76.79478,76.81392,78.35195,82.39092,72.18636,74.06683,63.80121,63.75751,64.73246,67.48584,65.88194,63.84077,61.47927,61.18049,64.63818,62.93386,65.28732,77.27146,76.89971,79.10186,91.68681,86.83534,95.30286,97.91221,99.86096,112.20232,125.93449,133.37479,134.67027,139.98228,150.28201,158.93452,195.55643,178.76604,177.54556,189.65863,199.76692,194.86942,201.77756,187.09639,173.85861,163.03857,163.68732,160.90219,181.34351,158.72655,157.38287,151.28316,126.49177,121.20866,123.08761,124.89846,123.26433,108.54087,113.95433,94.73167,85.41971,86.00500,96.35517,93.01984,85.35239,76.46886,65.95079,71.52495,65.31783,67.62304,62.20503,64.53215,59.12629,54.85490,56.17699,53.52052
23.36146,16.05224,16.75694,24.27398,20.77838,21.90995,27.50749,24.54761,21.38971,22.22797,21.74763,23.20327,27.08717,26.67735,28.18041,28.25915,25.81418,25.29981,25.29861,26.94133,24.60264,27.90013,27.54783,25.01499,27.54716,28.29299,30.76239,29.23369,29.18608,31.09031,29.50491,32.30505,38.15307,38.50828,44.74957,43.17541,43.49515,46.56680,45.72565,46.63447,54.21766,53.58012,55.90915,59.38837,58.01180,63.88641,72.03789,72.29573,78.19460,85.21530,87.26499,79.89220,89.42825,80.92293,80.74772,79.43570,77.16454,69.89906,66.20151,67.94069,71.93250,67.15751,70.69266,74.17426,71.88832,72.71408,74.03522,68.23463,74.99588,73.39462,69.14324,70.80573,67.90861,65.78361,69.99535,67.84401,67.14759,68.40907,69.99136,69.49322,66.48357,67.58698,65.99411,65.79980,65.87068,65.50867,66.67589,67.92046,68.70285,71.19435,76.11842,69.70833,69.82803,64.71045,62.67488,65.33806,70.84010,66.16068,70.65533,68.02150,73.42345,80.12750,90.92797,95.55531,114.62227,117.40542,126.27052,142.36746,157.99268,166.50021,177.77382,177.10548,189.19983,190.54515,206.10889,208.77298,217.47426,211.20509,231.28079,254.14294,234.71579,240.72581,244.97948,254.03358,260.83435,274.35468,262.23331,245.46487,241.81844,248.98363,245.54956,284.90033,250.80855,264.29349,249.70840,211.62274,215.10260,207.46539,200.99774,191.41959,168.61462,176.27126,139.05270,129.75470,124.59843,137.21480,134.53867,130.13892,116.75250,104.22803,110.65761,112.31426,116.22330,113.73218,109.24174,110.58584,96.83101,103.31904,100.77928
612.02478,521.18341,639.95514,634.46796,637.00403,672.56000,714.00256,714.28259,693.87421,614.83173,646.56146,649.74658,704.23083,694.01129,705.40869,639.27338,618.85773,609.35846,578.25336,615.29944,588.83948,529.32214,547.41608,456.58145,468.94006,408.32544,439.67410,390.33057,360.58078,323.83179,305.64209,302.04184,274.32144,297.93915,315.43594,298.42752,270.75177,289.41153,264.46909,263.53003,270.52014,260.83557,259.74850,254.97737,225.93584,241.80638,243.90984,244.32823,246.61540,255.81570,259.42343,231.85350,259.21481,254.16460,242.59201,240.26848,237.72440,229.67169,217.09572,224.04523,251.39046,228.12973,245.76875,248.39194,234.24117,223.97736,218.13583,222.18362,226.65747,219.23534,215.63899,208.52698,197.87259,194.01448,209.62781,207.47800,214.29971,211.46959,221.05649,221.21126,212.33545,219.02423,202.67609,215.52913,207.26501,207.04553,210.70143,207.19067,210.84955,211.67764,220.92526,190.68274,192.11758,158.93259,156.90402,150.14241,150.88759,141.06589,134.95712,125.24551,120.41449,126.40291,123.39019,127.69896,147.96732,147.30898,150.71140,174.90941,170.14099,189.98068,194.14261,198.31290,220.10979,250.04099,267.85632,270.80524,275.12018,294.12973,313.96240,376.67654,348.25662,347.41953,366.04602,380.25098,381.37408,389.62860,361.19006,335.12936,302.52695,298.09058,296.38779,330.32944,291.11618,296.53696,285.83975,231.82706,231.92249,232.32297,228.01939,223.74055,192.78871,200.32445,148.66731,132.48943,130.41388,146.18381,140.57631,128.99603,115.76954,111.96336,120.23190,119.49230,126.40759,120.59277,122.47225,118.17837,107.62677,111.18094,100.90747
387.49939,330.94363,397.66296,395.05673,399.06186,431.54660,459.68939,477.24384,468.12567,424.19238,440.44308,464.61536,502.18164,514.80884,534.15265,475.77618,464.02194,457.09824,424.11069,455.23291,449.05536,385.04053,393.94342,320.55475,326.47015,285.34399,308.33920,272.13541,251.03215,228.08311,216.89633,215.53932,199.00308,215.59320,228.44803,221.89743,206.84041,221.94835,209.88115,220.69249,232.72614,229.78098,237.86070,240.12773,224.92726,239.20683,244.42278,241.25473,241.35001,242.33980,252.30089,223.77965,244.45157,242.66808,230.72830,231.60085,227.36035,222.52806,215.43968,218.38396,243.80412,223.35257,235.75117,240.55038,220.16039,218.95038,213.34146,217.23131,226.89594,228.27498,235.34303,230.04399,237.05598,235.96527,255.18025,261.29541,260.68863,258.75903,261.65372,258.75192,244.93819,246.29984,232.57410,224.70671,215.69447,212.41245,209.75389,208.97452,208.96074,202.14175,214.84529,190.53688,193.76210,167.61342,166.17337,175.74191,185.27722,183.58675,175.49875,169.37511,172.09705,185.07214,178.00624,179.44479,199.25214,201.76845,200.75824,220.69453,211.04828,222.30533,230.59264,220.28195,233.81776,241.21100,249.49237,242.81052,242.99477,248.11955,262.38403,291.32474,268.93268,264.08914,277.62396,283.43738,280.05569,289.71631,266.30685,245.40659,222.83525,217.56775,214.52090,236.10637,205.56136,202.14120,192.13683,154.71558,153.36658,155.75690,159.60674,155.07144,139.13354,140.81560,117.64292,109.21292,107.24134,125.93175,117.37476,110.11865,102.36869,90.60264,99.21466,96.59855,96.61137,90.47343,93.26833,91.78948,83.02493,86.05120,81.96937
