974.33691,1173.53906,826.74786,923.10211,1090.89465,857.79968,874.66864,845.16846,826.98169,865.97186,740.51489,674.51068,799.17163,732.68073,685.04028,564.31055,569.30115,563.81769,518.48206,539.72742,477.02777,486.24564,450.68427,412.67319,435.12988,420.50766,435.87552,436.36087,415.64767,387.14169,346.09589,366.38770,422.39365,468.42853,450.37814,526.62756,490.28244,482.78406,542.51465,577.78888,587.60016,637.69037,619.90375,607.56982,634.69574,628.97815,684.00562,708.68054,781.73779,750.52570,777.79614,741.27771,760.82373,736.76428,801.41040,849.91309,754.73151,832.89789,715.27649,834.14594,819.56958,907.70874,897.34973,874.60376,900.62213,807.37811,849.50916,785.21881,870.98224,765.29108,715.49561,690.95532,662.69684,650.81714,658.45850,675.23499,696.50470,646.36810,653.73517,620.10870,590.34802,582.02728,605.31311,587.62103,506.77823,475.19781,475.83984,456.88599,472.32138,488.50775,462.62195,455.20367,424.88300,387.66138,424.57187,446.95642,408.29211,404.16476,414.42795,396.03354,419.73721,466.75598,524.61261,529.40918,599.32629,582.17920,651.99213,645.53839,665.34766,694.89105,764.06976,689.94275,832.45959,842.25739,860.36151,982.97046,1020.76428,1031.75000,1002.19910,1054.07703,993.48340,1010.93317,937.46698,910.41754,924.74152,906.29700,818.75378,764.47876,726.67682,769.24658,731.93512,639.99457,548.03766,533.96729,570.30042,634.36432,628.41541,626.42780,559.55884,448.06793,470.39780,428.65363,422.87051,472.38840,457.52295,438.76419,356.22791,304.48026,363.67599,396.64951,479.17838,432.39609,360.77994,306.96625,275.14914,326.73041,361.40741,370.56363,345.46402,300.40323,203.86787,250.09053,199.50432,210.40961,209.19733,168.82457,189.00352,150.62050,149.39728,138.59319
946.00116,1002.40619,843.12531,905.34204,975.07086,878.71875,902.61957,890.59729,879.69647,919.19983,819.71790,783.11230,882.48108,846.91376,786.85815,668.78857,665.51105,661.42889,581.92603,593.45074,505.00601,516.92334,464.74548,416.22589,438.47290,394.52942,410.89536,392.53900,353.43854,325.15051,271.23239,281.57822,296.27420,309.03482,291.73779,319.93100,293.95303,291.53763,304.84048,319.80585,315.81210,312.58127,285.56274,267.07339,257.45447,233.24492,252.26793,247.42111,269.58646,251.54596,244.82062,225.60934,223.86111,211.13910,228.90717,235.87894,213.40556,225.74121,195.49121,231.55217,233.92673,254.72940,260.29721,256.66229,265.41147,240.35233,260.76169,237.66965,259.37769,228.33699,213.77202,205.10156,196.87263,191.60074,195.53925,194.63268,205.39490,191.83115,200.83937,191.73735,183.32823,187.09698,201.71715,195.86275,179.39899,175.65305,179.41887,180.83978,188.99380,191.55247,194.02684,182.79730,168.66136,155.25627,156.75429,160.04655,161.61783,153.13235,152.30095,141.61188,148.99869,168.36728,188.72768,189.03915,217.45790,210.95502,239.30659,239.65033,255.16519,268.27219,300.84286,267.30524,326.05356,338.66357,347.71643,397.02988,416.73807,424.99219,422.68576,453.27548,432.67429,458.53003,421.53653,413.60651,429.86188,421.24066,382.58865,369.06143,347.71844,367.09622,354.31339,294.56064,239.33763,234.57382,243.05243,296.08209,294.05591,268.92517,237.84895,189.99178,201.01065,184.94531,185.84981,222.93828,221.55287,202.57880,154.24339,130.03395,161.16292,191.09448,209.63544,182.29904,156.78970,132.41707,120.98608,135.84419,153.55344,166.49844,154.52823,128.67758,82.81649,106.79587,84.84169,90.04649,81.12029,68.17644,69.04582,46.60407,48.78375,46.71528
1993.48303,1903.58313,1801.95032,1978.69861,1939.62830,2162.14014,2335.03931,2468.83130,2553.74170,2448.34106,2393.93335,2234.03320,2583.58716,2423.25879,2265.70581,1987.72290,1952.32166,1934.58167,1771.85010,1837.45728,1637.43713,1658.56067,1518.58752,1391.36145,1460.98792,1380.25256,1443.30542,1424.13818,1326.07703,1227.25110,1070.87866,1125.30164,1218.10339,1308.13269,1249.60913,1388.20459,1281.40039,1256.24280,1366.58362,1440.92639,1453.98401,1497.28247,1379.82690,1343.77502,1332.17419,1231.78186,1352.23816,1340.13403,1448.29736,1376.51733,1404.43115,1309.88025,1300.79639,1255.00098,1360.14771,1371.56482,1213.82837,1278.97046,1085.42932,1246.95911,1211.00293,1331.84265,1281.41162,1260.71399,1275.51514,1134.39819,1189.21533,1111.41931,1225.28796,1104.40430,1045.31384,1012.04034,1015.98871,1012.34229,1032.23767,1070.75122,1134.44275,1071.62073,1097.80835,1053.51819,1011.69409,1014.25256,1072.17224,1042.35486,919.84686,876.52368,873.48328,840.11029,840.50940,876.19781,825.82416,799.70740,725.27386,659.37933,704.60535,763.50061,697.05920,688.97107,723.39093,720.47302,755.23779,836.45764,956.19824,933.25482,1028.26868,1002.97021,1111.93286,1092.08386,1125.66309,1155.35815,1249.47388,1159.54285,1367.92444,1363.67029,1371.34399,1539.18420,1561.68237,1573.21533,1534.95361,1592.12134,1550.13562,1594.15356,1483.93286,1459.25415,1504.05493,1488.26147,1371.95056,1302.88953,1251.70093,1268.82300,1170.76013,1047.51746,858.30774,843.44922,857.34546,941.07758,896.40479,863.55603,787.25940,642.78662,662.51984,597.90295,595.40735,658.14337,593.95258,525.99664,463.81885,386.60751,441.01288,478.88089,502.97052,454.49295,420.78043,359.67017,279.01694,363.11917,418.31778,423.84970,373.43228,330.01910,233.37978,291.30499,255.14372,238.52380,236.67236,199.14571,214.64391,176.14911,169.32169,158.56558
1615.50354,1798.50208,1329.45569,1476.32300,1677.29602,1451.42944,1511.38416,1522.95410,1489.24500,1529.89172,1391.10339,1322.35413,1528.91895,1448.70618,1350.42786,1216.09265,1184.87134,1191.87891,1103.13086,1165.78491,1006.49969,1022.92871,935.85406,843.09009,890.06549,833.74792,873.85852,858.43738,805.69385,728.67749,632.12048,665.93695,700.71625,739.46588,700.20801,761.22125,687.43866,686.88068,717.21906,750.35626,751.01678,763.35132,696.26892,675.80640,666.94623,618.33508,673.20660,671.69452,742.78534,706.12854,726.83893,693.85950,709.29523,687.33325,737.49866,772.30853,696.87799,749.69568,633.49164,724.04303,708.16248,793.14154,779.39624,755.52209,772.84668,692.32654,727.10712,683.00684,757.55035,686.08667,648.90698,634.77966,654.86243,661.14642,676.42548,713.33521,773.49591,745.55017,777.89978,748.38763,738.88843,740.76935,809.30579,791.91547,741.73828,718.80310,742.23645,727.13531,770.53345,774.71295,735.40466,696.44397,603.89642,546.26233,572.30756,616.74634,574.67627,569.63898,582.49036,566.03723,606.07520,659.95087,750.23090,740.21454,812.85266,785.99176,866.31378,845.15454,868.12775,895.23645,970.86646,881.26129,1054.20178,1054.94678,1055.50732,1190.45642,1206.36816,1213.61621,1172.51160,1208.28613,1161.50159,1180.25293,1095.43408,1075.87573,1106.89307,1092.77332,1008.57507,971.79871,957.87360,1059.54810,1043.08899,865.42151,726.34442,690.69434,671.75952,799.64062,765.07257,674.71173,592.49683,477.72299,518.38916,472.48712,464.58469,474.56836,440.25861,387.37863,307.36279,245.00143,274.89941,308.27173,344.51202,306.48880,276.19101,251.27277,225.51331,250.31241,264.94666,294.04343,297.21359,238.34505,146.40256,197.84856,157.23872,166.78558,167.14557,130.29442,150.75447,130.23709,120.07422,109.38219
1313.45435,1657.34021,1104.74194,1254.40845,1508.29407,1137.89197,1153.04041,1099.35083,1046.66333,1119.18738,920.40454,843.65649,993.16528,911.78857,859.71912,695.30475,698.28979,688.09875,615.75031,636.58868,554.58557,557.72363,515.55792,461.12436,486.69852,459.45227,471.28134,460.62302,428.64288,398.35565,348.19022,366.45773,410.90146,451.68484,440.90506,521.83447,489.54520,476.49698,558.01959,572.53918,594.77838,631.33521,578.12659,555.23328,555.26721,513.14166,572.00208,567.94812,635.26221,606.23926,640.45752,610.10034,638.86639,619.70825,680.81598,738.39716,664.73834,735.01172,641.05353,753.15051,745.19073,820.92053,808.67786,794.23389,813.79541,717.69525,753.64496,679.35492,749.83759,645.35187,599.20410,581.68829,545.98389,541.12524,551.45215,568.26172,591.79224,553.55658,559.17328,537.15253,505.26483,502.80362,519.40784,504.82550,428.06302,408.75732,407.80569,395.54630,412.79269,420.24509,401.89911,397.08124,371.75342,340.30066,371.80167,395.08499,362.87003,355.36588,361.92484,350.14764,371.42569,409.74255,465.41324,460.14847,523.07458,509.83081,576.73151,560.23181,584.33746,599.54413,655.82574,604.89062,716.52820,711.59082,743.53577,850.31323,895.34882,914.62311,910.04822,974.23175,937.19055,974.33545,906.25519,893.64801,919.36554,911.28229,829.15277,797.72278,798.30786,858.13019,836.15973,693.03973,564.10626,558.56097,592.02466,686.87054,653.48297,612.69556,546.60809,454.10495,475.34402,454.33633,443.42542,544.31055,562.04608,536.93518,427.15009,360.63345,427.46475,476.88589,511.84949,486.01303,423.89835,336.01840,294.12762,363.31046,451.18268,477.07755,426.01987,365.20895,262.70569,319.03067,274.49393,267.64075,254.63100,207.21811,223.07825,172.58011,173.68987,160.58392
845.88617,757.28143,748.24866,792.60065,768.84509,794.19763,828.68011,835.48431,835.33453,828.24982,760.20746,717.39899,851.91492,799.29559,742.94495,664.39069,639.00232,633.77197,571.38385,577.36993,468.73184,499.08438,434.91824,388.93286,407.74078,359.53912,370.55948,358.24078,316.97733,292.61935,237.75526,245.84909,252.07965,257.00558,243.03181,262.54477,239.65421,237.25241,251.34958,269.00653,268.20413,275.54584,254.47249,240.46141,237.02403,215.79530,236.52309,233.22832,246.69559,237.26732,235.55560,224.75349,222.47127,212.82663,234.27344,241.65924,220.74889,235.39465,203.48795,238.71951,237.26689,265.11176,268.53497,262.74216,274.84555,246.83806,264.94052,240.43591,265.95221,231.57236,214.06680,202.97308,180.52699,177.51248,176.96347,184.23097,186.71289,178.98578,181.10484,179.30739,170.35033,171.84744,184.33450,183.37001,163.70006,159.75774,162.75139,157.64339,171.15440,166.61534,162.65836,154.62073,139.04353,126.82926,130.55122,133.76099,126.87050,124.67374,127.36208,124.91512,131.39870,145.85994,164.49019,162.56149,193.25101,196.78351,226.20686,222.54482,251.11322,256.02707,291.34915,274.30713,331.40628,348.54355,360.41315,416.71936,430.54343,438.00296,447.42828,483.10129,469.79102,496.17261,461.18985,452.11612,465.54770,458.03922,412.21854,385.63489,348.65146,335.90552,317.97647,272.18500,215.51534,215.02298,203.73897,234.53319,236.03400,199.07770,172.87755,133.72264,141.24338,113.84184,132.61139,159.27208,171.62479,141.28317,90.80310,76.67930,86.56510,117.67485,132.92532,105.20210,80.79733,69.85831,68.27496,77.05772,88.33789,95.23239,92.07167,77.04443,46.12762,61.50123,47.46113,51.52193,49.00607,39.23902,42.02689,34.04343,34.33507,32.02249
430.70203,440.57803,386.55811,414.46527,432.66745,399.21356,412.75500,417.46857,402.27625,412.77176,372.68875,359.05170,414.50330,388.16083,366.81009,323.78424,312.56268,310.84009,273.11969,285.34839,245.24371,247.51076,219.86484,201.38785,207.66104,186.64055,186.95979,179.66014,157.59171,144.41003,117.30740,122.45299,132.25880,139.43106,130.37012,147.15482,135.72186,131.95934,142.44737,149.81870,151.32600,155.21138,140.33836,136.65736,130.92262,119.29391,134.56772,131.05698,140.02713,132.18747,134.60176,123.88574,123.34212,119.41977,128.46497,134.71654,121.24353,129.03351,109.77605,131.08035,128.12297,141.69991,142.81682,139.02507,142.90189,126.99178,135.61128,121.96829,135.03545,118.84480,111.41823,108.42577,106.78984,103.23175,102.58914,108.84769,110.25360,103.16717,99.34140,90.64154,85.98141,84.66668,88.88192,87.10924,78.09196,75.12894,76.35182,76.29401,78.97443,81.49265,77.64677,76.27457,70.58710,64.11031,65.36659,67.93532,66.38313,64.63766,65.16749,58.74589,64.12453,70.21650,77.74457,77.96934,87.16476,85.56930,95.49580,91.71834,99.28201,98.37323,110.95430,105.04147,125.14384,128.91875,138.70369,157.58286,169.84093,174.24965,179.37845,194.39200,195.35591,210.04448,197.54558,192.81181,202.97110,202.69623,187.82402,182.28294,176.85916,191.40205,186.05106,161.81677,132.10054,120.20963,120.92311,157.74669,149.45749,139.59155,115.25040,95.12605,101.54750,96.36986,96.61585,108.39589,106.08824,93.31061,72.67941,57.48701,58.19175,76.36859,84.40174,69.75026,65.53593,60.89733,41.60029,50.88004,68.10052,73.87471,64.32683,51.19028,33.55906,47.14469,42.84589,38.80644,36.22564,30.55950,31.90479,24.33463,24.59474,23.00047
16.83567,13.19766,16.43192,18.20012,15.18528,19.27142,20.07057,22.04191,22.96621,21.77912,23.38725,24.14835,27.49122,26.35624,25.20402,26.78245,23.89407,23.58994,24.90620,26.50429,26.10655,24.89815,24.75694,22.78167,24.07618,26.82501,26.43659,27.97128,28.66856,27.79888,28.36234,28.76266,36.96370,43.92376,41.98738,49.59833,47.10001,45.26687,50.07407,56.82806,57.55469,65.42789,64.33736,63.68707,66.92809,68.53786,80.44426,84.53073,94.95132,92.41613,100.80631,95.95977,96.47911,91.35519,97.60601,94.37859,83.58576,83.22458,68.88049,76.57114,73.82714,83.79419,78.72455,76.79060,80.39878,74.15862,77.16957,76.29086,84.28180,77.88881,73.91601,68.48879,62.12203,66.84952,68.77315,68.44276,72.77184,68.82336,71.49547,70.76340,67.62519,68.10341,73.28584,73.05125,67.35300,64.09055,65.81437,66.11590,74.99163,72.07409,72.83595,71.60761,70.71451,62.30767,72.52824,75.01231,66.35706,68.00548,71.61787,76.36227,77.90611,88.71124,104.60411,118.47975,139.40512,133.14986,158.25771,164.64215,168.28949,178.52313,203.25514,192.74530,221.09114,214.39162,215.10823,252.71533,256.07205,255.68980,250.38889,263.77017,258.24847,266.90027,257.86832,256.73715,271.51419,270.93408,260.23541,256.58752,278.10284,294.86273,286.20309,260.11218,237.47766,236.78580,237.22673,249.74159,221.66830,197.72023,169.23335,138.93466,158.96539,157.47482,143.19731,146.98914,132.44350,123.54301,121.00431,110.14850,115.87165,123.58841,156.34390,125.23656,106.26104,98.75217,108.75502,112.12962,108.83169,108.07728,100.48896,95.65965,86.82295,85.83492,79.53766,71.86195,77.42970,63.44746,75.64288,66.90217,60.00928,53.63054
612.00793,586.55548,561.82739,598.92676,593.78186,617.60919,662.07220,680.70312,700.68829,692.18976,673.71582,662.35828,756.70081,723.52533,678.76172,648.89728,607.91333,613.89899,590.61267,611.79004,533.04474,542.65466,490.56442,446.62549,465.01468,426.62701,437.58981,426.69913,375.31741,349.72507,286.13385,295.21350,304.68338,316.25974,296.24893,321.70483,293.80219,291.27249,306.64383,316.03558,316.42102,320.78156,290.23560,278.48148,270.41418,249.54668,280.00671,278.45135,302.38937,288.88733,302.04114,281.19412,283.57770,270.74878,295.01285,295.33820,258.21979,269.76852,226.38847,263.79608,256.07962,278.80942,272.47275,269.88431,272.44043,240.96617,255.52875,229.31377,251.78999,224.12680,207.54344,206.55533,201.01750,200.23067,204.74818,212.05861,225.99916,218.60692,227.20689,222.24696,214.36424,217.06558,234.29688,230.65973,207.24757,202.53966,209.84660,208.38408,224.63686,225.35851,220.12625,203.37404,179.57541,159.73845,155.04747,153.51147,154.11279,141.99045,138.97935,113.82116,127.01942,139.15685,154.17924,150.66539,170.29298,165.21310,185.81461,180.43265,195.40961,200.46895,222.70309,204.86319,248.21523,258.56442,276.10876,316.33878,336.82358,344.21597,352.37241,383.17480,377.10745,400.25769,376.96371,376.63657,395.53079,399.37317,364.61191,344.41672,337.56006,350.47247,337.32755,289.74954,239.41055,233.38060,243.22771,294.51804,267.76379,232.55699,203.53050,148.85411,173.04642,153.24524,152.38264,159.24608,146.20291,130.55170,108.80802,102.90365,122.52395,147.64458,170.66199,142.14984,129.11040,107.03750,90.49219,110.26287,126.06825,121.25469,107.12672,94.54443,71.45672,85.56221,80.78452,71.66852,69.86971,60.24858,64.86555,61.13617,53.01591,47.05434
384.16641,374.68253,340.89163,370.53137,369.55551,393.56079,426.79498,463.05624,500.19559,470.08984,495.70517,479.35413,562.33582,530.96283,502.45361,479.58411,456.82092,450.54437,442.04700,452.66537,379.36179,390.17337,352.28333,317.58878,331.96310,297.72949,306.39566,295.87704,264.71735,242.61559,204.36830,211.87343,222.01109,231.41135,217.27634,242.45158,224.91222,219.99365,246.31560,254.46167,265.30923,283.39645,259.60358,256.28040,262.47232,249.63274,271.58408,272.49786,301.03058,277.58813,288.19473,266.81064,268.30362,257.93036,276.25323,283.07880,248.95660,262.55396,224.10646,256.33191,251.20163,269.56674,260.02426,258.61063,260.97104,230.25415,243.08086,229.88132,254.44025,234.87646,227.74620,225.55550,250.44911,246.45341,253.18207,263.41748,283.08322,267.74966,274.32932,264.44055,246.99368,248.30099,258.47891,251.48457,217.26566,209.10858,209.62813,204.26262,208.69463,213.19739,200.91641,198.94963,185.15807,170.43831,188.06380,201.27139,182.46231,179.63049,183.60139,170.18188,184.80022,198.21579,219.68652,213.74986,231.80215,220.32590,242.25694,230.60968,234.99481,236.83698,255.43056,233.60315,268.00171,268.67511,260.70343,295.38870,294.50967,297.86179,291.46121,301.63129,292.75284,302.67575,284.51959,283.16452,291.82489,286.97220,261.59268,254.41438,247.27682,257.98376,235.30225,204.90034,157.77966,152.90765,158.09920,183.90791,183.87573,186.14313,156.34702,115.45205,131.03442,127.31073,119.24379,138.86552,131.96426,119.81662,102.18311,88.20424,101.08605,110.22839,115.42303,105.92623,95.69559,82.67905,69.29155,86.23988,106.28822,105.14752,98.88092,82.50735,57.65322,71.42484,58.73685,59.50278,57.71659,43.80726,49.12780,30.34113,35.90202,34.53221
