60.31675,53.83003,58.20456,58.48090,59.91849,53.35650,49.88483,49.09803,53.41935,55.59201,52.32627,51.34650,56.77022,41.75986,52.52152,3.93388,55.88194,47.16885,60.64817,49.11488
61.19595,53.66858,58.34881,59.72663,60.25907,54.78302,51.47412,50.15721,54.72572,55.85508,52.47704,50.21223,57.20424,41.79882,52.95901,3.95254,57.14513,47.62122,61.03909,48.87773
60.31683,54.51841,59.04196,60.07627,60.11984,53.71433,51.84840,49.29286,54.22084,55.87018,51.80369,50.12128,56.11295,41.24138,53.21904,3.93825,56.69214,47.05452,60.89054,49.20739
60.23182,53.78480,58.75836,59.29646,60.98942,53.06215,51.63070,49.40102,53.63758,55.25214,52.52270,50.23167,57.55804,42.70852,52.83234,3.87381,57.05109,46.84610,60.86535,49.08374
60.44696,54.15937,58.68745,58.54930,60.22412,53.01280,51.71318,49.71432,54.27285,54.62941,51.90644,49.43699,56.49990,42.01346,52.54850,3.88753,57.39948,47.80242,60.54228,49.12062
60.60945,55.08709,57.86113,58.80083,60.73193,53.45148,51.69301,50.17547,54.08506,55.04336,52.06406,50.29190,56.49508,42.15148,53.55949,3.80316,57.42491,46.83630,59.82494,49.52440
59.74596,55.22036,57.83775,58.19928,61.13364,53.92789,51.18724,50.00336,54.41787,53.45245,51.63198,49.52359,57.44579,41.50778,53.74292,3.76934,56.78920,46.81670,60.67293,48.42052
59.33623,54.66920,58.82773,58.36101,60.56081,52.39148,51.41155,49.66404,54.74544,54.39872,52.40881,50.56770,55.80992,41.49928,53.44716,3.82270,58.02475,47.37104,61.06523,49.44143
59.80302,56.28907,57.96197,59.03518,60.53369,53.54287,51.97490,50.54196,53.86713,55.12688,51.60703,49.60269,56.72258,41.79631,52.95734,3.76123,58.41568,47.11021,60.77779,49.34755
59.99081,56.59275,58.51474,58.73060,59.55902,53.67327,52.57270,50.44956,54.59383,54.03001,53.08146,49.59978,56.57908,41.54285,52.83998,3.75629,57.31328,46.70963,61.44637,48.63794
60.09629,57.10657,58.25519,58.21742,60.86473,53.87349,51.50220,50.67988,54.52259,55.55259,52.29956,49.18202,56.01878,41.87417,52.99854,3.69684,58.22403,46.82924,61.21478,49.84211
61.22236,55.98018,58.38307,58.34610,60.25106,53.55141,51.26257,51.99873,54.56951,54.50603,52.27102,49.44378,56.73898,41.83471,53.44565,3.69478,59.40888,46.90267,60.75288,48.90053
58.93341,55.84008,57.60048,59.11287,60.24506,53.81924,51.72784,51.28704,54.63832,54.45786,52.69479,49.95661,55.88698,41.98348,51.63400,3.58689,58.53476,46.55825,61.16899,48.69002
60.19711,56.52327,57.92945,58.50117,60.24670,53.25335,52.11092,51.04830,54.92053,54.72529,52.13271,49.13941,55.63938,41.70067,53.17134,3.54430,58.12204,47.50498,60.71013,48.88099
60.00483,57.16558,57.33422,58.68778,60.69245,53.99716,52.37700,51.43288,55.54941,54.26775,53.87710,49.46659,55.81457,41.96001,53.42587,3.51876,59.13765,46.24080,60.52022,49.31004
60.18853,58.04880,57.75499,60.01995,60.90404,54.01649,52.40277,51.47937,54.51729,54.65913,53.59009,49.93140,57.16635,41.67108,54.43739,3.49856,58.80429,46.12099,60.41129,50.05077
60.77141,57.21326,58.31853,58.69744,59.66158,55.90129,53.21328,50.59986,55.90426,55.05053,52.57219,50.44287,57.83167,41.94814,55.33154,3.50492,61.06704,47.22307,61.51449,49.04076
60.52621,56.77328,60.26227,59.80137,60.76892,55.68768,52.70910,50.59496,54.69167,54.85419,55.11872,51.17899,56.97383,41.65476,54.23202,3.53014,59.22098,47.47680,61.15534,48.97574
60.82397,58.01546,59.26534,59.16974,60.85794,55.43778,53.51608,50.90945,55.73022,55.47837,53.34987,50.78671,57.41267,42.45353,53.45441,3.59655,59.71993,47.21635,60.97940,49.37226
59.85069,56.92348,60.02575,59.65912,61.20424,55.44259,53.90348,51.51562,56.71498,54.49349,53.60295,51.95072,57.12530,42.26699,54.41161,3.49352,58.94170,47.04739,61.78109,49.27126
60.63120,58.55441,60.36150,60.74196,60.32980,56.50020,54.42057,51.52098,57.01219,55.06642,54.82536,51.54634,57.78851,41.31348,56.08136,3.56063,59.43616,47.63707,60.48320,51.59468
