972.67438,952.95367,852.48242,981.96356,1009.93158,923.82513,868.83264,858.84619,883.01709,782.66339,750.27606,667.58838,788.92969,699.31372,611.33740,576.21844,537.38531,546.59729,530.35736,564.60529,534.09106,516.53613,476.48764,423.97937,446.67526,424.70831,448.53506,416.21475,406.76938,411.58078,360.27716,366.20850,369.05203,365.47504,389.85516,410.23279,392.25177,367.66187,396.32190,412.26440,387.37381,463.30280,368.26163,444.20560,468.07523,466.39960,450.70911,484.56735,519.60083,531.45435,456.86465,533.21790,475.32581,539.70795,534.38324,550.41785,557.54089,536.46661,598.89111,578.78192,593.55615,687.57886,694.04395,714.29858,680.22119,729.76068,753.45111,682.13733,702.98932,659.87000,643.65533,629.94751,643.70544,551.73041,615.47424,568.30621,556.84186,541.71130,542.56458,542.71216,529.25452,518.87506,504.92313,455.79581,439.18240,457.65866,446.73947,407.03125,415.33716,406.32123,368.95834,387.58301,396.18582,381.06955,329.02844,329.90997,360.04984,323.64587,345.22867,343.51971,301.85214,345.53006,340.08493,403.59595,398.11011,445.77490,468.34793,492.77515,492.64261,533.38031,543.27411,589.11688,496.34875,591.14404,615.22394,655.03833,684.51184,716.55414,749.51300,781.66547,733.20758,729.48676,653.05682,705.17517,760.34277,774.58484,707.94330,722.75421,704.94202,660.03870,638.36908,677.12811,631.93286,583.38263,593.58795,545.39789,518.85352,566.05859,558.31445,490.21954,444.25333,471.55264,407.41473,395.46713
952.00812,906.77332,873.45624,949.93762,946.86456,926.86804,896.61865,907.59052,928.78424,852.75958,823.98224,760.04437,877.14954,782.66223,694.84973,671.63501,624.68927,633.26801,607.71149,628.58856,579.15808,552.84064,501.07068,417.16687,433.15668,405.41278,411.74313,366.75803,333.23715,329.84329,287.81247,269.97595,257.51575,250.42560,254.86600,265.73077,235.56020,216.28850,221.58441,225.60953,213.88698,221.06310,167.22224,198.73601,195.70483,176.68611,166.01292,173.28500,166.62160,173.96313,146.55125,164.39613,145.60107,160.37634,148.01990,155.13821,154.67764,146.55769,163.25084,157.73438,164.72121,199.89375,201.84703,205.20920,199.51271,219.83125,221.28650,202.49986,211.31641,201.70673,194.22752,186.52405,191.27007,165.41841,183.19943,168.01360,165.42204,161.35622,164.17676,163.49484,165.22214,166.17050,165.94197,156.19955,154.39174,161.84973,167.28212,163.16768,164.18117,163.69724,148.20665,154.95341,154.60078,156.08273,125.85235,127.85752,142.27637,127.29887,127.17108,127.79825,109.01190,124.80184,121.00352,145.92041,143.57425,160.96120,169.26782,180.11983,182.52589,202.62987,209.36942,231.25555,198.75308,236.25407,245.80040,266.85361,275.30176,294.47723,315.65433,335.50174,320.98981,320.08203,287.74551,320.97763,348.77563,368.21448,336.89590,343.01703,336.93491,311.48834,303.16583,320.86685,298.73419,274.60101,276.75800,250.71350,231.01755,252.41342,249.95148,215.08926,192.47783,206.42393,178.10133,176.40585
2018.48938,1852.21350,1859.65601,2040.62219,2023.62317,2271.13721,2373.70337,2440.88037,2493.81567,2449.96191,2380.63745,2193.68799,2545.46753,2278.24023,2059.42334,2018.38660,1841.09241,1868.87439,1816.21069,1941.48938,1817.44214,1741.90649,1606.53040,1412.31812,1482.82458,1414.55261,1464.50293,1349.22058,1283.48767,1286.51514,1122.57532,1094.09351,1080.19263,1039.52454,1083.97180,1112.35388,1028.71790,955.07141,997.44141,1023.43750,964.48132,1065.23450,831.41315,970.34216,986.05121,939.03613,880.97168,922.68671,937.46252,964.02234,815.64020,933.48438,808.29541,919.74695,875.76514,890.18372,892.44232,825.04852,919.64752,880.78271,862.34906,996.39990,989.39081,1032.08179,966.99933,1023.64417,1055.36694,960.65027,992.38861,957.88739,936.15302,920.46558,944.24249,848.53436,958.17505,918.52740,896.01941,894.97552,903.24408,918.45343,909.14606,900.91241,890.31384,815.84888,786.82861,834.49268,813.42902,745.62805,753.47125,737.52692,652.44379,675.42200,690.56128,657.23712,556.14105,558.49512,618.54620,559.83069,604.26898,604.06110,530.83453,614.41718,606.58325,704.34692,698.36426,761.94507,787.89117,820.61444,834.12366,885.27643,894.26093,970.96637,788.95410,968.92346,989.60004,1026.06677,1047.47180,1099.19666,1134.26294,1191.30444,1139.88098,1132.38464,1001.45905,1143.83936,1235.90442,1295.26331,1189.72278,1228.19128,1200.60852,1121.28210,1075.09692,1135.95276,1044.50671,932.78333,936.09943,857.60931,788.19342,849.96790,828.35187,715.37280,632.22253,669.20538,570.36047,559.17377
1610.92322,1519.87268,1355.72974,1572.43103,1601.58215,1540.88428,1491.03918,1514.42041,1530.78271,1428.77588,1400.10303,1290.48413,1500.21790,1362.44666,1256.26147,1252.09607,1130.05286,1151.52014,1130.49683,1193.86023,1125.22766,1077.32654,994.38641,860.68451,903.02362,848.02051,878.62085,808.58447,757.51044,746.66412,661.48309,640.80878,630.34265,592.57556,611.18842,618.29871,554.39093,515.03912,523.48749,537.13599,500.07401,544.01843,415.85114,493.89548,497.37567,464.76443,439.96671,466.96457,484.90604,495.56854,430.76758,497.41818,443.33829,506.39969,486.97488,505.33279,501.92984,487.31509,531.90192,513.77472,506.26877,593.62744,590.99060,617.82581,590.17810,623.16937,645.14978,594.15820,612.84033,593.51178,582.62769,576.12164,598.24280,549.92450,622.43359,620.47528,604.09900,618.96307,630.32031,657.07092,655.55847,662.36053,671.99762,642.84027,621.70221,656.18164,679.12512,638.65308,655.59155,647.00446,589.73993,589.96918,600.27515,561.61096,469.52939,460.27344,505.43472,456.73865,487.44855,489.57529,427.03763,498.83969,483.59525,554.93408,549.71002,600.87628,611.38147,640.13538,645.09583,686.19470,697.49524,748.06140,617.73969,737.52039,769.21808,786.77106,807.69397,833.15558,858.24268,901.40973,859.04742,848.03247,749.59552,842.54169,906.44324,953.98828,869.10370,935.24103,911.03583,876.36975,863.79755,911.14740,849.81616,780.11816,781.47101,718.50403,657.06458,697.47900,670.18378,582.64935,506.19336,518.56055,445.94586,432.43332
1302.01917,1313.03406,1133.01599,1331.01550,1396.41077,1232.46411,1130.44128,1119.37158,1143.21521,977.35687,935.50616,828.48547,984.80505,862.24945,740.77075,693.80212,658.02411,665.30859,637.25543,669.40918,624.79315,592.02295,550.99347,472.36353,497.13098,466.78586,477.92651,435.76059,413.28751,414.83627,363.93350,359.76517,358.20267,355.07297,378.21182,402.66049,392.26239,370.38324,397.66394,409.34918,380.77328,432.14044,350.14871,403.02313,418.13275,379.68317,365.47079,392.34167,423.11270,433.00653,374.26010,439.13339,401.28940,461.63022,453.22577,482.22974,486.81281,474.52939,533.55365,516.89514,531.71259,620.39771,630.39178,646.09827,610.66827,651.82385,661.19275,596.62122,606.87561,561.03754,545.23895,532.07275,538.20819,456.33157,511.01666,479.76318,474.54013,460.68781,463.10654,463.58969,456.40466,446.02896,435.17810,391.31140,378.82410,390.19897,383.31525,351.79822,359.71439,354.05548,319.86996,336.46143,344.86990,336.07816,285.64740,289.67993,321.15302,291.47028,303.51083,302.96780,266.99622,305.26297,295.97348,349.30640,349.19751,383.98608,404.71622,424.23956,425.95279,454.49368,466.73032,507.83469,424.66986,520.12500,528.81384,579.17377,600.86389,641.17548,673.85120,723.40948,687.58826,699.64020,618.80902,697.29633,755.02783,788.17871,721.49390,758.87390,748.58105,706.71552,693.28912,734.46674,687.04285,643.95386,644.27167,585.33679,541.35321,587.21997,577.29596,501.88394,450.29025,483.21634,421.65549,426.36368
858.48401,755.59082,773.16986,824.76813,791.41968,838.08264,827.83075,820.50433,848.14563,792.43164,768.04767,717.19580,834.80927,746.43683,690.29572,685.42303,611.71124,615.24567,600.95691,612.81177,562.09082,537.45459,465.53976,388.69666,399.43524,372.49435,374.96271,332.83655,302.84872,293.84256,255.51523,235.88063,219.38666,212.42838,212.23383,215.79539,198.26353,177.56923,183.49731,189.99866,179.28044,196.51787,152.63550,174.22229,173.89572,163.76993,152.15706,160.75284,159.24173,161.03561,136.98354,160.95901,140.03871,159.41342,150.31242,159.41026,158.82657,151.63483,171.33430,167.66577,167.08110,200.88058,203.95067,213.58444,206.20424,225.65114,227.97797,212.54643,218.13423,199.66241,190.77620,185.65332,183.88606,152.80551,168.14729,154.01599,156.14638,147.10422,151.77142,154.03391,153.84778,156.02885,156.71997,142.84146,140.26988,146.17807,152.79456,139.88310,142.91029,142.55191,130.24527,131.00438,132.95903,126.29140,106.52882,103.42355,112.69769,97.78067,105.47715,104.23244,93.04033,104.72322,106.07475,130.74411,128.63908,145.29663,154.76166,167.28450,171.53407,192.68869,205.01591,237.15961,203.38564,250.15997,256.49298,280.25409,285.91788,312.70563,329.35757,354.77756,345.98907,354.81360,311.61496,353.06851,385.70929,399.84985,360.57541,359.59888,352.73691,314.37872,294.57544,308.84595,282.69891,247.05598,250.97592,224.63493,202.62410,212.90250,205.76247,169.85696,146.09030,146.20557,130.05946,124.69909
434.40189,408.75369,393.52332,435.01428,425.72565,422.85678,408.98895,412.26172,414.21268,380.72598,377.52463,352.67352,404.30362,364.41785,328.42389,323.17578,295.28760,297.39548,287.60663,300.73700,276.11230,257.78693,235.44086,199.00218,209.63289,191.52411,189.31120,166.15602,152.47067,145.21349,127.29655,122.19980,115.35232,111.33783,114.45074,118.88252,109.24745,100.31174,102.60606,107.42937,97.53602,109.11682,84.86909,97.89690,99.49160,90.70681,87.10307,86.45765,89.98621,93.24554,79.88741,86.69584,77.85063,90.35625,83.06086,88.56245,88.31677,84.43716,93.52267,91.49857,91.56796,104.84541,110.55606,113.26978,108.66584,114.99413,115.84232,107.89565,110.60799,104.46858,100.71690,98.51440,99.51900,86.93836,97.82578,89.94761,88.34946,84.90369,82.79852,80.95174,79.20544,76.13216,75.78638,69.22224,65.78728,69.66718,70.68536,67.69851,69.53856,67.68325,60.39095,64.34858,65.31334,64.20820,53.05432,54.81992,57.86752,53.00871,54.38935,54.22360,47.41352,51.85510,50.96886,60.64870,58.37624,63.87807,67.60684,70.31691,70.50590,76.38383,78.62136,91.05764,76.06746,96.65987,96.69557,109.61939,113.24515,123.24216,131.44717,145.58884,143.43184,146.15547,129.06712,152.70729,167.60210,180.50304,162.70067,174.03548,169.29521,160.83051,156.77396,168.17691,158.12001,142.51431,147.93971,131.57242,123.25397,130.28177,126.13762,112.36311,98.92120,102.80184,88.90527,90.89550
17.73469,13.82509,16.70267,20.95006,16.09377,19.82380,21.21790,20.84390,21.80560,22.61498,24.13789,24.57538,25.71092,25.11733,26.79288,27.89964,23.90933,23.82980,24.10817,26.72197,27.13212,24.53895,24.48452,24.43821,26.99441,26.94055,29.44878,28.99254,30.69954,32.03283,28.50118,31.81250,33.56183,34.09876,35.91233,37.81905,36.27235,35.70883,38.30109,42.08963,36.94824,46.33229,38.94463,46.30494,49.47337,52.15689,49.98200,58.37877,66.09720,66.16495,59.29506,66.73312,59.15054,66.41043,61.46619,60.63921,59.11649,52.80656,60.67535,55.21501,51.21885,61.22292,60.44740,65.23254,61.24325,66.90014,72.12952,65.10341,69.54061,65.63318,63.23587,64.00220,63.68913,56.38626,63.75534,60.93873,56.54568,56.84433,58.84146,61.84702,61.36127,61.66624,62.67236,58.03575,56.18587,60.69935,62.06047,57.55241,60.74615,62.58110,57.15124,60.40385,65.32526,61.54995,52.30599,54.72886,59.91323,53.94148,60.57983,64.13677,56.84795,66.12531,67.56189,86.14677,90.05172,99.04509,111.70390,119.32520,121.91867,136.32318,136.77724,155.57744,131.04193,151.26608,163.63585,169.28308,167.75471,175.90735,186.14056,197.53326,190.67258,197.12399,175.63571,200.56401,217.28636,237.34590,227.92595,251.02916,240.68382,247.26195,248.83209,264.04611,251.06844,228.64566,245.83307,220.49529,204.09312,217.41101,205.96310,180.55473,156.78972,156.39439,138.39275,128.38982
616.78339,573.77301,583.58441,627.67603,610.77222,654.38794,663.96387,680.43774,693.57001,683.94110,678.63031,650.98077,734.46313,681.09375,654.24005,669.86084,590.61700,595.70300,593.22595,632.63391,597.51025,566.41711,518.24152,448.06006,470.23172,439.51794,443.71292,399.74036,359.72458,349.23044,307.00635,287.39374,270.15396,256.11282,259.76022,267.86472,235.84868,218.91609,221.29039,226.62915,210.63295,222.14488,173.65971,202.33952,205.20209,188.26944,178.97537,188.61554,199.89912,206.41000,176.40199,198.34889,175.00677,201.10732,189.28943,191.68381,191.71486,176.45384,195.26546,186.44260,182.13133,210.15846,212.43898,216.06601,205.57399,219.11620,220.42635,200.90279,206.72495,197.75262,192.90800,184.70764,189.05939,168.04871,189.93619,183.31900,182.08524,180.24406,186.16394,193.95740,193.10242,194.46986,195.92107,183.47876,179.77132,185.11978,194.51807,187.95029,190.33727,186.94476,169.69371,171.90907,174.48341,162.90506,133.27066,130.23988,134.87100,113.38539,110.26257,111.79443,93.79602,103.35609,98.91763,116.02664,113.78876,122.89599,131.75858,138.77437,139.09854,149.59288,158.24588,176.87901,154.39494,188.94104,192.13107,216.54903,224.66356,243.41151,258.23825,282.87473,275.29169,285.11377,256.81903,294.83127,326.62689,344.48618,316.63742,332.71698,323.22238,301.20135,293.44073,310.19028,289.44177,256.30112,271.62320,246.55315,225.56700,242.31340,232.50136,200.42702,174.24762,174.83842,149.01894,139.29327
385.46414,352.74686,351.13379,384.57651,382.75732,417.10159,431.63910,451.33752,469.21109,492.99271,498.18164,487.65375,546.44312,508.63412,495.98145,503.95877,437.32025,448.05212,448.05634,469.50647,441.32861,419.36728,378.27557,317.76385,335.04395,309.59091,309.33350,277.56686,254.34610,247.96968,216.78644,206.97627,195.05061,185.47894,190.33946,195.14998,183.33578,168.40808,178.83035,184.24005,170.91525,200.47353,159.23428,188.29811,195.92484,186.21234,178.66513,189.35907,192.50908,202.90994,169.86711,189.48033,168.78506,189.39601,180.27151,183.46118,184.37296,172.88144,190.01405,177.89038,175.38501,204.53682,204.70996,209.23172,195.11514,209.67479,211.98842,196.56902,206.47290,208.38263,205.34415,203.23952,213.24866,205.92639,232.88129,228.22083,221.76851,223.44643,225.24103,227.60870,224.05109,220.97804,215.95007,195.14659,190.30510,198.53467,197.97441,180.23714,184.01407,180.38580,161.73555,168.24333,172.80714,169.07172,142.29445,146.84134,161.33722,147.49893,152.98550,150.82809,132.57494,150.01161,141.61400,159.42174,156.81252,168.35287,174.52312,178.43288,177.23573,182.97426,184.77576,195.01067,154.39636,186.19058,191.65474,194.33504,194.17146,205.52557,216.80142,224.11905,216.98705,215.49280,198.87514,218.05962,238.52867,253.46172,231.99557,241.87138,236.88223,219.56042,208.90369,222.31180,203.69162,185.80305,182.10474,163.10623,152.63217,162.81500,161.33223,138.67874,125.76273,133.77098,115.46977,114.26279
