1074.02124,914.03320,897.26379,903.94879,984.45392,1029.48169,905.98291,812.51575,813.14142,759.85168,732.87616,761.60297,834.16504,693.38849,678.44006,629.52454,581.46631,564.59845,521.28076,553.73724,517.09509,480.72287,450.25504,431.78598,421.31992,420.62491,410.98877,389.78857,398.59036,362.28265,354.66492,378.00385,361.32480,393.95511,399.67374,414.86612,430.46637,410.53040,360.14691,454.45758,418.96115,486.32825,471.80063,435.95084,472.83618,500.03049,543.64508,565.17255,573.41821,575.26483,594.06110,575.59369,585.47589,607.09576,604.95514,612.00983,641.30676,652.79517,655.51086,667.78198,647.81696,719.09558,668.58331,647.82080,703.80011,701.10461,688.02228,702.25183,686.68390,633.71948,692.36957,601.26465,639.61847,530.57800,586.64502,579.85089,551.94391,565.57660,548.13159,546.37732,511.25906,476.49252,483.08960,498.23874,488.21634,451.25467,464.27155,424.01907,425.29108,425.07385,416.83752,405.75696,398.67734,366.89285,363.04965,363.35437,373.38864,389.45160,376.99164,381.88724,373.76114,343.81799,405.98355,414.94171,439.71838,481.01004,489.69940,529.62646,522.52209,587.14270,617.62122,661.01672,657.02551,663.86340,739.59253,794.09222,759.03821,820.50140,842.59125,812.85419,831.72321,845.32397,728.12701,819.54578,822.58337,828.80304,751.14557,785.74585,635.76105,690.15204,661.79987,662.05975,643.45673,628.98944,601.24744,544.24933,555.17682,562.95178,543.85413,531.37677,456.37497,463.66867,402.44525,410.38577,421.98419,412.57928,386.84787,382.90677,348.61157,336.23383,345.58264,323.78702
997.35065,839.00079,898.01605,910.21191,909.95221,1011.18652,927.07556,879.84009,857.72882,862.70630,814.93970,846.84711,925.69763,799.18671,783.58496,716.49854,658.97144,652.75989,569.97449,616.95197,565.61670,512.66968,486.14642,448.21317,395.26218,391.52536,366.41827,326.66287,317.95810,297.11365,272.53821,288.17404,260.64438,271.21561,266.96637,264.62799,256.75308,240.34998,205.37213,251.92784,219.24359,250.68053,210.90820,185.24759,194.14354,191.28236,196.46458,196.07164,191.14757,192.97334,188.86090,180.53287,174.69760,173.93509,167.31815,175.53508,178.56943,177.66985,180.85841,187.96959,182.16006,208.34584,190.10236,189.93753,206.37262,211.66054,207.41287,213.16464,210.64368,192.20328,206.90608,180.53401,188.58377,159.86227,172.06879,170.29134,164.50215,169.85284,168.86725,167.41457,157.58537,155.76462,163.01797,169.30965,178.98840,166.93895,175.21547,166.13890,174.18285,167.87361,166.15630,164.30305,157.65317,146.70967,144.74683,136.51021,144.03566,147.15546,142.73380,138.86107,136.67505,123.44511,143.95834,145.91666,159.27002,175.76830,182.39085,192.96149,197.16302,226.99341,244.48259,263.22064,262.85489,263.67761,301.38037,317.13950,305.51251,334.88742,355.41568,349.48413,362.05206,371.63791,328.36896,379.10147,382.77200,389.33716,356.61206,372.70990,302.98276,329.15744,316.46552,306.98352,299.69406,287.73676,276.59869,246.21870,254.11702,247.39613,235.40935,233.85208,196.73361,202.33321,180.83797,180.16051,187.07365,184.25403,173.73972,174.75243,158.10472,147.98204,158.01346,148.77092
2001.05481,1698.39221,1889.56641,2029.41931,1901.65320,2381.43311,2456.21899,2457.44873,2260.97705,2417.49365,2326.89478,2411.07251,2653.17993,2289.11841,2261.15234,2126.54077,1958.64075,1923.72632,1739.53113,1877.13000,1772.81653,1625.19409,1545.41455,1450.93762,1397.23999,1387.83923,1333.25073,1239.46582,1232.90503,1158.03430,1097.25671,1146.30298,1061.01904,1115.08252,1116.56946,1126.65234,1117.52588,1047.98120,919.65613,1130.23071,1019.21576,1185.63867,1049.58105,954.14929,995.93799,1004.04572,1050.78271,1054.22375,1065.89050,1048.35681,1068.15967,1027.07275,1015.86890,1026.82312,1012.18506,998.02069,1016.49567,1004.53650,1008.13562,1016.65680,957.36572,1039.37732,949.09406,929.53320,984.51154,987.32971,961.96844,980.92163,973.78644,907.02441,995.84583,885.21802,965.11780,820.49152,943.86096,916.29822,899.34875,941.76813,924.73535,922.89880,877.74164,836.06042,857.33478,879.71967,884.76678,829.10236,846.79858,787.73328,770.52539,760.70654,738.43793,718.09460,689.16663,625.39551,611.32422,613.32355,641.23553,672.67767,643.84521,682.97003,657.92462,623.34698,731.54480,747.21057,776.02783,833.45911,840.40839,888.97266,879.04382,987.53754,1007.84851,1080.17957,1076.19885,1064.34412,1179.94666,1225.72925,1166.84058,1237.48950,1272.35266,1257.25574,1270.28809,1301.23669,1159.42847,1323.13025,1335.17224,1376.80725,1275.02649,1334.47827,1094.82629,1167.73828,1109.43030,1120.69751,1049.27148,1003.85065,969.80841,842.18756,842.28705,837.07391,782.23309,772.04712,650.82428,650.54083,575.17017,572.45386,579.53552,558.29688,537.73572,517.62567,455.31268,398.30048,426.94122,397.94781
1716.95312,1409.93994,1397.10449,1472.31348,1547.92297,1689.27759,1561.38892,1478.76648,1427.43579,1416.18298,1349.65881,1433.16785,1580.63171,1369.39478,1364.65149,1292.45312,1196.03259,1181.24731,1092.40601,1162.41040,1099.88794,1009.92316,952.08539,886.00812,831.51691,835.39441,815.67279,741.48987,736.62939,692.18085,639.79480,657.04205,608.97168,631.93561,629.90845,622.37189,603.52332,563.37000,484.99939,586.99921,525.90643,604.59351,529.54706,473.45511,498.62418,499.40884,529.38574,535.05817,543.57550,534.78137,558.18439,539.58185,544.15320,560.26935,561.68964,555.97107,578.33459,583.98444,584.63196,595.54327,566.86511,617.68530,575.96906,567.66290,599.84546,605.16467,592.86426,607.81598,599.25128,564.55640,623.86823,556.95477,619.02081,532.83032,627.99194,608.49200,615.48993,650.64069,657.90167,664.96155,637.55286,624.70062,643.34186,684.53180,726.15082,680.09552,706.52911,673.06116,675.59753,661.83936,638.87787,623.47614,588.75323,532.10406,506.63556,507.13489,520.21027,541.52496,521.88721,540.18274,522.07800,493.56949,582.71265,584.20471,618.33502,650.83203,653.64636,694.54492,676.08276,755.81824,782.62366,837.60278,827.82391,828.91327,899.08246,953.27631,904.08807,954.87610,975.00757,953.21631,959.76880,990.32227,854.71216,965.54102,990.42010,1027.03906,950.55286,990.93475,843.27594,908.12140,884.71344,903.65369,855.65601,827.29425,802.26227,706.13446,701.68304,681.46497,628.51703,624.41345,513.55505,512.86823,448.60428,444.37064,442.66724,420.24860,401.90512,373.57687,312.02917,278.77548,287.80243,262.63779
1469.12402,1280.90137,1190.92297,1217.11768,1352.64941,1378.30298,1174.41675,1049.96326,1064.57178,958.06091,907.73645,957.14166,1046.22815,853.70062,842.92438,772.32043,701.64093,684.04602,608.85956,655.64728,608.57343,562.92737,532.73712,490.56427,459.15707,448.67813,435.58810,404.15182,404.67685,373.60413,353.02158,373.48672,350.83514,384.07388,384.48822,415.27048,429.70547,401.15088,351.71335,469.37332,424.56885,480.67706,436.93814,394.80130,420.72589,425.80295,436.70651,452.97867,465.85165,456.83188,487.37689,472.96014,481.76428,512.98462,512.82629,538.41412,565.56531,581.52246,584.99792,602.70752,587.91364,647.38959,596.36096,583.33075,626.32599,625.43695,614.68176,616.05902,595.61664,546.46869,582.27094,507.53668,535.87360,447.31934,495.02786,481.90445,467.20386,479.90860,469.17703,468.82730,437.95190,408.42001,417.24194,425.91583,418.25562,389.80530,398.65503,365.54449,369.58908,366.93921,361.26224,355.50992,349.05112,322.73175,317.41553,321.31488,328.45334,344.44946,332.70691,334.86334,329.37909,303.30325,354.68063,364.26648,390.78818,416.03183,431.99048,451.66443,450.87640,510.87161,533.61469,562.28693,555.45685,572.55463,641.43170,692.33801,677.81635,732.79144,754.46686,756.30231,780.41241,802.85559,709.73682,805.55750,824.14227,848.34644,779.84192,819.12744,676.52081,739.66693,724.85132,709.74213,695.86469,672.14349,650.70337,584.08820,585.13232,571.77490,548.25946,544.31512,456.67545,473.51434,427.25800,434.73303,452.28424,458.54279,442.63437,444.03503,402.08789,383.01962,406.45020,380.64450
839.71686,690.86719,793.30634,813.69513,751.06305,885.86261,861.84106,811.16425,766.11096,772.52307,743.41144,790.27911,879.09149,755.31879,751.58710,712.00793,653.79352,646.19281,562.39758,604.95685,544.53040,492.14767,438.35489,417.49777,367.32486,362.39139,331.45773,293.35760,285.15762,263.13004,242.05096,254.14827,226.25786,227.67297,221.69742,223.45833,209.81436,198.04353,168.55602,212.11107,188.11284,219.95882,189.30200,169.96384,176.66145,172.04465,186.52200,183.78595,180.32733,181.82713,183.44629,177.11234,177.09769,178.71304,173.86992,177.74144,183.71681,185.29912,185.63033,193.97554,188.40891,209.60928,194.06477,192.01103,209.68567,215.46182,218.03470,212.56352,215.52626,190.60767,207.17883,178.68481,181.18762,149.49823,156.90381,158.38278,152.25275,158.71820,152.58539,156.45213,145.46178,141.67015,152.21295,156.21564,160.41731,153.22102,157.79695,146.78229,148.56053,145.67415,138.70123,142.12923,132.36906,118.62952,115.91508,115.40603,118.64894,119.19607,117.77336,121.13419,112.67004,106.78648,127.85049,130.60022,147.29395,161.41795,167.60466,179.55035,191.72762,223.81853,245.55089,257.35712,266.33136,268.07190,310.10123,336.99753,317.54010,354.11096,369.76556,377.26492,390.60074,407.91153,363.69165,408.79810,424.08932,425.09082,376.78027,391.55698,312.57184,336.68283,305.32935,301.52979,282.56949,263.64581,255.75798,218.25061,221.36487,208.50755,187.08900,185.95276,144.41757,149.56261,130.11523,127.07485,129.82796,125.92655,118.49274,117.52416,101.17416,92.65262,101.44199,91.74866
459.83884,376.16479,408.73700,417.32843,409.27136,453.40173,428.99557,406.39359,391.79013,379.75787,365.28033,386.25613,428.34094,368.69257,364.03915,341.79791,307.93649,307.31369,267.41110,288.96851,273.77377,243.41685,233.86075,210.88829,187.29361,183.50420,170.88387,149.31137,146.76128,130.65997,121.17010,126.59242,115.07651,119.79601,116.15752,122.64253,118.88826,111.38340,93.49377,121.14944,107.64575,126.51065,106.47879,94.18465,100.18680,98.17616,104.18684,103.59871,103.58342,101.63717,102.75151,98.95345,97.81865,99.33414,95.10332,99.97138,101.44459,102.70377,105.37243,106.73258,104.15719,112.72041,105.84407,101.55961,109.20961,113.50719,111.33925,109.98803,113.48814,101.57588,108.79539,94.92276,102.72441,85.24239,96.02336,93.15221,88.57988,89.33801,84.98744,84.18143,76.27851,69.83775,73.96254,75.61987,75.58022,72.08637,73.49891,71.20991,74.06471,69.28321,72.18915,68.03814,66.90831,62.07658,61.17698,58.77432,60.99659,61.82703,60.77864,58.46873,55.75217,51.69545,60.61448,60.68998,67.10676,70.82185,70.49998,79.48546,79.15146,88.54774,93.57429,98.04526,100.47060,102.70922,119.76661,127.59705,126.41238,141.03351,146.78720,154.17865,158.04677,167.79353,153.76433,178.44333,183.77139,190.32170,178.29179,187.97551,155.71091,168.84818,162.15910,162.85423,159.54633,153.37688,147.38077,129.64099,133.93684,127.58225,118.44943,120.73352,98.28913,103.45728,92.14413,93.25273,93.64704,90.42868,89.73196,85.35325,73.64050,65.28244,68.58839,63.54131
19.55929,15.58093,24.45418,23.16810,16.48104,21.69002,26.71527,26.51200,21.91925,27.49293,28.13933,24.90886,28.08647,26.93361,26.10473,28.00320,24.59554,25.25433,25.04661,26.81176,27.86636,24.87829,24.29336,25.68325,28.53864,27.73660,28.14857,29.76202,31.25228,26.29857,31.06667,32.51973,32.06529,34.80407,36.44770,38.78608,40.34940,39.62955,34.67860,46.07993,42.83337,47.17379,47.48496,49.89411,52.51107,57.89475,61.09034,65.90010,70.59738,68.76680,79.15569,72.41335,74.81394,73.47290,73.82568,68.64515,70.42122,65.60570,64.91451,65.17567,60.19031,63.40067,59.87803,59.32864,63.65259,62.78226,64.27103,64.78543,63.93327,60.29065,69.11900,61.06094,63.94546,53.43031,63.67432,58.54187,58.86469,61.13732,61.93520,61.93907,58.84826,57.91941,59.49143,64.05052,64.68731,62.07964,62.45810,61.98624,63.67356,63.61318,64.33815,65.60740,64.41850,60.40877,60.85841,59.96809,61.27446,67.83588,66.72805,64.59650,69.87904,71.27333,80.13786,82.80526,97.78532,112.15083,121.81537,129.78116,136.92766,155.69328,169.49928,170.44559,168.13222,176.53186,185.06062,195.73848,204.03629,209.04213,216.37080,209.23050,212.35678,226.38707,200.38832,240.43022,238.03291,250.92380,253.76483,261.08942,234.40512,246.43288,252.07851,267.97278,254.46890,255.48363,247.97354,219.30281,216.75212,212.25844,194.24599,190.70111,157.19278,155.32175,134.68503,137.42828,136.65450,130.24425,132.38197,123.14994,115.62646,108.61713,112.93862,109.01085
626.72601,516.20465,597.24689,617.60901,577.59949,691.66449,693.11951,677.75690,634.78717,684.65442,657.98157,694.49530,772.57513,694.69379,683.59473,664.36115,619.32977,618.72925,568.40472,611.46143,580.24359,528.46448,497.42740,469.26169,437.93817,426.60477,399.61133,359.42874,347.46463,317.06631,292.36630,300.78885,268.24838,277.76093,270.42108,268.01306,256.58719,238.99184,205.08511,252.51755,223.17296,253.83359,216.07494,195.37180,206.36440,206.58812,211.75725,218.04790,223.30844,218.31651,227.60715,219.23595,218.84482,222.24834,219.04054,216.44420,219.39191,214.56578,217.30367,213.99007,202.96655,221.70113,201.77745,197.21539,207.49918,210.41562,205.34872,206.79204,207.97264,189.41350,201.58325,182.01590,194.12430,166.67574,189.30455,184.24744,184.17938,193.87485,192.42488,195.83148,189.26021,178.17917,185.50085,197.47424,208.65816,194.06281,202.86754,194.71915,201.04353,189.30511,191.08875,183.70876,174.59534,153.88161,149.58281,131.27475,139.53255,137.11615,131.25238,119.11171,116.83924,101.48263,118.02259,117.77971,127.57452,134.95801,138.79897,150.45114,152.53740,172.59193,187.46774,197.01251,200.26231,206.21066,239.35197,258.95529,248.61971,275.83438,289.77316,297.87869,314.08615,329.15768,295.00388,343.33054,357.73141,362.70105,340.89630,362.50842,293.12454,317.55136,301.31592,307.87494,293.28455,282.66190,275.76685,240.54947,247.36879,238.56204,220.43523,216.29900,174.12671,172.89549,149.25905,146.90608,146.64299,134.08708,129.71436,126.14593,116.85164,111.35902,116.50411,111.78461
401.71497,330.11349,363.79907,377.93518,356.10562,440.56989,467.32877,459.65515,427.00790,479.84912,470.87195,498.72888,554.41150,515.24884,513.46869,500.34042,461.90866,470.73373,433.30573,468.25266,423.91415,392.66211,357.93155,339.67935,300.66940,296.37827,281.22980,253.16098,246.10643,223.18820,205.55006,214.37495,195.78488,200.38771,197.23306,200.60051,197.40810,185.47270,159.35591,202.95964,189.06075,216.54900,202.66542,185.98459,197.75978,203.94148,212.41917,217.91087,218.88495,214.15028,218.19342,210.20778,202.62614,210.96992,207.06761,207.74095,209.90038,210.49174,213.87029,209.92003,199.74521,209.82513,193.30206,189.78162,198.54510,200.73924,197.51379,206.90315,207.14827,193.92848,220.40781,201.31432,226.70100,195.33417,234.96983,225.57283,224.60130,235.27985,231.31647,229.94748,214.26282,199.87311,210.03378,215.63353,211.33334,197.70325,203.31201,186.94608,190.81107,187.97020,182.04849,178.81064,175.23662,162.47685,159.89790,161.37195,166.65608,174.14333,167.80170,167.83823,162.38499,146.05135,171.30193,170.16859,175.10199,184.86127,180.60336,195.63919,184.90909,206.96645,202.04848,216.32465,215.47458,203.49719,227.36775,235.74556,219.43916,230.78326,245.94521,237.14493,241.89421,247.79802,221.37201,254.21240,268.68631,271.58765,248.50899,261.99414,211.29051,232.16878,218.95238,213.71082,205.86818,193.77208,185.83592,163.75937,164.08833,161.98671,153.07185,152.53664,127.29048,130.56686,117.27213,117.74575,120.21507,118.39330,113.71932,111.92767,101.45919,92.10999,96.52464,89.33604
