1005.11591,1279.84778,930.82867,957.94617,1074.83557,977.27704,875.14172,872.05286,762.53412,711.42914,790.73547,818.40344,767.18756,728.23004,653.56750,631.65399,561.10291,567.14288,556.95776,555.85681,490.37479,503.42737,473.10339,437.06033,425.84039,417.46387,445.33136,441.37912,376.17157,371.04300,369.01532,357.79031,370.11191,360.43423,377.65048,410.91586,398.49957,404.94003,441.12006,469.53336,467.02820,450.74072,470.83768,528.20850,547.97534,536.71808,564.90503,535.24585,573.95331,591.48480,565.69519,593.73224,621.97424,619.17682,589.06268,589.67670,597.65521,617.82800,676.39398,662.48431,692.18756,625.97760,653.02570,690.49634,753.24512,745.13226,668.61920,721.24072,693.95538,621.66998,673.25385,588.43030,634.36414,623.46771,593.86786,583.28680,594.54608,552.06580,556.76868,545.37115,547.82965,504.64343,490.75800,495.97009,487.36682,465.21820,457.04349,463.26596,451.18893,435.06992,427.03397,416.14114,455.75797,364.40552,390.14243,370.57703,406.26147,411.19778,380.87787,372.72943,395.87274,405.70099,407.34595,431.42505,482.86893,453.95844,528.41382,521.44775,570.27069,562.66058,599.88019,639.68225,719.74780,675.29175,672.92175,753.48486,838.73462,804.94427,851.11792,852.94720,875.38104,869.51459,871.74615,841.93091,851.73248,848.90637,766.55786,759.84918,723.58759,682.46106,607.21338,690.04889,651.30743,628.64929,593.98981,567.05469,555.05951,531.02368,555.89563,546.86292,477.39417,439.18091,414.32751,391.21698,401.10327,418.43600,377.92188,346.43631,352.96832,361.30383,347.07507,327.66168,355.00552,358.17654
966.23181,1076.42786,889.58429,934.30939,978.12524,949.83258,922.41846,914.47034,814.04065,768.17078,841.31750,879.08881,856.43268,831.43842,755.50452,731.47491,640.20581,648.60724,629.63916,623.77997,526.77966,515.96613,475.48798,434.95538,402.29257,393.66473,400.51682,360.83200,314.95477,308.11249,284.16541,265.41794,254.48343,248.41434,245.62605,265.48157,249.19125,241.54558,259.22552,265.37988,245.39243,204.99251,209.33485,228.07768,222.55896,206.27861,208.78282,195.95326,194.08372,200.56343,175.46016,176.40286,187.93646,175.14943,165.88445,165.68753,161.66774,169.20201,184.22986,186.40891,193.21526,177.88988,195.30013,202.87033,220.15619,224.75221,202.65549,217.23459,211.61360,190.70465,203.69086,177.14713,188.22511,182.56911,177.20674,170.70055,178.59662,166.49501,169.87137,162.04846,169.40900,163.36581,166.33665,166.30592,168.45294,168.63983,181.42986,188.10611,180.60059,170.72935,165.70135,165.41711,184.64012,144.19250,150.73007,141.99841,155.48978,161.33887,144.66011,135.57442,144.39485,145.98958,145.66818,154.47621,176.19678,163.31448,195.33348,193.08786,218.18492,214.96420,234.98618,251.88861,281.26065,267.95529,269.96286,302.25568,343.32529,330.62003,354.95926,362.15332,384.04306,389.98911,393.17035,378.23129,389.55817,394.83447,367.63687,362.27975,343.67804,327.23300,285.44797,333.07809,304.73840,288.95273,274.70621,260.71280,266.98651,234.33258,245.26503,243.80397,209.45880,190.41222,181.66502,173.28906,178.65190,187.39720,169.97813,152.63342,158.19733,165.23753,158.81006,144.19203,162.93050,158.38960
1994.62915,2014.18188,1874.97803,2015.99475,1962.78662,2191.13086,2459.55664,2471.28271,2278.33545,2188.74634,2353.85620,2541.69092,2429.50562,2420.44360,2177.00146,2130.83154,1907.92529,1933.38184,1894.71313,1894.75464,1669.14575,1699.29004,1588.11646,1453.10181,1407.45142,1382.75366,1447.73645,1365.71155,1205.13452,1194.24500,1123.05945,1075.71301,1062.68262,1033.88953,1036.51709,1124.84351,1061.43616,1057.94104,1142.55408,1181.88770,1131.09009,1015.87628,1054.47949,1151.87964,1146.69043,1087.19092,1110.83752,1049.30847,1066.95947,1092.46240,1006.09503,1035.57935,1072.56409,1035.48743,981.57404,964.33337,943.80157,954.34882,1024.37317,1005.58295,1011.39441,916.50885,949.97998,982.31793,1052.73779,1039.35901,943.11169,1008.07245,995.68030,904.48608,976.29132,893.94806,948.42657,957.81134,941.55499,938.36029,964.74341,922.39563,943.77350,928.54016,926.19470,886.09692,874.55658,880.35706,885.20001,847.73450,844.45514,850.11530,808.29956,795.82141,746.33929,720.16486,794.56372,618.93024,656.39282,625.82635,702.93323,705.44373,647.97461,661.83728,716.18219,739.00323,734.69855,753.46484,832.68420,788.89215,880.91913,863.34210,948.49225,941.31891,999.66168,1050.49634,1143.10571,1098.06982,1084.90857,1170.76013,1286.97607,1226.59753,1283.36670,1289.33936,1370.92419,1363.10437,1360.64087,1322.61255,1363.03027,1406.16553,1302.20508,1281.46460,1237.11694,1169.27100,1014.97638,1162.04163,1068.48950,1006.05615,946.38159,872.66901,792.86102,787.99451,813.46710,797.51215,679.51068,619.56836,577.74933,538.65002,554.77246,567.89856,511.05817,460.57773,457.61243,446.09985,437.30844,388.54364,436.03635,414.58673
1610.92590,1949.34668,1467.63196,1541.71777,1692.76892,1580.98267,1549.76611,1527.40039,1351.28369,1329.96521,1435.12219,1505.33582,1464.52246,1444.09033,1312.47913,1302.59277,1171.46741,1178.18176,1182.94324,1182.75525,1040.62280,1031.38708,969.32233,886.95337,848.57593,832.80579,856.06982,812.28027,712.45935,704.10516,666.28687,635.58020,607.29559,592.87372,591.65723,630.61340,588.15186,567.03101,605.28589,616.35077,584.23718,509.30646,525.59247,571.98474,575.00635,541.87860,559.22272,527.17596,548.95880,561.35803,525.93158,556.67493,577.63275,575.14819,544.62628,543.84631,547.95251,552.58392,593.43079,581.80634,595.16913,550.88995,578.81573,596.68500,639.60132,636.75061,577.97595,622.42395,620.18030,566.13367,606.97589,564.08997,601.78894,617.02264,624.27307,621.97632,651.81842,649.68500,666.98602,667.67096,671.79443,653.15796,672.35938,689.49695,702.94495,688.12042,713.61859,747.14801,728.64502,701.79761,657.72479,615.63739,683.65015,514.83929,556.40131,509.75986,570.76746,572.33374,528.91620,540.78613,565.74072,589.34015,576.80548,604.01801,663.14301,612.24530,694.93115,674.09680,735.07928,726.23889,770.93335,806.52246,886.36908,850.16095,836.01611,901.79297,985.48340,942.84949,975.00537,970.78650,1029.74683,1017.98663,1013.35193,980.46588,1015.59564,1043.54309,965.37878,966.27069,945.57361,906.83740,810.59717,946.35168,877.46747,829.75256,781.05090,719.62836,654.07092,647.71503,654.39545,642.06934,542.29749,489.59143,458.86646,415.38489,416.62021,436.17212,376.22766,339.88010,331.77362,313.76816,299.29758,259.89340,284.13068,269.36816
1335.75854,1811.20959,1297.12646,1311.89807,1497.36938,1314.91370,1139.26941,1124.48120,966.96753,905.71234,1012.28119,1023.96613,963.61493,915.54413,800.62897,775.76166,683.86121,684.80908,660.90900,656.19586,571.86023,570.67487,532.82538,490.38312,454.14355,452.51855,471.01227,450.93115,388.33240,376.24960,367.63135,353.64386,358.85040,347.86191,363.07733,401.37991,385.67462,404.14127,445.04553,479.55600,474.33917,422.89435,437.40149,482.32947,470.98199,446.02127,469.27457,434.19696,462.18887,481.20059,467.52478,497.71759,519.13263,530.72070,504.28595,513.98004,519.80823,543.61591,610.68042,597.94617,624.96979,566.69568,591.45551,630.51691,674.34564,661.58789,594.43628,630.54193,589.30890,528.24652,565.63593,487.10944,526.67499,518.77130,500.44370,493.51797,501.31021,476.58777,481.89853,467.82071,466.52313,433.06137,423.76321,422.39716,419.74545,398.96161,393.99649,403.38004,390.24057,377.84592,368.02283,363.20840,397.79977,318.41156,338.15933,326.23438,360.39371,368.50293,336.28091,328.32269,352.47253,359.54431,356.88086,377.84729,422.15433,398.10309,452.45898,448.66083,491.75565,489.99045,515.32025,552.52466,610.33362,581.30109,583.92480,664.21875,759.46429,719.57452,776.26587,782.52802,831.83783,839.41986,836.68286,817.41840,847.19507,860.37061,793.35474,793.26855,768.13904,735.13226,647.57739,760.84851,708.25446,671.71545,644.71637,599.23535,562.96936,545.28809,574.10052,563.45593,489.36490,445.86716,432.09842,423.87488,441.48108,460.94852,429.13699,391.54132,409.18567,423.58603,413.47382,374.89273,425.34842,410.88620
853.19788,803.48804,785.53717,825.32532,780.51550,818.86230,840.80493,842.65027,756.89594,753.34308,798.08838,832.04785,802.38770,807.26605,722.51575,718.96222,629.74963,645.69751,625.21765,611.72638,501.39062,510.60516,443.25891,408.39130,382.63205,361.55115,368.70358,325.05914,279.73193,278.46402,253.05058,232.31137,216.09373,210.67909,202.61583,224.59013,200.93346,199.86487,215.41942,222.28799,204.39026,187.00470,193.42747,210.49792,199.63103,192.03102,199.01360,181.90927,186.79869,186.51324,169.88942,178.90128,184.76987,177.12482,171.97881,172.81822,169.95964,174.22562,193.85982,190.09299,196.46117,185.37589,196.01076,214.61414,224.70203,231.74991,207.93172,217.81348,207.96281,189.01643,202.61108,167.61220,180.83122,175.29852,161.74532,156.75441,160.96576,149.71931,159.08662,155.35805,153.62692,152.98441,154.74236,157.68382,159.80112,152.86809,156.70464,164.60509,158.27016,155.27312,143.72903,140.37866,156.95433,120.67060,125.24000,117.76902,126.53708,127.09634,117.97904,115.94626,124.75961,125.09624,129.30885,134.22563,156.84346,149.86920,172.40901,173.75497,203.15698,208.82332,229.50174,253.08800,273.44043,274.18707,280.70099,313.38214,360.83713,348.41788,378.61349,384.90390,416.39062,421.50949,424.33838,413.14386,427.21448,430.10580,386.81650,381.21393,357.27179,333.02243,278.15302,319.31564,285.74066,266.13260,251.65779,224.15648,221.03181,195.63925,195.44833,194.73126,157.01521,136.19186,134.55415,122.83501,122.42896,129.16393,112.70940,101.70550,100.26947,109.05721,101.82854,87.96330,95.80457,90.68039
450.89551,470.15259,403.53488,432.11328,437.80392,426.63168,412.11368,419.44202,372.88440,383.50296,391.25363,407.34805,393.40005,394.46585,348.85168,342.77960,302.75436,303.81876,295.23596,295.35367,251.74149,253.86749,230.56871,204.34929,190.93393,186.45015,187.23843,162.84926,138.33783,136.90967,127.69032,120.31520,118.20849,112.01575,111.48219,122.11033,111.10927,111.90146,120.28452,126.50643,116.01060,101.74620,108.83862,115.00027,115.49088,107.24541,107.82623,102.44791,106.25862,106.31262,95.58186,96.94531,105.58682,98.48357,94.03851,94.05040,90.91165,97.34371,108.41352,106.90389,108.70539,100.02687,106.67484,114.25204,119.44006,120.35650,106.94746,114.97291,109.48732,97.27926,107.09331,92.56950,101.42670,100.37441,94.96411,95.26829,92.22558,87.17128,86.75940,83.41311,81.47600,75.60559,75.22073,73.53028,77.48658,70.73679,75.88437,79.07829,75.57970,72.61204,71.64405,69.03693,76.95030,60.60316,63.83489,60.51032,66.11559,66.08054,61.61650,58.35143,60.69229,62.79045,63.32571,65.07282,69.68919,67.51991,74.85465,71.90144,82.16300,83.52619,86.89595,97.04701,106.17168,103.96486,106.03756,122.70131,143.90060,139.09906,151.22859,156.19893,176.04944,178.36566,178.14856,175.50273,181.09621,194.53857,179.85841,181.43723,175.53671,169.26135,149.62675,174.01527,163.47723,152.49150,146.25591,141.03259,152.51895,123.52283,125.83027,123.34654,108.44548,97.85981,93.57980,88.50401,89.16588,94.99638,84.24946,76.60105,76.55624,72.71553,69.83987,63.12820,67.99600,65.83955
18.32563,14.91635,20.11273,20.77210,15.57554,21.52521,26.06995,26.05629,25.66260,30.14655,23.53513,25.91902,25.88063,26.46503,26.91678,25.72579,25.04226,25.50907,26.09271,25.65187,26.70589,27.51119,27.14498,25.94163,27.89838,26.35490,30.99147,32.09147,28.72302,28.07698,30.65305,31.29626,36.76897,34.13668,36.75636,39.77809,37.19529,38.95015,41.75854,45.24298,45.85134,49.10731,50.33400,55.17468,60.02703,58.94282,67.18416,63.62281,71.66405,75.02437,69.35764,78.68558,78.66176,78.31407,68.94436,67.78546,64.97906,62.90396,66.61014,64.50582,62.80801,58.05147,57.39380,61.00779,66.64713,68.05035,63.59928,65.17342,66.38144,62.86085,66.42859,62.66013,63.57915,66.04061,60.54496,63.05375,63.91629,58.37452,62.33895,61.54976,64.05325,61.06987,62.11972,64.54256,66.60005,61.88381,63.36403,69.00072,67.31369,67.83096,71.42820,67.58981,71.73640,60.83020,66.36057,59.09752,67.23953,67.11305,66.07585,66.75546,73.83682,79.05762,86.75459,98.09377,107.75764,107.59717,125.98382,126.11166,143.76666,152.32051,155.60034,172.31006,188.07047,176.14857,174.74039,201.45169,210.45175,200.95700,216.62766,212.75812,231.81895,235.58525,238.39291,225.92892,234.74049,260.81223,256.62042,250.92690,251.61214,245.03171,238.85634,267.67197,260.90533,256.65369,245.67050,216.66689,209.60547,198.45775,200.88002,197.10432,164.57887,149.09187,141.52971,124.69672,129.68008,137.88431,119.49096,118.37014,104.52269,109.49657,107.35083,105.15788,110.24594,113.08086
622.24384,627.08331,591.43793,620.91205,604.49243,638.18268,680.11206,697.31372,636.53766,642.44452,666.64844,717.41022,709.08807,723.92914,674.23895,662.96405,612.13354,614.88605,621.74353,616.28510,548.28546,556.47821,511.06854,465.28345,444.05338,427.40704,440.78015,391.24359,338.06009,332.14487,304.24207,284.17358,265.29858,256.67447,250.21651,268.95312,251.69992,240.78528,256.97754,264.98700,247.12883,214.17752,219.26738,240.68147,234.70006,217.77103,227.56665,212.85616,222.46245,232.64917,214.66010,224.82848,234.83910,226.38289,210.67931,206.27341,199.56688,204.17337,219.02074,212.89053,214.45213,193.57275,203.70151,209.87404,228.25897,220.39943,200.15195,212.62138,206.49136,186.54539,200.56200,178.14485,186.08745,190.23895,186.90373,183.70381,196.65762,191.02196,195.93735,195.30920,198.53989,192.59915,191.25261,197.78624,205.02048,195.29712,210.56932,219.33818,213.23286,202.35541,194.62988,178.09967,202.37070,149.24716,157.56178,136.83211,148.54404,145.92395,129.49265,117.44905,122.47440,120.94051,118.85244,122.02356,135.43306,131.12276,146.73103,144.40221,162.07240,161.75548,175.97897,194.20235,213.98120,206.23421,212.55148,242.39993,284.23489,273.12912,295.44254,304.43301,332.98077,341.74704,342.66254,338.41617,354.64929,374.63535,345.32846,346.81281,334.46524,317.79379,279.06967,319.35001,298.36740,284.92227,271.13309,252.64792,245.90004,220.63664,228.54944,219.77722,186.90031,163.34673,152.57588,137.24254,136.26605,144.61166,124.41355,114.00163,115.07569,118.28062,115.45033,109.71081,123.03387,124.26761
402.02893,399.15295,350.75977,383.06299,382.09781,404.21686,444.85757,471.89774,439.77438,463.07574,472.71585,517.08160,507.39850,546.77722,504.33990,502.22241,451.90720,470.87888,466.65088,462.03497,400.36319,398.77151,363.37201,332.63196,308.80917,297.34784,305.23767,271.31281,236.41164,235.27220,214.38576,204.57037,194.35434,186.88858,181.30762,199.90018,184.60611,187.08643,199.53621,209.52664,211.29236,192.02132,200.52461,221.83031,226.98186,217.60518,222.94019,210.83176,216.51216,224.97148,207.27403,210.47850,223.66219,216.65163,200.36879,195.71725,191.03865,199.77548,214.31200,209.56511,208.84683,189.23589,196.09174,200.57381,215.87524,209.71518,194.92899,204.81995,218.39771,202.50693,214.84981,208.01822,220.10596,229.12355,232.23717,235.09804,241.46475,229.82870,234.91508,229.95087,228.48586,216.13727,212.06371,211.92216,208.71039,201.97577,202.69153,206.85680,198.77769,193.25801,181.73904,181.21109,203.21248,160.17207,169.90251,164.91327,182.08768,186.71310,170.01231,167.02364,170.79085,178.02078,169.37944,175.05984,187.39128,175.68573,194.21260,186.11424,201.86304,193.85587,200.86945,214.53264,230.10503,218.65570,207.53711,219.21959,241.52834,229.41136,246.61253,247.56013,258.77740,264.55460,259.25012,255.31346,263.64426,271.10016,256.11911,252.13283,242.60530,230.94951,198.73593,228.40500,210.13896,193.71651,183.13335,173.53896,186.24968,154.81625,158.80157,157.01544,132.74132,123.62689,117.01093,111.67130,115.87137,120.34309,111.06857,99.99461,103.75995,98.91734,98.84453,90.00546,99.05047,95.90402
