23.75857,21.86774,22.60701,22.77195,22.18107,22.51190,23.23047,21.16325,22.40658,22.21213,22.45248,21.94139,21.50935,22.21845,21.29890,21.94597,22.31305,21.08013,22.58655,20.79320,21.77767,21.67217,21.62042,21.85335,20.72095,21.90906,22.12390,22.18294,21.43836,21.19987,22.27908,21.30486,20.85637,21.80610,21.82127,22.35278,22.35346,22.17814,22.56314,20.89730,22.26620,22.39633,22.55474,21.46002,22.27891,21.12085,22.10582,21.09973,22.20708,23.11155,21.53011,22.33984,21.54200,22.31185,22.07247,23.32795,21.74261,21.30335,22.17788,20.88395,22.31806,40.64748,41.75784,42.51629,41.88340,41.85252,41.79270,42.29674,42.27066,41.75812,41.45432,40.91618,42.13648,42.65590,40.97894,42.07126,41.40536,42.48648,42.07415,41.79375,40.97635,41.35856,42.27219,40.82043,41.50113,41.32859,41.72697,41.42510,42.03615,42.18719,41.02532,42.57150,41.79282,41.62349,41.04889,41.11237,40.87305,40.92237,42.27554,41.60442,40.59771,42.62484,42.08657,42.13626,42.06149,41.57866,41.59551,42.55595,41.34925,42.17978,42.72876,41.98208,42.06471,42.47845,42.26944,41.31248,42.48207,41.46860,42.17830,42.38511,42.32431,42.58877,42.05671,41.51688,41.81802,61.01739,60.66088,61.11470,60.17201,61.95383,61.95174,61.01092,60.49374,61.97563,60.95613,59.79636,61.02091,61.54237,60.09615,60.96635,60.47921,60.42385,61.58414,60.34021,60.86610,61.07281,60.80908,60.33567,61.12485,61.22299,60.79770,60.52453,60.93430,59.58731,61.11681,59.71638,59.47405
21.85043,22.77944,22.51086,22.69233,22.25769,23.01297,22.47790,21.27853,21.21487,22.60605,22.10428,22.83974,21.75781,23.21070,22.55626,21.20999,22.48158,22.73259,21.61231,20.86560,22.62082,21.84253,21.63742,22.77096,21.87036,22.91469,22.02062,22.21102,22.06720,21.76862,22.17482,22.34793,20.52147,21.98101,21.63517,21.96305,21.39155,22.22873,20.72965,22.02796,21.39364,22.27615,21.75362,22.93636,21.32968,21.68453,21.34347,20.84653,20.94762,21.87334,20.17476,21.59400,21.32224,22.42372,22.13384,21.60186,21.43740,20.82002,21.71172,21.93943,21.35308,40.66489,40.00593,40.59949,39.77991,40.02198,38.91074,40.17627,39.53375,39.01118,40.30866,40.34892,40.04672,39.54403,39.16566,39.02620,38.79430,38.49430,39.45770,39.28273,39.46033,39.03302,38.34194,39.07453,38.65381,40.18852,39.14995,38.41164,38.34022,39.39468,39.74075,38.05545,40.32848,38.86148,38.54117,38.52611,37.73191,38.37986,38.97017,38.36179,38.31479,38.06855,38.96559,38.16500,39.53527,38.60894,38.00394,38.07115,39.09058,38.75166,38.98966,39.62142,39.53410,39.54809,39.79746,38.98768,39.90083,39.85324,40.04549,40.12880,40.24424,40.37309,40.40710,39.52749,41.63126,59.80560,59.01960,59.86495,59.00019,59.14417,58.99490,59.03905,59.88992,58.77379,59.31371,58.64929,59.05502,56.87212,58.94605,58.36858,59.22252,57.38491,58.16589,57.70403,57.47522,57.31343,57.51285,56.98642,57.68166,56.92272,57.71680,57.47852,56.61959,57.22811,56.82789,56.43319,56.85786
22.11949,22.76986,22.74716,23.52402,23.03945,22.35891,23.04045,23.79388,23.66199,23.34859,23.02006,23.18844,23.35938,23.16085,22.82908,23.27520,23.50393,24.45823,23.18401,24.04829,23.35641,23.89006,23.77197,22.71232,23.30998,24.03585,23.95001,23.75956,23.09661,23.03949,23.09941,23.50068,24.02308,23.14348,23.65772,23.23603,23.15454,23.14396,22.20193,24.11807,22.28642,24.00573,23.02651,23.26544,23.46893,23.38863,23.68529,23.47689,23.60392,22.30240,23.38298,23.29399,24.01784,23.66181,23.07231,23.22281,23.54833,23.19439,23.22176,23.49346,23.82430,43.58636,42.83806,42.79253,42.85000,42.26870,43.44512,42.32920,41.93600,42.77085,43.12009,42.40231,42.39464,42.09170,42.39185,42.25798,43.00266,42.88858,42.67478,42.95560,42.71913,43.09748,42.71254,42.62559,42.13310,41.97760,42.11049,42.59470,42.09720,41.88498,41.76111,42.09829,42.17300,42.03746,41.81635,41.16572,42.64346,40.92984,41.92510,42.38942,41.13576,41.64626,41.66835,42.07365,42.39489,42.01510,42.38144,41.03359,42.00705,42.92422,42.46120,42.38342,41.72578,42.28912,42.18468,41.89162,42.16289,42.46301,42.58532,42.58892,42.28637,42.93139,42.26554,43.18027,41.84586,61.80947,61.46365,61.29454,61.98541,61.86174,62.07096,61.42803,61.65493,61.50251,60.82360,60.87076,61.15763,60.99348,61.23450,60.98481,60.72719,61.33532,60.30742,60.06897,60.71038,60.06141,59.54134,58.84744,58.75073,60.22760,59.10962,59.17140,59.03230,58.03368,58.60753,59.44131,58.76280
22.31489,22.70957,23.06938,22.92188,23.67545,22.36385,22.02742,22.65473,22.53400,21.80172,22.84481,23.01259,23.11867,22.99690,22.97951,22.57109,22.58214,21.50061,22.12143,21.83541,22.82836,22.07076,22.25890,24.22479,22.58322,21.39501,21.64519,22.77164,22.58328,22.88040,22.15341,22.70878,22.73664,21.96637,22.12794,22.42941,22.26698,23.47214,22.77441,22.06694,22.52556,22.09598,21.79113,22.68008,23.52286,22.02872,22.37350,23.15431,22.57343,22.98658,22.76561,22.80283,21.39186,22.34046,22.94666,21.67403,22.62332,22.94048,21.90539,22.78716,21.50391,42.87153,42.31960,41.59413,41.49211,42.43405,42.96552,41.67895,41.55474,41.16155,41.87623,42.17286,42.04740,41.38828,42.88668,42.21724,41.93525,40.80252,42.84752,43.57159,41.52414,42.35050,42.74465,42.36206,41.75288,42.57771,41.53668,42.13552,42.43478,41.22036,42.08003,42.06635,41.37345,41.92115,42.84004,43.29374,40.45379,42.60928,42.29341,41.54177,43.18697,42.64877,41.12514,43.02028,42.69474,42.19628,42.61670,43.05783,41.79375,42.08969,43.07881,41.99701,42.89367,42.73498,42.17179,42.24504,41.33167,42.14022,42.36681,42.53798,41.20716,42.21478,41.73649,41.49878,42.57996,61.71640,61.27059,61.24686,61.52851,61.92580,61.26991,61.56534,61.79073,62.47184,61.90198,61.99458,61.45079,61.73138,60.80652,60.40848,61.77617,61.83135,60.24875,60.93374,59.98283,60.99083,60.35220,60.11868,59.61488,59.24043,58.98764,60.15041,58.73383,58.02401,58.69485,59.07281,57.53621
22.78475,22.68251,22.70016,22.92607,22.65117,22.89966,22.97264,22.51179,21.52026,22.32047,22.48707,22.84570,21.92554,22.00051,21.69489,21.94549,21.50646,22.00393,22.13176,22.93139,21.45914,22.26422,21.73472,23.16047,21.59633,21.63844,20.93364,22.22864,22.58436,21.45074,22.59523,22.03552,21.14050,22.30263,21.72276,21.99819,21.00403,22.47542,22.19406,22.07227,22.11270,20.99372,22.21775,23.27020,21.20846,22.09107,21.82547,22.84152,21.73045,22.40798,21.87280,21.58367,21.52258,20.93003,22.38606,21.49331,21.65155,21.81306,22.43453,21.36909,22.31697,42.67411,41.63052,42.13534,42.20748,41.61067,41.71221,43.73179,41.98731,43.35295,42.23159,40.97547,41.95740,42.42566,41.93998,41.69308,41.88320,41.73710,41.63103,41.20612,41.71743,42.41306,41.37767,41.24456,41.91310,41.27938,41.00077,42.01589,41.44210,41.51721,41.23572,41.76453,41.92401,41.44563,41.37949,41.28238,40.86615,40.20974,41.91488,41.38012,41.76719,39.43394,41.18998,41.37477,41.27448,41.05494,40.75785,42.11766,42.03938,40.46552,41.62619,41.43343,42.35798,41.03900,41.51999,42.09450,42.22631,41.61841,41.85434,42.70442,40.93629,42.26738,42.12134,41.26310,40.79006,61.33678,61.34001,60.92231,60.66353,60.65301,60.28073,60.89515,61.32415,61.10278,60.28799,61.46879,61.19927,60.15951,61.23702,62.05802,61.66059,61.06852,61.61021,61.09100,61.13992,60.61891,59.86000,60.78495,60.88707,60.86231,61.11930,61.24687,60.71233,61.45725,60.55340,61.18288,59.89043
21.35958,21.86352,21.91167,21.53367,22.16517,22.51084,22.24667,21.60214,22.99512,22.14439,22.53775,21.41762,22.35740,22.24565,21.86950,22.02574,21.93484,21.79058,22.43777,20.73230,21.54016,21.79773,22.46988,21.91677,22.67851,21.47782,21.38519,20.50288,22.81747,21.54060,20.83840,21.77869,21.62234,22.00421,21.12700,20.70207,22.61230,22.33889,20.45496,22.52889,21.72491,21.13375,22.05894,21.72819,21.93658,21.64531,22.36608,21.17428,21.16744,21.85649,21.36592,21.80148,20.85437,20.57343,21.63255,21.64464,21.77112,21.85196,21.62769,22.62232,21.04249,40.53479,41.02496,40.88197,40.00421,39.73471,39.92250,39.48841,40.13675,40.42699,39.90500,39.58324,39.71432,39.08805,39.01342,38.79732,38.99047,38.60714,38.07896,38.07245,38.65074,38.38006,37.67878,39.39627,37.46756,38.50293,37.75993,39.79568,38.10559,38.99152,38.42860,38.13546,39.60725,37.60964,37.61822,37.27531,38.26657,36.85950,37.45356,37.77927,38.21131,37.64005,38.55970,38.51418,38.04204,39.18519,38.78598,39.05478,38.42496,39.60965,40.36502,39.80114,40.01772,40.17649,39.72084,39.35107,39.87724,39.58718,39.19369,40.30569,40.71983,39.58484,39.98652,40.37630,40.97370,58.60627,58.70802,58.99864,58.44380,57.31267,58.62190,58.61286,59.71498,58.76155,58.40252,59.12710,57.88417,58.03002,56.81049,56.40760,57.35768,56.43538,57.29702,55.86549,55.97878,54.58300,55.00620,55.71131,54.95392,54.23394,54.61700,54.02079,54.40851,53.62736,55.06109,54.64619,53.76540
20.61748,23.04952,21.38929,22.25837,22.10434,21.07873,22.01118,21.41873,22.36170,21.24680,21.58259,22.39308,20.23854,21.64541,21.69793,21.37337,20.66578,21.06774,21.58266,21.76375,21.45859,20.74994,22.27970,21.45394,20.77796,20.84067,21.37213,21.47930,21.16634,21.48336,21.80886,20.61185,21.39420,20.88209,20.14622,21.56951,21.51927,20.93023,21.99400,21.93973,20.64255,21.62526,21.70940,21.71475,22.12617,20.83504,20.77498,21.39326,21.62437,22.23948,21.54724,21.47067,21.67398,20.36420,20.57354,21.47906,20.88983,21.70957,21.51444,20.12159,21.65964,39.84879,39.16896,39.57381,39.21231,38.20848,39.00220,38.39777,38.69096,39.30283,39.35796,38.45086,38.33177,37.53120,37.67527,38.23301,38.45225,36.76364,37.50940,37.36484,36.75764,37.90974,36.03302,36.52320,35.98643,37.43464,36.68450,36.75143,36.19977,36.61208,37.28973,36.69604,35.47838,36.49650,35.97812,37.05460,36.02797,34.83578,37.50285,36.59810,35.52833,36.96590,36.76499,36.45198,37.41214,37.74383,36.03601,36.88726,36.68159,36.26956,36.63974,36.62785,36.99846,36.74010,37.37665,37.69539,37.39254,38.13331,37.72493,38.38946,38.38258,37.83150,39.14695,37.56814,39.12984,55.79517,55.21569,55.53237,54.83229,56.31607,55.21426,55.02929,55.31181,56.02641,56.18309,55.11623,55.49034,55.23651,54.52140,54.97882,55.63567,53.70201,54.13627,54.41725,54.43149,53.93580,53.31959,54.47566,53.39634,53.91961,52.67347,52.91073,54.25837,52.90321,53.08198,52.48016,52.24474
14.69664,14.08933,15.06527,13.67566,15.03724,15.69350,16.43106,15.96598,16.47301,19.01035,17.65496,17.29599,17.40405,17.79783,18.76528,17.89523,17.97956,17.87408,18.00102,18.24145,18.63083,18.91615,18.20739,17.61950,18.20067,19.19990,19.06501,18.23705,20.01244,18.97453,19.58056,18.47230,19.42412,19.21578,18.77205,19.62496,19.34821,18.81120,18.98286,19.19389,19.61921,20.08148,19.96614,19.48586,19.84682,20.35649,19.42813,19.44039,20.62004,19.65563,19.56181,19.77192,19.70302,19.68250,20.09748,19.33389,19.88427,19.91205,20.52036,19.72832,20.59490,36.56688,35.53754,35.57775,35.46335,35.31218,35.58027,35.21698,36.21156,35.96572,35.04840,35.37015,36.12344,35.79781,35.50470,35.56866,35.79499,35.17266,35.43721,36.02654,36.03020,37.23555,35.53992,35.53489,35.35777,36.40173,35.06026,35.49178,35.90847,35.81867,34.98711,34.97799,35.80970,35.69722,35.24035,36.29686,36.39330,36.20654,36.20563,35.56993,36.58249,35.85456,35.88144,35.91393,36.02578,35.41998,36.26218,34.87659,35.90979,36.02125,35.91990,35.22028,35.35783,35.63945,33.95419,35.09410,35.01803,35.39808,34.27951,34.27295,34.99606,33.87039,34.23850,34.30979,34.81227,48.53290,49.06375,48.89601,49.74750,49.20336,49.75056,48.95064,49.35590,49.94989,50.36233,50.69077,49.41254,50.45599,50.12339,51.19610,51.67207,50.80740,51.12646,50.80101,52.00311,51.57423,50.58094,51.20070,51.55087,51.35022,51.24909,51.96667,51.67187,50.49877,50.71472,51.16310,50.75821
22.50001,21.82551,21.49299,22.20638,21.18324,23.70570,21.50666,22.64690,20.98096,22.16265,22.02353,22.29994,22.32870,22.56678,22.04819,22.48458,22.28361,22.12470,22.17677,22.33438,21.57186,21.89725,21.69036,21.39451,22.49608,22.32409,21.46619,21.47399,21.30884,21.44632,22.28624,22.00426,22.63684,22.44039,21.82134,22.12246,21.98874,21.17941,21.20789,21.26460,22.06909,20.96805,23.15886,21.92694,22.43473,22.21110,21.72546,21.21696,20.26434,23.17016,20.86317,21.39172,21.89252,22.67267,20.71152,21.86160,21.07665,22.16455,22.29253,21.13311,21.03118,40.94999,40.59697,40.29929,39.94986,39.75776,40.37954,39.33219,39.86435,39.95874,40.43259,39.19118,40.47024,39.27335,39.58394,38.83197,39.49425,39.58802,38.54350,39.85915,39.87215,39.25301,39.49499,39.59538,39.96834,39.99142,41.20744,39.53734,38.52380,38.90508,38.76746,39.11111,39.02701,38.97738,38.79926,38.64620,37.85430,39.16580,38.72427,37.86960,38.61446,39.30184,39.29348,38.56839,38.71529,38.47305,39.07378,37.58965,38.15224,38.60792,39.10175,39.38228,38.65719,40.14156,39.85394,39.93987,39.96115,39.56504,40.29045,40.26710,40.59884,39.77085,41.10722,40.28399,40.35842,58.96968,57.72447,58.64146,58.36646,59.13432,58.14824,58.61286,58.57814,58.02456,58.36227,58.23291,57.59700,58.52105,57.18575,57.58376,58.72544,56.84483,57.12563,57.01340,56.56674,55.91262,56.00784,55.26145,55.72293,55.19762,55.71256,55.04799,55.03067,55.56982,53.89119,55.88662,54.56567
21.95012,21.51015,20.65862,21.97972,20.20731,22.02642,21.78193,21.18687,21.83447,21.45047,22.23218,22.75570,21.35048,21.73632,21.93938,22.65320,21.70521,22.69668,21.50746,23.01479,22.40443,21.50527,21.63334,21.49297,21.56012,21.94539,21.92597,21.03618,22.01328,21.76900,21.89656,21.50786,22.48114,20.93774,21.20771,22.18439,22.67775,20.64045,22.24466,21.85136,20.62892,21.16082,21.81601,20.96833,22.30616,21.58409,21.77737,20.91341,21.20209,21.61776,21.10373,21.38595,21.23201,21.83952,21.50524,21.13988,21.57125,21.89363,21.25922,21.85244,21.83529,40.64562,41.54776,39.92211,40.06914,40.00291,40.60102,40.80599,40.83775,39.65161,40.35640,39.88013,40.74425,40.42024,41.31689,40.61002,41.17169,40.19686,40.03268,40.36973,40.64321,41.48376,40.08707,40.36491,40.57119,40.59093,40.31731,40.38504,39.14401,39.87971,40.68941,39.82608,40.23938,41.06691,38.66359,39.98949,39.78650,39.19184,39.98117,40.29231,40.35357,38.33574,41.00376,39.63157,40.25837,40.49913,40.51340,40.96019,39.87307,39.77188,40.29419,40.15561,40.20179,41.01030,39.87516,39.47044,39.84788,40.31665,40.74383,40.53091,40.18964,39.91295,39.65715,39.83623,40.88681,57.58408,57.59330,58.27637,57.84444,58.19596,57.72215,58.01916,58.23800,58.08382,58.60045,57.89847,57.18692,57.85354,57.26897,55.30126,55.41595,56.94483,56.17774,55.53071,55.95376,54.90405,55.68340,55.78416,56.11516,54.67415,54.46915,54.11279,55.31919,54.71075,54.74557,53.70824,53.99195
