1122.75928,884.76807,931.64691,1125.14636,1069.84778,1037.67371,968.25629,825.18860,835.28998,816.09576,766.94495,778.41870,780.08856,695.48364,656.00330,561.99707,566.81146,522.26270,543.99817,536.28888,544.51703,526.99030,476.99994,460.10632,418.15884,438.29483,416.03799,452.41364,395.70276,401.09622,363.52640,339.48846,337.61493,400.24869,383.71338,401.13989,411.04810,368.46143,399.88254,414.97946,420.93509,436.50821,445.98807,379.98227,471.73175,492.17697,446.46991,506.88696,500.12521,556.00745,552.94080,529.96069,553.38672,541.57629,576.90637,535.83923,597.11694,625.80347,646.04291,596.43292,599.26227,608.66840,608.07739,692.95294,630.22418,656.12439,681.10846,597.02448,611.57019,582.48309,578.25677,613.88678,577.74323,538.08990,559.22729,554.25409,551.61072,536.80121,528.08813,528.89575,472.03638,421.94351,438.00647,480.64560,446.76331,418.10266,401.99136,404.89233,391.93335,372.38477,385.20743,373.94806,378.04785,363.14243,378.82776,358.29318,358.34525,348.03519,355.20071,369.53687,343.48373,352.76016,362.98160,448.27820,388.71725,460.57251,520.89978,482.69186,485.66037,548.72589,536.20349,549.80365,632.76794,671.78882,642.31793,668.95361,692.80438,856.25360,821.71539,776.84375,825.92017,779.43695,798.65546,761.85437,746.92609,800.61542,781.82660,736.16669,617.45898,635.99084,639.60626,675.89362,636.17950,642.56079,591.60388,572.98114,517.54907,521.39520,571.00500,535.48248,481.71133,434.10339,424.50284,395.46741,395.08475,439.35486
1015.23077,817.19604,929.88666,990.26758,1012.06854,1017.77991,951.90857,873.54291,874.50958,859.66626,838.99951,842.33374,859.90405,812.55200,738.25397,648.84326,663.23511,606.68024,617.80170,606.34192,586.91748,558.84869,487.18530,466.68628,401.43985,407.98853,392.15195,386.85037,331.11615,337.05600,283.51889,264.15289,244.97391,270.01349,254.14626,256.95636,255.97862,220.63028,228.69458,234.07841,226.43393,194.47050,211.55351,176.21759,201.22540,192.60742,166.21783,186.94093,171.35762,183.58856,181.50334,161.58733,160.29901,158.22643,162.78267,152.60231,163.69469,168.14851,184.30324,166.35493,168.13834,172.89873,182.20035,200.05049,183.56569,202.44226,208.38953,178.73363,187.03697,175.87122,176.83167,186.03629,170.44444,158.97897,163.73410,164.65874,158.42465,161.81743,157.51410,162.45662,154.09830,137.90985,144.82072,165.85207,156.32870,154.20366,155.55608,159.45688,154.12863,150.55733,152.94862,151.15395,157.24948,140.69676,143.77025,144.00722,140.10820,131.95085,131.50612,138.18266,124.64491,125.38188,128.35373,164.49959,139.60306,166.50443,195.37213,179.62065,182.42009,213.57935,210.43628,212.25774,248.88458,274.23709,260.05341,269.90445,288.89670,362.51572,356.22644,327.71179,360.48230,341.03973,365.86313,350.29169,354.44766,375.07529,372.09521,355.25793,291.32748,302.82117,302.75037,322.81235,294.49063,297.83115,272.52792,258.19769,231.53741,230.68930,248.54115,238.93982,207.85355,194.49681,189.68413,178.89853,175.15511,195.43031
2001.39368,1666.86292,1938.91968,1953.16650,2167.96289,2366.04980,2211.55591,2374.89160,2437.01172,2311.11914,2256.52734,2410.10254,2429.60938,2330.34790,2174.81299,1932.00952,1959.45837,1797.51562,1847.43481,1837.67188,1838.38257,1770.96887,1585.70593,1544.29370,1389.12976,1450.44873,1369.57520,1444.38403,1251.72852,1275.30127,1129.28040,1050.65430,1003.23749,1116.47632,1072.45532,1094.42322,1090.73315,964.29614,1016.12451,1055.18811,1037.93359,992.96710,1006.83929,880.42200,1017.54181,1002.95966,884.91534,956.41431,923.04114,1008.76300,1025.45227,930.73834,958.77948,922.29620,964.72278,884.07153,942.58557,964.51819,987.66125,892.37891,893.77106,890.41815,877.43958,989.77521,898.86993,915.96399,963.32880,846.68335,875.45422,840.72156,853.65936,906.90863,870.16071,817.85199,869.92249,876.36688,895.87439,888.28784,872.05023,892.70758,820.27063,747.25348,778.11407,858.94995,789.02563,764.18744,748.38940,739.60052,725.84497,678.28455,686.64941,657.02216,666.96625,614.36047,633.47858,610.71338,603.14722,599.93341,620.39001,650.11932,605.04089,616.64240,636.99133,769.25458,680.87244,784.73303,873.06787,811.71039,815.75568,902.21515,886.29724,920.34308,1027.52209,1068.60071,1027.82483,1040.48523,1092.56323,1290.45715,1271.68396,1192.71899,1258.72522,1215.99756,1273.27527,1234.35962,1223.86560,1334.68640,1331.30603,1257.73340,1049.29272,1080.23047,1077.17078,1134.50574,1041.10388,1036.72180,930.71149,882.99261,784.04797,774.49939,835.98761,789.31244,685.00739,625.34344,606.01935,545.47742,545.03790,587.08118
1752.18542,1404.54907,1450.42322,1754.38025,1697.86389,1697.80078,1587.49060,1432.61121,1493.32117,1439.26880,1384.06799,1429.22388,1471.91345,1387.14539,1316.90686,1197.12646,1203.42334,1094.37683,1150.61157,1143.33423,1147.24023,1091.91052,980.64764,931.42426,839.99323,873.97229,841.96649,854.56659,737.49414,759.63452,661.65381,614.95612,572.56573,628.38361,601.38733,602.57544,593.35248,524.52014,538.86920,552.13818,533.60950,490.68915,514.24152,442.53622,513.45660,501.95877,440.50021,485.12720,469.67401,525.14777,522.26984,493.14880,517.00714,509.79202,529.86768,499.80148,534.14398,544.61450,559.89294,519.29382,528.42584,529.68231,527.94983,594.06012,544.82233,560.40948,590.53186,516.30292,545.20850,522.85376,533.59344,572.51923,548.74768,525.02869,568.81860,585.62061,606.49817,614.51990,605.62598,637.07831,607.98486,560.46771,590.14008,669.86694,621.63513,629.83752,637.27625,643.58496,617.85431,583.04608,599.07642,567.32178,569.97705,525.85266,526.86572,506.06946,492.66986,489.64908,494.30670,523.92596,479.10437,491.80234,506.36829,616.67700,529.20410,620.96552,682.51514,627.52325,631.42432,697.18475,678.86615,709.77759,793.55487,827.84332,786.17645,799.33234,842.96613,986.74567,959.57397,910.30798,949.17419,915.52124,948.97906,901.54095,902.49255,972.72253,982.63470,941.65851,801.93445,845.44354,865.20331,913.95007,842.85529,838.74628,763.80432,734.01459,648.80237,628.17194,674.54022,639.77429,533.93939,499.20398,467.74411,418.05289,418.14081,437.68384
1555.71704,1234.88306,1248.81921,1588.58606,1472.46887,1407.60608,1289.70801,1063.46570,1083.40295,1052.93005,984.43500,969.02686,981.82220,864.54272,804.95776,678.40808,694.43188,637.85077,651.24823,642.63110,636.73511,606.05945,540.40021,515.55591,455.91071,479.38034,447.30698,467.67706,408.08459,408.53500,364.84665,341.06357,330.15372,381.67923,371.22827,397.87823,405.34134,366.99319,398.80225,444.35687,422.95563,407.52841,419.49643,373.12219,429.45163,415.08652,371.58737,411.83780,406.98962,453.63217,446.61575,436.16360,459.31454,461.03232,478.43246,463.14920,518.85254,549.01410,584.04541,537.84467,543.20062,552.03680,557.53284,627.31232,569.54956,587.72461,608.82013,524.42773,530.80499,491.31494,488.10172,520.72150,482.37695,448.32889,468.65973,462.08209,471.82388,459.29868,448.27191,452.93597,403.59937,360.32425,372.44513,412.34015,381.77353,357.87759,347.43063,348.85428,337.65665,323.41150,333.45193,328.50061,334.81686,317.09329,327.31708,317.31558,318.92490,305.51608,310.20410,322.17776,297.63489,309.59158,313.56299,386.25269,338.17169,398.20050,447.88742,423.79999,421.23804,470.65723,467.53003,476.67108,554.84637,573.54193,549.63416,583.29791,612.09735,774.07227,750.15381,724.37854,772.10437,742.06226,785.01678,750.44135,747.12341,804.96027,807.15826,773.41534,641.44861,680.14532,684.21899,736.84180,682.45038,699.12640,636.64240,610.44183,541.50031,538.63483,574.46472,553.28162,481.79935,454.67889,441.05304,430.85324,418.29037,481.19421
830.13574,684.10876,804.18878,780.38507,839.94055,896.29462,840.28345,788.35236,813.62195,791.38770,761.05530,790.82739,810.23590,761.68420,721.24951,650.56287,651.97937,591.11176,603.53308,582.04620,561.95605,536.09265,462.12686,443.05991,375.25470,369.40857,353.35117,350.55167,296.25513,301.93640,251.24110,229.24150,210.16376,224.02963,212.62549,208.96306,211.46458,176.47069,189.49985,197.68857,192.63011,181.49593,183.07704,157.46010,183.47482,180.90276,152.86024,166.03053,160.01028,173.38310,176.73242,159.94424,170.59621,155.94800,166.80156,157.58138,169.69432,175.46701,184.65034,171.18048,173.95570,179.81921,185.48871,210.95557,192.73111,204.83157,215.54253,189.05504,191.57838,178.78003,171.57733,178.42226,167.68324,151.83350,154.19144,146.11905,148.81229,148.70918,147.29156,156.75215,142.94298,129.49992,137.85687,150.28516,142.01195,138.37585,140.23065,140.38022,135.40326,126.23930,133.21872,127.85986,130.92935,119.60746,122.86437,114.64331,112.85560,107.66238,111.75529,115.59298,103.95453,108.01691,113.00939,142.62975,122.85470,150.41956,179.88626,170.59854,172.07880,203.42841,203.80341,219.20605,255.87642,278.25934,270.98260,278.11755,305.70645,374.62238,367.92108,360.50381,391.03610,374.80319,407.57736,379.10516,375.86340,402.00833,396.00790,371.73956,290.22128,300.51938,300.21854,308.10486,281.18704,273.05716,244.29265,227.58289,202.63185,189.84116,201.69821,187.36578,150.03400,146.26842,133.03557,131.43265,122.85382,132.56657
466.86661,367.96704,426.64438,444.56519,453.59875,466.36328,433.49341,389.69061,410.67981,392.48163,377.17154,386.59534,398.85654,371.91129,348.74646,309.90622,317.55438,289.11880,290.83636,285.21710,281.69125,265.23373,229.03679,225.73967,188.54021,192.01675,177.55067,176.53165,150.14511,145.54865,126.57369,112.76157,107.85410,116.57653,113.11159,115.69202,116.08893,100.56571,105.44608,114.61860,102.23090,100.05053,99.85929,90.94866,102.48479,99.89794,86.90524,93.85464,86.34970,98.29385,100.08029,90.43462,89.18729,88.13879,92.58843,88.17216,94.12388,98.88107,104.91019,96.15060,94.14471,99.17514,98.56860,112.38279,101.53003,107.14370,109.14337,98.16084,97.86352,89.69842,90.75522,96.48950,93.01405,85.25233,90.68906,84.61858,89.94938,81.92714,81.60826,78.59684,69.25315,64.33578,64.92876,73.84606,67.63847,66.65433,65.76583,66.88670,64.04375,65.11600,63.81543,63.74984,65.29069,58.78556,61.67092,59.31197,58.46587,57.12398,55.97878,58.85758,53.34974,52.12542,56.40479,67.17664,56.94961,67.50679,75.49854,70.85465,69.49251,79.76311,79.61896,85.33727,100.25266,106.01878,100.98851,107.97723,119.14935,150.58678,152.18625,147.06726,157.11736,155.56842,172.76408,166.23358,167.57613,183.58910,186.77737,176.82477,149.10930,157.22957,155.94370,170.79895,154.11646,156.55472,141.07715,138.58957,120.34222,122.16441,128.00534,123.76155,105.07097,102.50370,94.28707,89.38530,89.47569,94.32491
28.70675,14.99977,22.45541,14.79462,17.04291,22.72293,19.88137,24.60402,25.83154,22.05021,22.05012,25.84399,28.50169,27.44679,27.24978,28.87547,25.97344,23.67181,24.47461,26.14310,27.13488,27.68413,26.18985,26.29257,25.89951,26.98194,27.68330,32.98202,30.36904,28.25694,30.33523,28.15104,32.04507,35.81269,37.52929,36.52316,37.11985,35.76433,38.30038,42.93721,42.67672,46.67934,47.73907,40.58239,50.37540,54.44627,52.81603,57.95335,59.98159,72.18501,68.36774,65.69576,72.12402,68.13711,69.08031,63.28462,62.78707,60.93415,63.06947,55.84373,58.46321,54.79275,55.44859,64.86996,56.50202,55.72816,65.28568,55.84692,59.81694,60.73732,60.07802,62.91052,61.32548,54.60894,57.64246,58.45235,58.18729,58.16077,59.04113,62.27530,58.09812,52.59164,54.93377,60.53364,58.20110,58.13833,57.35578,59.63796,53.91441,59.76372,60.73483,62.05282,61.32644,61.16244,64.43532,59.93101,58.59481,58.77267,61.03315,69.87725,66.86472,72.56882,73.33918,100.99898,92.94658,104.29667,128.51419,125.56040,125.05861,142.35440,144.97133,146.90517,166.02667,169.93681,161.45276,167.99977,172.10509,208.89934,208.75890,203.70129,211.03949,211.94052,219.14960,219.20094,227.40639,249.35747,260.87302,253.58781,227.81972,236.66165,248.25398,268.04300,250.61713,258.39517,233.98111,224.93831,200.57071,201.43459,210.77066,197.22095,161.71712,152.12215,139.12480,121.55497,129.41724,141.12970
622.98969,506.53918,613.43805,604.61664,654.22156,695.60760,657.02277,655.03644,683.25433,656.09589,647.19189,694.37390,717.40564,700.14423,665.48022,628.87531,628.95593,576.24738,600.73499,594.51636,595.07861,572.39911,514.15619,497.85300,433.65125,442.80869,417.81738,414.53342,356.69165,351.60049,302.76553,275.04657,255.03522,270.98331,255.68558,259.67154,258.69669,223.31143,228.93388,241.13844,222.28970,203.79465,214.79547,186.96516,211.54141,203.76053,183.61230,198.94344,193.48112,215.31293,214.67839,200.56667,202.68445,201.21371,206.54929,190.40155,201.49391,209.62030,212.50107,192.63260,187.24481,190.71594,189.45782,211.10547,193.15132,199.69363,204.71159,175.75497,184.35895,168.98788,178.55827,184.87178,173.33284,164.07434,171.76915,174.62944,180.77626,182.23372,181.63898,195.79118,180.12277,163.37015,167.86690,194.88786,182.48343,177.93309,179.04317,183.89513,171.21043,177.20753,176.28104,168.09525,170.48778,150.39632,153.92534,142.34576,135.19228,119.53628,121.25058,121.67210,110.37784,104.32273,105.70752,128.32494,111.75864,130.05290,144.72838,137.27980,136.94800,158.47063,157.12573,164.03485,195.79126,213.54398,205.39706,215.76439,233.78018,298.16464,291.75497,288.61035,309.24222,298.23581,328.14465,319.26981,315.86002,354.75858,354.76743,338.14911,277.36343,291.52579,296.64270,311.75092,287.10562,291.86826,260.21225,249.15715,223.36349,219.94110,237.73257,218.73483,184.98987,168.05110,158.98973,138.35805,138.76866,146.25214
400.62302,325.10513,373.39087,380.30469,409.57999,440.70334,417.59204,439.00027,491.28647,451.31461,440.45740,499.93774,519.19366,526.04553,499.73959,481.38281,461.86053,434.17639,454.59689,450.88278,438.88644,422.76111,374.29468,353.99542,305.41766,308.19336,292.35416,294.18924,250.80035,247.44861,215.21454,192.54333,181.60971,195.19592,184.60458,190.55550,198.28148,168.39639,178.91063,193.79091,189.36638,186.94847,192.14299,168.00902,199.71411,200.97421,178.46410,203.71426,188.76180,206.57901,208.29005,190.92723,188.16653,192.23367,194.40553,182.04660,197.35774,198.98181,211.41479,188.00693,186.46768,184.03662,184.39558,203.07016,182.39673,188.96881,198.83910,170.62941,186.74014,177.76587,191.02074,209.21648,199.43568,192.82007,213.24745,218.34839,225.93675,221.48622,217.76668,221.65712,202.33961,178.80283,186.99846,206.42897,192.03249,180.32130,178.69101,177.94232,176.54785,160.25078,170.10507,164.60956,169.27089,156.97617,163.49176,159.70596,160.26418,156.33299,156.64101,160.59206,147.42749,149.30286,150.28827,174.16753,152.35619,176.53824,186.11026,173.82626,170.10242,189.29927,187.28499,183.85681,200.72255,213.38080,200.44366,200.59856,205.56755,246.07874,236.96970,226.78282,246.21542,232.47812,248.40257,238.05199,244.51718,251.88747,261.95178,243.94562,205.35109,211.06607,208.65884,222.68707,203.91925,202.41423,182.86626,175.24382,152.29489,153.59515,162.64825,154.30478,135.07300,125.04746,123.72206,112.12303,113.52694,124.50939
