934.07245,930.21405,804.38196,901.89197,1068.24841,1000.01764,862.41235,820.49567,813.02954,780.84497,741.70331,723.11591,744.80408,732.40125,645.06372,525.11755,596.61084,529.72009,527.01196,510.37927,514.22009,445.28955,468.64154,454.35025,427.00916,417.53250,449.79648,448.93503,416.07642,377.37231,358.00125,362.45398,384.31317,377.77753,411.67078,389.13940,395.56296,409.12518,401.55441,409.39099,432.86026,434.99588,438.57861,419.81775,431.66544,445.50479,451.78836,437.29987,531.35242,506.11859,508.45618,504.24173,509.46143,524.58777,552.60156,499.14322,556.82574,587.04944,566.55542,577.08032,577.95398,755.67163,703.97711,698.72949,704.44360,685.16272,690.83618,723.30072,676.55426,646.22058,646.16022,633.76801,623.95380,645.69928,566.50781,556.25049,555.89514,564.06641,569.10510,532.84735,495.39868,509.54776,461.57245,482.02478,417.70377,439.88834,418.09402,380.24069,400.06531,410.32904,382.99396,383.39215,393.37460,354.91336,353.48938,353.56546,365.52115,366.48358,324.59854,347.68039,318.44482,301.16415,344.30746,378.01041,448.86273,412.26331,465.38495,420.51486,471.66162,506.33066,471.75275,526.78137,620.78772,584.39478,574.06006,645.48029,677.22736,741.35767,713.40070,701.21301,755.72870,743.62213,699.22980,697.55499,742.49310,780.86725,773.82422,722.75165,666.25452,681.75476,640.46869,645.83002,625.17468,612.39862,583.84479,562.25885,526.30640,570.74994,554.40485,539.58441,463.32904,478.54987,411.11679
932.16913,889.48871,828.30817,904.22327,994.62573,974.46704,894.51892,878.36920,880.19763,872.95813,817.63562,831.88611,840.91382,836.09540,758.11218,585.18335,685.55511,621.94000,588.58655,558.09503,560.48370,422.65063,481.63135,465.44077,415.29538,408.08020,401.78836,393.34201,341.81195,302.84338,280.34393,276.26627,272.30783,260.20712,273.94348,248.66118,246.83061,243.98077,225.04852,219.95326,225.50531,215.12300,207.43782,181.93744,184.31348,164.54701,169.62602,158.73618,182.33124,169.25447,164.96786,154.02414,144.00943,155.78415,157.97269,134.86340,154.46584,156.93291,154.67336,158.35483,163.22656,211.31046,206.21754,208.24506,208.64619,206.45380,204.19745,217.81207,206.53580,194.54111,193.25822,190.04720,185.62466,190.89375,167.85072,163.41049,163.73662,170.75047,171.67274,164.66705,155.05597,163.13802,150.91615,162.24991,149.24812,163.23335,155.53929,149.51340,154.94006,162.42906,153.89786,152.96121,159.40230,141.79077,136.78609,137.44798,141.38985,138.53915,124.03767,127.53713,115.53667,110.77740,126.79689,133.01744,162.88519,147.09299,170.48833,155.89551,173.62323,195.36409,179.52969,205.67731,246.52525,230.80614,226.39769,262.79736,276.46625,306.03363,297.45312,295.95456,325.14328,323.79584,313.98813,316.40961,348.91071,367.61038,363.21255,344.63742,314.84277,323.52567,300.87283,306.33331,294.05960,285.19974,267.26505,256.87949,237.81625,255.03191,243.75331,235.54100,203.08377,209.30998,181.29549
1998.15735,1810.50806,1808.20251,1989.96948,2102.91016,2271.95923,2325.76782,2406.50684,2491.20288,2483.69507,2381.07690,2396.56592,2466.87402,2408.50537,2203.60815,1865.52600,2015.59863,1842.20056,1785.15552,1742.70227,1769.93909,1447.68298,1592.98120,1527.86304,1432.04468,1402.98633,1468.70715,1450.20862,1312.07288,1185.67297,1107.70300,1121.29004,1109.45544,1083.01550,1147.22864,1057.88110,1061.10742,1052.14270,1007.73938,1009.90424,1037.21326,1021.53918,1000.00732,919.16595,927.30420,887.54565,891.51947,841.09375,981.48407,903.06396,909.46466,887.63922,869.76593,898.74170,924.37317,817.46820,894.07318,911.91174,864.47064,858.10120,850.84698,1105.66626,1021.17908,992.61902,1003.33447,966.05811,968.51129,1018.36206,965.88470,930.00232,938.98041,937.11115,933.58838,989.60431,880.97687,883.92963,907.79999,937.87305,949.77478,908.16888,856.19769,888.54651,814.25305,850.95856,755.80798,800.87885,754.36346,699.23523,732.04974,746.10278,685.14203,672.46002,686.50769,607.59393,601.20404,598.74268,620.01788,626.60968,558.25696,607.71277,564.07837,548.78357,606.06018,665.10193,764.21796,716.01495,793.49713,716.47107,796.87012,836.80878,796.44568,867.98169,1002.80310,944.51910,909.57336,1003.17560,1045.36914,1117.28430,1077.83398,1070.27844,1148.27771,1157.22021,1101.54321,1110.11511,1212.61438,1289.27319,1293.39221,1227.49133,1121.41663,1158.13098,1077.52502,1097.66418,1036.65308,996.93311,937.91620,872.69110,808.07410,855.78314,816.73700,780.51953,667.97888,673.28302,576.56696
1597.17493,1482.17151,1314.79236,1471.89551,1697.66785,1639.75720,1478.38867,1462.31641,1497.09045,1465.57251,1388.36597,1410.03857,1466.96436,1442.58362,1321.48035,1167.77966,1247.08203,1128.24170,1121.11035,1086.42200,1092.59375,922.90350,961.96552,933.78381,862.32062,849.39032,875.21906,867.90094,776.83490,706.00568,651.43207,644.01440,644.38458,620.52692,648.10040,584.99591,582.36420,568.43231,525.98511,530.63934,536.19977,523.48822,507.62949,459.40799,467.57217,443.26245,446.83856,425.63873,501.01813,464.25806,475.54535,471.86685,473.67203,484.25333,512.47461,463.84268,508.72327,525.08856,505.02713,501.72171,500.01346,657.70020,614.30377,602.50720,611.83630,589.43414,598.36365,626.99408,600.46600,578.44830,586.61426,585.63733,597.26953,643.92114,580.61267,594.60858,616.56897,657.31567,660.82526,651.38208,620.92511,650.92224,608.44275,653.22614,601.02057,648.38348,616.43463,594.03979,633.36359,659.00482,606.15143,586.48981,584.40833,518.15070,512.83118,493.09433,498.83658,507.47488,459.92603,489.84390,461.40146,438.26810,491.39752,518.38837,603.31616,563.25684,615.48712,550.64703,620.60175,648.08954,607.25330,667.27734,772.24402,730.97668,696.52051,768.80981,805.81512,853.34064,834.02338,814.33740,859.33301,867.72784,812.75684,824.34766,892.84131,968.24115,967.83972,919.94598,874.25372,906.53912,862.67712,879.02271,842.69781,827.40692,767.56696,727.52087,672.71826,701.73517,658.65894,628.60876,533.32440,523.40057,451.95496
1243.30017,1287.69507,1080.88232,1208.23999,1475.00037,1352.45752,1132.45264,1060.62695,1046.53528,989.11243,925.84454,899.03619,927.71869,916.66370,795.09106,631.17413,722.04370,648.24469,624.29523,605.35187,601.92267,486.65900,536.27509,509.70496,470.87134,460.98032,473.50616,467.62555,428.83871,379.99765,356.79837,361.79691,373.07919,365.59918,401.96896,382.41632,394.32864,402.01935,402.83060,398.85550,425.47769,420.99374,407.25510,386.65799,387.43750,368.94699,369.56317,369.38690,429.74231,406.36462,414.89841,412.49496,427.68011,437.10913,474.82489,425.88690,483.51566,513.86200,505.67249,516.25610,530.94202,681.99683,642.19061,631.90393,631.04193,616.16724,606.71362,636.13654,583.29553,546.85382,544.74408,536.67664,515.81445,537.85071,473.28082,466.56412,467.40231,480.85333,489.01752,461.15311,426.68753,441.41550,395.71964,414.88440,356.09866,379.56122,358.22678,327.71945,345.44974,357.91974,331.59518,333.43924,343.74081,309.78955,308.77820,310.17920,317.69873,322.13367,287.86145,304.37704,283.45694,272.43863,296.12320,328.29849,385.21014,367.20587,404.31744,366.35010,411.80936,436.95816,420.03265,455.24692,534.46167,497.35870,498.65265,573.38660,607.12787,668.54266,655.50861,644.23907,709.43170,711.34265,675.98254,681.99847,741.19440,796.79523,790.09692,753.78503,702.38397,726.46356,690.57892,704.06268,677.54803,665.86237,625.87939,604.98468,556.86365,597.47382,567.61591,548.58936,475.50412,488.78244,424.97174
850.33105,757.39716,751.33722,809.73132,821.97876,851.73846,813.01331,810.94885,824.10571,799.51105,766.87634,777.73871,811.91626,794.00793,732.83752,597.08533,673.23724,599.55402,575.09338,544.21710,548.03674,394.82874,466.71533,436.03580,383.96530,376.46017,367.98087,358.76450,304.25854,272.82425,250.52805,239.75764,233.38208,218.86742,227.20143,205.27312,204.83134,194.63593,185.37987,186.30080,192.13831,187.13554,183.88817,166.04021,165.52827,153.94398,155.66460,138.67761,169.51205,153.35103,152.53123,149.67581,150.18155,151.73344,161.25336,142.11937,161.37483,165.29955,162.47047,164.98976,169.65414,217.73477,212.38943,213.17099,217.92105,212.53403,212.43497,223.71547,204.52824,196.10992,190.71201,188.59459,177.92133,176.17545,155.42020,149.21252,151.09079,153.95883,157.78899,153.78882,144.69026,152.07623,140.89229,151.39899,136.07362,144.75697,137.19022,129.01460,137.56973,145.12439,134.41451,131.51508,132.38080,116.23412,115.27832,113.14000,115.10826,116.30660,98.95222,102.85886,96.47321,94.66280,105.60876,115.83733,141.91663,136.75809,155.69955,144.31488,161.58351,186.95790,176.88062,201.94070,246.86449,234.70738,234.57457,276.17697,290.42831,321.74881,321.21512,321.01498,353.53287,354.63385,344.76401,347.30048,371.43274,390.25638,384.03305,361.73615,323.53949,324.29758,296.04282,300.17813,281.22549,265.79453,242.14114,229.23311,209.27463,213.32489,197.29610,184.51514,155.13791,154.58096,131.86201
428.36688,402.52597,378.44870,421.72693,449.36392,441.68756,400.33197,397.55267,403.35583,393.63675,376.00238,382.25723,398.16565,388.75458,355.10983,295.63864,318.13025,296.15436,274.01651,267.67236,268.83954,203.84285,234.29324,221.83963,198.08946,194.62834,185.06863,178.33577,152.15881,135.77754,124.81338,119.48512,122.51766,115.83557,121.52851,112.37057,113.53138,106.93644,104.76183,107.79111,107.69579,104.02630,101.09225,92.42207,93.02315,87.57848,87.58379,82.32489,93.03774,86.17010,87.09631,84.64565,82.02234,86.39858,90.48209,76.33249,86.52960,89.40511,89.33878,90.09702,90.22447,118.33457,113.76058,111.82633,111.63807,109.49282,107.64050,115.15364,105.91508,101.58952,101.26752,102.50248,96.90162,102.21314,89.19386,87.89558,87.54601,84.33141,84.18324,78.12836,73.30761,76.42052,67.41848,71.52884,63.16214,68.06752,66.75301,61.71352,66.13428,67.58880,62.85777,64.31156,66.15134,58.93553,58.03975,56.27151,58.68211,58.09513,51.80884,56.24363,48.75696,47.03698,50.79227,54.60459,61.86947,60.24669,66.13555,61.39728,66.32811,73.61228,68.72593,76.57935,94.55915,88.38041,89.55709,106.91074,113.91992,127.71275,128.35481,127.72684,143.66269,147.13980,144.74203,148.43279,164.00757,178.23953,177.54018,171.07755,160.25682,167.10039,158.58763,157.94730,152.03349,148.64241,139.68040,133.98145,125.93565,134.07043,124.54850,120.89027,104.40627,103.54312,90.83902
17.72660,13.79548,16.63593,18.81417,16.59812,19.56301,19.74583,21.38037,21.29600,22.83908,23.90202,25.42354,28.41898,26.06615,26.36768,31.38632,25.07380,23.92593,24.50574,25.13970,25.86608,25.80532,24.54708,25.57761,25.96046,24.56817,29.36333,29.90234,30.72705,29.46097,30.16898,30.72231,34.36593,34.79274,37.29935,36.18917,37.86792,38.69660,37.49860,40.89790,44.05270,44.27071,45.00508,44.51380,45.98677,50.28849,50.70533,55.35318,63.82554,59.90677,65.25569,64.40305,65.41915,63.94298,67.05556,55.96103,61.82361,59.36180,53.97378,53.09365,55.63985,69.31212,63.23996,62.04657,65.53638,61.66137,64.83466,65.96364,64.42201,64.35839,65.02460,64.04105,61.42634,63.16562,58.92835,58.20359,59.89428,63.45312,63.25831,59.96762,58.69697,59.73683,55.66362,59.54592,53.89919,58.06121,57.49549,53.24326,58.53875,63.90061,59.16273,62.26835,62.20923,59.26957,56.62659,55.99211,61.58650,60.18279,54.77282,62.72900,60.26550,59.72359,72.08353,79.75614,97.54787,93.81776,114.19705,109.29858,116.55864,131.02499,131.46053,143.96530,166.42523,151.64857,150.31198,164.82387,171.94370,182.65346,184.63942,176.49106,192.46852,193.49005,191.63426,190.41441,227.17462,241.32034,248.81450,241.39041,238.05420,252.75177,243.97910,255.76674,250.34784,248.70059,234.02435,222.96584,210.98981,220.12514,202.76949,195.52588,162.67429,157.40611,135.15184
615.10443,567.69629,561.74664,608.70337,633.28949,662.99762,654.57947,668.00671,686.79382,695.70026,675.70209,705.91272,737.56738,713.15710,683.17419,634.20764,645.48816,589.72223,593.42926,581.77490,583.97113,467.52365,513.16895,489.81638,450.12234,440.70804,437.19009,421.12500,365.64508,327.23486,297.63177,288.09903,281.92133,268.66858,278.49921,251.62267,248.90981,239.50604,224.31874,224.09587,224.73108,219.02440,209.87462,191.12955,193.06216,180.41170,180.13580,178.92497,205.27286,192.52585,194.94168,188.97903,187.66333,194.19823,202.23087,174.80287,186.90369,192.30032,181.52176,181.59587,176.92139,232.37419,219.07156,212.15865,211.90320,205.82394,201.79700,215.42815,202.65474,190.30991,191.66978,193.04099,187.02864,195.82864,177.21904,179.33669,183.21507,196.25197,194.70232,195.35165,183.85614,190.03616,173.42503,188.20020,171.75729,188.81004,180.41409,169.79166,179.66003,185.88824,174.42781,173.42897,174.54463,151.16734,142.70480,135.33269,143.66391,131.37498,111.87904,112.73269,102.02462,93.91708,96.73603,107.43893,124.26482,117.86702,128.63013,120.22415,130.78079,148.50137,134.38506,151.06335,187.12514,175.54071,180.62059,214.20551,226.91505,253.56831,253.34221,253.00237,280.62189,292.33493,279.68860,285.05490,318.79630,341.69589,336.95926,329.83914,303.96469,314.67136,293.50909,297.17743,288.17911,277.82202,258.69836,247.42271,235.05867,245.15138,225.23430,219.20811,182.68567,177.19255,149.94304
383.47885,346.97937,339.03122,376.22299,403.68411,421.82816,426.28433,442.39658,478.78003,499.54486,497.73795,516.74274,551.31787,526.82739,521.87122,443.85403,480.74075,441.40271,447.86771,436.08011,427.76321,338.58743,363.56049,350.74252,313.23465,308.88287,303.79544,293.76682,257.59943,231.62787,211.67130,205.37166,205.61462,194.03001,203.31870,185.85049,187.57726,181.89536,179.02660,181.51537,189.92918,189.32172,186.31764,177.60297,180.64894,177.65778,181.07288,174.79788,200.43356,190.74588,189.74045,181.24991,176.13934,185.66681,191.58875,165.37161,180.66357,185.30882,177.79543,176.71912,175.89017,228.97490,212.03572,203.66473,202.17226,196.77032,196.18387,209.87831,207.27948,198.18948,206.88188,209.05920,218.24332,239.66162,214.45967,218.22423,225.21501,235.50435,238.08972,223.94658,208.49608,217.32927,196.00981,208.35968,181.38690,193.63406,182.80585,169.13197,176.16713,182.66434,166.68190,166.22198,171.24725,155.13225,156.14391,155.32309,158.91241,162.03267,146.54120,155.18507,142.16167,132.03519,141.05095,151.94775,171.73761,158.56305,169.96515,154.45651,167.24170,175.01047,161.34142,175.43329,197.41942,184.05498,173.44106,191.12602,197.09363,211.04604,202.03221,202.75705,215.65109,218.80716,211.53909,214.99634,240.95430,251.83109,249.37187,240.39673,221.36642,225.82416,211.67383,212.70619,201.03925,191.43224,180.99023,170.66434,154.98744,168.60582,157.48315,152.61374,132.12485,133.32158,114.74054
