1130.48853,923.76282,912.44019,976.90515,1037.78381,885.72345,1039.82410,834.00775,789.14502,815.76849,817.07220,757.04803,774.21014,750.21954,660.58466,623.40649,562.91425,551.81854,551.51825,560.89990,510.27402,515.15533,469.33798,422.21814,419.59381,409.72940,413.45093,408.38788,396.89847,373.87109,383.07111,359.94739,319.23959,343.20590,378.46603,394.12360,420.55292,401.15695,417.84103,410.14456,455.85648,456.62970,427.24973,453.21951,461.12460,497.96402,486.83585,563.29602,564.99683,593.73328,582.41272,571.17566,581.37207,559.36945,609.38641,579.30902,637.30927,591.17505,610.58960,603.01923,642.10779,805.58075,791.35583,795.01770,751.53973,786.85620,757.93561,758.07538,706.55658,738.03082,702.33435,666.32965,629.41815,607.08582,654.19812,606.59106,644.60846,601.22180,588.91876,537.69092,556.84619,515.82629,553.26080,528.78131,508.49432,484.24268,474.52670,440.86475,442.77896,429.08765,402.30264,434.35892,404.63596,368.94232,383.33624,396.14059,384.27911,376.44022,362.99252,358.49240,367.55444,373.61880,420.12665,386.99139,421.20874,449.08398,481.61270,503.91046,512.57196,576.17249,620.62769,662.62506,615.80200,644.99689,686.60248,765.59045,798.80536,786.32166,806.11511,848.15723,800.36407,840.82538,795.89874,772.61646,816.25421,838.17517,789.59711,699.56592,656.36353,646.26227,624.82355,695.05981,666.87994,631.80383,564.47699,570.16998,509.61746,565.99329,558.20776,528.11377,473.64703,483.17010,455.01456,404.92358,414.02737,429.77045,397.41541,340.01962,354.65176,330.29727,347.34109
1073.29980,900.35822,915.21307,959.89838,957.11151,895.83624,1001.94116,889.61908,850.57727,887.92468,885.24786,793.07581,851.68988,861.53827,762.91895,714.15326,647.60364,616.36157,621.94177,631.00232,557.03204,534.87146,489.01230,438.90955,401.07544,385.09232,364.81357,359.32568,337.95108,300.98682,300.61197,261.96097,224.12633,233.62833,244.22868,251.01831,255.28824,232.00447,238.80731,221.91052,246.67592,224.35791,195.17703,196.24376,191.83199,198.52795,180.67122,198.13370,192.00836,201.85303,184.60809,176.93781,176.47830,161.92757,171.67003,157.76192,177.05391,161.07834,173.59854,164.50085,177.64172,226.22093,228.89505,227.87320,223.34238,236.37103,227.48384,227.01768,214.98419,220.33720,211.99054,195.14551,187.24864,177.74452,194.18521,177.41264,196.22539,179.16356,178.24043,168.65422,174.64951,171.27428,182.58405,186.05540,180.61659,180.23038,178.23633,167.81093,173.20003,168.97826,155.04863,171.29376,164.09991,146.51929,145.49513,152.35619,148.68382,142.91841,137.47198,131.86877,132.35480,134.03159,150.61652,137.35620,151.38234,160.01852,176.93619,188.44337,190.39528,222.55269,241.50089,259.42160,242.60614,253.07596,275.68365,312.91495,330.48746,325.99844,341.53513,369.91824,343.30093,366.68469,358.67300,349.24081,376.88266,387.87402,374.03677,339.18973,309.69156,307.47256,294.35577,331.85208,310.81549,296.67432,261.01355,257.32605,228.36325,249.57233,247.28329,231.25803,206.62704,212.58009,197.36508,179.29848,187.38051,198.10715,180.95773,151.12865,157.86024,147.28780,154.50879
2108.36548,1843.63818,1905.83301,2073.21997,1966.49194,2242.32349,2246.87744,2376.97827,2407.96338,2489.79932,2394.29761,2232.89331,2401.35742,2492.10254,2210.03735,2091.96045,1899.66980,1844.09424,1867.97974,1917.31470,1761.29248,1728.77734,1581.75354,1433.79541,1393.97620,1355.00952,1345.18396,1328.93457,1275.75195,1179.52356,1180.93811,1075.64905,942.50403,979.35168,1042.31909,1059.74951,1110.24585,1022.27087,1062.81079,1020.47949,1118.22913,1084.11816,976.63184,978.68103,989.34192,1038.79846,957.59979,1066.43994,1049.06372,1100.08655,1054.15430,1017.83014,1023.14520,946.76178,992.34106,954.63947,1018.89093,919.96967,956.63867,900.38965,945.75073,1172.13538,1133.11414,1149.85706,1076.76819,1100.24268,1074.82263,1062.94348,1003.65015,1040.36768,1022.85321,979.80011,957.10303,945.67853,1000.25421,975.58875,1029.25830,989.98016,986.14355,926.82104,961.61389,915.57001,975.67053,951.98169,917.73602,874.47247,875.20166,812.84894,809.12585,781.46600,709.79230,753.20300,696.27917,636.18561,650.25250,676.19830,655.44232,650.17438,635.02136,634.15192,647.54895,671.46826,734.97687,706.78265,745.02142,782.48322,820.02728,852.67938,859.94550,974.79572,1018.51001,1072.77380,1008.53339,1023.89075,1127.49670,1186.44397,1210.68652,1213.53162,1216.85266,1319.65540,1233.83972,1305.80652,1255.25122,1245.25366,1334.37158,1375.69800,1315.56616,1200.81006,1121.14160,1109.27136,1040.91858,1160.59534,1099.56897,1041.64392,917.15546,883.34125,781.46478,839.88025,826.17145,765.13257,689.39709,691.40082,640.08270,571.53308,579.71252,576.53619,522.45349,464.73074,457.75980,406.61075,421.09543
1816.07385,1479.50647,1437.14966,1586.28149,1616.89209,1519.96973,1654.10229,1492.92358,1411.52734,1491.40417,1456.00549,1349.52795,1436.44299,1463.27380,1333.05383,1253.36975,1159.65234,1150.29138,1149.23645,1198.14832,1083.01514,1061.77515,975.30304,884.16010,836.84180,815.30872,801.54205,788.75482,760.95044,702.34039,689.43481,619.23944,544.06189,560.33081,587.44379,585.39520,604.46619,540.97449,566.95557,536.89026,582.66522,547.19238,489.38217,488.70645,496.16208,519.38733,477.70377,538.75031,529.27026,569.73218,545.65399,532.87677,544.12585,528.77869,565.25500,536.42297,576.39661,533.15985,553.74017,531.39923,562.75500,706.00134,683.48462,683.68237,652.23383,675.92285,652.94855,659.67603,623.48138,644.36353,640.32214,613.82684,611.82806,608.12451,652.30829,651.78528,695.11285,683.04572,690.90857,665.98157,699.81183,691.27924,740.77875,737.98322,732.85138,721.60938,725.72473,697.19769,726.92920,677.32300,608.42047,643.52722,599.73328,542.32587,539.20453,559.89551,535.12292,538.52136,514.18616,507.01288,520.32166,543.26025,583.27606,556.54260,585.27594,617.77570,634.63080,655.43463,665.68134,746.89020,782.93732,834.04327,777.89380,791.51154,857.09698,914.35822,929.47552,924.59967,922.16193,986.78943,934.08075,974.42401,927.59967,924.39758,996.00659,1034.85010,985.63983,898.26434,847.84442,860.70551,848.54767,960.07635,891.71991,861.72516,766.64984,727.18945,641.06177,679.06116,667.08917,614.91736,556.32629,552.15662,493.76184,428.16370,439.91714,442.27771,380.59576,323.20200,323.43265,274.87350,298.18985
1579.24341,1277.84839,1209.67700,1318.10486,1439.36133,1188.97205,1400.22375,1090.91113,991.84045,1043.31165,1053.89709,956.48663,971.63226,934.70471,816.36469,765.27881,681.71173,656.37476,656.54498,668.42792,601.13867,589.83228,533.02032,481.01569,457.12183,439.73685,431.53751,423.73804,403.08597,377.61206,385.15280,351.49048,313.53546,327.98578,363.16663,382.23923,413.36646,398.72177,413.29083,414.43805,464.65836,446.76483,407.70261,415.93524,413.88052,432.28244,397.51288,457.72656,456.52838,477.22253,479.19675,472.11661,483.13202,479.78391,525.26190,486.59152,561.88739,513.24255,552.61060,541.98419,578.52405,726.03931,717.49152,725.88513,680.90546,703.20801,674.25726,656.42139,615.47675,627.89386,592.13715,560.23206,529.50903,509.72418,536.60156,512.30444,545.09186,511.18771,502.93149,466.49963,480.36069,440.36719,472.51480,455.45807,439.36191,411.55322,409.57452,378.45935,385.59946,369.19363,348.17944,378.84897,352.45258,323.32391,334.82224,346.25195,341.24109,331.11905,321.69443,315.38458,323.09991,330.31564,375.66531,341.16125,374.95532,391.76752,418.89328,446.67700,443.45435,491.36340,536.28027,568.34930,531.95905,565.71405,597.25153,654.85150,723.79163,704.52161,733.26361,787.42627,748.73767,802.87439,770.32928,765.21051,824.41449,852.83362,809.81683,735.38123,683.11420,692.28546,683.23181,768.53290,723.27222,684.59271,612.42480,609.95422,531.21008,587.27698,578.46338,541.52637,494.10309,494.14023,462.15109,430.30380,450.54239,484.29419,462.57816,395.05179,400.23706,387.24323,398.35867
886.32062,773.69110,800.35522,839.96753,786.77173,818.06940,864.73065,810.28204,783.63428,822.57391,794.39618,751.46942,794.95276,815.77985,732.17078,685.74402,631.22296,615.50378,607.35455,625.93701,527.90692,513.69196,463.32108,406.42218,371.02448,356.30295,334.06873,325.34528,308.66550,270.27435,263.80151,226.50607,189.70757,194.80423,202.80775,207.56310,211.43990,188.36967,200.22357,186.46445,207.93327,199.56013,174.62654,176.12888,173.10318,184.08925,168.07193,188.89375,182.87904,192.23160,177.41342,171.52278,172.36232,162.31987,174.75172,167.84363,185.95692,166.09212,178.77740,169.46986,184.71233,237.73860,234.91595,238.22946,231.82050,244.21257,237.66794,227.37160,217.97684,229.39314,206.69186,196.58199,177.57271,169.49123,178.25226,168.00420,174.70470,162.45885,164.87875,155.88698,162.74725,156.09392,171.35001,163.13921,165.67023,156.11717,160.51378,153.46986,156.48572,145.90390,135.93900,146.55667,132.38182,122.69808,125.45370,127.57872,120.77431,114.68871,112.27417,111.60636,111.86612,115.36346,136.36124,123.38258,136.53465,141.07002,160.93353,176.37746,178.25204,222.69495,234.26346,257.79300,247.58435,259.24057,287.22522,319.92294,340.55341,338.92111,356.85336,389.35098,370.87344,401.89777,388.97610,389.09280,423.45322,419.02234,392.84299,345.66525,321.06400,307.43417,287.29227,311.24573,293.14722,281.72702,243.59712,222.38959,194.85332,197.11574,199.03804,184.40952,159.07797,157.18359,140.21756,120.41270,134.82600,144.40778,120.72630,93.62612,104.19125,89.44674,98.10241
494.98688,412.71884,414.61902,445.77390,425.47543,415.37991,451.88568,404.26929,379.41702,399.40695,394.43860,364.21960,385.05249,395.16016,356.73120,331.58969,297.72177,289.43936,288.68933,299.83966,270.23505,259.56808,232.16316,210.21321,187.26776,181.17256,167.65938,161.02576,149.18486,135.96994,130.54791,115.10034,99.51597,102.97640,109.89598,114.02869,116.03575,105.48392,110.09824,107.67490,117.80842,111.08709,98.85133,93.93893,99.63004,101.45884,92.53883,101.84636,100.52845,108.50145,100.19492,96.41756,93.84950,89.96590,98.27318,89.78977,101.42361,91.15971,98.49651,89.83958,101.69521,126.14937,124.06691,125.05799,121.95923,125.35764,121.95257,117.02860,111.40313,116.38840,110.41450,104.67258,100.00161,97.11642,101.91563,96.17879,100.59300,94.25191,89.20094,81.18318,82.51314,77.71397,83.25304,80.55317,75.57458,76.57864,74.93772,71.09291,73.07649,70.27082,66.08400,71.63586,68.24696,62.13214,61.15353,62.82107,61.75439,59.03343,56.92372,56.15105,57.07969,56.98168,62.36246,58.71576,62.06236,63.40676,68.28561,73.84931,71.87302,87.28718,90.50568,98.33543,94.95156,99.74549,110.19373,120.56845,135.49759,136.75726,144.10046,161.84987,152.35051,167.32056,165.80402,165.79720,184.88333,189.21948,182.92297,167.94434,156.74883,159.83972,151.39902,175.15088,163.79703,155.36232,136.93468,136.39508,117.62749,128.07846,126.75846,121.47722,108.92522,107.13641,99.50623,87.57921,91.88216,98.06689,83.41235,70.67440,74.65780,64.06101,67.40131
32.17583,24.60149,24.23408,23.05264,15.48757,24.16336,19.21510,23.24957,25.41316,24.14981,21.69476,21.42350,24.74849,26.12174,25.54908,24.31258,22.36577,22.96973,24.23028,26.47800,26.63490,26.59007,24.20143,22.90171,27.10031,26.56735,27.65529,28.00959,27.74675,29.44514,30.52813,31.07715,29.69356,32.38966,35.28192,37.23042,39.99002,38.06247,42.70840,40.25011,43.28790,45.77347,45.43511,49.91540,50.63544,54.80347,55.38348,64.95020,68.49007,72.24899,71.43562,76.15305,71.51059,71.38107,69.76228,70.40778,70.11186,60.04773,61.80520,58.43881,56.71877,73.68325,70.66449,74.11858,67.73589,69.03255,68.85147,70.14513,67.38628,71.33926,67.27353,69.02121,64.15454,65.06985,65.65878,64.43044,66.81889,66.07186,63.09217,63.44947,66.41293,62.16497,67.60593,64.98528,65.82513,64.31491,64.55513,64.87746,66.34956,61.64091,65.45118,68.12648,64.71468,58.79395,65.28080,67.07977,60.98198,62.96053,63.11956,62.55268,65.69048,74.78684,83.31839,85.30336,96.61814,101.44057,116.86651,130.40764,130.73448,151.05788,166.34116,177.21219,167.78001,172.91092,175.53305,190.86110,207.33929,199.46208,200.54073,213.90666,204.45039,221.77298,215.03795,220.66763,232.94679,259.90686,250.12799,250.00703,235.44650,241.77187,239.42899,271.56461,266.42737,254.27155,233.05063,223.89436,197.35350,212.55037,207.33163,190.83559,169.19484,167.27144,150.27078,130.72421,132.53758,137.33980,123.39494,114.28531,115.96500,102.71119,110.61005
673.24103,580.13812,597.12238,638.46844,605.29749,641.37054,669.47833,669.64459,665.40277,696.27551,666.82861,634.24268,690.44159,735.63306,670.76453,635.40948,600.21686,594.55054,604.91968,637.94373,572.17749,562.37286,511.99991,461.27411,434.93069,421.16046,397.58377,385.62506,363.63312,325.62561,314.63120,276.28381,235.24113,240.24045,248.47379,250.68498,254.23270,229.92654,238.13628,226.69086,247.16315,231.04231,206.03664,200.30829,205.30455,210.90567,194.46129,218.22607,217.70399,228.83194,223.56377,220.70547,218.08972,207.68907,215.02769,202.69498,216.82520,194.33510,201.75670,183.91364,201.44055,248.46687,240.42323,240.89355,227.01195,235.04863,228.07896,222.57396,211.55434,216.11345,209.99327,198.83849,191.77119,188.70638,200.42535,197.59575,211.10977,200.38100,202.14851,194.98260,206.12967,199.11412,217.51961,215.86142,208.40396,209.98056,205.90256,194.36116,203.65341,192.51176,175.83995,187.63486,174.32167,154.70007,153.08376,156.90523,139.16513,128.86818,123.04112,113.45320,113.13115,111.53683,121.06749,112.77586,121.93407,124.42793,135.36026,148.39125,139.79163,169.10968,182.57425,196.63962,186.68948,198.40048,219.11674,247.33702,268.49039,266.41782,282.23746,310.92068,299.92169,326.60715,319.75195,320.85797,361.22989,365.50604,349.72043,318.24741,299.26627,296.04547,284.04758,318.75571,305.24643,290.06912,256.97400,248.09344,218.10175,236.60825,231.85280,213.75679,187.45497,190.02783,165.30656,142.27112,143.62250,148.41734,129.90288,111.92547,118.65675,113.99546,114.78614
422.95383,359.53510,365.55533,393.53171,374.59201,408.46280,430.20700,447.17126,469.29715,498.11295,454.69870,435.28241,503.13773,550.74054,494.84995,476.92691,448.22745,448.57104,461.61331,478.99292,418.66678,409.04651,370.37555,328.94577,305.23123,294.40427,274.81931,266.84692,253.17949,231.24417,223.75182,196.93901,166.42757,171.63535,184.88235,187.29688,194.71039,179.22420,188.22841,185.60687,206.77634,201.17110,182.42937,195.73393,194.62907,204.67520,192.45517,215.56006,213.04012,224.82755,215.31085,209.46442,207.17175,194.99887,208.06604,189.65253,207.80579,185.13008,196.38728,182.31190,196.71500,238.72810,232.91830,235.58203,217.97400,226.09808,217.91060,219.41513,208.90851,216.16771,229.29861,213.70557,224.88612,223.91579,242.89102,238.77542,257.45224,249.38643,244.02844,229.98141,237.74014,218.68488,235.33600,228.83211,221.66760,212.03732,212.23035,190.82759,196.53308,190.83372,173.39568,190.92209,175.30180,163.70186,168.88698,173.10799,171.63696,167.74040,161.39388,158.15152,162.27100,161.42244,170.86346,159.04405,169.12341,172.87387,177.17963,185.32043,180.84608,200.10335,208.76826,214.26529,198.05515,202.48602,209.79749,230.99443,225.07436,227.21202,228.96423,250.00291,234.84628,245.16022,238.92520,242.54297,262.50497,269.28818,257.56949,238.12317,216.51039,215.20613,205.03207,228.44859,213.37949,199.54898,174.70786,172.79706,147.68825,163.13913,161.78403,149.70752,133.18398,139.87093,127.03629,116.28597,118.28706,123.80811,115.24337,100.21155,99.02690,89.98350,94.04005
