1057.50476,1271.92786,931.67651,996.77155,1072.08655,1036.22620,827.45630,860.43762,845.95557,804.14807,732.12256,735.48486,795.14209,696.42822,565.23285,545.30042,515.64203,563.38928,534.54047,567.00702,524.70734,504.51419,478.64197,438.38998,422.09119,442.88382,430.74463,421.32263,401.42136,362.83984,359.18909,375.09860,383.71515,347.66537,367.46744,385.16232,393.81458,418.50964,408.51401,419.32162,409.02225,424.73529,447.64377,439.64938,439.00430,465.50803,471.67868,533.38147,541.56305,530.13562,506.52509,570.98596,555.81989,589.13074,561.93951,615.37000,543.10413,621.88373,603.56091,570.18652,649.26093,627.78943,630.61670,619.97784,571.10608,610.55188,659.89679,646.64807,626.19537,500.19452,576.66132,612.18933,549.72919,580.70709,506.57770,570.06512,534.69135,542.13434,514.16730,499.20795,486.14819,493.29541,451.35562,424.01544,400.27933,439.58789,356.61710,408.19019,378.04446,422.28760,397.24683,383.54932,380.97678,384.10577,349.92529,349.22409,375.08920,330.81378,348.15814,326.37408,340.12161,355.36694,356.59631,391.85089,382.11108,442.06427,468.39215,489.14426,540.27966,578.27875,535.42407,597.06958,635.65399,605.15222,614.40118,733.08813,778.58337,817.16724,748.34479,819.35400,818.23053,801.62738,762.01263,778.27563,749.01715,779.96429,728.78705,684.81189,679.85748,666.01080,630.84558,674.93103,684.39539,633.33038,603.39337,558.65930,522.02533,508.65396,529.15784,507.25153,483.35422,486.56610,432.21893,422.60645,404.37631,396.28436,415.75388,365.50885
996.78076,1065.18835,911.28552,978.57355,974.60944,1003.61200,862.58063,910.46240,911.87280,851.12854,808.40540,829.73499,889.76367,790.15009,662.47516,638.64221,614.14148,650.23950,611.71338,633.75037,577.42395,544.52319,479.73001,442.64603,405.94882,411.93790,394.74377,351.43625,332.60196,296.58417,273.53784,285.01706,275.46344,237.19095,238.12885,245.13361,240.29056,245.99823,238.33325,235.36357,208.00905,214.40340,206.80057,181.62352,179.31387,181.20848,180.96806,190.05022,184.03050,176.85196,162.74249,174.58604,164.15576,167.11104,154.14601,171.47345,151.63994,171.18118,163.35066,162.21248,185.15842,178.41965,186.10629,179.83382,168.87898,183.27618,196.29504,195.36414,189.97717,152.45308,172.60986,181.64275,162.14729,173.40656,150.57552,167.98213,160.84326,159.36800,157.62599,156.03882,148.90428,162.63203,148.09442,141.80186,144.30835,155.96785,137.31705,154.45877,151.05725,164.21733,160.83881,157.00131,156.61169,155.75349,135.93188,134.59427,146.69023,127.71410,130.14145,121.31213,120.96246,127.14515,126.53318,139.42947,135.62691,159.68474,168.28313,182.47232,206.11461,222.16174,209.36349,233.42917,252.93361,240.79491,244.57947,294.19104,320.28625,335.99533,312.76944,347.40112,351.84381,363.79401,338.93961,351.22055,346.28555,361.87375,345.97318,322.31622,326.48550,314.41330,299.37305,316.88858,319.53802,291.47211,276.81943,254.59924,239.32372,221.63623,231.94914,225.24417,212.28976,215.26144,190.61839,192.57199,185.16757,180.02745,188.97935,164.98129
2055.56958,1991.72925,1907.77710,2132.41040,2037.79822,2312.96240,2352.81519,2532.44629,2645.78174,2224.02222,2358.86914,2346.93115,2544.16235,2283.76025,1962.32129,1887.51404,1824.17529,1918.66760,1833.37585,1938.65051,1785.53760,1708.59485,1598.21912,1468.72461,1406.94397,1458.26831,1411.46777,1331.19702,1271.06128,1158.42017,1099.73523,1134.82922,1125.26672,991.64105,1009.35614,1055.20117,1045.58569,1081.88855,1037.32690,1051.58838,983.61597,1011.47418,1014.74585,942.24048,929.30341,949.36908,943.52856,1018.37939,1009.58856,970.79895,911.51428,999.94183,957.71613,986.44513,921.51666,1000.80566,861.82458,965.98523,914.89899,864.09357,951.81305,920.98175,902.60010,902.87457,807.49719,860.40588,916.28436,916.10260,895.43018,715.15259,843.76172,896.74664,839.58875,874.96820,804.72125,907.17352,870.91907,893.03528,869.39984,852.06000,838.00806,868.36359,792.29114,766.48151,723.90137,798.50580,667.85498,742.77759,693.38989,758.56030,713.22888,684.66638,667.51068,659.42670,596.27100,586.43573,641.56482,573.39270,602.94745,579.25873,603.30389,639.42175,629.18927,695.64197,676.78326,760.11066,792.69354,811.53632,902.23071,936.53442,906.95386,988.04382,1022.57318,986.16577,985.57599,1119.36670,1185.20117,1241.06128,1138.96558,1249.50684,1264.51953,1267.98376,1189.96826,1239.34998,1227.91479,1279.10938,1209.03027,1149.33936,1174.57727,1130.74707,1075.11975,1122.39087,1115.03430,1014.92761,957.10388,873.53845,784.86713,755.56720,774.47534,747.38623,699.64996,686.86084,610.57098,588.80841,553.31964,537.59607,560.61798,486.28317
1721.73816,1935.18799,1469.89307,1603.27478,1697.82202,1675.18640,1461.04651,1541.73596,1530.98206,1412.29810,1380.61816,1399.01013,1518.57825,1363.15967,1200.92822,1141.48145,1110.07837,1189.83350,1145.53345,1198.94165,1100.64075,1058.59399,981.20459,896.67749,853.52026,871.15216,839.80701,794.06818,749.36389,681.69751,640.04333,672.04156,649.36639,569.23907,567.55237,578.25775,560.12512,581.04126,550.84210,553.12280,499.79739,520.50854,513.78198,467.28513,464.63474,473.43985,471.88702,514.06824,509.76358,493.47485,474.93347,530.38654,513.95380,544.08691,518.43335,567.14264,503.87354,551.74829,521.71014,503.98175,569.24084,546.42963,547.82874,541.24768,490.71805,522.77905,563.13043,563.94281,552.28113,444.10458,532.47742,561.71777,541.19000,558.49249,533.45624,604.62360,596.97754,610.70197,625.53571,626.61743,606.98645,643.44629,596.98358,584.60828,588.93390,652.91675,558.59009,636.90790,608.80206,671.21967,635.50232,599.00232,560.04071,559.80292,498.80148,484.27039,525.61353,471.93292,483.76926,463.68173,484.23935,511.55106,497.38324,543.95844,528.34814,594.68127,617.58691,632.47894,697.43195,730.66736,694.28601,765.91705,785.54633,762.80359,762.63812,872.27893,910.97754,953.85028,850.82770,953.57031,949.75098,931.44885,878.39587,912.72253,908.29773,939.18396,908.01300,841.49469,902.25659,884.61023,846.99078,895.81952,899.60944,837.91718,793.72375,723.28510,655.48535,605.66772,625.63678,604.03900,551.99286,538.87640,473.02325,449.19040,418.32956,403.14417,418.60855,352.44916
1433.83386,1803.58679,1269.17749,1350.06995,1484.23315,1397.38672,1076.59595,1102.49768,1060.59985,1044.43066,912.08521,931.71539,998.28015,874.31317,703.09491,672.04755,635.27753,676.35431,646.23627,671.88147,616.68408,586.66803,534.53882,493.21262,455.27777,478.46756,462.20441,426.17654,411.96442,369.25351,357.09125,372.71344,371.81836,337.87814,347.48553,382.84320,384.60773,430.20239,416.59171,414.70407,401.84229,411.01886,412.59164,384.11356,380.18530,392.19766,412.59171,437.68237,433.11032,428.93884,416.69925,472.19803,463.25797,499.55530,480.06589,526.68567,479.22882,548.14258,537.13824,526.27197,586.41919,570.68146,573.42236,562.90430,513.68011,551.19208,574.84418,559.13397,544.07898,431.59891,487.15207,512.96442,463.45157,476.66849,424.08984,476.23218,451.64774,460.33176,443.82379,424.37415,415.84790,426.90662,387.14407,364.56903,339.01233,375.46945,309.29529,351.00073,326.93948,364.05042,347.10666,335.65787,335.58960,338.41061,306.60559,304.04745,332.51627,297.66278,305.78232,287.00476,298.20114,314.47073,310.30801,341.96948,335.66245,386.24347,403.60214,415.12299,463.26175,493.51410,469.37885,515.70398,550.81146,526.42511,527.94550,637.64221,687.29700,726.80176,694.46991,744.91052,775.17676,774.92017,731.29138,758.14429,752.94067,776.26508,744.69354,692.63800,731.32739,713.18018,681.58862,731.62305,737.92725,677.76434,653.24304,600.01898,550.72571,519.02191,540.46381,526.52216,494.89087,501.62897,446.52881,461.94849,448.01822,448.73569,471.57895,421.08383
860.10022,789.05743,781.15485,864.01288,784.13330,868.36029,805.09784,837.80713,853.39667,775.32324,754.79163,774.21582,836.59918,739.89258,656.52075,621.22272,587.83325,638.11157,605.53613,622.68378,569.57190,517.82654,457.08624,416.16782,382.10193,379.23630,359.62033,325.86002,302.51999,265.09854,240.46101,251.21039,238.99779,201.78238,197.62611,205.18158,197.29909,201.97762,192.04332,194.88675,178.35497,185.10547,183.03503,167.58220,166.85251,169.70143,162.47792,179.54381,169.18269,166.53526,152.24556,169.79839,162.60263,168.33112,158.40668,177.16563,156.39406,177.88876,169.50851,168.40767,190.32487,183.15048,192.06856,185.31145,174.21083,189.26318,202.34128,199.39740,191.74936,152.33429,166.61526,177.78839,153.50826,160.23433,139.38351,153.20030,142.95808,146.55792,143.91316,143.53423,140.65039,145.82018,136.69031,133.21666,127.97380,142.24345,118.08497,141.69380,130.82706,144.96317,138.92711,133.76854,130.46829,124.93633,112.64297,109.29446,119.80579,100.96745,107.43095,100.42817,105.06069,109.45670,111.45181,122.46049,120.81784,145.10596,151.88545,165.83633,193.77759,208.30312,208.28255,237.84697,250.25838,245.81247,258.28851,304.26706,330.20538,352.93893,332.40543,371.40778,390.93225,391.74072,369.48715,381.71799,380.53040,389.07571,362.77124,349.51575,338.69052,314.65829,301.82458,304.86002,301.71899,268.34116,248.90860,224.23814,203.81647,177.72864,187.90610,183.55225,159.06689,155.04431,131.60039,137.98880,134.61668,124.77164,129.04581,111.01468
457.08957,468.09467,406.37009,452.76022,437.09317,455.19931,396.52768,418.59109,413.92206,387.17389,368.43021,377.33005,406.50665,370.61166,322.33264,305.53458,293.62091,303.44751,290.42722,299.20975,269.12006,256.78979,230.98424,210.99559,189.40666,193.69775,181.72475,161.88606,153.52426,128.73007,120.69028,129.34738,121.90551,107.26696,104.27047,110.95900,109.49657,114.08778,108.77027,107.99196,99.47719,103.58347,102.92092,92.15774,95.29219,95.89830,91.19255,98.28147,99.09112,92.84572,89.08515,92.77502,91.89016,94.75227,86.14679,98.05268,86.37886,99.56451,93.12488,93.14459,100.97063,102.31714,103.05075,98.68889,90.81479,96.91023,103.45679,101.34435,100.31104,78.85584,89.48070,95.38573,86.71478,90.58185,81.41752,89.31512,82.47390,84.49133,78.32837,73.80733,70.91057,74.90105,67.82445,63.72544,60.86723,68.29178,58.37646,63.74458,64.49181,69.14470,67.80737,63.84939,63.37355,63.37866,57.11460,56.78476,61.46732,53.31048,53.81613,50.30328,52.40745,53.47250,55.19450,57.39002,55.19715,62.23529,66.80892,68.64440,77.96953,80.70530,79.40993,90.63841,96.92686,91.29922,95.96226,117.77880,129.13725,138.11143,136.12752,148.85287,160.11624,166.06956,155.31264,163.66673,167.26402,174.46364,167.25748,157.89812,165.76695,164.10365,156.19046,166.27396,166.77156,154.87819,148.34679,133.68095,125.05861,115.29167,118.98192,115.19572,106.67348,107.96989,96.40054,96.52701,91.10881,89.36205,93.34219,77.82007
17.63986,14.11271,15.87109,18.80096,16.44269,20.37990,21.09789,22.45280,23.83564,20.37219,23.84461,23.90652,25.22043,26.78394,25.30241,24.56889,24.00027,23.58000,24.60306,27.33956,26.20327,25.21093,25.59476,24.44473,22.98322,28.16807,28.06158,30.96027,29.69291,28.41084,29.32675,32.00776,34.61856,32.73016,34.54728,35.32070,36.59727,38.93501,37.63106,39.44006,39.39789,41.40643,47.46592,47.62117,47.51559,51.32163,55.01490,60.81100,66.92954,67.43620,63.73938,71.50390,69.73797,68.81639,64.66415,69.24816,58.24025,63.47074,57.81005,55.11536,59.34443,56.14688,53.68537,56.44205,50.48119,55.96023,61.31068,62.92495,58.67552,49.39891,56.90676,60.66628,57.54135,57.55930,51.85422,58.36285,57.32275,58.47075,56.35218,59.39566,55.13137,57.00854,54.30663,54.71361,52.09601,58.74446,50.54323,58.08119,56.15784,64.34415,63.96335,60.48481,60.19750,63.92513,57.30264,56.55347,61.56127,52.94646,57.03947,56.83775,60.77060,72.07492,72.15622,88.31351,84.73772,101.00922,113.79160,121.35822,139.07445,147.95250,143.64937,153.96992,171.04816,166.44849,157.92667,188.19427,199.47125,203.62820,186.41087,203.36096,213.76228,209.54271,200.68320,217.75374,223.48099,241.78951,231.67393,224.82384,244.47192,243.99332,239.30798,257.83417,266.16309,252.22017,246.30489,225.31096,198.82056,186.98969,193.87024,186.82536,167.19684,162.47493,141.56398,131.80170,122.68369,123.69161,126.89027,115.29451
631.45099,616.45697,593.14856,653.13556,612.57013,679.31732,650.31830,696.53516,721.07770,639.48602,670.48474,676.25909,738.22461,671.39465,620.38739,597.47064,577.53711,616.77576,600.46027,632.77716,587.92456,555.02808,511.04535,470.63028,438.00778,449.23697,428.54730,390.75525,364.12369,320.40421,293.60278,306.45126,286.33316,242.83722,238.23788,247.63934,236.71855,246.89355,236.92650,230.41946,211.34569,217.53052,210.35478,191.55281,189.93497,195.50839,198.05716,210.23758,211.94345,206.16055,195.37773,214.95049,208.31433,216.18503,198.83696,215.26387,184.30457,206.91411,193.50761,182.56967,202.08861,195.97833,195.91539,188.61887,171.21326,183.11154,191.37531,190.76822,186.29227,146.87241,171.42960,180.07188,167.64302,175.61861,161.41603,180.85887,177.74927,179.36989,180.19322,183.14574,176.26608,184.34477,172.68977,163.75871,166.35777,182.43658,155.83566,176.14178,179.72479,189.30713,189.82040,175.74007,165.34030,165.66786,142.08536,136.83752,142.41510,111.71832,116.97657,105.68635,104.00307,105.64646,105.64772,112.78407,108.12931,124.21283,130.26039,136.10779,152.81818,164.86487,156.96082,177.69385,193.60210,184.96004,193.64563,234.97400,257.49255,274.95734,266.14261,291.92761,311.98932,316.44812,299.65781,314.82437,324.02527,338.12170,319.53085,308.09406,317.50565,306.53503,292.96246,307.88959,310.89954,286.07776,275.64450,248.32278,227.83965,209.13033,218.27725,206.70815,189.44627,184.69083,156.06587,147.78847,139.38324,133.68759,139.54147,117.41901
397.88437,395.49103,357.61639,403.99594,389.23114,433.87631,425.64203,474.60361,503.33734,432.54932,491.51196,483.07996,535.29517,492.33475,473.57150,443.62515,432.12177,463.50122,455.47891,474.43652,438.98419,408.67786,365.37424,336.55133,306.29480,311.82388,297.44485,270.11978,253.18210,222.26514,206.09367,220.64537,205.93051,178.00212,174.31317,187.02827,179.84723,192.60800,182.00243,186.64291,179.51219,187.29037,192.46899,180.82381,180.43552,185.84572,194.57652,204.67453,207.62079,199.19783,186.36589,205.50500,196.76678,204.32471,188.61807,206.34338,179.64276,202.57135,188.09384,183.47456,196.64435,192.55127,187.71059,183.66377,161.99759,175.87573,184.78403,191.31633,189.68343,152.09715,190.13074,197.94328,198.25562,210.60881,198.18211,225.58327,218.38055,223.63245,217.09703,208.70018,203.07838,209.60313,193.55783,181.36226,174.03363,190.65283,157.93019,179.11943,164.71194,183.83995,175.31848,170.20479,169.01819,169.44853,153.77260,152.89426,166.68663,150.70772,154.36168,144.05051,150.88956,153.06566,148.09833,155.39708,150.01598,165.42580,174.23460,172.38364,186.98766,193.54105,181.82259,197.83502,200.89439,188.03171,193.21188,213.19839,223.99657,234.08568,212.90625,239.87885,238.76831,238.85748,227.84979,236.57265,235.48938,249.96414,239.40921,222.01204,228.39195,221.35280,209.13724,220.27484,218.61943,196.44807,185.12523,167.68828,154.82086,147.38681,149.67990,146.61649,135.96019,139.20908,122.97580,122.94678,115.51922,115.07403,120.56207,105.10534
