1106.01294,1304.57092,850.41589,946.00659,959.18579,910.54547,853.70734,860.35956,906.71277,829.46899,694.08167,751.34735,787.95251,720.73230,635.17322,583.48242,533.70953,559.22974,552.95850,530.70386,488.89404,481.81543,491.85104,432.85239,396.06589,397.05658,448.94403,450.25720,410.40060,413.66092,344.05649,369.94785,399.99054,362.98358,374.32358,416.84320,396.32492,426.20941,426.39673,427.39139,448.34613,463.02985,434.70840,442.59839,414.72098,469.13474,474.83002,504.67816,490.41019,521.21393,527.86816,527.07245,515.91241,552.77594,517.43561,553.06122,542.18866,550.50061,560.95129,559.50055,602.58868,637.39160,602.96570,623.90558,610.55652,618.94183,655.90295,597.03784,647.10162,608.81128,618.96899,572.46594,532.18646,533.85022,542.42700,524.12006,518.39465,506.70816,501.15799,486.82739,522.86365,448.70419,467.12540,450.76477,435.08591,429.90216,405.88339,395.88681,402.19568,386.52832,380.71130,370.53015,370.83685,370.20090,353.43225,345.64526,334.26877,336.58231,325.02826,314.36386,334.12061,332.04443,368.01614,384.00491,394.02499,393.01727,468.97693,501.99307,522.28931,540.74268,546.11951,562.43121,627.87164,613.08875,660.09375,677.07178,747.65619,721.61542,717.81262,741.71466,777.58258,790.24341,762.62958,791.32391,736.39087,821.96100,797.80890,791.24585,684.10980,668.34540,642.83575,684.68774,584.54816,586.12805,565.66730,562.68787,527.08563,549.29980,524.97955,556.90619,462.79062,497.36072
1024.46216,1085.59705,864.09167,914.62054,922.90485,925.67523,890.85895,910.61755,952.37317,900.63257,780.72839,837.73969,876.84424,810.28320,735.49280,672.67059,608.09131,647.31793,622.73248,598.45276,522.33350,513.53235,509.49878,446.18549,393.04794,357.95837,405.01672,386.63779,337.42596,335.09625,265.16733,270.43350,293.39218,241.76262,245.84843,264.88019,246.80385,252.32352,243.17635,227.12929,233.31599,220.24907,197.67207,189.41068,175.42120,180.72073,176.23337,183.41040,168.22787,172.10608,162.57455,164.88574,152.84766,160.00543,141.61128,152.01187,148.99765,150.01312,159.75990,159.49370,172.47401,183.11598,174.84029,184.00516,180.77806,183.96452,191.64835,180.08588,194.70605,182.80499,187.53372,170.12848,159.96095,160.46635,159.36411,152.30156,153.81233,151.28137,153.87561,151.54463,164.19260,145.13757,155.32422,160.81375,155.45879,155.58354,145.79538,148.80649,153.77554,152.45244,154.80835,148.90634,149.51308,154.30960,140.22192,132.04335,131.56273,131.62531,128.47369,122.07432,121.76202,122.47356,128.91258,135.79863,142.93715,141.96898,172.16275,184.07681,197.49980,208.30798,213.00844,224.90967,248.18633,244.08934,264.26971,274.47498,307.91736,299.38144,298.55273,316.81784,329.13474,340.39792,349.78662,364.52805,341.76981,383.87668,374.74704,378.18179,328.31940,313.67731,310.38022,323.71793,271.34894,270.04944,258.61490,259.75659,243.28778,243.00682,227.01608,239.71397,200.96419,217.06149
2050.81079,2039.59949,1819.92114,1980.34119,1994.67114,2285.78125,2370.60254,2464.85010,2607.47656,2562.74487,2279.84033,2375.78516,2528.59473,2375.23706,2154.33203,2014.09106,1811.89050,1911.75195,1881.03674,1840.29272,1672.27112,1648.16333,1655.99536,1472.25122,1321.39355,1300.11511,1471.05273,1433.99500,1304.35132,1306.82336,1058.61121,1096.98132,1183.27271,1034.30688,1038.82544,1122.28296,1051.81970,1106.55518,1081.76807,1055.12854,1098.41406,1061.17834,969.36127,952.29706,900.49738,948.28375,935.47363,980.78027,921.20081,941.50006,924.40393,928.86005,899.25970,918.76031,843.23682,891.55261,882.64618,854.57727,873.91235,854.28558,901.88702,927.50104,869.99683,902.68524,877.46216,882.47040,909.53308,843.68445,906.93134,873.76660,906.75531,834.67780,821.76233,817.76605,833.98212,835.70386,837.68359,830.14490,838.94647,835.05823,887.36700,781.71832,821.37659,810.44904,776.58258,785.13959,723.80695,711.68274,716.11639,693.46320,673.42120,658.53601,641.48749,637.94275,603.77594,583.95306,564.95007,575.23425,570.78577,559.29181,602.79584,594.65637,669.37537,685.95154,685.59076,683.53955,785.92645,835.80463,874.64240,887.50873,894.47974,933.50446,1002.55585,974.22552,1023.64948,1065.17126,1141.20703,1118.09912,1081.83472,1122.77295,1166.07544,1208.65564,1208.44714,1270.72949,1203.38135,1357.80225,1326.64014,1328.38660,1164.04150,1123.29846,1095.37427,1135.20032,982.34912,959.33069,899.28619,873.78564,792.81982,816.60034,774.21521,799.20087,653.48059,712.21924
1755.42834,1949.04773,1329.22339,1515.73718,1531.34558,1535.71692,1483.21191,1534.63379,1595.21704,1504.42383,1311.01062,1411.18848,1508.32983,1437.98206,1304.83289,1250.76685,1107.56128,1174.76636,1159.86780,1138.87463,1031.10498,1015.25006,1017.37878,903.31165,817.34552,798.99817,869.46405,847.35443,753.45599,769.40369,619.72614,634.08026,690.78223,600.41840,588.71625,612.68677,579.96130,590.57037,570.00690,542.57220,558.15808,540.95782,488.77795,474.14160,447.15494,475.44409,461.89786,495.03427,465.49255,492.17154,486.16565,500.94266,484.20605,513.06488,480.55801,500.13165,501.06732,489.35049,507.53088,498.79456,522.83746,557.07520,519.78058,544.38519,534.52673,540.03931,560.55060,518.53552,559.10547,538.41003,568.47968,522.81848,522.54828,524.09656,542.03833,566.78302,568.51270,569.42285,597.68561,608.37378,642.19543,587.28906,622.91986,627.49475,613.00403,640.55273,618.18408,623.23010,617.11542,601.71436,592.45227,576.79028,550.15125,541.54358,500.52496,493.16541,461.74390,465.87888,458.78607,463.32739,472.44766,477.73306,522.91437,534.64581,544.77356,537.67566,618.41565,646.74036,675.78961,686.28705,700.59668,710.16962,790.70074,750.28998,805.22577,834.49915,883.53619,846.34760,813.30426,854.84979,890.29230,904.54871,889.14215,930.80292,888.17657,1000.67731,981.81860,1000.10864,877.91455,885.39716,877.31708,928.33167,790.31708,777.96289,734.68469,733.29932,661.78357,665.83484,623.73358,637.80005,514.52002,548.48816
1493.22681,1864.58887,1131.46716,1283.89368,1302.25525,1216.84888,1116.75342,1122.81030,1171.15002,1052.63086,855.74109,940.93878,973.50739,891.54895,782.16699,705.13513,648.04987,675.48914,653.07965,632.78754,570.98688,557.98389,554.29742,491.75467,438.55109,422.03104,475.77618,470.03360,418.20004,422.27420,343.25723,362.77649,392.52292,352.60321,362.50558,408.46683,385.41312,436.08820,444.56912,425.63080,454.11670,425.47971,402.97113,413.28021,367.98605,389.09961,391.60443,422.25195,397.53156,421.54156,434.68292,436.33963,429.15576,479.50897,438.62256,478.31799,471.59018,482.86868,508.92435,504.95554,556.75940,573.87622,548.63666,567.61615,547.22461,552.36084,569.78027,523.69226,553.17548,516.25958,522.37415,478.87646,436.55377,443.21002,451.18015,439.91150,439.11349,434.22717,428.59732,420.34695,454.61176,381.56180,399.87271,393.21671,370.35043,369.51559,342.66830,338.20123,342.89450,334.89050,330.96271,321.26614,322.17545,327.94357,308.19711,301.77451,295.04495,297.16049,292.64304,283.95013,296.07568,299.68210,322.20746,337.45151,344.51727,349.22806,402.21558,432.82349,445.25827,465.37836,468.74680,479.84616,532.65839,537.22522,573.25421,593.94360,654.15863,650.05988,655.13251,680.22668,709.98376,743.40851,738.78076,778.76782,739.44104,825.47833,810.77319,822.28583,724.52795,713.60394,705.39624,750.50916,625.33319,621.94025,605.95648,606.63257,563.74780,560.25861,532.69232,558.74341,467.16370,505.39734
865.16180,822.47540,757.76636,784.43890,784.97296,842.95166,826.14374,829.71893,877.20300,846.37976,723.15698,778.76135,838.65424,791.42981,706.63605,687.85205,593.35052,647.30975,622.30933,585.16632,483.41544,483.93729,482.16666,416.23761,360.69315,329.24957,370.06531,348.96805,304.71402,301.12283,233.75903,234.76810,254.91927,200.47865,207.26620,214.24347,201.83107,210.11421,199.70137,198.04144,201.22249,196.58469,175.92937,167.03294,164.03024,165.62645,165.24652,171.69554,153.32812,161.77350,156.21819,161.20972,154.78366,161.39749,147.99359,155.92055,154.64598,154.05470,164.38820,162.20314,179.18344,188.33424,179.11388,190.70959,182.72003,191.26270,199.48242,183.43370,195.92653,189.07692,180.79028,171.00333,150.15172,149.72232,149.63763,144.16498,141.16425,140.18109,139.53821,144.62865,150.08760,134.46498,147.09253,144.47867,135.88115,144.77876,140.39595,134.86745,134.11765,133.36378,132.67621,127.89628,123.02832,123.40024,118.25301,110.44635,105.16629,102.58009,99.18329,95.62299,103.70692,95.80753,116.95378,119.84301,129.87050,130.50027,152.87769,173.34158,186.02994,200.68202,206.60510,221.23245,245.92867,246.73206,277.21756,287.67242,314.03610,310.51541,316.23413,342.29089,355.38339,372.48566,375.04755,390.30746,373.96460,416.03513,400.98108,394.12930,341.78293,311.38724,306.22360,307.74863,266.35507,254.02077,234.98088,228.00876,210.32457,201.57185,183.37608,188.12767,143.47255,151.80995
478.57315,472.34070,391.00104,420.15457,418.00537,420.33371,404.59677,422.45218,433.39270,400.50235,355.38989,384.19830,402.74786,383.59744,344.35327,325.79294,289.80478,304.27890,290.57812,285.75647,253.79861,246.32686,241.97736,213.35764,182.46596,167.67680,185.11034,178.92453,151.01942,153.91623,119.09076,122.04171,130.54340,110.12694,113.36284,117.47005,112.20796,117.45060,115.90193,109.70871,113.71075,108.79871,95.40017,92.52667,89.75228,92.94036,90.83492,93.50674,90.17798,92.03799,88.18349,86.48857,84.04288,91.86822,79.03542,86.61243,84.54822,84.47379,89.95206,88.00027,96.91040,103.34432,96.25398,99.62318,96.22707,99.88503,102.66949,93.62581,102.57457,97.12512,97.28154,90.74185,85.09612,84.58974,87.54733,82.22067,80.39749,80.16435,76.22816,76.08241,78.28711,66.77666,70.20741,71.14594,66.51951,66.86608,62.89021,63.78785,68.03678,66.25231,63.70446,61.13111,61.67386,62.86980,57.09483,57.20852,55.91641,55.17463,52.37286,49.87868,49.60813,49.29823,56.63969,56.54116,60.89419,59.28320,66.14148,72.18031,78.74722,79.52735,79.40449,83.85230,93.85154,95.36121,104.75256,110.33878,125.72007,127.44280,126.80880,135.46030,140.67220,152.84213,160.11282,170.86960,167.06668,187.35437,183.55003,188.42093,164.88950,165.73604,157.24005,169.29793,144.54193,142.83853,136.46051,137.23611,129.88666,124.75876,117.69651,120.78350,101.23901,110.35140
19.92016,14.62188,23.72071,22.13225,17.64541,22.88362,24.47280,24.68861,23.44600,22.29436,27.92134,25.68221,28.22567,27.63609,27.76476,30.09414,23.80630,24.21770,24.77201,26.65811,30.82167,25.34593,25.99371,23.29144,24.15423,27.01684,30.57773,32.53709,30.86628,31.07891,30.38563,33.82090,35.11895,35.30675,38.17966,38.22857,38.34038,40.99075,41.06937,44.13177,41.77828,47.75695,46.04794,49.14268,45.45156,52.75238,51.74683,61.00587,61.70405,66.78809,67.06725,69.38606,67.09654,67.87369,62.01290,61.22836,60.42932,54.35386,57.16529,54.17609,57.11887,57.62446,53.37434,57.20898,58.36529,58.54171,61.94699,56.84545,59.96518,61.48050,62.00050,58.00132,56.81017,55.08660,54.51777,55.35627,54.94865,53.42913,55.68829,56.88347,59.84057,54.70990,58.31963,57.05661,55.35291,58.81786,58.15994,58.85677,59.78356,62.07605,61.92652,60.02833,59.98454,59.16277,56.52869,56.63458,55.48382,55.45770,54.02024,57.00800,66.81731,62.68426,77.88396,86.72076,89.59682,91.41413,107.66716,128.07477,134.57938,147.95815,140.21611,151.50461,166.95938,166.88994,169.77541,173.50014,187.86412,180.83408,177.67747,188.39240,200.10788,206.93007,206.88808,223.44460,218.84494,255.92931,251.65083,263.45483,235.49382,243.28087,244.46208,268.19479,239.78354,243.60576,227.66278,222.20044,211.22871,208.53755,197.93625,200.34296,157.98016,166.40120
641.94934,637.95795,574.07782,601.25043,600.50903,661.27405,661.64703,690.63220,725.09314,705.43097,649.46765,691.01385,750.35095,715.96210,664.95026,660.57678,577.57196,618.04974,616.19287,606.83380,545.65820,536.22034,536.74744,471.80106,418.09488,396.87048,442.28073,418.55505,363.46179,357.64896,283.63571,286.81198,304.91959,251.85078,251.44398,265.20502,246.83757,252.32471,243.80219,230.51848,237.56116,224.96144,201.84723,201.49773,183.17682,191.88783,191.25746,202.86778,193.88144,199.84793,201.31613,197.72720,192.60324,203.79697,178.11899,193.24295,190.37939,180.57211,184.74817,178.24167,192.39609,198.79698,185.91298,191.94226,184.44905,183.35759,189.60707,178.06053,188.61275,177.87575,186.06030,168.80246,165.52632,163.79637,166.29764,167.79538,171.09210,168.60909,176.74260,179.74992,188.58923,168.89624,186.25877,182.42651,180.25362,180.94550,170.84410,175.72205,181.01170,177.81401,175.38370,169.25911,160.93565,156.56921,140.78767,133.59486,127.62953,123.12564,110.08286,101.58418,103.24353,102.59404,108.09331,111.11924,116.33413,112.58207,131.76962,140.62328,149.09511,157.78519,160.71637,166.89194,187.86388,190.17278,212.40411,221.73877,246.98512,246.33635,249.35005,269.06961,279.42834,294.17496,305.84045,332.60403,323.08044,356.01434,353.74234,355.83481,313.54004,305.19931,295.32840,310.81659,268.55093,267.62717,255.22736,253.97243,231.64662,232.10695,217.12091,221.20338,173.87936,185.99242
417.79047,402.87701,348.89951,375.71658,383.00974,413.16687,433.78687,468.61179,507.92981,495.00876,474.56635,496.66357,552.92865,540.97473,494.47742,496.78461,431.59113,473.00461,473.06210,452.41769,394.06027,383.28635,387.06070,338.17590,297.85318,276.63306,303.69354,292.58322,252.05342,253.68414,200.72441,205.67360,221.44640,180.38057,184.94336,195.74219,185.33290,198.25439,196.76091,189.89801,202.32845,195.85912,186.29961,189.68181,173.71419,191.24261,188.41460,198.80919,190.66937,193.70895,193.95351,191.27289,179.85052,194.19452,168.61041,185.03285,181.45810,174.43593,184.31267,174.11104,192.60027,188.94450,178.94334,186.71490,179.71855,176.39061,182.60629,173.79073,189.64769,182.34509,202.93646,181.41800,194.23895,196.27333,205.25687,207.09332,209.70964,207.94730,209.44556,206.36134,221.66174,191.15120,200.80457,199.99265,188.09198,187.89977,175.58417,171.06133,171.87044,168.72185,166.23795,161.72612,161.70360,164.64653,153.65915,151.79204,150.18687,150.74017,146.38855,142.63048,142.68246,149.50702,152.31653,156.25032,156.45287,154.91527,172.51917,179.11810,187.32384,183.26265,181.04732,188.90149,201.09204,184.26076,198.86534,206.19829,214.42000,206.97795,200.24234,218.30478,223.80049,230.81696,228.57018,250.61871,235.07484,266.70166,259.19742,264.31976,230.03804,219.76845,214.25949,221.70622,187.74883,181.60184,175.49429,171.35060,161.78250,157.63712,149.61102,155.91023,131.51419,142.35156
