22.20486,22.18517,22.89882,22.23060,21.05962,21.68029,22.49758,21.77048,21.41410,21.35274,22.56161,23.02909,22.38226,21.58927,22.00915,23.66143,21.51780,21.78629,20.68237,22.57567,22.42930,22.77675,21.05587,21.02678,21.49663,21.35396,21.63637,22.56670,22.12421,21.68459,22.21291,22.43718,21.17191,22.23331,20.39036,21.93409,23.53000,21.04094,21.78869,23.00053,21.54107,22.23099,22.08766,21.32313,22.09848,21.70941,20.98038,22.17362,21.31735,21.72783,21.94297,22.05413,20.80387,22.26298,22.03591,22.57894,22.76792,22.73715,22.25718,22.35706,22.13103,42.19492,41.69389,41.98563,41.74809,42.39482,40.44108,42.49583,42.67115,41.98863,42.24925,42.08706,41.62555,42.53531,41.66975,42.03531,42.39137,41.43978,42.49073,42.08209,41.57072,42.02598,41.18604,42.89530,41.43907,41.94320,41.36303,42.59187,41.34924,41.56714,41.31826,40.76851,41.73092,41.44002,40.88401,42.02621,41.17027,41.06542,42.38060,41.15151,41.63311,42.69784,42.10556,41.21209,41.44721,42.18761,41.09596,41.45688,41.51762,42.02989,41.80953,42.42265,41.83356,41.59336,42.58428,42.95678,42.24833,42.33380,41.35028,42.38360,41.71774,42.16986,41.89658,42.02675,40.90255,61.28340,62.01627,61.30159,60.74422,61.65228,61.33752,62.02136,61.80704,60.71117,61.55630,62.46753,61.67927,61.96338,62.20176,60.75597,60.94933,61.12892,60.99541,60.25331,60.64578,60.59829,61.39772,61.68581,62.21663,60.95026,60.25727,60.79585,60.98829,59.76872,60.46976,59.90257,60.89927,60.46460,60.44257,60.27946,60.56268,60.33897
21.32372,22.15849,21.99590,21.97489,22.55529,22.99878,21.82027,21.60066,22.83513,22.19621,22.61242,22.50383,21.60199,21.49933,22.03856,21.56366,22.66889,22.55830,21.75926,21.61479,22.31533,21.32070,21.52254,21.92119,22.51903,21.83773,22.60713,22.11719,22.04275,22.73518,22.03560,21.19544,22.42296,23.07897,22.06902,22.19219,22.37866,22.10272,22.72474,21.19004,22.17408,22.48896,21.10522,20.28935,22.17347,21.37234,21.34174,19.97221,21.36259,22.40412,22.50870,21.02288,21.00227,22.28828,21.66864,21.89583,21.23292,22.22482,21.45008,22.32313,22.88279,40.40331,41.15194,40.21864,39.70684,39.51773,39.27219,38.17371,38.88117,38.43122,38.19925,38.18894,37.43853,38.95789,38.56954,37.98213,38.34639,38.00757,38.98639,37.97905,38.70987,38.85282,39.03225,37.82065,38.71913,38.15038,38.69120,38.04816,37.91010,38.20974,39.76474,37.64836,37.64114,37.61744,37.21960,38.28917,37.74420,39.04794,38.91110,37.49821,37.83416,37.54650,38.66260,37.17579,36.95550,38.64345,39.13709,37.88251,38.58547,38.34381,38.96421,38.84161,39.21828,39.36452,38.79364,38.72966,38.49818,39.68274,38.99583,39.32874,39.50732,38.86731,40.00997,39.90157,39.55952,57.56915,58.51466,57.86552,58.11481,57.62673,58.42768,56.52866,57.11774,58.07488,57.32660,58.31809,56.75965,58.42189,57.77347,56.22948,57.05215,56.51667,58.07309,56.75163,56.84775,57.63866,57.39076,56.71611,56.25709,56.19239,56.33720,56.60817,56.82996,56.84674,56.45245,56.83838,56.13008,57.21030,56.27831,57.31823,55.96801,55.24914
23.39663,23.33363,22.79276,22.97548,24.48369,23.84175,23.16814,23.81936,23.34169,23.48242,24.46446,23.95481,23.63540,23.34789,23.37085,23.74857,23.50079,23.57259,23.49990,22.90676,23.66142,22.69959,23.58638,23.61152,24.16796,23.50740,24.28125,23.46017,22.88895,22.91434,23.13822,23.04723,23.51600,23.13375,23.14195,23.58964,23.53668,23.99277,22.91469,23.03792,23.33541,23.99505,23.63042,23.52952,23.22476,24.32976,23.40263,23.25993,24.01674,23.36411,23.21426,23.69129,23.94349,23.93564,23.37288,23.75552,22.80792,23.53071,23.57998,23.95168,23.36222,43.42308,43.03494,42.90293,42.22485,43.45480,42.09735,41.57378,42.57082,41.85871,42.73953,42.42157,41.87845,42.22771,42.74673,41.84715,42.05351,42.73742,41.60717,41.81987,42.19758,42.75463,41.88676,41.52954,42.54650,41.59143,42.29136,42.09896,41.57214,42.11408,42.18182,41.59101,41.69653,42.70029,41.55185,41.84235,41.28414,41.15160,41.35755,42.22379,41.53260,41.99438,41.29168,42.13186,41.37789,42.45494,41.32901,42.65971,42.31493,41.55020,41.73234,41.78587,42.14270,42.34094,41.98072,43.48558,42.26697,42.24947,42.37642,42.19100,42.48243,42.22266,41.77075,41.89531,43.00899,61.69530,61.26493,61.43192,61.33395,61.61610,62.09766,60.72997,60.86263,60.97751,61.01592,59.88577,60.04128,59.96510,60.19248,60.90180,60.01557,60.35073,59.10854,60.84730,59.45364,59.72318,59.47379,58.46964,59.63902,59.51135,60.51273,58.55488,57.53358,57.85936,58.90100,58.00819,58.71459,59.46258,58.42646,58.80643,57.44304,58.34211
22.33971,22.86938,22.99752,21.66653,21.69702,23.00266,22.31262,22.63341,23.54649,22.31095,22.16292,23.13751,22.19529,23.33516,21.59411,22.36636,23.26605,21.67228,21.66930,22.76337,22.74257,22.12585,22.70963,22.37337,22.08970,22.06303,21.93984,22.71544,21.83082,23.21738,22.94603,23.35742,22.45991,21.85052,22.45349,22.66294,22.06071,20.71644,21.78658,22.35999,22.47231,21.55550,23.18580,21.90875,23.29471,22.27523,22.06224,22.53475,22.46797,21.68346,21.55032,22.85230,22.19638,21.74904,22.80538,22.32499,22.14096,21.57998,22.21378,22.63562,21.56133,42.42332,42.31921,41.87017,41.55367,41.78212,42.17319,41.83710,42.33731,40.97184,42.13216,41.09878,42.01808,42.79678,41.12948,42.08934,40.85983,41.41292,41.90079,41.42529,42.87752,41.26981,42.44667,42.40569,41.42154,42.90053,42.18955,41.54961,41.84002,42.44531,41.55492,42.42564,42.60690,40.27758,41.96232,41.53767,42.17617,41.95877,41.00478,41.26378,42.28474,41.69409,41.21058,42.38918,42.39478,41.61948,41.45660,42.64793,43.47712,41.25726,42.22527,42.24434,41.27358,41.47003,42.55054,42.54724,41.66152,42.06438,42.20094,42.73029,41.96761,41.70662,42.65146,42.05324,42.20872,61.70279,61.63309,62.00631,61.97247,61.00369,60.64142,62.77318,61.65610,61.45937,61.57040,61.69026,61.58730,61.60906,62.30721,61.06430,61.47591,59.79393,62.36922,59.85212,59.71425,60.17297,60.52769,60.55558,60.35996,59.85398,60.29688,59.46455,60.56951,59.69979,59.01332,60.19359,59.46209,59.24068,58.72866,58.83572,58.97190,58.61616
22.52136,22.08203,21.54114,22.13977,22.17318,22.91407,22.06895,21.76645,22.51567,22.21210,21.07095,22.47169,22.12331,21.41233,21.87234,22.10932,22.20960,22.73359,22.55349,21.22847,22.62384,21.56513,22.06718,20.84847,21.81915,22.33533,22.05379,21.49842,21.31560,22.17886,22.43834,21.72673,21.98386,21.48733,22.70051,22.22235,21.39112,21.64564,22.45279,21.36777,21.39924,21.54527,21.64020,23.19713,21.63812,22.17204,21.71127,21.28399,22.04852,22.39787,21.81302,21.11253,21.36222,21.51789,22.52163,22.30559,21.41965,22.32131,22.80342,22.12125,22.61703,41.90940,41.12221,41.50832,41.53860,41.52104,41.93147,42.70893,41.43941,41.61259,40.57949,42.77045,41.77950,41.02468,42.75748,42.09439,41.86562,41.62946,40.75050,41.27040,40.94790,41.53448,41.35335,41.89172,41.86990,41.20531,42.10198,40.60459,42.06459,40.88921,40.61258,41.53773,41.12059,41.43417,40.80133,41.18003,41.73972,40.89956,41.42808,41.84864,40.30735,41.54519,41.27107,41.92382,40.58732,41.05101,41.47998,42.52521,40.33461,41.23540,41.81961,42.11654,40.90053,42.62376,41.54088,41.81498,41.77404,41.62336,40.88258,40.74236,41.72947,41.32851,42.44534,42.02294,42.11528,60.86042,60.41346,60.32192,61.48439,60.19889,62.00144,60.01683,61.53016,61.90979,60.54987,61.26343,61.79639,61.70243,60.76017,60.97341,60.25512,60.07095,60.35137,60.58637,60.17120,60.67642,61.03167,60.89671,60.76258,59.65139,60.60473,61.23128,61.33578,60.25040,61.21198,59.85302,61.10446,60.46930,60.31315,60.36879,61.02331,60.08782
22.46206,21.84791,22.00302,22.55343,22.02984,22.33085,22.73163,22.29683,22.77707,22.81389,22.08253,22.88902,21.49582,22.54169,22.82895,22.19714,21.67455,22.04949,20.73496,21.44776,21.51250,21.86175,22.24773,23.39056,22.23177,21.44798,20.99677,20.96748,21.68328,22.56743,22.20591,21.59088,22.03709,21.53929,21.94475,21.99889,22.07191,21.77311,22.12160,21.75485,22.15770,21.26624,22.07067,22.18950,21.44155,22.12925,21.82601,21.25029,22.11778,21.68997,22.54796,21.16575,21.80424,21.91123,22.14870,20.99562,22.61474,22.10502,21.13408,21.90882,21.29499,41.31304,41.03481,41.16287,39.74856,40.34232,38.87577,38.63033,38.72651,39.37966,37.00937,36.99070,38.19012,37.27778,37.65094,38.08133,39.34972,38.76409,37.50608,37.61425,37.71204,38.59846,39.06955,37.90376,39.08704,38.08422,38.25130,37.42002,37.30587,38.08080,37.17613,38.03689,37.12531,37.47789,38.15754,37.08105,37.79073,38.61123,36.79226,37.73164,37.51342,37.81910,37.23433,38.26461,38.05855,36.78497,37.91454,36.98815,37.58450,38.36985,39.21190,38.17932,38.04767,38.70453,38.65921,39.40447,38.27376,39.79876,39.47954,39.67245,38.85324,40.03139,39.70137,40.29971,40.22521,58.53888,58.33702,59.30417,57.68607,57.66909,58.57360,57.72533,57.69727,57.88198,57.81329,56.93790,56.44824,56.83415,56.17104,55.53263,55.78559,55.47237,56.04894,55.38561,55.49438,56.36765,56.23020,55.04873,55.23934,55.04453,55.68242,55.19579,55.69910,54.14595,54.45710,53.55259,53.74231,54.90065,53.32455,53.73518,52.90273,52.86468
20.73381,22.02981,21.44725,21.41440,21.64957,21.72828,21.97680,21.78897,21.39569,22.44082,21.05478,22.02523,20.81526,21.29273,22.01509,21.69074,21.15298,21.61598,21.10937,21.94777,22.08858,20.66430,21.59259,21.05064,21.49380,20.82148,21.16177,21.25526,21.75137,21.72944,21.77511,20.66625,21.82230,21.40137,21.21606,21.01259,21.34558,21.72154,21.64917,20.91057,20.94203,22.00793,21.88292,21.22651,21.37072,21.39604,22.34479,21.73212,21.78031,21.38688,21.13437,21.13224,22.09697,20.96489,21.06114,20.79016,21.65118,21.91411,21.18783,21.78305,21.46605,40.21605,37.53820,39.69347,37.83924,38.89637,37.89101,36.71113,38.50169,37.14660,38.87302,37.96530,37.24768,37.45544,37.08546,37.55501,38.13287,37.58032,36.93602,37.63717,37.33168,37.40744,37.51387,37.45362,36.87036,36.71502,36.75998,36.46793,36.78363,36.77560,36.34271,36.17015,35.90852,35.81530,35.62687,36.17517,36.44028,36.59345,35.75604,36.91267,36.07908,36.09130,35.83302,35.59547,36.76500,36.43523,36.02018,36.41592,36.29222,36.27872,36.11982,36.48506,36.98834,36.94672,37.88322,36.75101,35.66752,38.35270,37.08488,37.44284,38.08648,36.86760,37.57093,37.06966,38.04244,54.87655,54.89737,55.15612,54.55438,55.67935,54.66204,54.25598,54.02523,54.91619,55.38994,55.11348,54.93548,55.01493,53.84898,55.37533,54.05730,53.35350,53.84314,53.81923,53.13166,54.21617,54.45952,52.52590,52.69170,53.10039,53.35533,52.78347,53.19152,52.95577,52.59509,52.26960,52.67324,53.52106,52.55517,52.95375,52.16023,51.44475
15.15336,14.98210,16.37092,15.85342,17.36937,17.16716,16.96416,16.88123,17.12317,18.11119,17.19234,17.57829,17.42625,18.06783,17.68582,17.65016,17.83157,17.66303,18.54807,17.59024,17.96272,17.86961,17.98323,18.25172,18.23896,17.71829,18.25615,19.21736,17.83985,18.57260,18.96642,19.27918,19.11103,18.54694,18.81068,18.16813,18.79676,18.43645,18.47272,20.35869,18.85315,19.70059,19.54030,19.34701,19.27941,18.89470,19.12256,19.79896,20.67019,19.49456,20.51882,19.99058,19.54830,19.32764,19.87193,20.03741,19.41426,19.64399,20.28947,20.32967,20.99969,34.91608,33.77374,35.17489,35.45163,35.83287,35.67545,34.86627,35.73909,34.56569,35.30507,35.03399,33.64795,35.73655,34.76318,34.31120,34.86449,34.96447,35.41620,34.66628,35.59890,35.49170,34.70374,34.82294,34.90322,36.02977,35.34529,34.99551,35.23861,35.43880,35.24709,36.82801,35.56844,35.83318,35.83372,35.33891,35.70270,35.60129,35.21806,36.18938,35.78444,35.38089,35.42630,34.99024,34.98038,35.41212,33.97640,34.98573,35.05256,34.27092,35.13578,36.02938,34.79686,35.10864,35.17607,35.72965,34.59857,34.85374,34.08829,34.81565,35.50028,34.11015,34.40120,34.74819,34.39693,48.94109,48.64428,48.34128,48.27966,48.79654,48.95520,48.38779,48.04465,49.10434,49.03452,49.43413,49.59563,50.03780,49.45622,50.04104,50.12420,50.30893,50.84285,50.22876,49.36031,49.94554,49.91967,50.29887,50.66846,49.80246,50.64017,51.35591,50.12724,50.83478,49.79953,51.05107,50.60874,50.56287,50.07793,50.06590,50.02173,50.23781
22.22128,22.43513,22.17173,22.65938,22.02116,21.60646,22.74121,22.04664,22.42675,21.39737,22.51938,21.54443,21.77423,21.86060,22.71634,21.47786,23.14311,22.35450,21.31772,21.75415,22.58774,22.25954,21.66231,21.54885,21.60119,22.63950,21.68780,21.18741,22.86220,21.22758,21.29290,22.84124,21.49582,23.21339,22.31876,22.70034,21.47806,22.36819,21.65541,21.52321,21.81838,21.35138,21.50875,21.19955,21.78440,21.54128,22.08825,22.07721,22.08528,21.88323,22.27638,21.75846,22.63671,21.80115,21.08462,21.41072,21.28953,22.90531,21.53130,21.92941,22.37716,39.99229,39.57661,39.79381,38.83697,39.54495,39.05545,39.33989,38.24934,39.21721,38.55302,38.81865,37.94746,39.05480,39.52770,39.23889,39.98456,38.40107,39.81964,39.83371,38.89138,39.10061,39.08036,39.18732,39.67064,38.57736,39.17105,39.23425,40.03945,38.18850,38.57548,39.59615,38.54429,39.19501,38.30833,38.58904,38.69187,38.40122,38.07315,38.34772,38.34538,38.70322,38.72380,38.65237,37.54283,37.08154,39.17447,38.23027,38.04374,39.85977,38.65857,38.39992,38.66834,38.69238,38.08015,39.25482,37.87473,39.13908,39.32964,38.70053,40.19017,39.25015,39.63322,40.01316,39.32058,57.22288,58.27150,58.72523,57.96944,58.48195,55.88264,58.12159,58.17219,56.60986,57.63307,57.79155,56.20834,57.43235,56.29077,57.19461,57.12576,55.62124,56.44457,56.75077,55.91422,56.51524,54.79125,55.62511,55.78799,55.09278,56.59750,55.34833,56.28870,56.01266,55.39134,54.28446,55.36386,54.58598,55.03842,53.82176,54.83004,53.91145
21.44753,21.15583,21.73231,20.79122,21.95846,21.25628,21.52875,21.64637,21.69627,21.57666,20.36553,20.81301,22.45157,22.68422,21.23686,21.64083,21.66191,21.63308,21.61862,21.18000,21.96181,21.94524,21.66376,20.50934,21.27674,21.93904,21.88497,22.54364,21.93686,21.50514,21.55713,20.75429,22.05824,20.49155,21.43304,21.10431,22.54463,20.55566,21.81967,20.67104,21.93856,22.56987,21.77618,21.71267,21.21952,21.98793,22.25939,21.23046,21.12267,21.89944,22.17039,20.19668,23.20376,21.68126,21.77065,21.20868,21.19057,22.07092,21.70191,21.17668,22.37688,40.35540,40.65259,40.20253,39.94744,40.40787,39.93541,40.97529,40.05579,40.77135,40.70756,40.85182,40.90181,40.84341,40.48612,40.95459,40.74239,40.34336,41.80142,41.66468,40.32878,40.94720,40.75634,40.96469,40.22122,40.99368,40.86345,40.17637,39.32561,40.28751,40.43405,40.21706,40.89308,41.40475,40.78542,40.15786,40.19579,39.20801,39.43505,40.06207,39.95141,39.59290,39.73439,39.64542,40.01633,40.06735,40.69373,40.49325,39.19983,40.44003,40.63353,39.18431,41.24738,40.53490,40.39780,40.73994,41.42534,40.60579,40.41743,40.44553,40.45845,39.41678,40.60672,40.91037,40.37766,59.10940,56.83905,57.03123,57.35209,58.79585,58.34515,56.82201,58.13316,55.72963,57.62132,57.12018,56.50793,56.59095,58.20635,56.31959,56.88929,55.83290,55.51641,55.16517,56.68423,55.57706,55.79898,55.40396,57.08176,56.33856,55.90657,54.26821,54.36876,55.13285,55.19525,54.96986,56.02899,54.96190,55.27055,54.95216,54.65465,54.65857
