46.85787,15.09691,53.74389,36.18144,50.95528,7.97636,6.50162,17.56667,15.64199,11.13760,14.55041,3.16710,19.70391,5.11439,10.02155,0.29134,34.84554,3.65023,67.60828,4.62838
63.78142,21.58319,68.01686,44.72515,67.37537,10.02344,9.23528,23.15138,20.91800,15.27926,20.38836,4.14634,26.41419,6.87058,12.92026,0.48469,45.10405,4.70979,88.46657,6.13209
75.00862,26.25137,83.18861,54.36909,83.01050,12.28624,11.50521,29.54027,25.55255,18.64313,24.65205,4.83648,30.84428,8.06578,15.53364,0.47756,54.97173,5.51493,104.76459,7.77733
93.48999,32.07761,104.68494,67.93857,101.74552,14.84517,14.36257,35.10177,32.52285,23.49761,30.31500,6.13974,38.92666,10.15384,19.42286,0.78241,70.99976,6.66630,135.45935,10.16796
105.10171,37.07100,107.16624,74.19303,114.73275,16.72647,15.80656,37.08033,32.79267,26.00990,32.81415,5.97916,42.80090,10.75763,23.67305,0.93471,79.08559,7.09872,143.88246,10.34466
114.59859,39.08498,122.53778,84.57392,126.92480,19.33208,16.72411,40.14314,35.26065,28.65260,36.30394,7.64444,45.87389,12.46185,25.17919,0.85225,86.26666,7.64423,159.87088,11.05266
120.49389,42.16611,120.16496,82.61253,126.82098,19.20605,17.31010,36.68545,35.03032,29.06710,36.07059,7.96177,48.31320,11.50851,23.56423,0.82249,88.05843,8.63776,163.03815,11.16254
116.85081,40.45577,113.20695,80.64796,126.80141,18.53732,17.13853,35.09554,33.28262,28.61903,35.44847,7.31043,43.60399,10.83486,24.57552,0.99169,85.71386,7.47565,154.05054,10.41646
107.29099,36.99561,101.17908,71.78136,111.76174,16.58402,14.49540,28.91277,27.90532,25.60671,30.78548,7.52733,39.49526,9.67168,20.68936,0.79997,77.63550,6.67699,139.98520,9.38324
92.24419,33.56758,90.75092,63.70090,100.30183,14.20113,14.52894,27.32464,25.35550,23.09895,28.36846,6.13144,35.16062,8.59127,18.23707,0.67521,69.19833,6.60762,122.69273,8.01255
104.44434,36.65233,95.32710,70.70475,107.69544,15.48917,15.07728,26.06814,26.73712,24.28310,30.83643,6.41142,36.28582,9.75419,22.80359,0.91507,78.11362,5.85748,133.93958,9.16893
90.70786,33.70757,86.56184,62.89209,98.60806,14.20402,14.30834,23.13417,25.11427,20.49802,26.64607,6.05936,35.25137,8.30166,17.11350,0.54200,70.30882,6.18733,123.95212,8.23221
88.25835,31.07433,83.04776,61.98515,90.82657,14.39738,13.11115,22.60122,24.46496,19.13597,25.88534,5.29871,32.37757,7.90333,16.87778,0.50636,64.79652,5.59002,114.19992,7.97827
89.83635,31.24378,81.49287,60.70415,93.55814,13.35046,13.19439,21.36140,24.74676,18.79823,25.08153,5.66763,32.46770,7.48065,16.51956,0.67042,66.40800,5.55569,119.44110,8.08000
