965.00262,1383.07922,851.68408,932.33746,1018.78027,880.84955,989.11804,884.90063,891.37152,796.93469,817.71155,724.03235,733.39740,689.24719,673.25201,626.59863,558.76361,559.28119,550.35150,540.79364,515.41870,521.86346,496.00726,466.38037,433.94244,413.03952,441.21524,429.48273,393.93454,374.13580,368.96207,388.61475,394.72406,459.73920,426.53009,457.72577,458.90442,470.39508,516.67786,520.67133,513.16705,524.53491,523.34485,567.74451,587.54529,586.65192,654.10297,648.34229,648.81525,703.52216,689.85760,669.68909,688.46216,710.94116,702.11670,712.87885,698.82361,710.92523,737.70874,777.42987,738.52393,749.92249,765.47998,755.84076,772.69916,839.36481,772.66235,775.81689,756.11072,756.01593,684.78302,732.74091,648.14435,633.77197,648.60907,604.09381,581.41193,689.47504,604.53479,563.08038,572.56915,571.51093,552.69196,555.51276,547.50452,495.25790,475.73102,444.25195,470.78751,456.81522,466.84210,480.62427,442.37732,367.29645,401.11111,399.89496,422.74921,393.67053,397.56866,396.28711,435.03656,419.62848,469.79956,452.64966,508.97061,540.03961,579.16901,583.54767,648.63654,650.44464,636.09644,716.20593,723.32050,782.71979,790.20264,815.41962,864.70734,864.76428,938.74463,964.37048,950.42371,952.17963,931.48297,881.83209,936.32385,838.69403,786.63690,759.76581,678.00903,632.59497,603.55499,680.60870,622.22375,646.92999,584.20697,540.32025,498.83771,557.12738,562.43170,560.88721,505.48605,464.29755,410.37338,429.70520,413.50342,386.87439,411.70734,390.23618,385.08231,345.31128,346.25931,371.52173,384.56403,364.97269,353.74936,370.90594,292.71500,342.65033,329.46091,329.24524
947.58081,1146.63416,840.10919,915.76843,961.32220,901.66046,968.37329,907.83838,925.24353,844.36102,884.64282,790.52258,839.36505,795.03076,763.88293,710.34460,643.38239,647.04498,620.55634,612.13593,547.52759,538.36572,507.14465,472.57379,423.58496,379.73602,390.38898,364.61090,334.46686,293.78833,279.55365,279.50577,277.20917,314.60413,277.03537,293.92883,286.33997,272.31686,297.86136,293.31134,267.80795,247.38458,244.63153,255.38495,231.99007,221.81033,238.75136,227.94180,215.41670,228.81876,219.78114,207.47569,200.22844,195.02898,193.52028,198.30316,193.73795,196.62393,207.80284,218.24242,211.48584,216.30496,222.40530,228.27434,228.34334,251.40987,234.22551,235.69734,229.29414,228.33000,210.90630,217.28464,190.15968,188.43236,194.89737,178.32326,174.40390,213.62834,183.70610,175.92786,183.27364,180.46870,183.42825,189.30762,196.68866,178.62398,184.17044,171.87801,195.70831,183.95909,188.18167,196.67897,178.32800,145.09375,155.84668,156.48264,159.19649,149.83780,149.55814,149.03511,156.47589,151.15216,169.34856,163.69821,184.10768,199.04822,213.17256,214.34236,247.50690,251.92014,249.98279,277.70581,286.41382,310.69305,320.55945,331.49826,355.38943,358.78638,404.65805,426.24319,413.29489,428.90326,420.84689,402.45871,448.58670,391.99103,370.21597,364.09827,327.12555,303.57758,278.88895,319.78098,291.14328,298.12265,267.96640,245.53223,218.73647,248.35402,244.15918,245.31831,222.38704,206.04092,179.81262,191.64131,186.89888,170.84943,183.01468,176.19380,175.71414,157.57666,154.82256,161.83353,170.98378,158.97130,156.61089,161.86241,128.22308,147.02588,145.68341,144.01753
2001.59265,2111.27466,1785.66577,2007.15149,2051.41943,2241.36011,2392.64209,2276.57178,2427.58911,2278.15601,2476.90503,2279.92383,2381.95508,2305.50220,2233.01050,2113.49023,1891.28271,1935.30432,1872.42578,1870.21790,1752.77075,1741.20166,1663.77356,1554.85205,1448.94385,1371.93103,1442.79578,1377.24976,1256.84802,1168.52563,1112.17139,1154.71533,1150.23071,1283.82605,1170.16394,1245.48584,1227.04883,1204.98499,1315.03467,1306.69775,1248.54614,1212.74341,1200.28296,1263.05823,1207.37976,1168.98206,1252.49207,1225.85767,1189.18982,1277.05603,1249.41919,1188.85229,1180.66602,1181.60815,1159.60889,1161.36975,1133.95911,1085.77405,1134.60254,1155.82056,1086.20178,1082.66211,1117.92859,1082.28967,1098.89819,1177.13696,1085.83337,1091.33008,1079.76782,1082.47510,1000.98376,1081.00269,969.56372,980.12939,1017.65698,995.06189,955.31683,1132.33850,1013.08417,956.10260,995.78748,994.20673,974.13043,993.56976,994.60858,892.76257,865.83765,802.60736,868.83301,816.35785,846.63843,843.79193,763.25836,629.23706,673.08368,682.98871,721.04572,686.82068,690.47485,701.17230,777.80103,763.51758,851.47333,806.52264,886.35443,934.35181,972.35809,991.25146,1071.90503,1072.83533,1070.50769,1181.20178,1190.16296,1260.98279,1249.06116,1279.50220,1329.83826,1323.80298,1438.12720,1509.87842,1459.18860,1489.61804,1476.58655,1408.09338,1529.78613,1398.98987,1317.01501,1299.92847,1169.86145,1077.38867,1005.73450,1134.16980,1043.05444,1051.33008,907.26550,858.64429,741.20117,834.88379,825.07349,821.24384,722.08240,671.89124,575.62177,595.85962,563.43280,521.39532,548.22797,506.92453,501.26520,427.92261,415.75513,434.03781,453.47974,423.80002,408.79849,427.27890,325.79251,376.33801,365.18643,357.98444
1586.88635,2076.02490,1394.47632,1503.57996,1612.82153,1517.15027,1644.80396,1488.78491,1545.55212,1416.56616,1510.67700,1358.63257,1412.87073,1373.34302,1345.68640,1282.44885,1150.78882,1180.28040,1165.00464,1155.38770,1085.00903,1071.95251,1016.80603,945.65222,872.12366,822.07483,862.44489,830.46021,734.59576,683.52386,656.49445,673.09863,663.02863,713.37311,656.94421,690.77264,675.53381,649.59174,696.61401,684.50830,644.62268,612.33252,605.95276,636.04303,599.44501,580.04010,626.76538,612.82117,606.60272,662.58722,646.21521,622.36676,647.57117,651.91949,646.72742,651.14496,642.84155,635.57684,654.88684,664.84906,648.15881,645.63025,686.41846,662.70190,668.63458,716.88806,669.28229,676.12524,664.01257,674.12634,618.40527,689.27716,623.38135,635.34485,668.68536,682.29669,656.96704,788.71887,716.45392,689.65857,730.97656,726.96051,742.71600,776.81195,803.06079,737.09595,737.72559,694.24817,758.34210,716.24200,733.11121,745.57806,655.12128,536.24640,565.43146,554.61890,587.94586,558.16479,558.84015,571.03467,622.73676,609.16736,673.44080,639.53003,694.60883,723.79242,756.65741,772.48114,825.69781,827.36487,813.99060,917.43933,924.75507,975.74585,970.04352,990.16400,1036.54199,1021.41302,1095.96606,1132.44360,1104.36646,1112.98499,1083.60645,1034.86780,1118.60559,1032.33398,983.37982,989.26685,897.23773,856.14038,817.92450,932.82898,835.83124,868.85339,750.35345,716.73547,598.62366,683.67896,655.62476,647.31592,576.80975,532.76636,440.54654,457.78479,422.88821,396.06512,403.77441,365.12003,361.64954,301.66437,282.78058,295.38046,301.75323,283.64716,269.92590,286.55588,226.57747,263.56879,264.20047,261.70374
1270.59802,1982.56848,1157.90918,1243.23633,1415.64661,1185.69092,1321.72693,1160.15527,1171.97693,1027.45447,1046.27808,903.70068,914.62909,856.58704,831.51813,757.25684,673.41107,683.12115,653.34705,650.93671,592.05981,592.60645,558.43231,523.25330,479.22339,440.68481,459.05832,442.45038,407.69717,372.81537,367.22162,380.89575,383.38031,446.35175,403.46548,445.41071,454.38361,471.37286,520.00928,522.74609,515.31116,510.31763,509.31158,526.36810,499.09549,492.69678,515.80298,522.23236,526.41364,578.42487,567.58069,547.90295,580.02960,600.47131,596.39276,612.99396,603.65515,632.34119,668.63916,712.60345,674.58374,678.53418,689.76123,685.60907,691.05072,755.67029,676.94196,681.93292,650.17609,640.03027,575.79614,610.66217,536.39642,529.41809,547.49054,516.11383,491.82993,588.02197,522.01801,480.79361,492.54489,490.32321,470.24176,475.66864,469.59921,422.11301,408.18103,382.88852,412.04721,394.65384,407.75275,416.15335,386.68155,322.28101,349.78232,355.00256,374.05441,351.29462,351.14117,353.73566,385.79721,370.13318,415.39633,400.28326,445.86551,472.13120,505.90945,507.77798,560.85339,556.95038,554.39178,611.29260,618.37219,669.00964,672.45807,711.69952,763.95929,779.93732,871.98895,903.81232,890.75098,907.15649,898.41193,864.05530,942.56165,853.92096,810.11212,803.89026,727.07050,689.55981,650.44318,740.79474,669.54572,698.83069,633.25409,578.49957,499.39441,576.54797,566.26489,568.37860,515.61005,482.27173,427.78616,460.10965,457.55432,426.76184,462.26459,446.13577,445.44601,403.57001,401.54999,421.69312,441.98102,413.52695,409.01993,424.15735,338.91434,390.11032,383.36154,384.48465
876.10876,841.95636,721.74670,804.66241,823.05701,834.48425,859.06506,808.53949,843.49670,781.78467,827.86963,749.82867,776.73895,752.77979,738.59302,717.00525,632.87042,643.37891,613.70770,586.44373,529.52368,521.36707,466.93616,448.46600,393.80890,351.73666,357.91904,331.39514,298.66119,263.32574,245.59648,241.98581,234.84755,260.80060,227.19237,243.14734,232.50635,225.06636,248.55055,243.89822,230.59323,223.45129,217.54257,231.91702,216.48488,205.05562,223.07814,210.78029,195.67325,217.63908,213.27779,201.12566,201.59805,198.22670,199.71059,204.32269,202.97748,199.91803,213.16811,224.23424,219.35269,219.26860,228.53400,233.29153,236.30280,260.01572,235.49620,235.87331,233.04790,219.59090,207.46382,207.40248,183.13678,173.98964,183.01173,163.96289,160.35231,187.86903,167.51265,161.87476,173.39334,173.55415,168.99316,177.08307,177.66463,165.98219,161.75398,151.24985,168.92236,161.11908,162.59624,167.30017,148.81491,120.04612,129.34196,124.57641,132.28085,121.66525,123.26655,123.91560,135.92291,130.35640,145.93495,147.06432,165.61525,175.04903,197.79556,194.37424,234.36380,239.96732,252.70761,286.42004,303.09088,313.09732,330.75867,347.15274,375.32648,380.58966,435.40842,455.69284,446.72012,457.31796,453.33951,441.11035,486.24564,424.18649,396.78717,376.17767,337.13574,302.52307,271.95096,305.05212,279.87018,282.78912,238.32985,222.08130,181.01439,209.37468,195.07910,188.71165,165.19594,153.60297,130.31345,131.67154,129.82643,117.06940,119.66786,119.62052,117.43670,105.55907,96.65224,99.26108,102.05418,90.18844,91.03159,91.63091,71.11405,82.88276,83.07957,81.74614
451.14743,501.81607,388.07043,421.44922,439.62286,421.95810,442.52917,409.53546,422.59528,386.63599,409.09372,369.65524,381.68530,370.13660,358.01038,338.94611,296.24875,310.01801,292.42264,293.41351,266.47446,259.84576,238.81279,224.67294,201.63120,177.02055,181.91209,165.28699,147.89075,130.39075,126.35452,127.79556,122.41763,136.47508,124.69379,132.71013,128.57478,125.88216,139.69737,137.18356,129.13609,125.06776,125.40507,129.35098,118.21043,111.02798,123.13820,119.29610,117.65480,120.69834,120.08679,114.12215,111.85327,110.02406,109.95480,116.78484,108.82142,111.34557,119.72816,127.08211,118.00658,120.49480,123.04383,127.60028,124.99512,138.87102,122.27293,123.96308,122.54587,117.64948,107.81487,114.54258,103.51849,101.56457,105.08050,98.03284,91.97687,105.70435,93.47773,86.82133,84.64246,86.46857,81.73367,81.85360,84.60564,77.21536,77.71281,73.54575,81.02632,78.51257,79.93917,79.80086,74.70463,60.99659,64.85062,64.68989,67.73585,64.52736,64.99873,62.13233,68.85554,64.24234,68.45148,70.37541,75.88086,76.11448,84.40246,81.75011,94.01040,94.74922,97.19230,109.10085,116.79134,119.66621,125.52311,133.35487,144.48270,151.74429,174.07747,190.20358,182.13138,193.91391,194.85744,188.34708,211.50681,191.73404,182.97041,185.08310,165.58167,154.01457,147.51889,171.38068,149.26645,157.61229,139.87495,128.79851,114.48079,129.59895,123.70437,123.28703,114.55796,106.21204,92.02386,94.50066,91.80424,86.43626,88.44222,82.01019,82.31330,69.24434,65.78857,66.65172,71.75418,66.30022,63.61119,66.59084,50.13594,57.95660,59.17963,55.75620
23.36445,14.51640,28.34215,24.79199,16.62112,27.08956,22.27633,21.51643,22.73503,22.06217,25.55680,26.18603,27.15619,27.26530,27.30571,27.60043,23.97433,26.38445,25.26383,26.97404,28.02509,27.99685,26.12080,26.60022,27.38999,27.28486,32.56917,30.87344,29.09970,32.25655,31.70211,35.12425,35.55675,41.53394,41.84093,44.42090,41.86158,47.21409,49.85009,50.58121,52.31446,55.48027,56.76554,58.96080,66.17969,68.02840,74.41869,78.44308,82.18990,91.12390,87.77442,86.29707,87.05701,86.01083,83.43691,79.02114,78.65873,71.47794,73.05150,72.23341,69.50468,64.29904,71.05205,67.04489,70.09923,71.68764,70.69469,70.76274,73.14156,73.18093,70.91614,71.29333,64.81174,67.58733,67.87504,66.08480,63.49430,74.43397,65.86623,64.04878,69.79464,70.83221,68.14948,70.85619,71.36591,67.50200,66.63314,65.70074,70.66479,70.90122,74.26006,74.09618,70.52636,60.97528,67.53600,66.05429,70.62855,68.81827,67.28580,69.56808,88.17269,83.76665,91.08115,99.90511,114.32239,130.49208,143.65196,140.08154,171.35370,175.09259,175.79747,188.63785,186.93881,204.08684,197.89476,204.31242,220.72333,225.80286,239.11940,244.93246,241.77318,252.73845,254.66759,245.16095,271.15512,264.53021,253.17175,265.64182,244.00459,241.21736,246.06857,276.74930,267.75156,265.83893,226.27971,225.45206,182.95876,214.84935,202.62860,200.92334,178.64691,161.01544,132.93939,133.77759,129.18712,126.45223,132.46429,127.38802,120.58982,112.01252,111.79830,117.01019,125.25018,112.00943,107.13217,113.40295,92.12172,105.25211,100.26653,104.52971
632.24323,665.45203,558.73700,610.14240,628.26996,650.69373,685.43164,658.38104,685.72040,647.87433,705.40564,664.55835,704.83282,688.74927,683.26080,668.52686,602.48590,626.01978,611.81085,612.40643,572.93420,567.06134,529.51416,503.69794,455.48605,418.02304,428.95926,398.25208,356.74716,314.64047,295.31851,293.98709,288.06570,314.85373,281.74600,292.74164,288.95529,274.68909,295.44006,287.81113,272.22525,256.84198,256.77814,264.66431,245.88585,239.19572,254.80037,255.47870,253.94229,272.99310,267.66342,255.12521,255.47537,262.70312,251.48637,253.65384,239.24855,232.83037,242.91872,248.88895,230.13609,232.33295,238.81320,232.69308,231.33627,252.50056,229.35063,232.48419,227.39781,224.52663,203.50134,217.36662,195.24811,192.86691,204.95341,200.67003,195.43282,234.41685,208.95583,202.01309,216.68243,215.95078,213.78500,219.19318,225.50648,209.68469,216.82150,200.52324,224.49132,214.12831,215.31912,221.75963,192.05930,156.12076,160.78625,150.23788,152.37006,138.28435,134.66637,126.68036,134.49640,127.87173,137.22444,132.90562,147.03549,152.69731,164.63203,162.62560,187.62207,186.30531,192.40965,212.75418,224.51242,240.04814,251.81625,267.99930,290.68451,296.04788,342.66409,364.82401,356.37689,371.15875,375.93991,370.43826,410.53522,376.51529,353.38098,349.61145,315.04523,289.31226,274.38345,315.27719,288.29367,298.65070,256.02676,241.25531,210.80931,241.70882,224.36435,226.60957,201.39598,179.81779,145.50496,149.21687,140.94545,128.40437,137.14490,129.03691,128.07657,113.20908,115.63612,123.75446,130.46899,129.40630,121.62153,128.81609,99.28503,114.43027,109.41992,109.09332
407.62079,418.80258,343.82983,383.21896,387.97018,417.96924,450.03070,425.76282,461.82825,446.19492,498.49005,481.56015,512.74994,519.46570,505.96457,515.17426,461.27402,473.44333,459.30289,457.15536,413.44360,416.30640,381.19760,362.99600,322.97433,289.07376,298.21072,275.94803,246.70049,221.88463,210.54054,215.54312,207.92714,228.13118,204.99379,218.34155,214.17322,211.90915,236.58038,231.65695,231.57411,232.09721,229.39032,241.04175,238.22122,237.95438,253.53517,250.19391,250.03528,261.62061,256.04251,243.66388,241.97624,246.25658,237.61633,244.43320,228.17514,227.00688,240.67381,247.63455,226.33234,222.63931,229.97888,222.98102,219.66710,236.37086,221.78375,227.66850,232.47224,234.23634,218.39687,249.95757,228.19830,235.43454,245.90463,249.25533,238.89198,284.54971,252.85100,236.17790,244.86897,244.60533,234.69412,238.45699,239.12614,214.85555,208.58817,194.19362,213.91132,198.31567,207.11317,209.81898,194.41907,162.01709,175.89513,177.45876,189.61938,177.86119,179.37474,177.60533,188.82480,182.12474,199.61520,184.67323,201.69839,206.43222,212.43817,213.30019,225.54593,220.74187,218.91772,235.31990,235.65681,246.82404,242.86284,244.29761,249.99394,247.52391,277.06165,287.84097,279.85544,284.02213,281.35745,271.20956,308.72018,270.12296,258.25821,258.37994,228.35956,213.27983,194.12671,219.62802,193.53096,202.33714,180.27884,161.85687,144.08411,161.49750,158.28745,159.18735,145.03337,133.75871,114.47884,123.48016,119.77094,111.75358,118.50990,110.07986,110.05367,94.07463,94.99571,95.96896,104.25960,92.38213,94.42180,99.51944,78.54806,91.40182,90.77303,88.22968
