926.79010,1277.78906,831.65607,1218.60132,1080.30383,888.15692,949.61145,920.60260,908.43304,759.34601,784.96960,771.40430,809.35895,752.98083,647.52130,624.61072,553.75610,530.46722,555.71613,523.54443,505.58279,452.56863,450.51541,438.99847,411.86963,430.24945,418.41968,419.52570,398.79349,387.51901,351.38748,366.47739,382.36710,388.77121,360.09875,410.52118,423.16986,423.16711,450.98141,433.25385,465.03491,471.92377,488.11484,489.08667,526.98187,568.71887,580.92480,541.00879,595.68445,664.74158,635.88812,577.62860,604.60168,634.31537,645.25989,626.18225,629.64221,639.60791,648.21521,685.91534,665.28992,826.47443,841.28424,842.52625,841.75000,811.59167,806.88464,720.70563,735.76434,697.19312,699.14221,677.86273,666.57825,656.74524,640.57739,625.24384,663.34119,649.94000,591.32312,576.05566,597.89948,568.80865,563.36499,508.70511,498.19022,500.95517,481.52618,463.18134,438.30042,453.33881,458.30783,420.04651,431.15826,391.66074,382.45193,378.50058,383.06702,380.01926,380.62729,389.19543,382.74609,412.58032,391.36984,431.83527,421.34427,467.66690,495.28638,539.88892,577.72632,635.06488,640.24158,705.69257,654.04779,665.03516,745.44702,799.46295,841.24176,831.96490,842.90338,861.85321,889.26868,867.98108,858.67804,797.80109,782.91357,815.89471,785.40533,787.71362,681.42627,689.67651,664.96460,664.03363,640.34393,664.27966,574.70312,572.75787,524.57428,599.92175,587.02863,490.14474,453.57782,463.95172,427.60812,388.05481,429.69302,419.35956,365.92615,374.93790,345.00641,347.54764,326.82291,364.76883,376.72787,364.80475,343.73392,348.40250
989.69580,1079.46875,883.81018,1069.16052,987.95990,909.70770,952.15186,944.04114,931.97559,828.18372,849.80774,834.25146,913.59467,830.83105,752.41327,716.66309,640.44019,607.10107,636.20703,588.31592,562.16626,469.12332,457.28760,435.44821,394.37933,402.13110,368.30682,360.59451,344.20645,299.43338,265.46899,266.24399,276.83920,270.85889,237.43533,247.06548,260.84055,253.86790,264.31863,232.85262,243.51959,232.09126,239.42705,214.30383,219.80910,224.14809,215.25317,196.67059,201.39650,212.44624,198.55583,178.61676,181.53532,182.48010,177.17081,173.38664,172.21536,173.94977,183.57996,187.43399,186.74684,233.40039,246.58475,240.61200,239.91023,241.97649,239.92700,214.77586,224.02029,210.04361,210.23035,203.50252,195.34213,195.31732,190.83998,180.57942,196.29655,194.92284,181.08438,175.36659,186.35390,178.52208,189.52911,173.12817,179.25580,184.75302,181.59174,183.82709,172.79379,177.36127,184.06290,170.17719,169.03065,151.54594,154.71103,146.42276,146.83218,149.12929,143.49771,143.39273,137.18138,145.39896,139.22165,155.59970,150.02129,166.34883,179.66083,201.20363,212.35628,244.26740,251.21819,278.67978,256.23303,263.42395,294.17667,320.44037,343.54330,342.70688,356.35110,369.87241,390.78879,387.33350,388.63370,368.02994,361.06369,379.50546,371.47287,375.93439,323.44980,328.12766,311.61871,308.14978,301.54501,307.17944,265.20682,261.65027,240.07140,269.62704,256.44312,212.85823,196.03185,200.85670,194.16290,173.50438,192.79123,192.02271,164.64113,167.49857,157.26709,162.19917,152.66025,165.14516,169.37845,162.49776,151.34863,148.21019
2061.09326,2035.84167,1885.70203,2075.22705,2043.99854,2291.89380,2323.86475,2341.35156,2386.15747,2226.63818,2367.67212,2344.37256,2590.18408,2422.86182,2180.54297,2098.07910,1889.41174,1798.09180,1907.07568,1804.15369,1757.94202,1534.56689,1532.91980,1466.69788,1367.15967,1416.10413,1352.16077,1339.96887,1286.15894,1204.74536,1079.77759,1096.38892,1132.72424,1115.32715,1009.20038,1081.78479,1118.90649,1099.10498,1158.34729,1071.74646,1129.44580,1121.57288,1130.37573,1069.25256,1119.43396,1175.79382,1158.12000,1056.92395,1121.27539,1185.71619,1137.98596,1026.32068,1062.42175,1065.50842,1059.52417,999.29517,988.68909,1006.73468,1015.18298,1026.69373,1005.55139,1205.90100,1203.53796,1195.50977,1178.92896,1147.14905,1129.23608,1019.83685,1036.99512,1013.75549,1022.94489,1006.35809,995.75037,997.80261,993.69836,990.58710,1073.00476,1080.75732,1000.33191,970.43964,1029.51685,977.65619,992.32941,920.99628,906.46033,908.88867,887.00580,856.90625,790.71271,801.60431,827.99316,738.38904,738.68744,666.57635,655.87402,649.00989,654.58112,653.79791,671.09155,685.35236,688.67950,744.36456,691.88776,770.31665,752.09113,821.08948,862.30762,906.96936,973.35730,1047.69934,1058.97852,1145.32751,1075.20569,1083.67761,1183.50330,1250.25415,1296.40454,1280.48206,1281.57129,1320.59412,1374.08972,1370.03601,1359.43079,1294.40527,1273.25134,1345.33606,1333.39868,1335.79309,1164.45593,1167.40137,1109.23413,1104.07422,1054.91858,1083.18933,899.29346,893.51270,785.63452,899.20227,861.23981,713.73438,652.40356,663.05475,590.99908,540.81683,595.94525,581.56122,498.29016,495.94437,447.25455,431.52505,399.99524,429.18774,450.04477,428.97223,396.10797,394.23813
1685.88831,1922.04431,1361.60376,1861.68542,1682.81482,1491.69128,1579.93896,1542.40588,1555.67480,1378.85388,1419.77002,1419.78052,1541.52319,1447.09814,1302.47522,1285.56409,1185.35229,1122.57935,1179.18896,1122.80042,1087.28101,965.14124,929.92542,897.33868,829.83075,857.50177,821.14038,794.42688,767.18750,717.05157,635.51117,643.42017,660.13623,629.08862,582.56287,598.47589,615.72430,589.68939,619.91718,558.33325,576.50165,568.23553,573.70685,537.68304,554.16040,588.94073,579.00494,533.55151,564.38959,618.16882,594.78815,543.50824,582.97803,585.92902,590.05499,572.15289,569.19434,577.10596,586.65186,604.43744,587.36462,716.75031,722.63757,717.06616,711.06018,703.72406,686.50604,631.64746,638.86755,630.10669,638.62793,634.60535,636.93085,640.91272,651.51416,659.28607,724.41406,751.69861,718.14172,689.16748,741.66949,721.80371,751.61328,718.28503,723.61340,751.52795,728.60217,741.66681,694.39014,713.12360,712.40491,648.16827,630.44037,566.40472,539.95825,542.99390,532.64813,535.76184,543.05029,551.42365,546.85486,598.39838,553.13281,599.47192,587.36365,640.68317,664.83368,704.54590,757.68518,809.31836,815.69440,889.11444,816.54572,839.72302,926.76776,974.30963,1015.02429,986.22034,978.11261,988.17377,1029.39661,1016.48846,1006.46729,950.58185,940.18921,995.13116,991.99750,1005.92542,886.04370,910.67047,900.52881,906.13739,862.16956,881.12366,741.85529,744.18793,648.48969,744.68365,705.08423,563.26447,523.11450,532.39264,448.51239,408.57022,447.94092,436.01562,362.51642,354.61847,315.78140,294.70795,268.43561,280.95749,293.11459,291.17853,264.32581,262.95038
1256.04443,1810.13354,1089.77991,1705.36926,1497.75854,1170.99536,1252.04285,1217.31067,1192.30225,979.86047,994.62170,979.17017,1014.71326,940.00293,808.97192,764.53333,668.93164,640.72125,670.32275,620.93164,600.35919,520.29822,503.50998,488.19226,449.99057,467.53177,435.86627,433.58188,413.70050,388.31714,348.25583,356.76413,376.95938,378.89398,342.05182,400.11679,409.29037,425.00562,453.24933,434.58524,470.70029,466.11371,471.28098,447.48792,479.96957,495.81091,474.91006,448.20087,484.82474,539.07153,523.50653,478.52689,512.56482,535.36700,539.02808,547.84882,556.51001,561.74500,581.03601,612.89496,609.35968,746.94946,763.37561,757.66962,748.17273,723.07880,710.30780,628.19110,643.50269,595.83789,590.23486,569.25592,557.21912,544.98877,531.74756,523.09241,560.44379,556.71741,510.61273,494.53448,515.38385,483.88968,482.70444,435.60425,423.84457,430.31155,416.29623,401.66052,376.90378,391.02582,398.69070,366.90082,375.50073,339.18237,338.71420,333.44833,339.53806,340.14307,338.67343,344.56461,337.47531,366.46317,345.52023,379.28842,371.27875,415.60577,441.15750,472.06171,502.76605,543.71344,560.48413,611.78839,575.63379,573.78235,646.21686,687.90131,728.63916,738.48956,762.21356,800.99884,836.87256,835.68048,833.91333,786.96259,779.95435,821.26093,815.75397,823.81653,724.30237,735.33197,721.36414,719.83710,694.05518,718.61700,612.39954,614.66882,550.85730,628.00891,603.87604,496.95935,461.15051,474.34741,439.19226,415.51013,471.14941,471.48911,420.30942,430.72119,398.25543,409.54947,392.10196,430.10837,440.99954,426.25220,398.65796,395.11771
902.58752,815.73743,787.23145,835.60651,801.61523,826.34601,845.15430,835.89288,846.68726,760.41016,786.49792,785.76355,852.53528,802.77393,712.02496,702.16034,628.17712,589.41150,620.54437,557.83057,539.00629,441.93918,425.03052,409.58218,368.20428,365.54669,337.18390,329.66470,312.50687,267.71228,230.52844,233.48207,240.20088,226.92950,199.00989,200.80281,213.99976,205.04204,218.71649,198.66165,207.49553,202.46689,207.16090,191.71838,198.39001,205.73984,203.81639,182.02373,189.64206,207.61409,194.07915,170.85355,184.90358,178.20705,183.03990,176.64276,176.74078,183.77150,187.45338,195.83446,194.47386,238.33893,251.87900,250.23515,249.36076,248.47568,245.95502,222.00294,226.86678,212.20372,209.10991,194.39143,190.15918,181.26523,176.09474,168.71919,180.79839,175.90666,162.59535,159.60539,171.12161,164.36406,170.91405,162.75043,158.87274,168.82661,159.43156,161.63226,150.39693,155.28117,157.28600,144.94972,140.66779,130.75357,121.47126,120.80545,116.36645,117.17864,117.61819,117.38297,116.73705,130.98100,121.88425,136.59525,133.50993,151.60448,170.99945,186.98190,203.90186,235.18112,244.60429,277.00162,265.19757,267.19702,311.98801,333.99643,354.08377,356.61838,370.76086,394.11792,423.00476,422.44260,425.82761,403.23242,391.85611,408.69638,393.10220,396.05145,334.80917,329.89734,294.95026,294.56180,284.16141,287.47739,240.23041,233.50241,197.61476,228.39354,208.70145,164.98569,149.28807,145.74141,135.42609,119.58282,133.93781,137.41795,111.61883,108.63120,102.85802,103.36211,95.91582,98.38022,100.28271,93.93241,84.39742,84.04604
489.08612,481.22797,412.69763,468.19043,438.06012,411.49109,428.02869,421.01868,423.45975,379.60687,385.76199,386.63495,412.07449,388.73557,351.68539,333.45724,299.90750,285.02448,298.19321,276.53436,269.77267,230.55899,221.33885,206.11798,186.28168,187.00969,170.11707,163.78610,155.15738,135.93790,113.67725,119.98162,124.77295,119.77240,106.67993,112.87353,114.85384,116.35791,122.69437,110.27391,116.21392,112.34679,112.71531,106.99530,104.31353,120.09979,118.00845,102.46133,106.91386,112.28635,107.72176,97.00249,97.76637,100.92899,99.47063,98.68349,98.16436,99.92362,102.97136,109.71602,105.64941,127.40855,132.85258,130.70036,129.21022,126.64660,128.05237,112.38930,114.05309,111.53998,108.68730,103.16499,106.69441,101.81175,101.98664,96.98183,102.50718,100.68574,89.42446,88.17998,88.95035,83.26548,83.99276,76.34212,76.79365,77.77218,75.40211,77.45199,71.07903,73.84048,75.16912,69.58142,71.89274,63.11294,64.06276,61.16447,63.30032,64.36798,59.22250,60.40583,56.80637,62.59867,58.84082,63.00389,63.47329,67.00396,74.54036,77.84786,82.88194,91.84847,94.17025,105.85957,102.58376,97.94379,118.90747,127.70722,135.37598,141.19786,149.84898,163.10316,173.21526,179.39102,179.56288,174.69119,171.52792,184.42024,185.07747,187.52379,165.66409,167.32579,164.04610,163.95306,160.12447,160.43959,139.98888,136.28470,123.40598,142.33337,134.49025,107.17266,101.41277,103.89622,100.35914,87.33698,96.10558,95.88601,80.17638,78.80179,72.13233,70.15452,65.61940,66.89685,72.06069,68.24028,60.31911,58.49663
69.46831,15.72415,30.23499,14.96591,15.59074,25.20353,21.17217,20.86537,20.81199,29.93954,22.76862,22.92613,25.65041,25.48966,25.79018,25.38812,25.03364,23.29579,26.20442,24.31072,25.88472,23.48393,24.93471,25.82730,25.63726,27.22149,27.82250,28.32399,27.81617,30.89023,28.88194,31.76614,34.40583,34.07231,34.69988,39.16662,38.23482,39.70415,44.01995,43.89964,44.89223,47.13866,50.70597,51.94534,58.25015,61.83604,63.81071,64.04774,71.30728,82.26707,77.74896,77.97258,83.86464,76.97742,72.87441,67.67893,66.58744,66.74896,64.43148,61.91228,64.54615,74.63647,72.15121,77.58887,74.34947,76.34959,71.62978,70.01664,72.46955,68.79910,71.87984,70.20585,64.70374,66.25890,64.73044,64.27513,68.20358,67.75692,63.51761,63.96244,67.16826,66.09864,66.59814,66.05635,64.99208,67.39098,65.24652,65.48694,64.42285,68.00227,72.63394,66.79441,68.44311,64.45165,62.63784,62.72053,62.87247,59.22076,66.03084,68.55907,70.11096,83.47379,80.79880,96.06434,98.26649,107.38866,126.31846,137.29147,140.38173,164.68513,169.40167,187.18327,178.65710,181.84532,189.35294,204.17020,211.23846,214.16719,212.82109,221.81491,229.72588,238.21881,236.94797,232.35272,234.43869,252.99352,262.69873,259.01205,237.22318,248.72040,265.37582,266.52209,259.50122,265.86389,231.31944,230.08261,194.76639,231.17155,220.58592,170.26176,161.20628,162.68140,144.27896,130.12943,138.55473,132.46065,119.41666,122.04786,109.48122,112.79284,99.82687,114.19683,116.08072,113.92993,104.31297,107.87456
664.18365,630.69458,595.90649,644.83099,619.78882,653.36871,660.42029,666.78546,679.59430,644.60046,671.99365,675.61072,756.34924,712.08368,659.65216,655.39465,612.07587,580.92627,631.28253,587.06409,584.36719,502.16348,491.31650,466.13867,429.16888,437.41586,401.83038,393.23920,372.09595,321.72980,277.61612,282.87741,289.08786,277.21201,245.41953,248.74907,261.09451,253.49440,261.91418,232.21033,243.06372,238.99605,243.42603,219.92548,233.88271,241.00513,234.69185,216.76715,233.66420,251.83727,242.17874,221.05786,226.00606,232.75005,224.73631,214.64073,213.30688,210.57555,215.59465,217.82372,211.37279,252.69643,257.08542,249.71208,249.01541,238.92807,239.22484,211.61707,212.86209,211.67650,209.86595,202.24696,199.55109,196.06874,199.07951,198.56007,217.79967,220.83290,207.53058,201.83134,215.71628,213.74214,214.40889,198.98596,205.50468,213.04057,206.47006,214.76566,197.33450,204.63953,205.02097,188.66801,186.84663,166.12270,153.83644,150.32884,138.11609,131.60532,126.26123,123.63859,115.70576,120.32436,114.96867,125.31216,122.68027,133.47871,141.09224,153.13748,163.04228,179.15334,188.53798,213.19379,199.70111,201.26917,234.69408,256.99402,273.12390,275.97678,293.48288,314.47021,335.41306,340.65671,347.17825,333.22488,335.21008,356.06015,355.55341,356.21323,314.69971,312.83649,302.86755,303.33701,293.18524,301.67929,258.21161,253.17720,220.31364,262.51602,247.87445,188.61407,177.85509,179.16432,156.36159,133.80418,145.42323,139.52838,120.46606,121.65266,116.11568,121.05013,112.26639,124.88295,132.32727,125.91386,118.76103,116.41515
441.33212,398.48947,367.71634,404.13226,391.31143,424.64993,432.65289,436.57492,454.55582,448.31665,469.65219,480.99448,534.74890,524.74841,488.84085,487.27267,452.56967,431.53207,468.03708,436.92297,423.83920,357.93094,347.97430,331.09122,302.02554,304.57468,279.29712,270.09723,260.16171,232.43134,197.47299,205.90654,208.61278,202.10150,177.89737,189.11345,195.29321,192.02072,202.70314,197.51408,209.24197,208.27486,210.60611,210.26697,220.43410,235.92247,230.85014,212.24844,228.04845,243.09026,232.76234,209.78360,210.75180,222.48842,213.50537,208.91008,205.92653,207.10844,210.00786,212.33165,207.44963,246.22430,243.93723,240.65170,235.01979,232.59338,227.66676,210.45836,208.70425,221.70811,226.03409,229.20493,229.56741,236.59103,241.06422,245.12556,264.57727,271.25995,248.24173,241.92722,251.13284,238.78859,243.09497,219.92224,216.28369,219.08888,214.30460,207.14801,192.22679,199.21945,201.94136,182.44044,187.37924,171.26222,170.25987,166.72417,174.27405,173.56723,170.02782,172.87280,168.70070,176.13359,164.08739,172.39891,170.57097,181.55251,190.28810,193.23666,203.84598,215.49878,217.43407,233.77734,214.03041,210.38226,225.41435,243.67235,248.39545,243.22369,243.56953,245.61258,262.60892,261.04086,264.50674,246.42432,249.06512,261.39120,258.79150,263.69269,227.38988,234.18071,216.18269,214.20134,204.32889,209.40730,174.99664,173.67569,154.67953,174.72812,168.90610,136.35883,128.09749,130.44122,128.80475,111.88944,121.91064,121.41641,106.15579,108.18560,98.60986,98.26567,94.57017,101.13605,101.54707,100.06364,90.74212,91.59482
