415.21228,380.16345,516.80457,484.62057,559.58942,562.88110,450.31494,408.68573,537.73004,538.07202,571.71088,536.13507,426.38324,487.58243,558.47516,487.25104,480.57077,394.27261,434.60751,434.38824,522.32819,499.95111,505.36420,475.93945,485.87140,470.85934,463.75797,494.22632,476.77869,489.25726,488.67252,503.05362,422.16510,450.66510,478.84879,487.63354,467.85822,496.00601,467.62143,487.74429,443.44812,491.04160,467.28693,465.40402,468.48474,525.78607,482.28003,479.85684,474.08810,516.47864,491.70087,425.36008,544.82947,481.22696,518.03021,487.84241,506.53281,508.56854,534.80273,463.70178,562.29645,865.44043,867.82703,849.66882,780.96075,783.75281,786.27417,781.58051,769.03632,768.33881,779.33990,736.57227,725.90533,721.38202,722.20660,720.84039,727.06177,723.71045,715.06042,690.70660,681.30988,683.89948,684.95605,684.31329,681.20990,671.93744,663.99536,658.91394,654.44501,658.45117,652.64081,654.23962,644.16840,647.74426,640.19220,641.76978,620.52814,634.46497,633.47430,637.94952,637.44025,637.94592,646.37012,650.55310,654.14490,646.01129,651.57184,657.40021,660.31470,670.28711,678.56848,684.40186,692.73718,689.03235,695.11108,696.12646,707.77985,709.25818,714.88574,723.37720,715.56653,715.08636,716.37897,720.34113,720.79498,716.18091,718.86908,703.85297,714.79272,701.24231,705.70166,697.74023,711.28046,702.09088,691.34564,672.09583,676.52002,666.58173,665.68671,663.06335,661.93823,649.24005,646.78485,641.29449,621.59253,637.75018,630.55786,634.28735,624.19971,620.02997,609.69366,623.57263,620.43768,612.34619,618.42059,602.97394,610.34485,603.70422
387.23804,376.00790,472.60764,497.56323,549.32251,555.47467,456.50500,409.35840,550.78973,531.39862,578.19745,576.30865,450.67615,487.58353,564.70203,503.16522,484.94858,388.37408,451.18088,442.71735,544.89331,514.96539,498.43613,462.17947,480.81158,468.25369,470.78165,479.15314,472.32526,481.49500,486.49817,488.72272,413.97281,428.26663,471.18109,460.98630,444.78702,471.06726,441.81638,475.99011,427.88455,463.05518,449.53326,435.00961,411.56592,462.01364,419.90463,427.47818,434.50739,452.20395,433.86401,381.23590,448.21765,412.31189,423.47809,423.94458,424.30765,417.83685,431.10413,395.69434,430.28055,360.19641,353.84592,349.40842,334.09607,329.97598,332.70212,332.61295,327.16055,326.43756,327.18372,312.71591,313.00195,311.28976,313.37848,315.28885,318.29572,315.67084,315.23300,307.99542,308.79608,313.49341,315.32443,314.54962,317.50528,311.96552,312.31607,310.99783,310.83307,316.90698,312.23514,313.78568,308.28439,311.22208,307.16016,309.50189,300.04709,304.19522,302.99411,304.93192,305.02225,305.30505,307.86911,310.33853,312.78714,308.70145,310.09244,313.22742,315.23349,318.15976,322.80646,325.16077,327.86523,326.50769,329.83737,331.32095,336.90210,338.14694,341.30624,345.05127,342.92072,342.89401,344.74182,346.18210,347.87354,340.89038,354.03961,336.51471,347.74432,339.75781,343.18332,336.34070,341.31857,336.22168,327.09735,320.43875,318.69327,315.83951,314.91934,314.63181,315.40033,307.96155,306.87436,305.13541,296.34930,302.74307,300.80661,302.25317,299.32397,297.10339,292.42877,296.95535,295.87967,291.65088,295.88315,288.23697,291.87677,287.71332
419.72705,398.26099,521.58929,510.11765,610.89758,621.76660,480.63345,449.91641,608.29437,583.43097,654.67450,639.23572,484.66382,545.47992,655.86456,533.56677,541.74017,419.64981,486.26544,484.60587,619.13641,601.57135,568.18640,543.46814,561.46667,558.61859,556.63715,563.52759,571.25366,593.59998,600.23737,592.60413,490.36737,497.91727,576.60376,572.40015,548.60577,578.13611,535.50452,612.69348,528.41211,591.77203,565.91504,532.02191,520.53949,623.41351,545.93170,561.49670,554.02637,601.95190,573.77136,468.71460,643.49976,549.82690,594.51514,562.70642,584.15234,538.25903,603.66632,503.71301,646.48279,1127.77185,1222.48694,1212.58459,1142.43738,1140.84570,1145.09875,1097.44836,1142.93030,1158.26099,1136.86218,1139.79504,1170.26343,1189.88171,1155.97644,1091.97290,1097.71460,1172.94055,1123.10400,1105.38574,1105.68433,1056.61707,1052.84082,1118.00757,1072.10327,1050.89160,1061.08655,1083.13635,1083.23657,970.34369,1038.25330,1020.08636,1057.18909,1007.03369,1033.89575,1033.60449,978.91602,1066.73828,1077.03979,997.99915,1020.33197,1064.73535,1031.58618,1032.56018,1037.08411,1079.35022,1101.52319,1048.51514,1096.82056,1088.93652,1096.05640,1074.23303,1128.28772,1146.06116,1120.59375,1164.48401,1115.31885,1133.22852,1169.77454,1113.33972,1162.87048,1157.69543,1143.79077,1145.76648,1119.13452,1308.34119,1309.72729,1289.36755,1299.39392,1298.91418,1282.61194,1239.24780,1250.69751,1264.99585,1208.81763,1197.90137,1199.33911,1184.20520,1169.85583,1160.99072,1167.00952,1117.70117,1111.29590,1123.41638,1088.95239,1084.59814,1060.61169,1099.26538,1063.02136,1076.13489,1049.91663,1046.96716,1056.28003,1045.70801,1067.10999,1029.66748,1045.36658,1016.12494
399.22250,395.96442,503.75668,519.33142,599.74377,574.18689,476.83926,433.62265,564.58618,572.87762,617.31342,595.84558,472.10904,527.53876,631.28638,517.15216,508.48569,406.65958,466.89236,452.12402,609.81128,566.90662,558.94556,519.67694,525.29523,521.68640,512.70795,554.16608,528.97290,531.58209,565.47144,572.85394,461.27417,477.57944,542.31934,543.06702,499.28516,554.61102,499.55743,555.46027,482.75693,544.15491,512.79565,494.81003,473.07214,581.00012,493.25552,517.64453,503.44736,552.92279,532.15570,452.69052,581.37347,484.02188,554.06659,514.33313,535.04553,526.87830,569.77216,462.97418,580.28210,894.23651,897.88977,879.86212,839.00983,839.11157,842.64612,837.66797,843.64026,846.71637,859.55823,836.72498,847.40900,851.22308,862.11810,855.83179,864.75946,883.90021,880.18988,861.71014,856.49084,855.62933,870.14117,890.36700,880.69092,868.77533,867.50800,873.01770,869.69080,828.15552,852.09650,843.79803,855.29803,836.71045,836.81110,834.14124,805.75922,842.29810,834.47791,824.43011,819.84515,841.51935,842.93732,843.43329,848.72577,849.71942,856.88483,849.49707,862.84174,869.92883,873.28491,876.25519,888.11359,892.19965,890.65765,902.07391,893.09906,902.36401,911.40436,904.09167,908.74390,912.51331,905.54047,911.13440,903.08606,960.95929,977.02972,942.46051,949.76801,931.72021,933.31891,916.05518,927.21613,908.23224,893.40045,874.20294,859.36896,850.73596,840.79083,837.24969,831.61621,818.60876,804.45367,799.12866,766.20081,787.54700,773.96698,776.12500,764.48120,757.54382,740.60199,758.03784,753.96722,741.71472,749.11182,730.83612,741.54980,732.67297
402.34106,402.07550,515.06512,527.66638,578.86218,573.98828,454.07474,432.55020,544.50940,563.81281,589.81519,594.07623,430.31827,520.64032,598.73163,501.93930,479.04282,381.81274,435.61938,456.21011,566.20563,527.98340,502.93549,488.69556,495.90698,491.24762,475.48868,505.46051,490.22318,503.46887,497.78464,515.10132,415.32901,449.65973,506.55466,489.13254,476.75360,500.01447,465.91620,495.33768,454.79770,505.59967,470.47931,468.82773,464.70636,521.26917,472.90359,483.04385,468.73331,530.65149,505.47867,417.72946,547.89783,466.48880,520.89227,498.58383,519.38574,491.58664,535.22455,467.00525,550.70013,818.87061,800.22504,791.46387,723.20569,726.32739,719.91577,725.56995,700.36938,697.96930,712.92944,664.70508,661.28754,655.23346,656.75769,660.86871,664.66870,659.11926,652.01215,633.29620,625.43060,633.80908,629.63196,630.86682,627.89508,619.74548,613.47620,609.29529,604.44598,611.35437,605.85797,607.85638,596.76190,602.83325,594.86475,597.93414,578.71735,590.34692,587.19733,594.27148,593.29163,594.31439,598.70612,605.38293,607.23059,600.00836,603.68530,611.56549,610.23364,618.87189,626.50104,633.83911,637.63550,635.12329,643.20331,643.64642,656.35492,660.10114,665.57983,675.17554,667.23175,669.66498,674.12317,677.84930,682.63416,709.10345,735.59772,686.57611,727.62421,690.79901,709.71228,683.95593,708.95404,689.20776,677.56628,656.93634,654.51416,645.67072,645.61450,647.56287,648.73230,633.50562,632.36920,629.55115,611.84686,626.78503,624.29102,625.98462,619.03729,613.44257,604.24463,616.93048,613.40436,605.65802,613.54022,596.31793,605.54498,598.27704
376.58954,377.20508,461.95868,471.94528,540.47620,544.25885,441.24695,407.21915,532.83252,523.78680,570.97699,576.21375,439.23502,509.59253,552.32458,495.98892,471.38617,387.01102,449.76099,417.22516,531.17883,504.82434,495.26099,470.89963,473.14648,467.77896,463.51416,483.26813,464.98514,463.89972,470.45432,478.12750,391.50204,411.94485,450.71021,459.75751,443.47751,451.01880,420.14285,447.76782,400.69394,442.35172,436.22974,417.20822,411.55008,439.72571,417.41159,426.13583,406.76196,426.22556,410.98074,374.89551,438.05679,391.82431,411.09158,399.13220,404.61072,406.60706,419.64734,378.34259,414.29254,354.60654,341.10403,351.31104,317.63687,325.02649,317.93518,321.92087,312.65320,307.05930,313.09299,296.65302,294.34830,291.70404,293.85168,293.52237,295.54715,296.31726,293.45325,289.49432,285.72009,292.17892,292.77362,291.27402,293.32803,289.50922,289.47275,286.82028,287.52872,291.66727,287.17551,286.09985,282.93765,284.95294,281.64444,282.87686,275.74533,278.72360,277.31326,279.84268,280.04843,280.38092,281.90707,286.11829,286.74673,286.64651,285.88226,291.67227,292.81931,297.40607,301.11261,305.02600,306.52585,306.72931,311.42438,313.56326,319.91653,321.46896,326.14252,329.22540,327.84964,327.79330,330.32663,331.26462,332.81479,329.13071,330.45175,329.07983,330.91519,327.59085,327.20123,321.50983,321.68677,314.61661,301.16531,293.57248,287.57910,282.88748,284.77676,280.35825,281.55347,274.67374,272.90970,270.06592,262.05966,267.29431,265.30920,264.93707,263.73834,261.82114,256.80774,260.32144,259.45941,255.51582,259.04816,253.55669,255.99553,252.97997
363.52905,326.35037,433.71402,442.10516,474.73315,461.48206,395.24066,372.45587,450.05936,434.46179,448.78635,445.61331,371.59161,409.15872,434.34265,406.43674,389.50742,335.14746,356.05606,354.39883,377.46994,374.25803,354.80728,334.10898,334.83646,329.62921,326.99390,326.24771,313.68243,300.82016,289.07397,281.38214,280.86951,280.42490,278.68851,277.30298,271.62469,262.57175,261.97629,258.85379,243.98447,252.25517,251.04770,253.97430,245.46696,240.20581,238.64566,238.03246,232.22324,232.43457,226.58311,232.75214,218.98839,222.78592,215.69952,221.30241,217.12714,215.30643,210.83397,219.00648,208.83109,186.14996,170.97304,179.19714,161.53918,163.65396,162.83702,164.30095,160.79224,160.57077,164.34550,157.29581,157.48164,152.84467,154.52478,151.78400,152.47720,152.64754,149.45560,148.43431,146.27675,148.86353,146.29950,148.53262,146.47270,145.94308,144.35104,145.16734,143.79124,145.59447,144.13991,144.56506,143.20880,142.90196,142.16162,142.30185,138.88557,141.19807,140.38962,140.73724,140.26715,141.27657,140.82677,142.52284,141.60313,142.59685,141.47221,143.46805,143.35443,145.02032,146.01096,148.05573,148.19073,148.89101,149.70882,151.00174,153.41013,154.81706,156.24536,157.71144,157.37143,158.24258,159.05142,160.00110,160.80556,175.67941,172.32672,166.57140,167.47887,167.23279,165.16466,164.72549,163.99503,162.94923,157.97813,155.43501,153.32326,152.80774,150.23018,151.63724,151.61159,148.40277,146.53514,145.04053,140.37645,142.98355,141.46150,141.92252,140.91895,139.09027,137.13763,138.33514,137.90457,134.94226,136.89194,133.85196,135.05356,133.64842
15.76606,12.65927,17.09448,14.81957,19.82820,21.80448,22.43642,21.61459,24.24918,25.97685,26.02653,27.30442,25.71498,29.34093,28.63063,30.18091,28.66024,29.18918,27.03009,29.44748,31.26789,30.30236,30.95673,29.77878,31.40895,31.92655,32.92233,33.43056,35.52885,34.81037,36.43893,35.80062,35.96451,37.93648,39.71341,40.19382,41.24936,42.07899,42.67105,43.89739,42.62909,45.69297,47.74475,48.79786,51.32949,53.37493,54.62889,56.12194,57.42906,57.85965,59.45982,59.06852,59.09301,58.07322,59.09527,59.39575,60.70181,60.48528,59.19244,59.73998,60.35280,74.07345,78.89448,71.07159,69.11565,68.40002,67.33735,68.24729,68.75478,68.05257,68.79284,67.95058,65.79018,68.01280,66.59447,68.33733,66.71353,69.09492,66.65586,67.57185,65.37952,66.31815,66.28534,68.11604,67.66330,68.56821,67.70544,68.08595,67.44541,68.55733,67.76802,68.32532,67.45005,68.43610,66.97488,68.15009,66.43120,69.83931,69.60162,70.56270,71.09754,71.84987,74.54296,76.71339,79.28742,79.30610,82.64952,83.10567,85.46694,86.47362,90.60045,90.37919,93.94701,94.25607,96.59328,96.47161,99.08254,99.70795,102.05079,103.08488,104.31268,105.77893,106.28028,108.59706,110.06464,171.02664,169.70599,172.68446,168.98982,174.93895,167.15709,168.88231,168.27631,163.16383,159.13930,155.14992,152.66795,150.76942,147.01062,145.55231,141.29205,139.73788,133.75758,134.82912,127.40936,132.59677,128.32278,129.64864,126.26789,125.91071,122.74055,125.17251,125.58287,122.39290,124.28781,120.05268,121.86994,119.36978
381.74347,377.12875,457.29245,451.86594,528.67401,522.86157,441.20020,403.48618,520.57007,506.00436,554.05505,561.99463,432.07907,487.35043,573.15234,489.71823,489.76416,391.80121,450.56158,417.14050,535.43384,523.34747,487.89136,459.65912,468.72418,481.69019,459.77719,481.48694,463.14011,476.14587,488.31924,490.06702,416.61078,434.90179,465.60599,463.03864,449.26950,464.42419,440.92325,463.09424,413.11725,463.75339,430.49615,411.79617,414.38354,465.51840,425.62476,445.80450,426.30722,459.38693,434.00314,388.18134,452.48035,402.33615,435.03647,417.94153,421.93286,422.61145,439.61905,403.46857,437.27032,356.64301,349.92068,347.81073,332.58450,331.04196,332.97977,334.43808,330.84528,327.66379,334.37442,319.56577,319.06244,318.43106,326.60461,329.48761,332.64944,329.54056,329.79733,325.03534,321.96149,329.78470,330.29459,332.06210,333.73044,331.25885,328.46921,326.55051,324.61588,331.04315,325.07611,325.13461,320.72641,321.38342,316.69254,316.79849,306.05338,310.12720,307.58389,310.08383,308.80930,306.96347,307.51031,310.61807,309.64279,306.96173,306.06772,310.71567,309.63916,313.24097,315.48636,318.67175,318.94333,318.20117,321.82538,322.21188,327.07983,328.95966,331.81985,336.67371,333.70203,335.01453,337.05148,339.04938,339.92004,341.44312,335.62057,336.12692,334.34058,337.93167,331.72958,330.11926,332.05334,328.66330,318.25757,312.60669,309.25446,305.36646,302.18448,298.98087,299.28922,290.93286,288.36224,286.20740,276.26389,283.19174,280.27856,282.31506,279.08148,278.09604,273.32013,278.50623,276.75418,273.00449,276.17383,270.83597,273.44803,270.97305
337.51364,322.54324,401.62067,412.50238,465.92572,487.65497,394.04297,401.22266,463.03375,472.71732,506.86026,501.54291,410.74713,470.46268,527.65662,457.84506,449.83847,379.00906,415.44855,414.45642,488.99225,481.04333,455.37555,422.76730,428.74673,430.45044,433.85977,431.14417,403.07031,417.81390,407.58301,415.21613,375.54184,382.22668,402.42850,404.46332,395.42673,393.83484,384.02301,397.63266,363.09140,392.30746,394.53131,377.76639,379.75607,391.65613,377.93478,383.24728,378.97296,391.73126,379.86856,353.35574,386.55072,366.15573,374.54807,373.70059,375.80219,369.76511,372.91562,353.56821,372.86575,299.68637,306.41528,297.92511,284.70187,287.17798,289.15439,295.52094,296.39468,300.43204,307.64420,298.57993,299.01865,304.93295,305.75272,311.36661,311.32889,314.66605,306.38953,302.42657,299.75363,302.57117,302.06219,303.24747,301.13809,296.78659,294.58185,292.37360,292.05200,291.96606,291.20413,291.63025,288.69006,288.78369,286.30014,287.52591,278.97946,284.61383,283.64871,284.36551,283.29443,284.05835,284.19135,286.17441,285.44177,284.66171,284.00989,284.87613,284.97281,287.31155,288.14719,288.87433,290.24527,288.08289,289.33066,288.51917,291.96521,290.78049,293.68277,294.26227,293.38345,291.56006,293.57886,293.72110,294.51498,279.79968,278.96024,273.23581,277.91348,271.12738,272.09494,268.17996,270.90646,267.92395,260.78607,255.66617,254.59290,251.72176,249.59145,250.21277,249.64005,246.11337,245.54807,244.17181,236.60698,241.28842,240.19975,240.34045,239.03545,236.29083,234.63571,236.80931,237.25383,232.55965,236.39644,230.37936,234.00731,230.98462
