1072.83374,826.83850,805.60028,862.20294,1026.78821,1006.69818,843.01068,879.42645,902.97131,686.39062,596.44543,517.57123,606.04645,687.21881,614.04993,610.66980,473.24011,556.12909,516.02844,487.62988,482.89517,472.48746,474.08658,394.34317,364.25180,391.52011,354.20486,385.45444,360.36353,390.68945,351.72620,298.01920,335.89841,455.41690,443.07791,573.56891,546.45135,554.38513,526.66443,457.81125,594.77032,568.43134,638.50195,597.93512,637.00073,613.95093,680.94165,714.71564,745.32758,755.96851,740.86407,707.65741,697.36737,739.83002,724.48169,776.60040,793.06934,792.64282,715.58630,792.28174,829.33069,838.97980,876.35614,910.62781,890.05096,780.63416,822.33594,728.82959,709.77911,788.70721,710.02106,717.41968,622.22498,627.17023,667.74396,669.83917,691.48016,670.84863,671.98761,553.77783,582.36407,474.06256,511.66431,549.77863,547.62018,513.31354,446.83453,373.64206,462.03525,403.15518,461.77060,423.98972,426.00555,371.52151,322.07849,389.85760,392.01465,432.16992,419.19690,400.81863,418.24780,456.17947,500.17032,529.14282,580.22266,571.78156,659.71686,727.04553,614.98792,693.98279,729.33270,715.98737,831.97119,850.28223,844.79370,895.21332,928.32703,1000.82654,953.62878,1015.15656,996.26062,960.20770,922.64825,842.65436,763.10712,852.30286,780.34045,795.61841,499.52765,500.32251,594.46820,594.06128,623.58929,616.61633,586.40399,488.70850,461.35751,497.16174,471.64157,494.76880,454.49164,457.45786,406.31995,357.14130,364.60837,339.28879,410.85007,412.78128,369.56689,311.50430,310.77365,303.96625,343.37122,377.72986,377.03506,347.95889,287.44968,252.21191,272.68759,269.04117,256.22217,235.36308,207.64870,170.98553,147.39049,149.43364
994.60938,787.29633,827.48102,836.48676,962.43597,952.40625,875.47540,906.11499,944.15399,767.76971,691.36078,619.87402,716.75763,777.21674,695.81781,721.70813,542.87152,626.94220,591.25970,547.94183,526.44861,508.14203,510.02890,395.18066,347.26797,376.18430,326.62582,332.39014,303.89966,304.21719,277.29678,231.85371,240.96286,305.17703,287.85828,363.18130,327.09769,331.27164,298.44614,247.31007,316.09433,272.95197,296.52518,267.05847,259.08890,228.44269,250.13966,251.07251,258.34222,246.14833,233.96495,217.23779,210.10236,211.44972,198.61217,213.37524,219.90981,219.90602,193.86636,219.31354,228.87495,237.84981,252.10643,268.42773,264.05920,232.31108,247.43402,220.86079,215.95174,237.97853,215.06828,217.01501,183.22534,184.54660,198.44629,196.97110,204.32735,198.27753,205.38148,173.23840,180.67252,156.05127,175.59290,186.73367,199.81235,191.09579,169.96443,153.23761,186.73807,166.01227,186.32309,170.03238,175.75780,150.31825,127.71329,150.50679,150.29898,165.25230,154.12778,149.02023,153.68820,163.79500,180.79926,189.12051,209.93111,211.66165,245.45692,269.82535,228.20082,264.09131,283.72375,280.04193,331.15582,338.91434,342.81638,360.96442,389.13339,412.03992,398.19254,432.44592,430.38791,419.75827,420.79337,382.07892,353.97177,399.50223,368.07907,379.25592,223.15335,223.12524,279.43976,280.51898,301.67880,281.46286,271.28891,203.54692,203.30492,222.54503,208.99725,220.16997,206.09865,200.69815,182.32263,156.94371,160.98100,152.73457,185.71404,192.69388,168.95007,142.41734,138.34204,130.66418,157.15639,163.78172,162.40643,151.08781,127.24541,110.97814,118.00155,117.16098,104.54021,99.98459,88.69654,68.75797,59.26820,59.37785
1967.54004,1631.62952,1817.52747,1912.97607,2032.90540,2073.58496,2361.96704,2355.16479,2544.58472,2148.29810,1960.40308,1771.62708,2055.68091,2276.04248,2048.78394,2093.22754,1586.56750,1869.35242,1770.41394,1675.40601,1661.09521,1595.72827,1611.47314,1321.83032,1211.94861,1310.69373,1152.11792,1238.49854,1155.94055,1204.36670,1089.70422,930.73248,1003.76001,1261.04492,1224.28857,1537.54688,1426.14319,1429.58093,1339.40283,1139.62451,1458.63501,1314.46082,1445.52417,1321.09521,1325.62915,1228.18335,1328.48181,1348.86230,1394.45264,1380.05444,1316.57678,1230.53174,1217.20227,1248.64990,1186.68213,1250.55164,1255.02490,1234.47913,1083.44043,1205.51624,1211.98621,1235.57385,1273.50806,1293.83093,1253.68799,1099.29346,1136.44971,1037.74878,1019.41364,1134.83179,1044.16785,1081.16040,954.78870,960.27771,1028.61108,1071.27368,1130.65710,1108.46106,1140.98682,944.64374,990.68536,833.65399,912.39972,981.57587,980.10925,942.13947,817.87665,650.08130,841.62079,742.77014,818.81189,732.24567,739.78833,633.93341,537.18237,648.60791,678.21411,757.59412,732.81970,708.24286,745.80103,830.37122,902.67847,935.14374,1013.44592,978.60504,1106.91589,1204.36035,1030.28223,1149.08228,1215.77148,1189.83252,1342.27014,1350.80835,1335.81689,1400.67249,1440.14795,1530.22327,1456.63892,1564.14319,1532.27283,1484.06665,1472.28613,1366.78662,1257.88733,1425.81946,1319.80237,1346.47583,813.89020,804.47168,990.58228,995.59741,1032.38733,963.32141,946.91510,687.33502,689.63898,732.60754,690.56219,700.61572,649.95221,649.02307,565.41687,503.12964,493.52084,452.79446,519.18127,481.59451,467.17535,384.47073,371.10739,346.40479,413.54321,415.27234,423.71875,381.34891,312.93127,273.87546,302.22061,307.47330,295.75351,266.20108,239.77492,187.00281,168.74075,168.68666
1698.17969,1291.43860,1278.15076,1398.10925,1632.67200,1601.09485,1446.48230,1525.10486,1590.67969,1279.93738,1181.53162,1053.90723,1233.23169,1355.76636,1249.40112,1279.51013,1006.33990,1155.17908,1098.15918,1031.83569,1023.99316,995.50055,988.32489,812.88373,734.81329,782.01001,695.97766,750.56714,683.31042,704.43164,638.27051,540.18695,588.03540,716.88666,695.79187,839.14093,778.86707,772.23383,705.28210,586.03711,747.36053,668.54321,730.33911,665.03168,664.39014,608.01080,658.87360,684.59631,705.96130,715.20477,680.54663,665.54620,649.46045,688.51410,675.67670,704.51593,714.16455,714.71777,633.52417,702.37952,713.91083,727.48669,761.67908,772.78247,761.50171,668.43243,696.95264,635.51428,633.85150,706.22278,655.26678,687.12720,612.96588,620.47833,669.99506,725.16144,774.78705,768.20892,813.82880,676.96252,708.19366,620.39642,693.70306,763.30756,812.18335,791.29492,697.81982,584.09198,733.33167,650.16284,721.39557,630.95587,629.82819,537.59790,441.29993,532.42749,549.08948,613.33496,591.70740,584.89423,601.35425,666.36707,724.61786,744.55310,796.87177,773.39630,866.73621,940.18402,799.69116,894.02570,934.45618,912.27277,1044.77893,1045.53491,1031.00928,1094.59265,1087.86890,1179.90112,1105.17114,1194.80334,1147.19910,1115.87549,1077.39734,1004.74463,924.55414,1068.55750,990.66431,1004.52795,708.58002,685.73901,797.67993,805.25476,853.85431,795.19666,782.80402,527.18231,566.83209,593.75000,565.59509,561.51855,524.77240,509.62979,442.69537,388.01517,372.41727,338.76309,360.99948,331.00464,324.32825,261.52466,249.17218,221.18857,269.84039,286.61319,296.83929,263.87088,229.62317,200.15044,216.65202,210.48810,196.35774,182.92619,168.48524,137.52467,116.66140,114.46232
1492.51562,1157.93030,1075.85657,1155.65771,1410.91370,1371.57092,1091.02063,1167.37769,1172.22534,858.65637,741.04565,642.38849,755.03937,846.45917,746.24939,753.38403,570.57050,664.98792,617.28687,584.98645,567.28967,549.03729,545.56201,447.46677,395.84854,431.42908,378.50696,394.44479,365.34854,392.14127,350.84039,296.17130,328.17526,436.78152,424.98422,565.69818,551.59393,546.59528,525.54810,468.73053,592.68567,546.99103,594.85205,549.85425,554.41687,499.13181,552.34534,572.54865,609.67230,615.56464,598.29486,585.69208,589.62372,628.94031,613.78253,667.87305,698.78137,707.67395,633.55151,713.00323,748.78943,767.07056,793.20038,823.05786,795.20074,692.02386,723.24451,639.50452,608.29120,666.21027,598.44012,597.63544,516.73419,522.87476,553.84320,562.02606,588.73358,575.41516,582.40869,477.68179,504.18506,405.75848,438.32446,472.77295,468.40167,440.02325,382.48154,322.39062,403.79248,352.27625,402.86319,368.58279,372.44519,324.77640,288.46344,338.76291,346.06293,383.87799,366.76355,356.06393,373.57104,408.57227,436.65659,462.29865,498.01599,501.10501,581.29620,625.39764,539.57367,606.13220,636.15198,618.81775,712.55975,731.03394,738.76642,778.74658,829.34137,876.25665,872.44800,934.64081,933.35107,915.86090,899.30023,831.97614,763.96729,877.96234,812.38318,826.41473,533.14038,519.01868,647.46674,642.53217,691.58936,662.87805,631.00409,462.80853,475.83539,513.31451,491.69675,502.85709,484.89264,477.48813,421.75345,375.98676,396.55447,383.96152,472.96518,491.90555,433.65283,370.99805,357.01181,333.77795,405.16928,422.78662,425.14648,394.78729,343.30786,307.17361,321.76126,329.11661,323.20789,287.71149,265.31036,203.46703,181.70306,179.99030
813.19275,676.54675,756.80945,724.94196,805.67218,797.02679,797.06781,812.26605,870.84088,691.69403,641.43359,582.90271,683.24493,752.68280,684.66309,699.84094,501.81015,636.33057,584.26379,537.19684,503.16071,481.26059,479.97464,363.41229,325.68106,343.56305,291.05579,298.97632,277.51123,271.00189,246.37679,203.67006,204.37413,256.00711,237.08656,295.19205,270.87143,271.42026,250.30269,210.93068,271.27792,242.22113,269.48407,240.01326,237.03406,214.68025,236.18672,233.26376,238.48744,234.88443,219.61064,207.91910,206.12955,209.80048,209.44229,218.92183,230.46678,228.30196,199.58469,227.63583,236.75519,247.38911,259.30573,272.06680,269.22150,241.77257,251.38731,225.47610,219.07098,241.26587,208.72284,204.99869,172.75716,174.21690,183.67252,182.83974,187.79503,188.28954,192.68645,156.01448,165.66342,140.83511,153.86473,176.59079,180.95857,175.55588,152.18111,131.91425,162.21657,142.18985,160.78770,143.59912,141.54297,123.30383,98.71289,126.76394,124.32681,136.24872,129.15067,123.95566,129.33383,137.67215,154.74509,165.63953,182.01463,185.88727,231.40938,248.06644,212.35484,248.72066,279.84485,280.85785,329.04285,343.69550,353.53006,376.30576,402.40457,428.64526,425.13995,465.48300,465.19791,460.66849,455.82587,421.04846,387.44357,431.78659,384.51154,399.07352,201.23907,210.34770,270.45853,274.32660,283.98819,250.04625,249.29391,151.55455,170.27458,179.40192,175.11411,162.25862,158.47337,149.41010,134.17717,108.31235,111.13741,106.39748,119.54692,126.31610,107.25468,88.61726,83.49481,72.04326,92.45408,94.23694,92.27082,87.20396,73.42384,66.56496,68.24368,67.96594,63.40327,58.85682,51.92390,41.75946,36.42389,35.41031
460.62518,361.07870,386.00165,384.14578,439.57104,425.31430,390.19812,415.25180,438.29080,347.10886,326.13824,300.16043,339.53824,365.77658,327.52478,339.78119,250.39465,293.29141,281.90735,261.92749,253.82642,241.23975,242.70639,191.40710,162.21796,177.87508,146.24146,150.54459,133.75035,138.18494,119.95665,99.24753,105.90347,135.86060,130.76984,163.55231,153.58804,151.25049,141.12267,118.38154,152.52634,135.05138,149.29480,136.02330,132.74962,123.15680,130.50966,132.26764,133.26637,135.13443,127.09106,117.48016,117.20763,116.67319,112.64776,119.92362,127.88719,126.01484,107.51838,124.51128,126.80600,134.71864,139.61832,146.98528,144.00108,124.60191,131.39818,114.93187,113.87441,126.66064,111.97928,112.51685,100.14877,102.32687,107.21136,106.06328,110.06970,104.06107,102.61417,84.66366,85.48615,72.00945,75.40111,85.35780,85.96815,81.37202,72.69056,72.30489,77.28728,67.67840,78.07302,71.26874,72.25452,62.50795,58.37924,61.95237,64.05592,69.89188,68.99040,64.48121,65.32433,67.25420,74.57595,79.45576,84.97305,82.48231,96.68909,104.23032,87.36900,98.11399,108.39935,107.32632,127.02773,132.85548,136.52115,143.85019,158.84125,167.21825,172.22148,188.29842,192.36772,189.86835,195.41829,183.99696,171.64795,197.52155,186.02161,189.52541,129.32536,123.46505,145.35995,144.70271,157.57422,149.94316,144.20734,108.43329,105.77833,113.09295,105.85299,117.71258,107.80890,102.99037,89.74824,80.23972,78.89417,75.46777,84.30711,81.73895,74.77898,63.56054,58.44884,54.42014,65.71832,66.35949,66.29453,58.73916,48.89753,43.77229,47.22222,50.75557,51.82639,42.38356,39.04653,29.56439,26.06428,26.83985
20.33083,19.89810,37.31013,35.75744,17.12525,16.97512,26.24188,23.61337,23.53451,27.22813,30.82294,30.27921,28.38087,27.26774,26.83883,26.91337,35.37169,24.60424,23.45962,24.23244,24.98470,23.68350,25.91343,21.53719,21.83393,24.83369,24.39357,29.75784,26.20628,33.71118,28.50546,23.99488,29.39185,42.67565,43.95127,54.42651,54.84101,51.71988,52.01221,47.15437,57.68906,58.92434,66.61349,64.45646,68.57133,68.91319,77.07458,85.35738,88.90712,97.49512,88.94651,91.24094,89.23563,92.25569,85.96872,88.34064,84.17577,80.44462,70.79836,77.53977,75.78043,78.46302,80.09738,80.25594,78.72719,73.54824,72.75750,72.10896,70.27055,76.31292,72.01170,74.63786,64.45849,63.32209,70.12031,68.95826,73.35873,71.49371,74.06317,63.82347,65.79224,56.62827,61.80543,71.57109,73.02887,72.69294,63.98066,72.20251,68.75621,61.36402,71.50478,68.21149,70.97800,61.02421,57.55942,63.47654,64.44904,72.69417,71.80414,76.05912,79.24325,85.15932,102.96489,111.76701,133.25410,135.74388,162.33113,182.94450,156.15385,179.39020,193.82765,197.37857,216.48402,225.05791,222.23584,231.50948,233.50520,246.31807,241.09908,254.94571,258.83472,253.77309,248.66373,242.23714,237.24680,271.32953,261.20514,266.11124,235.00143,249.44194,236.62448,238.89037,250.23515,242.97281,237.87105,170.37016,177.89278,184.25821,176.53036,172.39021,156.19231,151.37962,130.97151,119.39780,122.99759,113.90105,135.27837,125.07513,110.00803,95.78873,99.37977,107.90234,104.29066,114.94629,111.02494,116.78419,92.15308,87.63940,84.10604,86.07076,89.30350,77.78961,73.61114,56.93314,52.89845,52.53909
627.18744,510.29358,575.40698,568.61615,613.07916,618.78748,650.98535,668.90338,720.33441,616.53833,593.84607,557.25024,633.33807,688.59796,641.98676,659.11786,545.98602,608.11316,577.05420,550.65155,543.79102,520.43683,522.19971,422.42590,379.54465,404.62567,346.91174,358.20160,327.96085,323.59348,290.70853,242.80121,254.22275,308.89230,296.32227,361.08939,331.60809,324.72971,298.34866,250.20277,315.56647,277.64981,304.41797,275.98300,271.61496,248.25279,272.10260,277.42746,291.29163,292.94193,280.95312,265.67950,267.96448,273.82944,251.46788,268.20422,267.97189,262.14877,227.66284,253.34178,252.22610,263.47644,270.59680,277.08963,267.81451,232.46132,241.30017,217.34712,210.85265,235.13455,215.08896,219.23212,189.36850,189.42853,205.83517,220.81096,228.42726,230.49983,239.70465,198.64301,211.01613,179.12534,199.78395,220.48282,235.65236,220.58585,198.96201,183.18976,211.38089,187.14706,211.93169,192.92444,191.73344,155.25829,115.91527,149.53761,140.47685,150.46552,132.86880,129.34062,130.10034,133.45769,144.32314,153.26428,164.30894,162.40144,188.87750,203.22342,172.71120,199.99792,212.88274,210.60809,254.75406,262.56763,271.39761,288.01447,314.32379,332.80276,337.14713,365.12939,375.73862,368.82895,372.84595,352.93344,336.77335,379.30435,357.12000,362.18948,223.50481,228.02287,269.58362,275.08112,294.66434,268.69867,267.82263,191.22823,192.24629,206.10172,197.22050,192.67699,176.28328,172.22577,148.28996,127.71947,123.00301,114.74592,137.62932,139.60246,124.69922,105.12639,107.12265,111.31863,122.75545,127.25737,127.60764,116.06279,95.23274,82.60392,90.13336,91.48715,85.49223,77.39540,71.92951,54.24143,50.04486,48.89649
388.60895,312.21069,351.60358,357.89279,389.71194,387.47433,436.55896,443.60263,490.85876,446.95285,443.60522,427.94296,463.63364,517.61511,481.22476,488.64194,409.02402,465.05905,433.13708,413.02112,392.94205,387.14163,378.44077,300.48709,259.86319,284.95831,244.31694,253.22325,225.83203,231.04703,205.22388,172.54440,181.68581,227.00632,215.74654,267.52158,253.58617,255.33058,239.37666,208.19881,265.12320,246.80499,271.09363,256.47580,263.11420,241.41783,267.32666,276.31451,287.70251,280.77014,276.91571,255.18904,250.11382,259.73694,240.55954,256.83954,259.14963,255.48503,219.64867,249.57780,243.88742,259.25311,262.33682,266.03860,254.12862,221.26326,230.49901,214.91786,215.89120,245.71899,234.19254,256.31433,230.22031,229.32382,249.55293,266.23782,282.26309,275.45380,284.39783,235.90442,248.44250,202.86598,220.76343,236.60031,238.97089,225.76437,194.45319,157.45811,207.67548,181.06149,203.31160,185.57651,188.15967,164.11104,150.15527,170.52843,175.18559,193.99275,188.00928,180.07243,183.91039,201.52934,210.13123,217.56039,229.76028,218.19781,238.77916,260.40137,219.48607,239.84998,248.80112,238.50513,267.71765,256.93945,254.32370,269.20337,273.64056,295.40637,278.65378,297.11948,290.75809,284.82529,280.36807,261.82501,242.37787,278.64191,253.84856,267.32843,156.25392,150.81996,194.95943,190.25630,199.90912,192.10432,180.95868,140.44810,132.10979,143.70985,135.93900,140.84621,131.89153,130.99564,115.06067,102.05193,105.25591,98.45601,117.11737,114.25476,102.97986,87.84326,82.59308,79.95667,94.45621,100.67548,97.61617,91.75037,77.30770,71.73777,74.13902,76.61790,77.09961,66.58707,60.45459,47.17414,41.20571,41.00220
