1043.70459,1396.44592,859.71411,982.88348,964.12701,974.46326,904.25598,855.06195,903.80829,795.99725,732.67462,712.08630,755.50836,714.45892,665.82410,604.80859,542.82788,540.56470,551.74152,560.97388,523.01453,510.26273,478.42667,450.00958,417.42657,430.08572,402.29642,383.22299,370.64749,389.61691,387.74771,324.58017,332.97903,353.64633,360.68848,361.83295,371.79709,431.11288,439.87564,405.30115,420.45059,403.24942,418.03372,449.64072,444.45847,496.61154,466.85614,508.27011,520.50342,529.01398,529.67401,549.13538,557.55463,554.36407,495.23294,554.06207,587.92035,548.25232,586.08203,578.85498,628.72992,751.26019,723.47772,739.46527,737.31024,706.89941,714.74701,712.77887,751.54974,612.02087,620.83929,648.71539,613.51093,587.57086,602.30988,593.57684,551.92523,602.02545,569.43634,530.99939,539.67200,447.91913,555.39453,457.67984,474.22342,431.37830,394.90530,445.54550,409.77267,396.73926,416.73984,397.29959,408.44495,384.67401,394.43076,345.55783,354.74246,352.74823,332.08771,348.34219,360.86725,359.25562,385.28043,349.69077,411.20294,472.79242,409.68399,465.80811,476.53574,520.27924,576.16473,581.46240,591.95618,667.39148,740.59698,720.83258,704.02313,776.00000,763.25299,780.24756,720.83148,811.96515,762.94348,683.05981,719.03784,766.71710,747.88159,716.05994,652.75305,665.09491,619.65796,625.99866,641.46210,626.73181,592.06885,570.40186,531.98462,547.88757,556.45020,543.74420,479.87592,425.46918,438.26788,394.53442,408.51920,404.35004,368.95352,370.72635,336.14615
983.58569,1143.27808,868.65295,958.80566,967.01666,954.20581,931.77734,899.95227,954.52411,879.73969,802.98492,806.11157,854.40601,815.57538,772.48157,710.03760,627.23407,624.06775,634.98669,638.88361,582.72406,549.47095,503.52997,458.40518,395.56470,405.42691,367.77246,334.73022,316.83429,317.32089,297.58981,244.46512,239.20059,236.92906,232.94463,231.14977,227.38989,251.89833,249.14467,221.85451,217.46756,203.94705,195.28647,189.69974,178.17195,199.53386,171.16002,178.32452,177.73959,170.11577,168.39856,164.11411,161.16451,157.73018,138.22810,154.08231,164.23907,150.60759,164.61388,160.54892,174.88211,221.30066,208.97383,215.88510,218.82111,212.56712,213.87019,212.25952,225.88766,182.83995,188.62788,194.54741,181.58440,173.98889,176.97278,174.06221,163.06189,180.22336,171.79057,161.76656,169.42865,143.02522,187.17403,153.23978,164.96124,157.24092,152.84930,178.65108,162.74586,157.74629,167.51051,157.45749,163.13011,160.98874,153.14517,135.19756,135.76561,133.95445,125.64704,130.07137,128.62280,127.32569,137.49847,125.89442,145.91164,174.12178,148.27773,173.42267,179.39774,197.87013,222.80464,228.52866,235.21324,264.29587,297.36310,293.61850,284.68430,316.13443,319.70883,327.43161,317.44635,358.92139,341.23245,309.63138,333.29236,356.47598,350.97681,341.37292,310.98257,315.58347,291.32751,298.13391,299.33374,292.54596,271.14484,260.40805,240.26538,241.11586,245.18277,239.91435,204.67250,185.77718,191.95248,174.16685,180.19658,177.05859,168.44978,168.11699,150.11949
2013.18555,2086.02246,1853.23560,2071.95264,2268.86328,2250.00684,2438.68579,2521.88477,2527.34033,2546.43066,2323.64771,2311.43726,2421.24609,2377.61890,2273.14233,2062.99121,1849.15222,1835.76965,1869.40576,1933.51257,1798.06299,1740.85205,1623.68420,1522.60132,1386.63110,1415.07886,1328.86487,1243.51233,1186.18469,1223.10596,1178.59717,984.45117,990.03979,989.40509,996.48950,992.50299,985.42114,1109.88086,1108.66650,1005.21423,1026.21460,948.65991,934.24402,978.40143,934.77936,1024.82690,911.91052,965.56604,968.63745,955.36853,947.67358,967.36646,949.25970,925.82153,816.38519,901.12836,936.10626,851.98700,908.63647,879.08820,935.80389,1120.58472,1042.57776,1062.19397,1050.38000,993.43231,1007.74957,1013.18353,1060.16577,872.14355,897.47467,969.68860,914.57465,906.73645,947.95056,954.35223,893.03839,987.92548,948.31732,900.19110,926.06403,784.67218,980.68634,811.07849,850.05322,786.00262,725.32245,814.69922,753.87756,711.87769,737.91895,696.53467,710.52350,670.93896,672.89478,587.85504,597.06146,591.71265,574.80219,614.54974,642.01166,651.40747,692.12982,616.74445,725.35345,807.23474,717.79700,779.44366,801.88354,866.37262,942.23236,962.77570,971.60510,1066.03918,1156.29016,1126.29724,1084.17297,1197.75244,1177.58301,1176.33948,1116.61084,1258.38220,1206.91345,1099.63660,1178.59998,1263.26880,1249.02563,1211.13843,1120.81616,1137.99146,1046.28772,1065.30823,1050.69299,1012.52008,931.58783,884.79456,811.23059,823.81458,816.00153,798.33002,683.25311,608.89423,613.91205,555.91663,564.08276,552.38922,497.76074,499.92331,442.58176
1668.27710,2075.94409,1379.30200,1590.15881,1590.47437,1603.65527,1549.33008,1530.09143,1588.75330,1469.67175,1371.42664,1370.50427,1454.89746,1400.55334,1376.14954,1233.43311,1118.53491,1140.74329,1160.63342,1193.86072,1117.94141,1076.03174,992.64301,920.65533,834.75812,851.87134,791.38446,739.98883,704.14337,711.19135,688.71490,584.59155,575.85858,565.47131,562.20764,556.60474,533.88770,583.34027,577.41107,523.66278,522.90845,491.05972,477.76498,485.27237,463.76297,515.94427,455.93347,486.43759,492.85736,494.34943,498.91403,518.94543,516.17853,510.08221,456.78677,513.12799,537.09247,495.94675,525.43036,510.76227,549.25189,662.10834,629.01398,642.87988,634.97278,606.25439,620.40363,620.64508,654.94458,538.45734,556.08246,610.92212,582.61121,583.63538,620.85034,643.79889,603.36060,680.95941,670.33600,640.81451,670.64252,583.74640,737.88281,625.93164,682.88251,658.50409,606.81287,700.37976,665.43384,629.97449,655.27417,603.22595,616.11554,572.48065,563.45361,483.76343,493.90527,488.42435,470.04874,498.65256,511.91071,516.05817,554.10193,489.61380,572.43329,634.42609,555.28973,611.31879,613.03577,671.36896,727.72980,738.90472,745.61829,828.03961,901.05133,869.13715,832.55292,912.36450,897.19745,889.43365,833.67499,933.72296,892.76276,811.45575,871.02661,928.18689,934.09290,897.80048,852.29681,879.56995,827.62378,843.80286,857.18866,833.28381,770.88330,734.98474,671.37720,671.24207,658.36713,636.80402,547.10645,493.67868,477.85742,424.64484,428.91669,424.92508,367.55032,363.04657,313.78220
1407.61621,2004.39319,1145.19141,1339.75720,1309.30945,1314.00171,1172.13220,1104.12170,1179.87183,988.43646,918.64392,894.95691,954.51556,891.20593,824.11414,748.84851,664.00146,649.12323,660.93127,673.63702,623.23676,594.97040,546.67822,505.55777,453.79343,475.25418,427.07932,398.50699,383.47839,392.03033,387.98059,321.65683,323.13770,340.29819,346.57358,353.78622,370.83859,442.50177,443.72736,402.60132,413.65652,384.83136,387.30099,395.99158,388.64563,435.17255,385.83487,415.42123,423.59338,430.50443,432.52530,455.27371,465.61053,470.92157,427.41608,481.05069,516.37537,484.17209,524.98669,522.52399,573.92896,688.73248,656.99426,665.76154,664.31360,633.76367,627.68048,625.13635,650.61871,523.16821,529.27679,542.54730,512.69818,486.94571,503.70862,501.01575,465.81567,513.36407,485.06064,452.97772,464.30841,382.35291,481.67368,391.99893,402.64166,368.69116,337.43063,384.76071,353.84888,341.46036,361.84589,346.06357,356.61203,339.10400,345.27899,306.47559,312.29236,309.99127,292.48904,310.92386,314.92554,317.02585,339.26862,306.05991,359.62009,413.81409,364.58984,404.13873,412.80444,454.15997,499.86172,500.20593,518.18103,569.96130,640.94501,628.62994,624.55292,694.55212,697.84064,712.10468,681.68427,776.05768,741.29333,673.75128,720.68188,766.28046,769.58618,740.90906,693.45374,703.91357,663.21625,678.03906,698.61664,682.44958,638.76001,606.22449,558.12421,563.13367,566.04724,557.91718,479.47101,438.58398,451.87152,421.44232,440.91846,443.76019,417.08768,428.66006,391.50302
842.88123,832.24127,773.93787,837.94513,846.75903,840.39984,852.67303,838.68738,859.79395,806.46454,760.78906,763.46368,793.64789,774.90228,761.50952,672.28619,612.38049,611.22742,624.12427,624.23785,564.00092,526.87006,472.87897,424.36884,365.59140,372.62552,338.39587,306.04660,281.84149,283.85199,263.15018,213.85707,208.38750,200.20409,194.18738,191.38301,184.65875,206.19884,206.76891,186.31236,189.09219,173.61208,171.34958,177.37265,166.36737,183.03906,159.38387,166.85396,168.46028,162.54765,161.00836,165.31221,160.97061,156.96692,141.18860,158.04619,168.45871,156.22911,168.93164,167.63197,183.60306,225.46088,214.13110,221.86043,225.38258,217.02562,217.20201,219.63118,231.09512,188.61845,185.82329,190.71791,176.55595,162.72900,166.50189,159.16536,150.06372,162.31012,159.10948,150.81802,157.42514,134.58127,171.79074,142.61189,155.70015,144.22774,132.01678,153.94156,145.86998,137.03413,143.94655,134.53970,138.98730,131.10680,129.67586,108.76445,110.26312,108.93227,101.64365,107.28352,107.86237,112.44418,118.57458,110.52668,129.42766,158.08749,139.66237,158.50803,171.57353,186.95198,218.20837,232.85115,244.67780,269.83655,304.78915,307.16278,299.36426,339.22702,342.71213,347.06998,343.47577,388.47559,375.03360,340.83081,362.33475,385.92963,374.10938,360.72403,321.30377,320.92416,289.42395,290.41693,280.92157,273.78671,243.18321,231.75964,207.86145,199.43506,200.77359,189.08215,155.02394,142.15190,138.05103,120.78689,125.30592,119.63695,113.51930,113.21346,95.05525
451.82816,501.43008,396.49783,444.05408,441.22269,430.26450,421.49664,414.81110,433.04587,390.06409,370.48212,374.35464,392.29892,381.07556,367.32898,331.32626,297.12686,288.26526,293.17706,301.56744,277.73529,265.11411,236.92188,216.90788,187.41269,194.19582,172.63297,151.66692,138.33434,136.71707,134.11562,109.05727,106.63288,106.61863,105.69748,106.03136,101.99259,115.05675,116.54462,104.92123,105.27361,94.19361,93.40112,98.38889,92.66265,100.48050,85.69765,94.06023,91.34400,91.34576,89.99864,90.99740,89.71407,88.72178,78.19454,85.95249,92.78292,85.71804,95.52798,90.19445,100.42999,122.21860,114.71078,114.24081,117.66015,111.52689,113.19750,113.33443,119.29865,96.08402,99.24944,103.33426,96.63692,93.47871,96.66825,93.74693,86.81532,93.51340,85.76286,78.69756,80.50195,66.11770,83.68165,66.96851,70.68136,68.09409,64.25713,73.26167,66.36224,64.88107,69.63878,65.99055,67.62877,65.51418,64.60986,56.78334,57.35063,58.03770,52.81968,53.77430,55.35831,54.01695,58.90598,51.69320,59.57729,69.34985,60.23335,63.89967,69.31627,71.89538,84.48377,89.09054,93.43690,101.93037,116.31879,119.19798,117.92903,133.56683,138.05011,138.88467,143.17770,163.31285,158.29898,146.67363,159.80075,171.97166,172.05389,168.33849,157.83633,161.36398,152.09706,157.24048,159.48232,152.36465,140.98766,138.01239,122.96478,125.29847,124.50029,122.31198,106.66150,97.31664,94.79667,89.52838,91.68404,90.18935,79.78262,82.44234,70.09052
17.43271,12.97319,16.40242,17.79492,19.52542,19.96101,21.60874,22.36173,22.42705,23.70020,23.62969,23.59062,24.69320,27.26356,27.63570,25.13289,22.99899,23.32999,23.16662,26.59536,26.04088,26.10110,25.23586,25.39178,25.75747,27.14915,26.41136,26.18775,27.08582,29.24353,32.08634,27.87048,29.34533,33.61259,34.34969,34.87913,34.54402,40.29230,41.58860,39.56453,42.21261,39.60307,41.79793,47.48140,48.26097,55.44129,52.88848,57.66254,62.15252,65.35567,65.78486,71.19676,67.06821,66.69904,57.60387,64.39379,63.21128,56.28882,56.07508,57.06246,58.00728,69.64934,61.91651,67.01505,68.28483,64.23098,65.95456,67.71294,70.96003,61.66988,61.24682,65.21439,62.32408,59.63545,61.62991,62.97845,57.49999,63.72926,62.14518,59.81075,62.91861,55.17724,67.15071,57.89556,61.87978,60.31318,56.37443,62.76059,59.41176,58.67473,65.03830,63.52634,64.64501,60.83059,66.04368,56.75536,58.68904,56.61993,57.98806,61.49118,65.82711,69.94359,77.77601,77.18850,89.00434,111.54169,98.48711,115.45219,126.48380,135.96126,156.03931,154.52255,157.40068,171.00986,193.22101,181.86279,175.58983,190.95767,194.74553,191.99153,186.43753,214.79698,209.55951,193.98686,214.73981,235.30440,240.47760,235.71077,233.39545,244.08710,237.25369,243.92291,254.90364,251.68909,235.96815,226.83258,208.46619,210.42108,202.73454,197.21364,168.20198,152.18121,143.49722,129.66771,130.91539,135.37778,110.71745,119.80271,104.48275
615.45605,656.23291,577.01831,634.65497,663.46466,655.81659,686.99115,697.61877,713.69135,708.06659,664.16260,676.32001,708.02100,702.47961,709.29077,631.59143,578.97583,597.28845,602.13477,630.86462,594.42548,571.27002,520.93811,483.86160,431.55164,444.60843,398.65009,364.86423,334.50964,336.36868,315.79205,262.69794,252.95805,241.94273,238.43773,236.78889,227.71689,249.56911,245.88875,222.48531,219.16699,202.25078,196.11368,197.67900,190.86575,211.48526,185.43022,199.44357,202.39648,202.29694,200.37003,206.38733,204.97884,202.19191,177.18666,194.01868,199.06885,179.67375,193.30251,183.15242,197.97867,238.22716,221.52315,223.06287,222.60254,210.58974,212.90306,208.38623,219.80312,178.77274,184.45753,195.95044,183.21819,181.17090,187.88786,192.93179,180.54788,198.90964,198.81956,188.15749,198.47093,171.21548,218.94206,179.14481,193.32372,186.36266,174.55968,203.45030,188.23605,181.01363,192.12921,177.43646,179.26733,171.45758,159.31796,132.44701,131.30722,126.75063,113.24859,111.73908,110.21104,106.25156,111.29717,101.78226,117.80227,133.56500,118.02959,126.80728,135.53709,145.18806,168.66766,174.66956,183.71722,206.34869,233.88863,236.51587,232.25768,264.29013,269.13513,274.32306,274.25742,315.80176,309.41690,286.35519,308.54703,337.26221,332.03876,323.67545,302.80676,305.88193,286.06342,291.39648,292.11960,282.79169,262.50110,254.66734,230.88826,231.99678,229.71976,221.78288,187.22542,168.49518,163.27068,137.77296,140.74023,137.05797,123.86744,124.11810,108.85555
390.49173,415.07523,352.08493,395.32135,413.94131,415.26059,445.85556,475.07111,486.35831,514.06604,485.15350,500.65921,511.08463,530.98901,531.65717,469.87219,431.14716,453.24100,458.47464,475.50137,440.58170,415.46582,374.70740,344.40817,301.81848,312.07468,277.79779,253.29814,233.89709,235.07355,225.19153,187.30376,181.92873,177.37941,174.46228,176.41463,171.76207,193.38254,197.16695,179.34383,188.17072,175.69417,178.68767,187.36031,182.32372,206.18272,184.98604,197.21581,196.91878,194.46761,193.92856,194.27856,194.59531,194.81953,169.52592,184.50398,191.94656,174.49977,189.48251,179.29333,194.00404,233.37862,212.28395,213.89227,214.74423,203.04501,202.05690,203.40202,220.06082,182.66917,194.25380,221.79787,212.01306,218.73575,229.84709,238.60287,221.21933,246.96423,235.68582,220.81538,230.10771,188.79843,240.21451,196.21690,204.35268,185.53996,172.11826,199.12793,181.33469,174.40215,182.98578,172.85512,179.81557,170.74878,173.70531,153.68959,159.96915,159.19611,147.96130,155.18886,159.72116,153.22667,165.25294,139.98755,164.56035,180.79562,156.61523,164.26636,169.94710,176.45950,193.03516,194.33508,192.26865,207.44589,222.46806,214.68852,203.07542,225.20197,219.65511,223.91315,211.76865,237.78413,232.08725,212.14708,227.55698,243.56015,242.46866,238.74187,217.76170,220.99347,203.45850,208.16724,206.02034,196.85056,180.74142,171.32370,156.74826,157.50287,158.32930,155.22864,132.02739,120.40462,123.99645,112.34653,115.45156,115.51675,106.54231,108.19496,96.50235
