1098.38171,1060.78174,1112.10901,1118.28357,1122.52917,1093.75891,1086.17200,1101.79675,1090.90698,997.40021,1000.37518,947.48926,945.58704,892.94092,858.57043,820.47528,796.73169,787.19476,768.76074,761.46716,734.38300,701.73242,666.20239,653.52728,642.94269,641.37787,641.49127,625.90192,612.69214,595.54016,591.58411,593.25299,607.04224,607.69391,609.81006,603.92072,597.63422,595.66229,597.34912,614.81799,625.83917,633.31006,633.21185,637.74323,642.64996,658.38684,664.75879,679.19043,676.36725,677.47693,674.65576,681.09668,683.65594,699.83606,700.98492,705.03998,709.85724,697.82092,723.17767,711.93701,730.92480,738.54968,733.63220,727.90668,724.68982,732.92480,717.90338,739.03412,734.08307,726.45636,734.35284,729.43671,724.10852,728.18469,734.84033,725.83862,723.95337,724.13428,714.09753,704.19983,698.53088,703.98199,697.08966,685.00580,684.04236,691.34351,689.78967,684.69006,689.93353,681.58478,685.01782,663.68042,664.29285,667.33691,656.46698,656.75208,657.68591,648.91779,646.87378,645.39716,638.16888,640.24707,646.03680,648.40692,654.76740,656.29840,648.57428,655.42004,665.63751,668.69104,674.32904,678.06946,689.17993,692.25647,694.95502,696.56171,703.85242,705.62402,709.78430,710.49371,713.61908,701.95953,715.03802,717.87323,721.84253,707.00037,716.36780,709.75189,711.66992,722.99194,711.25092,720.71436,713.08423,717.56189,703.14618,706.54700,706.85101,690.66644,693.12567,701.05652,688.33600,687.26849,678.78326,678.76367,683.42761,682.60345,677.30011,665.82178,668.16376,672.38239,656.30267,671.77063,665.16364
1107.38745,1013.59033,1046.48572,1066.04028,1072.04895,1034.93176,1055.51160,1047.56592,1017.07727,996.88434,980.26538,976.75598,959.92352,921.60437,914.92621,869.50775,847.12341,843.88916,841.43817,810.69452,786.28180,745.11548,715.81317,682.27368,676.97137,661.70544,648.21594,620.20465,592.51733,564.52100,548.78119,532.83124,537.28247,521.64856,511.41431,496.81143,482.30023,470.74530,456.42358,455.88873,450.63113,442.33960,435.30112,427.42719,422.44531,421.48312,417.32251,414.38919,406.59528,395.36032,385.18317,381.68591,378.23767,376.89780,373.87857,372.34616,367.19614,361.43796,360.67184,358.68976,360.66479,358.94467,358.26706,355.19098,350.74951,349.48102,350.20337,349.96185,347.69443,346.12698,342.03662,337.98233,337.51492,336.22971,336.62390,333.27777,331.06680,328.09705,324.96689,320.54047,320.68738,319.09555,318.51462,316.64871,314.79019,312.48465,311.16620,311.37619,310.49396,308.39481,306.80389,304.29697,301.41586,300.22882,299.07767,298.10748,296.72577,295.62811,292.77597,290.13461,288.92004,289.84122,291.29837,291.66898,292.11792,289.99500,289.36874,289.51343,292.47656,293.90518,298.26968,298.64636,302.47049,302.64520,305.10419,309.11761,313.86429,315.29306,318.71436,318.83627,319.30423,320.74814,322.66577,325.85590,327.38528,327.13324,329.01700,325.84177,325.28595,326.27219,328.07452,325.96271,325.49359,323.00189,320.34140,320.13184,318.32867,317.41940,317.10757,314.58340,314.30844,309.86658,309.47418,309.48618,308.64920,306.58008,305.51288,302.90833,301.03583,299.31253,298.28210,297.86099,297.12613
1233.07825,1206.74280,1256.20361,1236.10693,1259.24878,1261.49768,1267.16736,1237.28406,1239.88440,1245.89954,1232.44116,1217.28003,1207.34399,1233.61255,1195.63013,1197.89404,1180.90417,1206.38965,1179.08948,1148.21313,1127.20825,1138.45886,1161.50232,1104.17273,1133.44434,1106.73303,1094.02271,1089.72546,1080.24426,1064.12341,1048.65735,1057.01123,1045.95325,1051.07959,1022.02466,1066.61902,1034.84619,1025.22314,1013.46222,1031.18384,1018.85706,1059.71582,1012.17102,1019.05676,993.75757,1042.63257,1035.74719,1026.31384,999.93457,1037.74780,1017.99457,1007.04462,1000.54749,995.59161,1020.64337,1019.37976,998.59741,997.40942,967.79987,1007.13275,995.58899,1001.69727,1010.09955,974.05139,973.20245,983.51788,981.54694,976.77112,1013.48389,987.94513,970.22620,970.72778,985.93646,989.81683,980.28540,995.80054,974.12189,978.32703,981.47845,966.40985,964.14966,985.06616,952.32928,983.72937,981.34149,950.81018,946.18097,947.24072,951.39862,934.27100,949.14270,944.65594,950.06134,928.91772,925.02271,938.96124,931.08447,934.15021,945.06323,923.65424,924.59888,916.95538,911.88074,931.19879,947.00537,903.95001,937.86505,908.29071,916.10797,915.63477,903.87769,951.88507,942.79620,940.66174,948.18481,947.15619,960.43292,952.03992,956.30121,948.92371,919.51117,948.73877,939.15033,960.99847,932.56238,967.47205,952.17438,950.67609,993.92633,934.76886,960.65649,942.40173,957.71307,936.54327,947.52246,924.26050,910.36127,946.81592,911.32336,925.64075,917.95984,915.04449,907.88513,908.33453,912.53363,917.20148,903.35706,899.41455,915.12585,906.13245,898.66571,907.79395,886.24713
1249.16772,1217.94348,1221.42737,1222.73169,1233.04309,1254.50562,1191.32117,1219.55420,1171.88098,1210.17786,1164.98413,1174.65845,1145.42395,1097.61597,1092.27075,1069.88281,1056.67029,1084.99500,1066.10303,1055.36218,1053.31616,1022.00323,991.22015,1010.86871,962.62579,981.48792,982.89001,956.55750,963.80457,931.85632,900.34375,906.98352,938.47144,910.60248,882.83752,900.06964,884.56714,867.94586,885.18469,859.09058,844.95276,859.14526,859.58807,848.24786,827.71210,849.88324,841.11737,872.65143,847.16052,827.99896,831.45422,826.17633,825.96753,833.03485,827.98193,818.60638,838.43256,818.06488,826.17633,813.26587,816.28760,829.79901,819.65613,838.21283,810.28705,813.82837,814.13824,817.43457,804.93835,833.44568,801.59436,820.80920,804.60486,803.51636,821.40039,785.16241,819.71350,810.08722,799.14148,806.57373,809.98157,784.99371,808.74469,823.15717,809.01166,806.16089,799.57117,795.27802,772.39801,796.14685,795.86835,784.70404,763.83264,780.55737,784.51416,772.64349,795.91919,789.57861,779.51392,767.15149,769.32788,783.00598,790.76721,786.17902,773.80573,789.95135,788.28955,781.53790,775.77948,788.03442,801.53967,796.39618,797.94647,791.00726,805.05579,810.19806,799.97131,809.01324,821.38019,826.50256,822.89099,824.06500,827.66022,848.37854,819.78314,827.85205,831.20288,825.18262,796.43640,817.20618,819.97900,807.66510,830.26770,817.90582,812.39764,816.06989,824.70123,813.67682,808.25531,812.18225,817.34045,797.09247,795.92743,793.91119,790.80615,785.20752,788.32404,783.23346,769.53259,766.58221,755.68011,747.19678,758.79181
1201.49719,1188.38171,1186.71252,1214.33044,1187.40295,1175.02515,1172.14307,1147.97083,1197.72229,1155.63855,1122.81189,1073.35205,1042.44641,1009.02869,981.54791,943.31006,915.31970,903.42493,886.70026,852.18109,828.17798,797.78223,756.06079,733.43146,720.16632,720.77393,711.75067,690.49451,671.18140,645.77100,641.25702,629.11255,643.07196,640.66620,649.76685,645.35254,634.93140,628.35400,624.33081,633.09778,638.10248,637.59210,634.32513,633.53888,633.53180,647.37311,648.33209,660.17743,656.24969,662.14264,644.17877,648.95093,659.37061,659.33887,673.57153,676.07452,681.44977,668.31677,679.08044,682.04370,694.99292,695.17914,690.64832,697.35156,699.61090,703.15491,693.05249,698.75079,699.08893,690.24359,691.70129,680.11749,680.30011,671.29932,689.92194,685.04590,677.49756,675.31067,664.81775,661.98438,654.73737,656.85339,653.27954,655.44330,649.19086,641.63208,637.50134,635.73438,632.79053,630.56415,625.00586,622.91541,613.06024,614.39130,610.94965,610.73230,605.39648,607.91119,605.20752,598.01978,601.72852,602.57953,597.57635,604.80139,606.76904,601.12769,600.73444,604.60992,608.43439,616.29541,622.72949,628.03223,631.14319,633.28876,641.20563,649.89526,658.81641,659.70740,668.70612,659.13342,671.03296,669.97961,671.54730,673.16840,681.81152,677.61108,676.29254,678.86096,679.59546,678.46777,687.65021,689.36505,685.45721,674.77753,672.88379,671.54993,673.05267,677.82324,672.75214,665.45068,667.63892,659.57019,663.68384,660.24927,661.08533,659.89404,649.53546,651.21765,650.11047,641.05206,642.99493,643.59644,638.87347
956.99792,870.95471,953.80420,901.45959,936.62585,897.46594,926.32190,916.27045,901.47449,902.78247,917.63831,938.70563,931.80792,913.94928,891.54407,849.22723,842.95990,800.89154,813.08105,788.66785,753.87689,730.38715,688.12378,669.94012,657.76575,640.57635,622.57318,585.16382,562.34033,525.35822,507.99344,487.81152,488.32947,475.62231,465.01743,447.60986,433.48428,422.75964,413.22974,411.70789,405.34436,400.40128,389.17868,387.07275,377.52072,383.31219,377.11411,378.97046,370.97043,365.51865,357.84650,355.27631,353.63693,351.75958,351.45337,348.97174,346.50537,340.83578,339.87982,341.92133,343.13364,343.08093,340.88583,340.76630,335.30637,335.63321,333.06998,333.21277,331.22641,327.82687,325.79297,321.35397,320.55283,318.66498,318.98990,317.35114,313.12970,311.39163,306.28607,303.13953,299.36536,300.22632,299.42285,296.64746,295.14709,293.03293,291.34906,290.40500,289.97473,287.79089,285.55261,282.36276,279.65793,277.66086,276.88361,275.63480,274.61652,273.63483,270.84351,267.84549,267.65320,268.38956,267.77628,269.11081,268.76633,270.49432,267.75290,270.59869,272.89096,276.55743,279.32953,281.06021,283.90756,285.61795,289.32864,294.34891,299.51730,302.00290,306.01529,307.77185,308.64401,310.03644,312.74802,315.24527,316.74802,316.45279,316.70999,315.34305,315.53937,315.34979,315.53326,314.01343,312.59189,310.05664,305.48874,302.86179,300.28796,298.81259,298.13690,294.24783,292.33420,288.99698,287.39841,285.82697,285.29620,282.33658,279.90933,276.43106,274.63513,272.39383,271.43417,269.97238,268.90863
577.56799,509.09509,561.88904,539.31049,559.56085,518.80762,540.19940,530.04968,531.93042,513.94037,513.74597,511.69321,486.26974,472.13904,444.59549,418.00235,402.09177,398.65860,390.68875,380.10532,356.11740,342.63580,319.80405,312.09177,300.59558,293.56384,283.75638,272.44089,259.94470,250.75491,240.86813,235.43204,233.75595,229.04628,223.01753,218.33395,210.18620,206.95715,202.59460,205.70120,200.51981,199.85051,195.07782,195.84500,190.56093,194.92099,190.86650,192.87633,187.22649,186.98689,181.28271,180.81224,179.43988,180.93678,179.97548,179.14804,177.07587,174.84183,174.79477,174.68951,175.25380,174.91672,173.65411,173.20386,171.28180,170.25351,170.04092,170.65730,169.53654,168.31064,167.63780,165.65730,165.91368,164.43312,164.61166,162.71544,160.87796,159.31100,156.97731,155.96831,154.26111,154.88686,153.41989,153.36337,150.81096,150.32472,148.43352,148.28734,146.74425,146.37273,144.76602,144.12187,142.63525,141.81226,141.07744,140.64386,139.67014,139.44739,137.88234,137.08275,135.92824,136.36247,135.70694,136.36819,134.86551,135.77878,133.99492,134.88499,134.64581,135.80197,136.28822,137.52884,137.50856,138.38365,138.77097,140.47380,142.15147,143.86604,144.74956,145.55701,145.41002,146.69499,147.65262,149.40707,150.15755,151.15694,151.66714,151.29630,151.35118,152.42647,152.87405,153.17667,152.72516,152.04799,150.81609,150.31940,149.98048,150.26494,149.56267,149.18031,148.38693,147.15268,146.17676,145.37343,145.36491,144.29861,143.33600,142.12170,141.21391,140.00000,139.90327,139.14801,138.77435
16.20375,15.20281,17.67104,15.43235,17.75467,17.22637,17.40451,17.18649,17.92124,21.39116,22.86584,24.74299,24.63400,28.01374,27.23304,28.32813,27.21122,28.53686,28.19399,30.27500,31.80853,31.05627,30.86251,31.34946,32.40937,32.53628,33.65379,33.98712,35.61891,35.29563,36.55072,36.62272,38.36239,39.68090,40.79465,41.31507,41.73218,42.69453,43.99347,46.27393,47.52647,48.98147,50.07045,50.88118,52.88449,55.21581,57.83242,59.00072,60.48231,60.89283,61.89672,61.58543,62.98742,63.30228,64.34646,64.86465,65.45177,65.65053,65.14333,65.38049,66.16354,66.18202,65.99881,65.60431,65.02184,64.98425,64.77900,65.13589,65.48505,65.79556,65.38741,65.14276,64.74924,65.81419,65.85962,67.05630,66.49712,67.16391,65.98053,66.43130,65.41509,66.16971,66.19215,66.98759,66.59850,67.29433,66.73801,67.51373,67.50031,68.72388,67.84163,67.96701,66.95437,67.81770,67.08670,68.22849,68.41461,69.96512,69.88052,70.44586,70.89877,72.09411,73.99724,75.88036,77.91914,78.86013,80.58492,81.30701,84.03110,85.78917,89.88085,90.44846,93.74363,94.74813,97.89371,99.12731,102.87826,104.23802,106.99453,107.57276,109.42744,111.00681,112.94456,115.50562,117.70878,119.74815,120.82116,122.19106,123.57681,126.72636,127.50777,129.09265,129.83563,129.93393,130.15434,130.53497,131.15187,131.90199,131.41603,131.48953,130.29128,130.54420,128.98703,129.62379,128.26503,128.54993,126.36082,125.94820,124.64847,124.47425,123.90250,123.92924,123.60687
798.50378,723.25244,783.43652,774.46869,803.19708,768.70898,789.30792,784.94568,774.47211,786.01080,796.46606,831.92102,826.19135,825.66223,819.29797,793.29449,776.79181,793.09265,784.16742,775.24231,755.20502,743.06000,713.74738,695.20435,691.18561,677.87561,664.87579,638.01215,618.15198,593.11096,575.34827,557.95929,557.95392,544.17426,532.33698,516.85187,498.89166,485.73511,474.68573,471.68512,465.51178,456.21585,449.22394,443.04019,437.28314,441.50159,436.89883,440.01093,428.61121,424.76559,413.04739,410.78693,409.41367,407.92758,404.65405,403.48764,399.45346,393.57999,393.49130,390.13596,392.81879,388.40955,385.49539,380.00375,376.30386,373.85355,370.25375,370.41092,367.78528,364.04929,363.50848,356.91638,355.83212,355.65326,356.13821,354.16251,351.78143,348.69711,344.46490,344.55197,341.68909,342.88718,343.11313,341.85620,340.33499,339.09430,336.03513,336.95642,334.68484,334.43951,330.47766,327.35098,323.05405,321.79205,318.98920,318.67111,314.83472,313.62946,310.02460,306.14822,303.15265,302.62720,301.10248,300.80658,298.57590,297.92621,294.32761,295.52130,295.35431,297.92065,298.22391,299.52982,301.28015,301.05130,303.46780,305.68347,308.20377,310.73016,313.46414,315.33420,314.49948,317.85300,320.18109,322.84732,323.39340,324.54254,323.73367,323.12311,322.71759,326.02957,326.17798,326.81064,325.02368,322.59622,320.16956,319.35172,317.51093,317.21429,314.51535,311.81302,310.25638,307.00269,304.76758,303.67218,302.11993,300.55417,298.21838,296.09402,293.58536,291.42615,290.13400,288.91113,287.21750
477.16757,437.89584,469.00159,490.15302,488.53891,512.84808,484.70908,532.40552,485.52066,537.07629,535.54626,579.52625,581.09344,600.16705,590.91461,578.34528,574.45703,585.73499,591.17273,581.24646,565.39886,547.68866,519.94495,510.76263,498.68530,490.83450,476.17099,457.16562,438.44592,412.19806,398.54501,391.14081,385.81772,379.92041,369.53961,365.16888,354.36639,347.21222,342.69266,346.38269,344.83334,340.92816,339.48138,335.54504,334.78217,338.24875,339.90005,341.33713,337.50009,336.03281,330.81567,329.26114,329.79279,330.93622,330.51190,330.00589,325.61194,320.32056,320.44901,319.39926,319.31512,317.38989,315.75220,313.38406,309.82706,308.72995,309.08405,311.84979,310.78311,310.41989,309.17538,307.99246,307.75748,309.26859,310.36920,311.74353,309.12448,309.73618,306.33542,305.60928,305.40436,307.22141,307.16614,307.13837,302.68039,301.08356,299.83389,299.52728,298.38211,296.12250,293.72781,291.45276,288.68765,287.89444,286.65997,286.84558,285.89215,284.70267,282.81549,280.42511,279.02966,280.58838,280.36719,281.22552,279.58035,280.32791,277.69980,277.24271,278.06030,279.99655,280.54913,279.63242,280.78534,279.37616,280.62000,281.20065,283.71307,282.85101,285.15839,282.92581,283.26941,281.97690,283.70370,285.01651,285.93927,284.32425,284.29160,281.49783,281.69061,281.23724,281.19797,280.61426,279.19000,277.63785,275.32846,273.46710,272.88724,272.09265,270.63937,268.58109,266.77481,264.89413,263.66339,261.91733,261.56577,259.46603,258.79718,256.44501,255.01900,252.53461,252.28656,250.79448,250.34926
